depth,sector,condition,rg_similarity,composite_coherence,binding_persistence,recursive_internal_stability,assembly_reproducibility,bounded_composite_drift,composite_gain,classification
96,Neutral,InternalCoherenceStability,0.96,0.9196,0.9209,0.93,0.8936,0.9047,0.9248,COMPOSITE-STABLE
128,Neutral,InternalCoherenceStability,0.96,0.9452,0.9155,0.9289,0.92,0.8941,0.8884,COMPOSITE-STABLE
160,Neutral,InternalCoherenceStability,0.9499,0.9295,0.9054,0.93,0.9003,0.8934,0.9184,COMPOSITE-STABLE
192,Neutral,InternalCoherenceStability,0.9529,0.9386,0.9215,0.9271,0.9084,0.8931,0.886,COMPOSITE-STABLE
256,Neutral,InternalCoherenceStability,0.9448,0.9237,0.9186,0.9195,0.8911,0.8661,0.8881,COMPOSITE-STABLE
320,Neutral,InternalCoherenceStability,0.96,0.9167,0.9145,0.93,0.8952,0.897,0.9239,COMPOSITE-STABLE
512,Neutral,InternalCoherenceStability,0.946,0.9409,0.9133,0.93,0.906,0.892,0.9008,COMPOSITE-STABLE
768,Neutral,InternalCoherenceStability,0.9564,0.9521,0.9296,0.93,0.9032,0.8806,0.9085,COMPOSITE-STABLE
1024,Neutral,InternalCoherenceStability,0.96,0.9519,0.9331,0.93,0.8979,0.9016,0.9067,COMPOSITE-STABLE
1536,Neutral,InternalCoherenceStability,0.96,0.9433,0.9255,0.93,0.9109,0.8662,0.9139,COMPOSITE-STABLE
2048,Neutral,InternalCoherenceStability,0.96,0.9234,0.9346,0.9214,0.8909,0.9033,0.9189,COMPOSITE-STABLE
3072,Neutral,InternalCoherenceStability,0.9595,0.9433,0.9088,0.9291,0.92,0.8752,0.8955,COMPOSITE-STABLE
4096,Neutral,InternalCoherenceStability,0.956,0.9402,0.9103,0.9168,0.8981,0.9006,0.8902,COMPOSITE-STABLE
6144,Neutral,InternalCoherenceStability,0.9512,0.9499,0.9184,0.93,0.916,0.8997,0.906,COMPOSITE-STABLE
8192,Neutral,InternalCoherenceStability,0.96,0.9179,0.9002,0.93,0.9057,0.8829,0.8908,COMPOSITE-STABLE
12288,Neutral,InternalCoherenceStability,0.9515,0.9182,0.8962,0.9287,0.8869,0.8842,0.8983,COMPOSITE-STABLE
16384,Neutral,InternalCoherenceStability,0.9511,0.9409,0.9235,0.9221,0.9121,0.8701,0.8937,COMPOSITE-STABLE
24576,Neutral,InternalCoherenceStability,0.96,0.92,0.9031,0.928,0.8888,0.8673,0.9045,COMPOSITE-STABLE
32768,Neutral,InternalCoherenceStability,0.96,0.938,0.9079,0.93,0.9033,0.897,0.8929,COMPOSITE-STABLE
65536,Neutral,InternalCoherenceStability,0.9571,0.9246,0.9197,0.93,0.9013,0.8953,0.9188,COMPOSITE-STABLE
131072,Neutral,InternalCoherenceStability,0.9417,0.9276,0.9307,0.9164,0.8914,0.8897,0.8892,COMPOSITE-STABLE
262144,Neutral,InternalCoherenceStability,0.96,0.9255,0.8943,0.9161,0.9192,0.8777,0.8888,COMPOSITE-STABLE
524288,Neutral,InternalCoherenceStability,0.96,0.9147,0.8951,0.93,0.8959,0.9016,0.9012,COMPOSITE-STABLE
1048576,Neutral,InternalCoherenceStability,0.9431,0.9114,0.8902,0.93,0.9087,0.8747,0.8885,COMPOSITE-STABLE
2097152,Neutral,InternalCoherenceStability,0.9491,0.9037,0.9197,0.9113,0.8717,0.8831,0.9036,COMPOSITE-STABLE
4194304,Neutral,InternalCoherenceStability,0.9409,0.9179,0.8691,0.9134,0.8734,0.8489,0.8778,COMPOSITE-STABLE
8388608,Neutral,InternalCoherenceStability,0.9044,0.8881,0.8695,0.8891,0.844,0.848,0.8654,COMPOSITE-BOUNDED
16777216,Neutral,InternalCoherenceStability,0.8406,0.8225,0.8208,0.8248,0.7895,0.7791,0.8011,COMPOSITE-BOUNDED
33554432,Neutral,InternalCoherenceStability,0.772,0.7422,0.7121,0.7307,0.7052,0.7099,0.7319,COMPOSITE-PARTIAL
1,Neutral,PerturbationResilienceComposite,0.96,0.9215,0.9078,0.9295,0.9044,0.9038,0.8981,COMPOSITE-STABLE
2,Neutral,PerturbationResilienceComposite,0.9406,0.9218,0.9042,0.9246,0.9177,0.91,0.9249,COMPOSITE-STABLE
4,Neutral,PerturbationResilienceComposite,0.9543,0.9079,0.9318,0.9089,0.92,0.9034,0.896,COMPOSITE-STABLE
6,Neutral,PerturbationResilienceComposite,0.9507,0.9189,0.928,0.9174,0.89,0.9085,0.8997,COMPOSITE-STABLE
8,Neutral,PerturbationResilienceComposite,0.96,0.9282,0.8966,0.9132,0.91,0.91,0.9018,COMPOSITE-STABLE
12,Neutral,PerturbationResilienceComposite,0.9482,0.938,0.9112,0.925,0.8981,0.91,0.9233,COMPOSITE-STABLE
16,Neutral,PerturbationResilienceComposite,0.96,0.925,0.9085,0.9094,0.887,0.899,0.903,COMPOSITE-STABLE
20,Neutral,PerturbationResilienceComposite,0.96,0.9194,0.9258,0.9053,0.8905,0.8997,0.9285,COMPOSITE-STABLE
24,Neutral,PerturbationResilienceComposite,0.96,0.9077,0.923,0.9082,0.8917,0.9092,0.9261,COMPOSITE-STABLE
32,Neutral,PerturbationResilienceComposite,0.949,0.9212,0.8967,0.8983,0.9196,0.91,0.9059,COMPOSITE-STABLE
40,Neutral,PerturbationResilienceComposite,0.9456,0.9174,0.9174,0.9081,0.8965,0.9082,0.922,COMPOSITE-STABLE
48,Neutral,PerturbationResilienceComposite,0.9487,0.9217,0.9064,0.9275,0.9068,0.91,0.9122,COMPOSITE-STABLE
64,Neutral,PerturbationResilienceComposite,0.9418,0.9369,0.9292,0.8968,0.8934,0.91,0.922,COMPOSITE-STABLE
80,Neutral,PerturbationResilienceComposite,0.96,0.9138,0.9196,0.93,0.9175,0.91,0.9243,COMPOSITE-STABLE
96,Neutral,PerturbationResilienceComposite,0.96,0.9139,0.9011,0.9035,0.8971,0.9034,0.93,COMPOSITE-STABLE
128,Neutral,PerturbationResilienceComposite,0.96,0.9184,0.9045,0.8993,0.8965,0.9015,0.9244,COMPOSITE-STABLE
160,Neutral,PerturbationResilienceComposite,0.944,0.9093,0.9293,0.9263,0.8925,0.91,0.9123,COMPOSITE-STABLE
192,Neutral,PerturbationResilienceComposite,0.9435,0.9325,0.903,0.8971,0.9125,0.91,0.9011,COMPOSITE-STABLE
256,Neutral,PerturbationResilienceComposite,0.9505,0.9069,0.9,0.9163,0.92,0.91,0.8993,COMPOSITE-STABLE
320,Neutral,PerturbationResilienceComposite,0.9529,0.9114,0.9319,0.8989,0.9093,0.91,0.93,COMPOSITE-STABLE
512,Neutral,PerturbationResilienceComposite,0.9537,0.9388,0.9029,0.9093,0.8964,0.91,0.9102,COMPOSITE-STABLE
768,Neutral,PerturbationResilienceComposite,0.9392,0.9321,0.9096,0.8989,0.9066,0.91,0.9115,COMPOSITE-STABLE
1024,Neutral,PerturbationResilienceComposite,0.9418,0.9384,0.9004,0.9255,0.9039,0.91,0.9127,COMPOSITE-STABLE
1536,Neutral,PerturbationResilienceComposite,0.9405,0.9062,0.9176,0.9201,0.9065,0.91,0.927,COMPOSITE-STABLE
2048,Neutral,PerturbationResilienceComposite,0.9502,0.9312,0.9024,0.8975,0.8903,0.91,0.9192,COMPOSITE-STABLE
3072,Neutral,PerturbationResilienceComposite,0.9462,0.9103,0.9037,0.9137,0.9065,0.91,0.9012,COMPOSITE-STABLE
4096,Neutral,PerturbationResilienceComposite,0.96,0.9143,0.9345,0.8996,0.9121,0.91,0.93,COMPOSITE-STABLE
6144,Neutral,PerturbationResilienceComposite,0.96,0.9291,0.9338,0.897,0.9073,0.9024,0.9132,COMPOSITE-STABLE
8192,Neutral,PerturbationResilienceComposite,0.9482,0.9293,0.9029,0.93,0.9031,0.9089,0.916,COMPOSITE-STABLE
12288,Neutral,PerturbationResilienceComposite,0.96,0.9246,0.9141,0.9214,0.9059,0.91,0.9224,COMPOSITE-STABLE
16384,Neutral,PerturbationResilienceComposite,0.96,0.927,0.9318,0.9114,0.889,0.9058,0.8986,COMPOSITE-STABLE
24576,Neutral,PerturbationResilienceComposite,0.96,0.9399,0.9287,0.9131,0.92,0.9062,0.93,COMPOSITE-STABLE
32768,Neutral,PerturbationResilienceComposite,0.9397,0.9226,0.8994,0.913,0.9125,0.91,0.9064,COMPOSITE-STABLE
65536,Neutral,PerturbationResilienceComposite,0.9447,0.9119,0.9049,0.9057,0.9179,0.91,0.9083,COMPOSITE-STABLE
131072,Neutral,PerturbationResilienceComposite,0.9388,0.9271,0.9078,0.9143,0.8894,0.91,0.93,COMPOSITE-STABLE
262144,Neutral,PerturbationResilienceComposite,0.96,0.9304,0.9271,0.9252,0.8972,0.91,0.9217,COMPOSITE-STABLE
524288,Neutral,PerturbationResilienceComposite,0.9364,0.9129,0.9045,0.92,0.9185,0.91,0.9145,COMPOSITE-STABLE
1048576,Neutral,PerturbationResilienceComposite,0.9361,0.933,0.8938,0.8904,0.8919,0.91,0.8975,COMPOSITE-STABLE
2097152,Neutral,PerturbationResilienceComposite,0.9406,0.9277,0.8971,0.8964,0.9045,0.9023,0.9174,COMPOSITE-STABLE
4194304,Neutral,PerturbationResilienceComposite,0.9337,0.8872,0.8955,0.8733,0.8589,0.8742,0.8855,COMPOSITE-BOUNDED
8388608,Neutral,PerturbationResilienceComposite,0.8853,0.8552,0.871,0.8671,0.8382,0.8748,0.8728,COMPOSITE-BOUNDED
16777216,Neutral,PerturbationResilienceComposite,0.8517,0.8072,0.8054,0.8078,0.7977,0.8242,0.8135,COMPOSITE-BOUNDED
33554432,Neutral,PerturbationResilienceComposite,0.7526,0.7292,0.7276,0.7135,0.7067,0.714,0.714,COMPOSITE-PARTIAL
1,Neutral,RecursiveAssemblyHierarchy,0.9586,0.9219,0.9271,0.913,0.9093,0.8846,0.9138,COMPOSITE-STABLE
2,Neutral,RecursiveAssemblyHierarchy,0.9412,0.9339,0.9049,0.919,0.9123,0.91,0.9298,COMPOSITE-STABLE
4,Neutral,RecursiveAssemblyHierarchy,0.96,0.917,0.9169,0.9006,0.92,0.9003,0.9195,COMPOSITE-STABLE
6,Neutral,RecursiveAssemblyHierarchy,0.96,0.9177,0.9117,0.8957,0.92,0.9015,0.9259,COMPOSITE-STABLE
8,Neutral,RecursiveAssemblyHierarchy,0.96,0.9409,0.9056,0.8987,0.9072,0.9082,0.9002,COMPOSITE-STABLE
12,Neutral,RecursiveAssemblyHierarchy,0.9555,0.9405,0.9014,0.8958,0.907,0.8898,0.93,COMPOSITE-STABLE
16,Neutral,RecursiveAssemblyHierarchy,0.96,0.9362,0.9081,0.8878,0.92,0.8881,0.9043,COMPOSITE-STABLE
20,Neutral,RecursiveAssemblyHierarchy,0.9582,0.9529,0.9152,0.9005,0.9091,0.9084,0.9074,COMPOSITE-STABLE
24,Neutral,RecursiveAssemblyHierarchy,0.9577,0.9485,0.9353,0.8895,0.92,0.8776,0.9022,COMPOSITE-STABLE
32,Neutral,RecursiveAssemblyHierarchy,0.96,0.9357,0.9117,0.904,0.92,0.8984,0.9068,COMPOSITE-STABLE
40,Neutral,RecursiveAssemblyHierarchy,0.9559,0.934,0.9351,0.8857,0.92,0.9061,0.899,COMPOSITE-STABLE
48,Neutral,RecursiveAssemblyHierarchy,0.9399,0.93,0.9257,0.9013,0.92,0.8903,0.93,COMPOSITE-STABLE
64,Neutral,RecursiveAssemblyHierarchy,0.96,0.9544,0.9139,0.9034,0.92,0.91,0.9124,COMPOSITE-STABLE
80,Neutral,RecursiveAssemblyHierarchy,0.941,0.9289,0.9119,0.9059,0.92,0.8892,0.8977,COMPOSITE-STABLE
96,Neutral,RecursiveAssemblyHierarchy,0.9529,0.941,0.9263,0.9208,0.9074,0.9005,0.9167,COMPOSITE-STABLE
128,Neutral,RecursiveAssemblyHierarchy,0.96,0.9366,0.935,0.889,0.92,0.8822,0.93,COMPOSITE-STABLE
160,Neutral,RecursiveAssemblyHierarchy,0.9498,0.9349,0.9351,0.886,0.9104,0.8829,0.9082,COMPOSITE-STABLE
192,Neutral,RecursiveAssemblyHierarchy,0.9585,0.9488,0.9215,0.913,0.9129,0.8851,0.9106,COMPOSITE-STABLE
256,Neutral,RecursiveAssemblyHierarchy,0.96,0.9325,0.904,0.8873,0.92,0.8875,0.8999,COMPOSITE-STABLE
320,Neutral,RecursiveAssemblyHierarchy,0.9458,0.9298,0.9115,0.9196,0.92,0.893,0.8987,COMPOSITE-STABLE
512,Neutral,RecursiveAssemblyHierarchy,0.9508,0.9305,0.9139,0.8894,0.92,0.91,0.9286,COMPOSITE-STABLE
768,Neutral,RecursiveAssemblyHierarchy,0.96,0.9554,0.8976,0.8912,0.9197,0.8831,0.9033,COMPOSITE-STABLE
1024,Neutral,RecursiveAssemblyHierarchy,0.96,0.9195,0.9273,0.919,0.9104,0.8924,0.9263,COMPOSITE-STABLE
1536,Neutral,RecursiveAssemblyHierarchy,0.96,0.9292,0.8996,0.902,0.9082,0.8849,0.8967,COMPOSITE-STABLE
2048,Neutral,RecursiveAssemblyHierarchy,0.96,0.9166,0.9199,0.9159,0.92,0.9042,0.9127,COMPOSITE-STABLE
3072,Neutral,RecursiveAssemblyHierarchy,0.9446,0.9387,0.9016,0.9211,0.92,0.8918,0.8962,COMPOSITE-STABLE
4096,Neutral,RecursiveAssemblyHierarchy,0.9384,0.9217,0.8988,0.8882,0.9107,0.884,0.9023,COMPOSITE-STABLE
6144,Neutral,RecursiveAssemblyHierarchy,0.96,0.9324,0.8982,0.9049,0.92,0.91,0.9197,COMPOSITE-STABLE
8192,Neutral,RecursiveAssemblyHierarchy,0.9384,0.9382,0.918,0.9224,0.915,0.903,0.8963,COMPOSITE-STABLE
12288,Neutral,RecursiveAssemblyHierarchy,0.9492,0.9325,0.9295,0.8962,0.9095,0.8997,0.8991,COMPOSITE-STABLE
16384,Neutral,RecursiveAssemblyHierarchy,0.96,0.9162,0.9198,0.9254,0.92,0.9029,0.9155,COMPOSITE-STABLE
24576,Neutral,RecursiveAssemblyHierarchy,0.96,0.953,0.9056,0.8938,0.92,0.8924,0.9086,COMPOSITE-STABLE
32768,Neutral,RecursiveAssemblyHierarchy,0.9421,0.9156,0.9017,0.8893,0.9098,0.9004,0.9004,COMPOSITE-STABLE
65536,Neutral,RecursiveAssemblyHierarchy,0.96,0.9238,0.9276,0.8919,0.9092,0.8803,0.9019,COMPOSITE-STABLE
131072,Neutral,RecursiveAssemblyHierarchy,0.9587,0.9328,0.907,0.924,0.91,0.91,0.9113,COMPOSITE-STABLE
262144,Neutral,RecursiveAssemblyHierarchy,0.9563,0.9378,0.9173,0.9083,0.92,0.9096,0.9144,COMPOSITE-STABLE
524288,Neutral,RecursiveAssemblyHierarchy,0.9417,0.9164,0.929,0.8889,0.92,0.8737,0.9287,COMPOSITE-STABLE
1048576,Neutral,RecursiveAssemblyHierarchy,0.9321,0.9196,0.9045,0.9046,0.9146,0.8741,0.9259,COMPOSITE-STABLE
2097152,Neutral,RecursiveAssemblyHierarchy,0.9382,0.9104,0.9119,0.8762,0.8971,0.8929,0.9184,COMPOSITE-STABLE
4194304,Neutral,RecursiveAssemblyHierarchy,0.9287,0.8887,0.8765,0.8731,0.8976,0.8785,0.8713,COMPOSITE-BOUNDED
8388608,Neutral,RecursiveAssemblyHierarchy,0.9042,0.8687,0.8576,0.8643,0.8535,0.8293,0.8593,COMPOSITE-BOUNDED
16777216,Neutral,RecursiveAssemblyHierarchy,0.8524,0.8276,0.8091,0.7966,0.8317,0.7999,0.8207,COMPOSITE-BOUNDED
33554432,Neutral,RecursiveAssemblyHierarchy,0.7725,0.7557,0.7157,0.7155,0.7193,0.7195,0.7198,COMPOSITE-PARTIAL
1,Neutral,CompositeTransportStability,0.9381,0.9315,0.9375,0.9107,0.9049,0.8791,0.93,COMPOSITE-STABLE
2,Neutral,CompositeTransportStability,0.96,0.9403,0.9102,0.9205,0.8956,0.894,0.93,COMPOSITE-STABLE
4,Neutral,CompositeTransportStability,0.95,0.9353,0.9255,0.9019,0.8834,0.881,0.93,COMPOSITE-STABLE
6,Neutral,CompositeTransportStability,0.9597,0.9444,0.916,0.92,0.8814,0.8929,0.93,COMPOSITE-STABLE
8,Neutral,CompositeTransportStability,0.96,0.9349,0.9312,0.9239,0.912,0.8867,0.9205,COMPOSITE-STABLE
12,Neutral,CompositeTransportStability,0.957,0.9166,0.9391,0.8882,0.8816,0.9052,0.929,COMPOSITE-STABLE
16,Neutral,CompositeTransportStability,0.9438,0.9383,0.94,0.8987,0.8993,0.8941,0.9288,COMPOSITE-STABLE
20,Neutral,CompositeTransportStability,0.9386,0.949,0.9153,0.9065,0.91,0.8943,0.93,COMPOSITE-STABLE
24,Neutral,CompositeTransportStability,0.9345,0.9269,0.94,0.8971,0.8852,0.8835,0.93,COMPOSITE-STABLE
32,Neutral,CompositeTransportStability,0.9567,0.9305,0.9277,0.9178,0.8859,0.9044,0.9199,COMPOSITE-STABLE
40,Neutral,CompositeTransportStability,0.96,0.9505,0.9386,0.9022,0.9026,0.8988,0.93,COMPOSITE-STABLE
48,Neutral,CompositeTransportStability,0.96,0.9225,0.9152,0.9143,0.8896,0.8806,0.9195,COMPOSITE-STABLE
64,Neutral,CompositeTransportStability,0.96,0.9478,0.94,0.8895,0.914,0.908,0.9159,COMPOSITE-STABLE
80,Neutral,CompositeTransportStability,0.9534,0.917,0.9122,0.8978,0.9059,0.878,0.9242,COMPOSITE-STABLE
96,Neutral,CompositeTransportStability,0.9417,0.9358,0.9116,0.9001,0.8987,0.91,0.9239,COMPOSITE-STABLE
128,Neutral,CompositeTransportStability,0.955,0.9298,0.9085,0.8868,0.8777,0.8881,0.93,COMPOSITE-STABLE
160,Neutral,CompositeTransportStability,0.9537,0.9542,0.9131,0.9075,0.9087,0.8793,0.93,COMPOSITE-STABLE
192,Neutral,CompositeTransportStability,0.932,0.9335,0.916,0.901,0.8862,0.8806,0.93,COMPOSITE-STABLE
256,Neutral,CompositeTransportStability,0.96,0.94,0.9201,0.9194,0.8967,0.9065,0.9181,COMPOSITE-STABLE
320,Neutral,CompositeTransportStability,0.9343,0.9384,0.9323,0.9056,0.9114,0.9067,0.9293,COMPOSITE-STABLE
512,Neutral,CompositeTransportStability,0.9392,0.9445,0.9305,0.9114,0.9113,0.8867,0.93,COMPOSITE-STABLE
768,Neutral,CompositeTransportStability,0.9511,0.9431,0.921,0.9143,0.9112,0.91,0.9279,COMPOSITE-STABLE
1024,Neutral,CompositeTransportStability,0.96,0.9512,0.9209,0.9046,0.8816,0.9017,0.9218,COMPOSITE-STABLE
1536,Neutral,CompositeTransportStability,0.9381,0.9316,0.9264,0.8991,0.9084,0.9079,0.921,COMPOSITE-STABLE
2048,Neutral,CompositeTransportStability,0.96,0.935,0.94,0.8866,0.8833,0.9075,0.93,COMPOSITE-STABLE
3072,Neutral,CompositeTransportStability,0.9408,0.9194,0.9345,0.896,0.9076,0.91,0.93,COMPOSITE-STABLE
4096,Neutral,CompositeTransportStability,0.96,0.9467,0.9127,0.8965,0.9074,0.8846,0.93,COMPOSITE-STABLE
6144,Neutral,CompositeTransportStability,0.9582,0.9393,0.9349,0.9004,0.9094,0.9045,0.93,COMPOSITE-STABLE
8192,Neutral,CompositeTransportStability,0.96,0.919,0.9125,0.8913,0.8785,0.9035,0.9269,COMPOSITE-STABLE
12288,Neutral,CompositeTransportStability,0.96,0.9167,0.9168,0.9001,0.8933,0.91,0.9173,COMPOSITE-STABLE
16384,Neutral,CompositeTransportStability,0.9514,0.9225,0.9216,0.919,0.8813,0.8984,0.93,COMPOSITE-STABLE
24576,Neutral,CompositeTransportStability,0.9569,0.9497,0.9319,0.8858,0.8767,0.8845,0.9208,COMPOSITE-STABLE
32768,Neutral,CompositeTransportStability,0.9527,0.9154,0.9311,0.8975,0.8801,0.91,0.93,COMPOSITE-STABLE
65536,Neutral,CompositeTransportStability,0.9399,0.9231,0.94,0.9092,0.8987,0.9016,0.93,COMPOSITE-STABLE
131072,Neutral,CompositeTransportStability,0.96,0.9509,0.9282,0.8979,0.9145,0.8771,0.9237,COMPOSITE-STABLE
262144,Neutral,CompositeTransportStability,0.96,0.9528,0.9367,0.9116,0.9093,0.8757,0.9164,COMPOSITE-STABLE
524288,Neutral,CompositeTransportStability,0.9554,0.9285,0.9198,0.8873,0.8903,0.8876,0.93,COMPOSITE-STABLE
1048576,Neutral,CompositeTransportStability,0.9254,0.9327,0.9137,0.8993,0.8966,0.9043,0.93,COMPOSITE-STABLE
2097152,Neutral,CompositeTransportStability,0.9227,0.9397,0.9261,0.8751,0.886,0.8966,0.93,COMPOSITE-STABLE
4194304,Neutral,CompositeTransportStability,0.9221,0.8957,0.9062,0.8743,0.8633,0.8775,0.9092,COMPOSITE-BOUNDED
8388608,Neutral,CompositeTransportStability,0.8881,0.8634,0.8585,0.8647,0.8385,0.8588,0.8623,COMPOSITE-BOUNDED
16777216,Neutral,CompositeTransportStability,0.8368,0.8158,0.8305,0.8116,0.8045,0.7847,0.831,COMPOSITE-BOUNDED
33554432,Neutral,CompositeTransportStability,0.7437,0.7567,0.7398,0.7106,0.7142,0.7108,0.7479,COMPOSITE-PARTIAL
1,Neutral,NullBindingControl,0.6542,0.642,0.6194,0.6219,0.6027,0.5848,0.6044,COMPOSITE-DEGRADING
2,Neutral,NullBindingControl,0.6677,0.6501,0.6214,0.5989,0.5976,0.5762,0.6043,COMPOSITE-DEGRADING
4,Neutral,NullBindingControl,0.663,0.6351,0.6253,0.6337,0.5868,0.6012,0.6106,COMPOSITE-DEGRADING
6,Neutral,NullBindingControl,0.665,0.6167,0.6437,0.6057,0.6183,0.5801,0.6038,COMPOSITE-DEGRADING
8,Neutral,NullBindingControl,0.6738,0.6526,0.6322,0.6184,0.5898,0.5912,0.6307,COMPOSITE-DEGRADING
12,Neutral,NullBindingControl,0.6736,0.6405,0.6285,0.631,0.61,0.5951,0.6261,COMPOSITE-DEGRADING
16,Neutral,NullBindingControl,0.6664,0.6493,0.6324,0.6201,0.5887,0.6131,0.6223,COMPOSITE-DEGRADING
20,Neutral,NullBindingControl,0.6554,0.6466,0.6379,0.6339,0.6184,0.6009,0.6274,COMPOSITE-DEGRADING
24,Neutral,NullBindingControl,0.6689,0.6411,0.6161,0.6338,0.6119,0.6145,0.6262,COMPOSITE-DEGRADING
32,Neutral,NullBindingControl,0.6865,0.6405,0.626,0.6242,0.5858,0.6096,0.6192,COMPOSITE-DEGRADING
40,Neutral,NullBindingControl,0.6518,0.6527,0.6279,0.5996,0.6025,0.5768,0.5986,COMPOSITE-DEGRADING
48,Neutral,NullBindingControl,0.683,0.6317,0.6228,0.6044,0.6114,0.586,0.598,COMPOSITE-DEGRADING
64,Neutral,NullBindingControl,0.6483,0.652,0.6189,0.602,0.6252,0.5778,0.6256,COMPOSITE-DEGRADING
80,Neutral,NullBindingControl,0.6785,0.6542,0.6381,0.5984,0.6186,0.5847,0.6206,COMPOSITE-DEGRADING
96,Neutral,NullBindingControl,0.6844,0.6519,0.6272,0.6279,0.605,0.5805,0.6278,COMPOSITE-DEGRADING
128,Neutral,NullBindingControl,0.6757,0.6317,0.6317,0.6263,0.6053,0.5927,0.6338,COMPOSITE-DEGRADING
160,Neutral,NullBindingControl,0.6727,0.6301,0.613,0.6018,0.6102,0.5969,0.6182,COMPOSITE-DEGRADING
192,Neutral,NullBindingControl,0.6468,0.6157,0.6448,0.623,0.5914,0.5814,0.6347,COMPOSITE-DEGRADING
256,Neutral,NullBindingControl,0.6538,0.6159,0.6183,0.6078,0.5941,0.5982,0.6277,COMPOSITE-DEGRADING
320,Neutral,NullBindingControl,0.6641,0.6216,0.6329,0.6152,0.6191,0.5982,0.6349,COMPOSITE-DEGRADING
512,Neutral,NullBindingControl,0.6607,0.6521,0.6151,0.6239,0.6121,0.5975,0.611,COMPOSITE-DEGRADING
768,Neutral,NullBindingControl,0.6551,0.6326,0.6158,0.6332,0.6046,0.586,0.5973,COMPOSITE-DEGRADING
1024,Neutral,NullBindingControl,0.6489,0.6254,0.6185,0.6205,0.6203,0.6095,0.6075,COMPOSITE-DEGRADING
1536,Neutral,NullBindingControl,0.6818,0.6442,0.6387,0.6179,0.6112,0.6048,0.6283,COMPOSITE-DEGRADING
2048,Neutral,NullBindingControl,0.6637,0.6281,0.6198,0.5965,0.6212,0.5813,0.6054,COMPOSITE-DEGRADING
3072,Neutral,NullBindingControl,0.677,0.6226,0.6305,0.6213,0.5988,0.576,0.6149,COMPOSITE-DEGRADING
4096,Neutral,NullBindingControl,0.6627,0.651,0.6245,0.6016,0.6147,0.6098,0.6023,COMPOSITE-DEGRADING
6144,Neutral,NullBindingControl,0.6694,0.6223,0.6256,0.6037,0.6163,0.5809,0.6273,COMPOSITE-DEGRADING
8192,Neutral,NullBindingControl,0.6705,0.6293,0.6168,0.6101,0.5922,0.5978,0.5975,COMPOSITE-DEGRADING
12288,Neutral,NullBindingControl,0.6688,0.6303,0.6168,0.6172,0.5884,0.6141,0.6297,COMPOSITE-DEGRADING
16384,Neutral,NullBindingControl,0.6675,0.638,0.608,0.6187,0.6235,0.6058,0.6005,COMPOSITE-DEGRADING
24576,Neutral,NullBindingControl,0.6694,0.6368,0.6436,0.6152,0.6202,0.5872,0.6036,COMPOSITE-DEGRADING
32768,Neutral,NullBindingControl,0.6677,0.6488,0.6313,0.6031,0.6129,0.583,0.6306,COMPOSITE-DEGRADING
65536,Neutral,NullBindingControl,0.6698,0.6268,0.6415,0.6271,0.5885,0.5856,0.6261,COMPOSITE-DEGRADING
131072,Neutral,NullBindingControl,0.679,0.6528,0.6438,0.6259,0.6107,0.5877,0.6293,COMPOSITE-DEGRADING
262144,Neutral,NullBindingControl,0.6595,0.6154,0.6239,0.5957,0.5911,0.5779,0.6288,COMPOSITE-DEGRADING
524288,Neutral,NullBindingControl,0.6443,0.6353,0.627,0.6164,0.5879,0.6014,0.6221,COMPOSITE-DEGRADING
1048576,Neutral,NullBindingControl,0.6771,0.6492,0.6089,0.595,0.5814,0.6018,0.6065,COMPOSITE-DEGRADING
2097152,Neutral,NullBindingControl,0.6538,0.6223,0.6017,0.5907,0.5853,0.5783,0.6213,COMPOSITE-DEGRADING
4194304,Neutral,NullBindingControl,0.6607,0.6314,0.5934,0.5781,0.6041,0.59,0.5783,COMPOSITE-DEGRADING
8388608,Neutral,NullBindingControl,0.6239,0.585,0.5977,0.5711,0.5668,0.5744,0.5931,COMPOSITE-DEGRADING
16777216,Neutral,NullBindingControl,0.5815,0.5662,0.5409,0.5424,0.5398,0.5191,0.5347,COMPOSITE-DEGRADING
33554432,Neutral,NullBindingControl,0.5293,0.4914,0.4951,0.4951,0.4693,0.4761,0.4772,COMPOSITE-FAILED
1,P-A,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,P-A,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,P-A,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,P-A,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,P-A,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,P-A,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,P-A,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,P-A,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,P-A,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
