depth,sector,condition,rg_similarity,semantic_coherence,relational_meaning_persistence,semantic_transport_alignment,recursive_semantic_stability,semantic_reproduction_index,abstraction_semantic_gain,classification
192,Neutral,SemanticReproductionDynamics,0.6968,0.6785,0.6641,0.6635,0.6661,0.6526,0.6754,SEMANTIC-DEGRADING
256,Neutral,SemanticReproductionDynamics,0.6382,0.6264,0.6249,0.596,0.6097,0.6184,0.6005,SEMANTIC-DEGRADING
320,Neutral,SemanticReproductionDynamics,0.59,0.5739,0.5683,0.5502,0.5591,0.5523,0.5635,SEMANTIC-DEGRADING
512,Neutral,SemanticReproductionDynamics,0.4702,0.4544,0.4616,0.4595,0.4446,0.4458,0.4617,SEMANTIC-FAILED
768,Neutral,SemanticReproductionDynamics,0.3742,0.3686,0.3694,0.3583,0.361,0.3669,0.3537,SEMANTIC-FAILED
1024,Neutral,SemanticReproductionDynamics,0.3078,0.3018,0.2994,0.2975,0.2953,0.2958,0.3022,SEMANTIC-FAILED
1536,Neutral,SemanticReproductionDynamics,0.2301,0.2264,0.2279,0.2215,0.2278,0.2244,0.2266,SEMANTIC-FAILED
2048,Neutral,SemanticReproductionDynamics,0.1877,0.1808,0.182,0.1761,0.1763,0.1814,0.1784,SEMANTIC-FAILED
3072,Neutral,SemanticReproductionDynamics,0.133,0.1335,0.13,0.1269,0.1296,0.1267,0.1272,SEMANTIC-FAILED
4096,Neutral,SemanticReproductionDynamics,0.1052,0.1006,0.1017,0.0998,0.1001,0.0995,0.0999,SEMANTIC-FAILED
6144,Neutral,SemanticReproductionDynamics,0.0707,0.0692,0.0698,0.0678,0.0684,0.0677,0.0688,SEMANTIC-FAILED
8192,Neutral,SemanticReproductionDynamics,0.0543,0.0542,0.0526,0.0529,0.0523,0.0515,0.0525,SEMANTIC-FAILED
12288,Neutral,SemanticReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Neutral,SemanticReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Neutral,SemanticReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Neutral,NullSemanticControl,0.7794,0.78,0.7726,0.7601,0.7361,0.7278,0.737,SEMANTIC-PARTIAL
2,Neutral,NullSemanticControl,0.772,0.747,0.7713,0.7545,0.7172,0.7062,0.7385,SEMANTIC-PARTIAL
4,Neutral,NullSemanticControl,0.7496,0.7527,0.7456,0.749,0.7487,0.7038,0.724,SEMANTIC-PARTIAL
6,Neutral,NullSemanticControl,0.7721,0.7634,0.7418,0.7449,0.7462,0.7233,0.7329,SEMANTIC-PARTIAL
8,Neutral,NullSemanticControl,0.7478,0.74,0.7287,0.7578,0.743,0.6975,0.753,SEMANTIC-PARTIAL
12,Neutral,NullSemanticControl,0.7653,0.7628,0.7357,0.7599,0.7256,0.7128,0.7132,SEMANTIC-PARTIAL
16,Neutral,NullSemanticControl,0.7323,0.7615,0.7409,0.7306,0.7034,0.7156,0.7296,SEMANTIC-PARTIAL
20,Neutral,NullSemanticControl,0.7286,0.7346,0.7373,0.726,0.6901,0.6799,0.7207,SEMANTIC-PARTIAL
24,Neutral,NullSemanticControl,0.7219,0.7498,0.7062,0.7222,0.7049,0.6757,0.6988,SEMANTIC-PARTIAL
32,Neutral,NullSemanticControl,0.7236,0.7364,0.7196,0.7081,0.7113,0.6803,0.7023,SEMANTIC-PARTIAL
40,Neutral,NullSemanticControl,0.7077,0.7155,0.7115,0.7087,0.667,0.6815,0.6963,SEMANTIC-PARTIAL
48,Neutral,NullSemanticControl,0.6821,0.7013,0.6995,0.7101,0.6694,0.6503,0.678,SEMANTIC-DEGRADING
64,Neutral,NullSemanticControl,0.6764,0.6662,0.6604,0.6848,0.662,0.6575,0.6532,SEMANTIC-DEGRADING
80,Neutral,NullSemanticControl,0.6547,0.6565,0.6439,0.6444,0.6387,0.6364,0.6317,SEMANTIC-DEGRADING
96,Neutral,NullSemanticControl,0.6471,0.6399,0.62,0.6548,0.6262,0.6204,0.6124,SEMANTIC-DEGRADING
128,Neutral,NullSemanticControl,0.6243,0.6075,0.606,0.6199,0.5869,0.5933,0.5892,SEMANTIC-DEGRADING
160,Neutral,NullSemanticControl,0.5887,0.5723,0.5852,0.5777,0.5529,0.5365,0.5656,SEMANTIC-DEGRADING
192,Neutral,NullSemanticControl,0.5535,0.5663,0.5597,0.5542,0.5398,0.5252,0.5483,SEMANTIC-DEGRADING
256,Neutral,NullSemanticControl,0.4947,0.4988,0.4894,0.5184,0.4839,0.4788,0.5003,SEMANTIC-FAILED
320,Neutral,NullSemanticControl,0.4633,0.4589,0.465,0.4616,0.4576,0.4341,0.4612,SEMANTIC-FAILED
512,Neutral,NullSemanticControl,0.3864,0.3756,0.3764,0.3878,0.3569,0.3524,0.37,SEMANTIC-FAILED
768,Neutral,NullSemanticControl,0.3081,0.2947,0.2975,0.2999,0.2923,0.2939,0.3019,SEMANTIC-FAILED
1024,Neutral,NullSemanticControl,0.2532,0.2489,0.2495,0.2474,0.2408,0.2362,0.2402,SEMANTIC-FAILED
1536,Neutral,NullSemanticControl,0.1841,0.1839,0.1899,0.1869,0.1803,0.1741,0.1799,SEMANTIC-FAILED
2048,Neutral,NullSemanticControl,0.1539,0.1504,0.1517,0.151,0.1421,0.1423,0.1446,SEMANTIC-FAILED
3072,Neutral,NullSemanticControl,0.1055,0.1076,0.1036,0.108,0.1031,0.0997,0.1058,SEMANTIC-FAILED
4096,Neutral,NullSemanticControl,0.0821,0.0812,0.0813,0.0826,0.081,0.0803,0.0802,SEMANTIC-FAILED
6144,Neutral,NullSemanticControl,0.058,0.0564,0.0571,0.0576,0.0541,0.0539,0.0567,SEMANTIC-FAILED
8192,Neutral,NullSemanticControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
12288,Neutral,NullSemanticControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Neutral,NullSemanticControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Neutral,NullSemanticControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Antisymmetry,SemanticRelationExtraction,0.96,0.94,0.93,0.92,0.91,0.9,0.92,SEMANTIC-STABLE
2,Projection-Antisymmetry,SemanticRelationExtraction,0.96,0.9281,0.9216,0.8983,0.91,0.8907,0.9024,SEMANTIC-STABLE
4,Projection-Antisymmetry,SemanticRelationExtraction,0.9595,0.9329,0.9277,0.8943,0.8999,0.9,0.9113,SEMANTIC-STABLE
6,Projection-Antisymmetry,SemanticRelationExtraction,0.9534,0.9206,0.9237,0.9052,0.8993,0.8989,0.9113,SEMANTIC-STABLE
8,Projection-Antisymmetry,SemanticRelationExtraction,0.96,0.9391,0.9166,0.905,0.8822,0.898,0.9085,SEMANTIC-STABLE
12,Projection-Antisymmetry,SemanticRelationExtraction,0.9443,0.9174,0.9055,0.9105,0.8905,0.8846,0.8796,SEMANTIC-STABLE
16,Projection-Antisymmetry,SemanticRelationExtraction,0.927,0.9325,0.8996,0.893,0.8885,0.8949,0.8704,SEMANTIC-BOUNDED
20,Projection-Antisymmetry,SemanticRelationExtraction,0.9233,0.9286,0.8842,0.883,0.8767,0.8596,0.874,SEMANTIC-BOUNDED
24,Projection-Antisymmetry,SemanticRelationExtraction,0.9396,0.9024,0.8775,0.8769,0.8807,0.8487,0.8813,SEMANTIC-BOUNDED
32,Projection-Antisymmetry,SemanticRelationExtraction,0.9053,0.9079,0.8678,0.8518,0.8671,0.8508,0.8466,SEMANTIC-BOUNDED
40,Projection-Antisymmetry,SemanticRelationExtraction,0.8992,0.8617,0.8606,0.866,0.8371,0.8452,0.837,SEMANTIC-BOUNDED
48,Projection-Antisymmetry,SemanticRelationExtraction,0.8742,0.8529,0.8678,0.8285,0.8123,0.8301,0.8195,SEMANTIC-BOUNDED
64,Projection-Antisymmetry,SemanticRelationExtraction,0.8586,0.8348,0.8227,0.8188,0.8078,0.7952,0.8193,SEMANTIC-BOUNDED
80,Projection-Antisymmetry,SemanticRelationExtraction,0.8437,0.808,0.799,0.7837,0.7852,0.7874,0.8047,SEMANTIC-PARTIAL
96,Projection-Antisymmetry,SemanticRelationExtraction,0.8281,0.7873,0.7909,0.7669,0.7748,0.75,0.7644,SEMANTIC-PARTIAL
128,Projection-Antisymmetry,SemanticRelationExtraction,0.7734,0.7517,0.7439,0.7317,0.7276,0.7146,0.7344,SEMANTIC-PARTIAL
160,Projection-Antisymmetry,SemanticRelationExtraction,0.7233,0.7073,0.6987,0.698,0.6883,0.682,0.7047,SEMANTIC-DEGRADING
192,Projection-Antisymmetry,SemanticRelationExtraction,0.7024,0.6902,0.667,0.6759,0.6675,0.664,0.6655,SEMANTIC-DEGRADING
256,Projection-Antisymmetry,SemanticRelationExtraction,0.6467,0.6192,0.6327,0.5976,0.6073,0.6046,0.6113,SEMANTIC-DEGRADING
320,Projection-Antisymmetry,SemanticRelationExtraction,0.5805,0.5847,0.5799,0.561,0.5516,0.5517,0.5701,SEMANTIC-DEGRADING
512,Projection-Antisymmetry,SemanticRelationExtraction,0.4879,0.4698,0.4603,0.4621,0.4511,0.4527,0.4477,SEMANTIC-FAILED
768,Projection-Antisymmetry,SemanticRelationExtraction,0.3835,0.3806,0.3731,0.3624,0.3628,0.3536,0.3625,SEMANTIC-FAILED
1024,Projection-Antisymmetry,SemanticRelationExtraction,0.3191,0.3047,0.3009,0.304,0.294,0.2944,0.3063,SEMANTIC-FAILED
1536,Projection-Antisymmetry,SemanticRelationExtraction,0.2402,0.2311,0.2303,0.2265,0.2177,0.2236,0.2249,SEMANTIC-FAILED
2048,Projection-Antisymmetry,SemanticRelationExtraction,0.1898,0.1841,0.18,0.1811,0.1814,0.1768,0.1769,SEMANTIC-FAILED
3072,Projection-Antisymmetry,SemanticRelationExtraction,0.1339,0.134,0.1321,0.1297,0.1244,0.1259,0.1273,SEMANTIC-FAILED
4096,Projection-Antisymmetry,SemanticRelationExtraction,0.1056,0.1013,0.0999,0.1017,0.1006,0.0989,0.1018,SEMANTIC-FAILED
6144,Projection-Antisymmetry,SemanticRelationExtraction,0.0716,0.0725,0.0694,0.0699,0.0682,0.0686,0.0699,SEMANTIC-FAILED
8192,Projection-Antisymmetry,SemanticRelationExtraction,0.0547,0.0535,0.0543,0.0524,0.0531,0.0516,0.0516,SEMANTIC-FAILED
12288,Projection-Antisymmetry,SemanticRelationExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Antisymmetry,SemanticRelationExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Antisymmetry,SemanticRelationExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.92,0.9047,0.9,0.9076,SEMANTIC-STABLE
2,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.9598,0.94,0.93,0.9044,0.9048,0.9,0.92,SEMANTIC-STABLE
4,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.92,0.8917,0.9,0.92,SEMANTIC-STABLE
6,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.8972,0.91,0.9,0.9165,SEMANTIC-STABLE
8,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.9445,0.9336,0.9285,0.9137,0.8975,0.8888,0.909,SEMANTIC-STABLE
12,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.96,0.94,0.93,0.8981,0.8901,0.8793,0.9088,SEMANTIC-STABLE
16,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.9521,0.9208,0.9261,0.9013,0.8963,0.871,0.8893,SEMANTIC-STABLE
20,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.9256,0.9098,0.9138,0.8867,0.8861,0.8532,0.881,SEMANTIC-STABLE
24,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.9431,0.9303,0.8983,0.875,0.8628,0.8825,0.8675,SEMANTIC-BOUNDED
32,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.9136,0.9101,0.8811,0.863,0.8695,0.8405,0.8629,SEMANTIC-BOUNDED
40,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.8858,0.8728,0.8873,0.8529,0.8359,0.8384,0.8508,SEMANTIC-BOUNDED
48,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.8973,0.8592,0.8464,0.8431,0.8196,0.8267,0.828,SEMANTIC-BOUNDED
64,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.849,0.8395,0.8399,0.808,0.8026,0.8136,0.8083,SEMANTIC-BOUNDED
80,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.8342,0.8389,0.8305,0.7928,0.782,0.791,0.7862,SEMANTIC-BOUNDED
96,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.8165,0.7948,0.8008,0.7665,0.7755,0.7654,0.7873,SEMANTIC-PARTIAL
128,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.7726,0.7599,0.7618,0.7371,0.7252,0.719,0.7257,SEMANTIC-PARTIAL
160,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.7356,0.7135,0.7206,0.711,0.6822,0.6861,0.7137,SEMANTIC-PARTIAL
192,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.7129,0.689,0.6932,0.6771,0.6485,0.6565,0.6746,SEMANTIC-DEGRADING
256,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.6495,0.6318,0.6237,0.6021,0.6183,0.6045,0.6121,SEMANTIC-DEGRADING
320,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.6042,0.5954,0.5785,0.5571,0.5532,0.5431,0.571,SEMANTIC-DEGRADING
512,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.4885,0.4652,0.4717,0.4619,0.4547,0.4501,0.4517,SEMANTIC-FAILED
768,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.3849,0.3845,0.3691,0.3709,0.3618,0.3635,0.3613,SEMANTIC-FAILED
1024,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.3254,0.3147,0.3094,0.2991,0.3009,0.2966,0.3078,SEMANTIC-FAILED
1536,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.2428,0.2309,0.2349,0.2244,0.2242,0.2235,0.2307,SEMANTIC-FAILED
2048,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.1886,0.1878,0.185,0.1816,0.1826,0.1802,0.178,SEMANTIC-FAILED
3072,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.1358,0.1335,0.134,0.1283,0.1297,0.1259,0.131,SEMANTIC-FAILED
4096,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.1041,0.1057,0.1031,0.1005,0.0983,0.0978,0.1001,SEMANTIC-FAILED
6144,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.0745,0.0729,0.0711,0.0692,0.0688,0.0688,0.0701,SEMANTIC-FAILED
8192,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.0567,0.0546,0.0535,0.0534,0.0529,0.0511,0.0529,SEMANTIC-FAILED
12288,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Antisymmetry,RelationalMeaningPersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Antisymmetry,SemanticTransportCoherence,0.9442,0.9371,0.93,0.92,0.91,0.8785,0.907,SEMANTIC-STABLE
2,Projection-Antisymmetry,SemanticTransportCoherence,0.9434,0.9365,0.93,0.9148,0.9045,0.9,0.9118,SEMANTIC-STABLE
4,Projection-Antisymmetry,SemanticTransportCoherence,0.96,0.933,0.93,0.92,0.9023,0.8951,0.8908,SEMANTIC-STABLE
6,Projection-Antisymmetry,SemanticTransportCoherence,0.9564,0.94,0.93,0.919,0.8948,0.8957,0.92,SEMANTIC-STABLE
8,Projection-Antisymmetry,SemanticTransportCoherence,0.96,0.9317,0.9231,0.92,0.8909,0.8837,0.8901,SEMANTIC-STABLE
12,Projection-Antisymmetry,SemanticTransportCoherence,0.9594,0.9315,0.922,0.9018,0.8915,0.8618,0.9154,SEMANTIC-STABLE
16,Projection-Antisymmetry,SemanticTransportCoherence,0.9295,0.9318,0.8996,0.92,0.8645,0.8563,0.8861,SEMANTIC-BOUNDED
20,Projection-Antisymmetry,SemanticTransportCoherence,0.926,0.9263,0.9202,0.9123,0.8907,0.8641,0.8744,SEMANTIC-STABLE
24,Projection-Antisymmetry,SemanticTransportCoherence,0.938,0.8879,0.8875,0.8928,0.8625,0.847,0.8618,SEMANTIC-BOUNDED
32,Projection-Antisymmetry,SemanticTransportCoherence,0.9219,0.8947,0.8908,0.8716,0.8434,0.8379,0.853,SEMANTIC-BOUNDED
40,Projection-Antisymmetry,SemanticTransportCoherence,0.8873,0.8642,0.8626,0.8789,0.8441,0.8181,0.8399,SEMANTIC-BOUNDED
48,Projection-Antisymmetry,SemanticTransportCoherence,0.8943,0.8715,0.8575,0.8609,0.8404,0.8306,0.8286,SEMANTIC-BOUNDED
64,Projection-Antisymmetry,SemanticTransportCoherence,0.8666,0.8301,0.8436,0.8134,0.7937,0.7973,0.826,SEMANTIC-BOUNDED
80,Projection-Antisymmetry,SemanticTransportCoherence,0.8311,0.8173,0.8114,0.814,0.7924,0.7788,0.7765,SEMANTIC-BOUNDED
96,Projection-Antisymmetry,SemanticTransportCoherence,0.8258,0.8111,0.7754,0.7704,0.7625,0.7623,0.7706,SEMANTIC-PARTIAL
128,Projection-Antisymmetry,SemanticTransportCoherence,0.7576,0.7384,0.752,0.7493,0.7243,0.7062,0.7349,SEMANTIC-PARTIAL
160,Projection-Antisymmetry,SemanticTransportCoherence,0.733,0.7109,0.6978,0.7141,0.6743,0.6865,0.6885,SEMANTIC-DEGRADING
192,Projection-Antisymmetry,SemanticTransportCoherence,0.7024,0.6776,0.6727,0.6748,0.6513,0.6583,0.6727,SEMANTIC-DEGRADING
256,Projection-Antisymmetry,SemanticTransportCoherence,0.6312,0.6174,0.6256,0.608,0.6073,0.5947,0.5962,SEMANTIC-DEGRADING
320,Projection-Antisymmetry,SemanticTransportCoherence,0.5917,0.5751,0.5615,0.5826,0.5559,0.5433,0.5553,SEMANTIC-DEGRADING
512,Projection-Antisymmetry,SemanticTransportCoherence,0.4838,0.4731,0.4643,0.4582,0.4499,0.4371,0.4542,SEMANTIC-FAILED
768,Projection-Antisymmetry,SemanticTransportCoherence,0.3834,0.3791,0.3671,0.3629,0.3515,0.3596,0.3595,SEMANTIC-FAILED
1024,Projection-Antisymmetry,SemanticTransportCoherence,0.3136,0.3061,0.303,0.3052,0.3006,0.2941,0.3038,SEMANTIC-FAILED
1536,Projection-Antisymmetry,SemanticTransportCoherence,0.2403,0.2311,0.2282,0.2307,0.2271,0.2184,0.2232,SEMANTIC-FAILED
2048,Projection-Antisymmetry,SemanticTransportCoherence,0.1922,0.1819,0.1834,0.1809,0.1775,0.1773,0.1785,SEMANTIC-FAILED
3072,Projection-Antisymmetry,SemanticTransportCoherence,0.1358,0.1309,0.1322,0.1335,0.127,0.1255,0.13,SEMANTIC-FAILED
4096,Projection-Antisymmetry,SemanticTransportCoherence,0.1068,0.1027,0.101,0.0997,0.0995,0.0981,0.1004,SEMANTIC-FAILED
6144,Projection-Antisymmetry,SemanticTransportCoherence,0.0715,0.0701,0.0717,0.0709,0.0681,0.0675,0.0703,SEMANTIC-FAILED
8192,Projection-Antisymmetry,SemanticTransportCoherence,0.0549,0.0553,0.0539,0.0545,0.0524,0.0509,0.0528,SEMANTIC-FAILED
12288,Projection-Antisymmetry,SemanticTransportCoherence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Antisymmetry,SemanticTransportCoherence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Antisymmetry,SemanticTransportCoherence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.9428,0.94,0.911,0.9174,0.91,0.9,0.9007,SEMANTIC-STABLE
2,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.94,0.9189,0.9058,0.91,0.8785,0.92,SEMANTIC-STABLE
4,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.94,0.9074,0.92,0.91,0.8779,0.8961,SEMANTIC-STABLE
6,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.9491,0.94,0.93,0.8882,0.8984,0.8902,0.9006,SEMANTIC-STABLE
8,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.96,0.9386,0.9192,0.9144,0.8986,0.8751,0.9171,SEMANTIC-STABLE
12,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.9536,0.9333,0.8863,0.8911,0.91,0.873,0.8877,SEMANTIC-BOUNDED
16,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.9152,0.9134,0.913,0.888,0.8854,0.8701,0.8759,SEMANTIC-STABLE
20,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.936,0.9161,0.8789,0.9009,0.8872,0.8593,0.8859,SEMANTIC-BOUNDED
24,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.9309,0.9059,0.8996,0.859,0.8873,0.8495,0.8868,SEMANTIC-BOUNDED
32,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.9099,0.8995,0.8842,0.8556,0.8892,0.8454,0.8769,SEMANTIC-BOUNDED
40,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.8986,0.858,0.8694,0.8318,0.8482,0.8276,0.8398,SEMANTIC-BOUNDED
48,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.8889,0.8495,0.8523,0.8195,0.8296,0.8004,0.8463,SEMANTIC-BOUNDED
64,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.8633,0.8399,0.8252,0.8103,0.8284,0.7878,0.8011,SEMANTIC-BOUNDED
80,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.8132,0.7922,0.8157,0.7981,0.8076,0.7885,0.8,SEMANTIC-PARTIAL
96,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.821,0.7851,0.7615,0.7774,0.7663,0.7593,0.7726,SEMANTIC-PARTIAL
128,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.7634,0.7586,0.7445,0.7384,0.7383,0.7109,0.7205,SEMANTIC-PARTIAL
160,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.735,0.7228,0.6878,0.7058,0.7004,0.6727,0.6968,SEMANTIC-DEGRADING
192,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.7057,0.6862,0.6803,0.6601,0.6724,0.6526,0.6649,SEMANTIC-DEGRADING
256,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.6259,0.6205,0.6055,0.6145,0.6077,0.5924,0.6141,SEMANTIC-DEGRADING
320,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.5872,0.5698,0.5645,0.5682,0.5598,0.5453,0.5646,SEMANTIC-DEGRADING
512,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.4822,0.4659,0.4625,0.4565,0.4587,0.4485,0.4456,SEMANTIC-FAILED
768,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.3763,0.3738,0.3688,0.3571,0.3587,0.3587,0.365,SEMANTIC-FAILED
1024,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.3123,0.304,0.3053,0.294,0.2992,0.289,0.299,SEMANTIC-FAILED
1536,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.2343,0.2253,0.229,0.2279,0.2319,0.2227,0.2225,SEMANTIC-FAILED
2048,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.1885,0.1872,0.1856,0.1835,0.1846,0.1781,0.1798,SEMANTIC-FAILED
3072,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.1346,0.1313,0.1312,0.1255,0.1288,0.1244,0.1255,SEMANTIC-FAILED
4096,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.1048,0.102,0.1009,0.0982,0.1016,0.096,0.0986,SEMANTIC-FAILED
6144,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.0733,0.0711,0.0698,0.0685,0.0694,0.0689,0.0678,SEMANTIC-FAILED
8192,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.0545,0.0541,0.0539,0.0534,0.0526,0.0505,0.053,SEMANTIC-FAILED
12288,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
16384,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
24576,Projection-Antisymmetry,RecursiveSemanticTransformationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SEMANTIC-FAILED
1,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.9425,0.916,0.93,0.92,0.8896,0.8941,0.92,SEMANTIC-STABLE
2,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.9551,0.9227,0.9268,0.92,0.8907,0.8919,0.92,SEMANTIC-STABLE
4,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.9421,0.925,0.93,0.9188,0.8944,0.8818,0.92,SEMANTIC-STABLE
6,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.9436,0.9089,0.9222,0.8944,0.8934,0.8968,0.92,SEMANTIC-STABLE
8,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.9423,0.9089,0.9064,0.9066,0.884,0.8836,0.92,SEMANTIC-STABLE
12,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.9325,0.9011,0.8952,0.9144,0.8787,0.874,0.92,SEMANTIC-BOUNDED
16,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.923,0.8951,0.8828,0.8959,0.8695,0.8661,0.8993,SEMANTIC-BOUNDED
20,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.9322,0.8949,0.886,0.8992,0.8824,0.8498,0.8897,SEMANTIC-BOUNDED
24,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.9003,0.8907,0.8863,0.8613,0.8799,0.8627,0.8847,SEMANTIC-BOUNDED
32,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.913,0.8626,0.8818,0.8468,0.8626,0.8509,0.8871,SEMANTIC-BOUNDED
40,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.8701,0.8773,0.8603,0.8382,0.823,0.8439,0.8578,SEMANTIC-BOUNDED
48,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.8681,0.8572,0.8362,0.8206,0.8239,0.8317,0.8537,SEMANTIC-BOUNDED
64,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.8423,0.8346,0.8213,0.8309,0.8194,0.7795,0.8137,SEMANTIC-BOUNDED
80,Projection-Antisymmetry,AbstractionToSemanticsMapping,0.8282,0.8154,0.7951,0.8076,0.7662,0.7894,0.8013,SEMANTIC-PARTIAL
