depth,sector,condition,rg_similarity,geometric_coherence,relational_metric_stability,topology_persistence,spatial_transport_alignment,locality_geometry_consistency,recursive_spatialization_gain,classification
4,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-N,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-N,RecursiveTopologyFormation,0.96,0.9495,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-N,RecursiveTopologyFormation,0.96,0.929,0.9362,0.9299,0.92,0.8831,0.9221,GEOMETRY-STABLE
131072,P-N,RecursiveTopologyFormation,0.9353,0.8815,0.897,0.8781,0.8739,0.8336,0.8779,GEOMETRY-BOUNDED
262144,P-N,RecursiveTopologyFormation,0.8366,0.8032,0.8014,0.809,0.7728,0.7564,0.7637,GEOMETRY-BOUNDED
1,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-N,RelationalGeometricCoherenceMapping,0.96,0.96,0.9217,0.93,0.8956,0.91,0.9159,GEOMETRY-STABLE
131072,P-N,RelationalGeometricCoherenceMapping,0.9208,0.9067,0.8564,0.8556,0.8461,0.8367,0.8694,GEOMETRY-STABLE
262144,P-N,RelationalGeometricCoherenceMapping,0.8167,0.8265,0.7846,0.7955,0.7734,0.7751,0.7645,GEOMETRY-BOUNDED
1,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-N,TransportInducedSpatialPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-N,TransportInducedSpatialPersistence,0.96,0.9594,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-N,TransportInducedSpatialPersistence,0.96,0.9339,0.9288,0.9206,0.92,0.8896,0.93,GEOMETRY-STABLE
131072,P-N,TransportInducedSpatialPersistence,0.9288,0.89,0.883,0.8716,0.8756,0.8436,0.8757,GEOMETRY-BOUNDED
262144,P-N,TransportInducedSpatialPersistence,0.8344,0.8021,0.7671,0.7686,0.7945,0.7596,0.7795,GEOMETRY-BOUNDED
1,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-N,LocalityDrivenGeometricStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-N,LocalityDrivenGeometricStabilization,0.96,0.9582,0.9082,0.93,0.92,0.91,0.9289,GEOMETRY-STABLE
131072,P-N,LocalityDrivenGeometricStabilization,0.917,0.8802,0.8571,0.8701,0.8504,0.8553,0.8882,GEOMETRY-BOUNDED
262144,P-N,LocalityDrivenGeometricStabilization,0.8299,0.8032,0.7776,0.7853,0.7564,0.7809,0.7776,GEOMETRY-BOUNDED
1,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-N,RecursiveMetricConsistencyTracking,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-N,RecursiveMetricConsistencyTracking,0.96,0.9577,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-N,RecursiveMetricConsistencyTracking,0.96,0.9498,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-N,RecursiveMetricConsistencyTracking,0.9541,0.9367,0.94,0.93,0.9058,0.8801,0.93,GEOMETRY-STABLE
131072,P-N,RecursiveMetricConsistencyTracking,0.9258,0.8737,0.8906,0.8805,0.8597,0.8456,0.854,GEOMETRY-BOUNDED
262144,P-N,RecursiveMetricConsistencyTracking,0.8322,0.7824,0.813,0.7946,0.779,0.7436,0.776,GEOMETRY-PARTIAL
1,P-N,NullGeometryControl,0.7493,0.697,0.6867,0.6951,0.6863,0.6831,0.7029,GEOMETRY-DEGRADING
2,P-N,NullGeometryControl,0.7299,0.6879,0.7148,0.691,0.6696,0.6696,0.6901,GEOMETRY-DEGRADING
4,P-N,NullGeometryControl,0.747,0.7035,0.6999,0.6875,0.6941,0.6717,0.6718,GEOMETRY-PARTIAL
6,P-N,NullGeometryControl,0.7423,0.6898,0.6973,0.6755,0.6829,0.6837,0.6718,GEOMETRY-DEGRADING
8,P-N,NullGeometryControl,0.7654,0.6933,0.6909,0.6962,0.691,0.6714,0.6907,GEOMETRY-DEGRADING
12,P-N,NullGeometryControl,0.7274,0.7024,0.7099,0.6696,0.6711,0.6634,0.6943,GEOMETRY-PARTIAL
16,P-N,NullGeometryControl,0.7416,0.707,0.6981,0.694,0.6859,0.6559,0.6859,GEOMETRY-PARTIAL
20,P-N,NullGeometryControl,0.7529,0.6918,0.6835,0.6658,0.6929,0.6617,0.6861,GEOMETRY-DEGRADING
24,P-N,NullGeometryControl,0.747,0.7164,0.6985,0.7022,0.6888,0.6731,0.6888,GEOMETRY-PARTIAL
32,P-N,NullGeometryControl,0.7614,0.6992,0.6846,0.6812,0.6718,0.6818,0.6847,GEOMETRY-DEGRADING
40,P-N,NullGeometryControl,0.737,0.7001,0.7004,0.6905,0.6591,0.679,0.6927,GEOMETRY-PARTIAL
48,P-N,NullGeometryControl,0.7288,0.6942,0.7072,0.6962,0.6802,0.6616,0.6812,GEOMETRY-DEGRADING
64,P-N,NullGeometryControl,0.7486,0.7033,0.6839,0.6682,0.6627,0.6593,0.6951,GEOMETRY-PARTIAL
80,P-N,NullGeometryControl,0.7544,0.7009,0.6982,0.695,0.67,0.6618,0.6963,GEOMETRY-PARTIAL
96,P-N,NullGeometryControl,0.7508,0.7246,0.6796,0.6898,0.662,0.6588,0.6759,GEOMETRY-PARTIAL
128,P-N,NullGeometryControl,0.7596,0.717,0.6968,0.6889,0.6897,0.6769,0.6894,GEOMETRY-PARTIAL
160,P-N,NullGeometryControl,0.749,0.6883,0.7055,0.6741,0.6947,0.6843,0.6794,GEOMETRY-DEGRADING
192,P-N,NullGeometryControl,0.7359,0.7209,0.6808,0.7053,0.6611,0.665,0.6713,GEOMETRY-PARTIAL
256,P-N,NullGeometryControl,0.7578,0.6997,0.6782,0.6715,0.6921,0.6473,0.6959,GEOMETRY-DEGRADING
320,P-N,NullGeometryControl,0.7596,0.718,0.6801,0.6794,0.6789,0.6814,0.6678,GEOMETRY-PARTIAL
512,P-N,NullGeometryControl,0.7501,0.6957,0.701,0.6855,0.6808,0.6721,0.6981,GEOMETRY-DEGRADING
768,P-N,NullGeometryControl,0.7332,0.6895,0.7071,0.7009,0.6659,0.6642,0.6963,GEOMETRY-DEGRADING
1024,P-N,NullGeometryControl,0.7577,0.718,0.6817,0.6684,0.6822,0.6728,0.6803,GEOMETRY-PARTIAL
1536,P-N,NullGeometryControl,0.7268,0.695,0.683,0.6767,0.6574,0.6814,0.6659,GEOMETRY-DEGRADING
2048,P-N,NullGeometryControl,0.7344,0.7056,0.6815,0.6943,0.6929,0.6491,0.6802,GEOMETRY-PARTIAL
3072,P-N,NullGeometryControl,0.7318,0.7104,0.6886,0.6716,0.6606,0.6617,0.6694,GEOMETRY-PARTIAL
4096,P-N,NullGeometryControl,0.7365,0.7173,0.7067,0.6932,0.6852,0.6669,0.688,GEOMETRY-PARTIAL
6144,P-N,NullGeometryControl,0.7451,0.6921,0.6961,0.6736,0.6705,0.6778,0.6932,GEOMETRY-DEGRADING
8192,P-N,NullGeometryControl,0.7273,0.6991,0.7062,0.694,0.6826,0.6638,0.6993,GEOMETRY-DEGRADING
12288,P-N,NullGeometryControl,0.754,0.6962,0.6972,0.6777,0.6624,0.6721,0.6846,GEOMETRY-DEGRADING
16384,P-N,NullGeometryControl,0.7364,0.6957,0.6754,0.6699,0.6821,0.6446,0.6644,GEOMETRY-DEGRADING
24576,P-N,NullGeometryControl,0.7373,0.6946,0.6598,0.6747,0.6502,0.6352,0.6633,GEOMETRY-DEGRADING
32768,P-N,NullGeometryControl,0.7101,0.6738,0.6795,0.6766,0.6392,0.6593,0.6744,GEOMETRY-DEGRADING
65536,P-N,NullGeometryControl,0.7096,0.6741,0.6539,0.6616,0.6422,0.617,0.6435,GEOMETRY-DEGRADING
131072,P-N,NullGeometryControl,0.6621,0.6255,0.6211,0.6221,0.6112,0.5962,0.6136,GEOMETRY-DEGRADING
262144,P-N,NullGeometryControl,0.607,0.5628,0.5663,0.5546,0.5461,0.523,0.532,GEOMETRY-DEGRADING
1,A-N,EmergentDistanceMetricAnalysis,0.9369,0.907,0.889,0.9019,0.8838,0.8585,0.8783,GEOMETRY-STABLE
2,A-N,EmergentDistanceMetricAnalysis,0.958,0.9383,0.9209,0.9016,0.8839,0.8682,0.8977,GEOMETRY-STABLE
4,A-N,EmergentDistanceMetricAnalysis,0.9573,0.9209,0.9183,0.8922,0.8811,0.8676,0.8896,GEOMETRY-STABLE
