depth,sector,condition,rg_similarity,localization_coherence,packet_persistence,bounded_transport_stability,recursive_identity_retention,interference_confinement_strength,localization_gain,classification
4,Neutral,BoundedPropagationCoherence,0.9522,0.9331,0.9044,0.93,0.92,0.8957,0.9102,LOCALIZATION-STABLE
6,Neutral,BoundedPropagationCoherence,0.96,0.9332,0.9111,0.93,0.8885,0.8964,0.909,LOCALIZATION-STABLE
8,Neutral,BoundedPropagationCoherence,0.9552,0.9354,0.9197,0.9178,0.92,0.9022,0.93,LOCALIZATION-STABLE
12,Neutral,BoundedPropagationCoherence,0.9451,0.9465,0.9091,0.9251,0.9059,0.8968,0.9277,LOCALIZATION-STABLE
16,Neutral,BoundedPropagationCoherence,0.96,0.9384,0.933,0.9283,0.8906,0.9025,0.9199,LOCALIZATION-STABLE
20,Neutral,BoundedPropagationCoherence,0.96,0.9272,0.9081,0.9171,0.8963,0.8811,0.9017,LOCALIZATION-STABLE
24,Neutral,BoundedPropagationCoherence,0.9375,0.9253,0.9103,0.93,0.92,0.8708,0.9066,LOCALIZATION-STABLE
32,Neutral,BoundedPropagationCoherence,0.96,0.9221,0.9276,0.9284,0.8891,0.8939,0.9106,LOCALIZATION-STABLE
40,Neutral,BoundedPropagationCoherence,0.96,0.9395,0.9101,0.9254,0.8885,0.8974,0.93,LOCALIZATION-STABLE
48,Neutral,BoundedPropagationCoherence,0.9513,0.9534,0.917,0.9288,0.8926,0.8862,0.9144,LOCALIZATION-STABLE
64,Neutral,BoundedPropagationCoherence,0.96,0.9174,0.9203,0.93,0.8941,0.8762,0.9247,LOCALIZATION-STABLE
80,Neutral,BoundedPropagationCoherence,0.9552,0.9389,0.917,0.93,0.9138,0.8682,0.9075,LOCALIZATION-STABLE
96,Neutral,BoundedPropagationCoherence,0.9567,0.9425,0.9294,0.93,0.886,0.8704,0.9181,LOCALIZATION-STABLE
128,Neutral,BoundedPropagationCoherence,0.9453,0.9198,0.9178,0.9173,0.8959,0.8684,0.9269,LOCALIZATION-STABLE
160,Neutral,BoundedPropagationCoherence,0.946,0.9366,0.9142,0.9246,0.9121,0.8787,0.9241,LOCALIZATION-STABLE
192,Neutral,BoundedPropagationCoherence,0.9392,0.9354,0.9265,0.9185,0.914,0.8783,0.9033,LOCALIZATION-STABLE
256,Neutral,BoundedPropagationCoherence,0.96,0.9294,0.9085,0.9174,0.9179,0.8742,0.93,LOCALIZATION-STABLE
320,Neutral,BoundedPropagationCoherence,0.9497,0.9527,0.8986,0.9248,0.908,0.8695,0.9133,LOCALIZATION-STABLE
512,Neutral,BoundedPropagationCoherence,0.96,0.9322,0.9046,0.93,0.9032,0.8914,0.9078,LOCALIZATION-STABLE
768,Neutral,BoundedPropagationCoherence,0.96,0.9399,0.8979,0.93,0.8864,0.8885,0.9185,LOCALIZATION-STABLE
1024,Neutral,BoundedPropagationCoherence,0.9566,0.9187,0.9215,0.93,0.902,0.9018,0.9195,LOCALIZATION-STABLE
1536,Neutral,BoundedPropagationCoherence,0.96,0.9553,0.9261,0.93,0.9042,0.8806,0.9075,LOCALIZATION-STABLE
2048,Neutral,BoundedPropagationCoherence,0.9413,0.9297,0.9003,0.9174,0.9118,0.886,0.908,LOCALIZATION-STABLE
3072,Neutral,BoundedPropagationCoherence,0.9539,0.9355,0.909,0.93,0.9043,0.8942,0.9056,LOCALIZATION-STABLE
4096,Neutral,BoundedPropagationCoherence,0.9446,0.9324,0.8983,0.93,0.9057,0.8851,0.8973,LOCALIZATION-STABLE
6144,Neutral,BoundedPropagationCoherence,0.96,0.9543,0.9036,0.9191,0.9014,0.887,0.9056,LOCALIZATION-STABLE
8192,Neutral,BoundedPropagationCoherence,0.96,0.9455,0.9037,0.9208,0.912,0.8938,0.9134,LOCALIZATION-STABLE
12288,Neutral,BoundedPropagationCoherence,0.9415,0.9271,0.912,0.93,0.9055,0.8733,0.9144,LOCALIZATION-STABLE
16384,Neutral,BoundedPropagationCoherence,0.96,0.9406,0.9343,0.9162,0.8911,0.896,0.9244,LOCALIZATION-STABLE
24576,Neutral,BoundedPropagationCoherence,0.9582,0.9415,0.9297,0.9265,0.8854,0.867,0.91,LOCALIZATION-STABLE
32768,Neutral,BoundedPropagationCoherence,0.96,0.9508,0.9327,0.93,0.8912,0.8705,0.9206,LOCALIZATION-STABLE
65536,Neutral,BoundedPropagationCoherence,0.96,0.938,0.9082,0.93,0.8885,0.9032,0.9098,LOCALIZATION-STABLE
131072,Neutral,BoundedPropagationCoherence,0.9375,0.9137,0.9166,0.93,0.889,0.8775,0.8941,LOCALIZATION-STABLE
262144,Neutral,BoundedPropagationCoherence,0.96,0.9182,0.9079,0.93,0.9064,0.8692,0.8904,LOCALIZATION-STABLE
524288,Neutral,BoundedPropagationCoherence,0.933,0.9131,0.8837,0.93,0.8752,0.884,0.8993,LOCALIZATION-STABLE
1048576,Neutral,BoundedPropagationCoherence,0.9355,0.8901,0.8745,0.9097,0.8775,0.839,0.8787,LOCALIZATION-BOUNDED
2097152,Neutral,BoundedPropagationCoherence,0.8993,0.863,0.876,0.8813,0.8361,0.8394,0.8737,LOCALIZATION-BOUNDED
4194304,Neutral,BoundedPropagationCoherence,0.8564,0.8303,0.8156,0.8199,0.7985,0.789,0.8029,LOCALIZATION-BOUNDED
8388608,Neutral,BoundedPropagationCoherence,0.7654,0.7436,0.7245,0.7353,0.7246,0.7022,0.7369,LOCALIZATION-PARTIAL
1,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9077,0.94,0.93,0.9174,0.8873,0.93,LOCALIZATION-STABLE
2,Neutral,RecursiveIdentityPreservingTransport,0.9388,0.9304,0.94,0.93,0.9095,0.8701,0.9162,LOCALIZATION-STABLE
4,Neutral,RecursiveIdentityPreservingTransport,0.9377,0.9443,0.9288,0.921,0.9082,0.8769,0.9158,LOCALIZATION-STABLE
6,Neutral,RecursiveIdentityPreservingTransport,0.9587,0.9066,0.9393,0.914,0.9198,0.9003,0.9267,LOCALIZATION-STABLE
8,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9157,0.94,0.9224,0.9116,0.8896,0.9084,LOCALIZATION-STABLE
12,Neutral,RecursiveIdentityPreservingTransport,0.9495,0.9226,0.9275,0.9191,0.9089,0.8725,0.93,LOCALIZATION-STABLE
16,Neutral,RecursiveIdentityPreservingTransport,0.9585,0.9062,0.94,0.8972,0.9164,0.8841,0.93,LOCALIZATION-STABLE
20,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9374,0.9333,0.8984,0.92,0.9019,0.9091,LOCALIZATION-STABLE
24,Neutral,RecursiveIdentityPreservingTransport,0.9441,0.9375,0.94,0.9173,0.92,0.8852,0.9245,LOCALIZATION-STABLE
32,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9374,0.9228,0.9139,0.92,0.8862,0.9047,LOCALIZATION-STABLE
40,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9286,0.9252,0.9073,0.92,0.8995,0.922,LOCALIZATION-STABLE
48,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9117,0.9338,0.9247,0.92,0.8727,0.9273,LOCALIZATION-STABLE
64,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9421,0.925,0.9191,0.9161,0.8943,0.93,LOCALIZATION-STABLE
80,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9143,0.9176,0.9026,0.92,0.8761,0.8963,LOCALIZATION-STABLE
96,Neutral,RecursiveIdentityPreservingTransport,0.9488,0.918,0.908,0.8997,0.92,0.8763,0.9159,LOCALIZATION-STABLE
128,Neutral,RecursiveIdentityPreservingTransport,0.9549,0.9314,0.9371,0.9248,0.92,0.8743,0.9186,LOCALIZATION-STABLE
160,Neutral,RecursiveIdentityPreservingTransport,0.96,0.932,0.9209,0.9234,0.9073,0.9021,0.9209,LOCALIZATION-STABLE
192,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9346,0.9218,0.9209,0.92,0.8693,0.8978,LOCALIZATION-STABLE
256,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9379,0.9232,0.9292,0.92,0.8997,0.8996,LOCALIZATION-STABLE
320,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9332,0.9351,0.9245,0.9148,0.8749,0.9134,LOCALIZATION-STABLE
512,Neutral,RecursiveIdentityPreservingTransport,0.96,0.911,0.9162,0.9061,0.92,0.8964,0.9154,LOCALIZATION-STABLE
768,Neutral,RecursiveIdentityPreservingTransport,0.9512,0.9162,0.9254,0.905,0.92,0.8855,0.93,LOCALIZATION-STABLE
1024,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9328,0.936,0.8983,0.92,0.8995,0.9088,LOCALIZATION-STABLE
1536,Neutral,RecursiveIdentityPreservingTransport,0.947,0.9305,0.9364,0.9018,0.92,0.8919,0.9254,LOCALIZATION-STABLE
2048,Neutral,RecursiveIdentityPreservingTransport,0.9588,0.9338,0.9171,0.9243,0.92,0.8762,0.93,LOCALIZATION-STABLE
3072,Neutral,RecursiveIdentityPreservingTransport,0.9555,0.9076,0.9185,0.926,0.92,0.894,0.93,LOCALIZATION-STABLE
4096,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9448,0.9115,0.8996,0.92,0.8751,0.9252,LOCALIZATION-STABLE
6144,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9289,0.9193,0.9109,0.92,0.8759,0.8992,LOCALIZATION-STABLE
8192,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9173,0.9121,0.9254,0.92,0.8953,0.93,LOCALIZATION-STABLE
12288,Neutral,RecursiveIdentityPreservingTransport,0.9566,0.9451,0.9258,0.93,0.92,0.893,0.9234,LOCALIZATION-STABLE
16384,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9328,0.9138,0.9274,0.9133,0.8834,0.9092,LOCALIZATION-STABLE
24576,Neutral,RecursiveIdentityPreservingTransport,0.9474,0.9079,0.9206,0.9279,0.92,0.8734,0.9022,LOCALIZATION-STABLE
32768,Neutral,RecursiveIdentityPreservingTransport,0.96,0.916,0.94,0.9297,0.92,0.8949,0.8974,LOCALIZATION-STABLE
65536,Neutral,RecursiveIdentityPreservingTransport,0.9466,0.9051,0.921,0.9232,0.906,0.8947,0.9134,LOCALIZATION-STABLE
131072,Neutral,RecursiveIdentityPreservingTransport,0.9396,0.9395,0.9343,0.9202,0.92,0.8937,0.8961,LOCALIZATION-STABLE
262144,Neutral,RecursiveIdentityPreservingTransport,0.96,0.9183,0.9325,0.9103,0.9015,0.8721,0.9201,LOCALIZATION-STABLE
524288,Neutral,RecursiveIdentityPreservingTransport,0.9399,0.9074,0.9118,0.9097,0.92,0.8816,0.8848,LOCALIZATION-STABLE
1048576,Neutral,RecursiveIdentityPreservingTransport,0.9161,0.9051,0.9023,0.887,0.8849,0.8546,0.8892,LOCALIZATION-STABLE
2097152,Neutral,RecursiveIdentityPreservingTransport,0.8808,0.86,0.8559,0.8517,0.8717,0.8446,0.8486,LOCALIZATION-BOUNDED
4194304,Neutral,RecursiveIdentityPreservingTransport,0.8475,0.8252,0.8231,0.8092,0.8183,0.7776,0.8222,LOCALIZATION-BOUNDED
8388608,Neutral,RecursiveIdentityPreservingTransport,0.7582,0.7209,0.7446,0.7212,0.7217,0.7075,0.722,LOCALIZATION-PARTIAL
1,Neutral,LocalizationStabilityPerturbation,0.9518,0.9199,0.9206,0.9216,0.8892,0.8701,0.9235,LOCALIZATION-STABLE
2,Neutral,LocalizationStabilityPerturbation,0.9541,0.9528,0.9228,0.8863,0.92,0.8846,0.921,LOCALIZATION-STABLE
4,Neutral,LocalizationStabilityPerturbation,0.9428,0.9327,0.918,0.9056,0.9055,0.8967,0.93,LOCALIZATION-STABLE
6,Neutral,LocalizationStabilityPerturbation,0.956,0.9343,0.9016,0.9212,0.9128,0.8978,0.93,LOCALIZATION-STABLE
8,Neutral,LocalizationStabilityPerturbation,0.96,0.9435,0.9323,0.9108,0.8962,0.9021,0.9181,LOCALIZATION-STABLE
12,Neutral,LocalizationStabilityPerturbation,0.9474,0.9512,0.9125,0.9117,0.8986,0.8933,0.93,LOCALIZATION-STABLE
16,Neutral,LocalizationStabilityPerturbation,0.9478,0.9309,0.9332,0.8967,0.8919,0.8674,0.93,LOCALIZATION-STABLE
20,Neutral,LocalizationStabilityPerturbation,0.9471,0.9507,0.9103,0.9015,0.9064,0.8812,0.9194,LOCALIZATION-STABLE
24,Neutral,LocalizationStabilityPerturbation,0.9575,0.9438,0.9213,0.891,0.908,0.8691,0.93,LOCALIZATION-STABLE
32,Neutral,LocalizationStabilityPerturbation,0.96,0.9434,0.9221,0.916,0.9167,0.8708,0.93,LOCALIZATION-STABLE
40,Neutral,LocalizationStabilityPerturbation,0.9448,0.9491,0.9227,0.9079,0.9032,0.8961,0.9218,LOCALIZATION-STABLE
48,Neutral,LocalizationStabilityPerturbation,0.9419,0.9457,0.9241,0.8947,0.9024,0.8847,0.9272,LOCALIZATION-STABLE
64,Neutral,LocalizationStabilityPerturbation,0.9404,0.9345,0.9224,0.9247,0.92,0.9035,0.93,LOCALIZATION-STABLE
80,Neutral,LocalizationStabilityPerturbation,0.96,0.9535,0.9044,0.8889,0.9091,0.9007,0.9221,LOCALIZATION-STABLE
96,Neutral,LocalizationStabilityPerturbation,0.96,0.9287,0.9128,0.9208,0.9186,0.8805,0.9197,LOCALIZATION-STABLE
128,Neutral,LocalizationStabilityPerturbation,0.9591,0.9357,0.931,0.9009,0.92,0.8815,0.9211,LOCALIZATION-STABLE
160,Neutral,LocalizationStabilityPerturbation,0.9393,0.943,0.9204,0.913,0.9167,0.8667,0.93,LOCALIZATION-STABLE
192,Neutral,LocalizationStabilityPerturbation,0.9439,0.9293,0.9066,0.8882,0.917,0.8855,0.93,LOCALIZATION-STABLE
256,Neutral,LocalizationStabilityPerturbation,0.96,0.9275,0.9323,0.8921,0.9057,0.8776,0.93,LOCALIZATION-STABLE
320,Neutral,LocalizationStabilityPerturbation,0.96,0.9329,0.8958,0.915,0.9129,0.891,0.93,LOCALIZATION-STABLE
512,Neutral,LocalizationStabilityPerturbation,0.9574,0.927,0.9152,0.8895,0.9054,0.8845,0.9164,LOCALIZATION-STABLE
768,Neutral,LocalizationStabilityPerturbation,0.96,0.931,0.9287,0.8947,0.9075,0.8768,0.93,LOCALIZATION-STABLE
1024,Neutral,LocalizationStabilityPerturbation,0.96,0.9349,0.927,0.9115,0.8888,0.8708,0.93,LOCALIZATION-STABLE
1536,Neutral,LocalizationStabilityPerturbation,0.96,0.9396,0.9307,0.8998,0.8975,0.8987,0.93,LOCALIZATION-STABLE
2048,Neutral,LocalizationStabilityPerturbation,0.9481,0.9191,0.9317,0.8979,0.8872,0.8718,0.9181,LOCALIZATION-STABLE
3072,Neutral,LocalizationStabilityPerturbation,0.9585,0.9537,0.9198,0.9029,0.8941,0.8963,0.9299,LOCALIZATION-STABLE
4096,Neutral,LocalizationStabilityPerturbation,0.96,0.9494,0.9154,0.9226,0.92,0.8884,0.9251,LOCALIZATION-STABLE
6144,Neutral,LocalizationStabilityPerturbation,0.9402,0.9339,0.916,0.9254,0.8985,0.8656,0.9188,LOCALIZATION-STABLE
8192,Neutral,LocalizationStabilityPerturbation,0.9499,0.941,0.9279,0.8987,0.8925,0.898,0.9258,LOCALIZATION-STABLE
12288,Neutral,LocalizationStabilityPerturbation,0.9454,0.9347,0.924,0.917,0.9189,0.8836,0.93,LOCALIZATION-STABLE
16384,Neutral,LocalizationStabilityPerturbation,0.9401,0.9152,0.9212,0.8867,0.9034,0.8823,0.9209,LOCALIZATION-STABLE
24576,Neutral,LocalizationStabilityPerturbation,0.9403,0.9243,0.93,0.886,0.9159,0.8802,0.93,LOCALIZATION-STABLE
32768,Neutral,LocalizationStabilityPerturbation,0.9598,0.9167,0.9016,0.8952,0.9086,0.8808,0.93,LOCALIZATION-STABLE
65536,Neutral,LocalizationStabilityPerturbation,0.943,0.9497,0.8978,0.9091,0.8873,0.8683,0.9202,LOCALIZATION-STABLE
131072,Neutral,LocalizationStabilityPerturbation,0.9305,0.9275,0.9206,0.9195,0.9053,0.8741,0.9183,LOCALIZATION-STABLE
262144,Neutral,LocalizationStabilityPerturbation,0.9453,0.9145,0.9034,0.9144,0.8872,0.8635,0.93,LOCALIZATION-STABLE
524288,Neutral,LocalizationStabilityPerturbation,0.9454,0.9386,0.8863,0.891,0.8763,0.854,0.93,LOCALIZATION-STABLE
1048576,Neutral,LocalizationStabilityPerturbation,0.9111,0.9009,0.8691,0.8579,0.8817,0.8736,0.917,LOCALIZATION-STABLE
2097152,Neutral,LocalizationStabilityPerturbation,0.8746,0.8803,0.8524,0.8584,0.8493,0.8323,0.8752,LOCALIZATION-BOUNDED
4194304,Neutral,LocalizationStabilityPerturbation,0.8269,0.8267,0.7993,0.7858,0.7967,0.7859,0.8405,LOCALIZATION-BOUNDED
8388608,Neutral,LocalizationStabilityPerturbation,0.7435,0.7401,0.7355,0.7022,0.7163,0.6966,0.7441,LOCALIZATION-PARTIAL
1,Neutral,NullLocalizationControl,0.6841,0.6414,0.6351,0.6255,0.6114,0.5996,0.6259,LOCALIZATION-DEGRADING
2,Neutral,NullLocalizationControl,0.68,0.6394,0.6367,0.6348,0.6165,0.6076,0.6177,LOCALIZATION-DEGRADING
4,Neutral,NullLocalizationControl,0.6749,0.6171,0.6321,0.607,0.5867,0.6065,0.6085,LOCALIZATION-DEGRADING
6,Neutral,NullLocalizationControl,0.6709,0.6538,0.6285,0.6281,0.6113,0.5827,0.6129,LOCALIZATION-DEGRADING
8,Neutral,NullLocalizationControl,0.6844,0.6245,0.6258,0.6043,0.6186,0.5924,0.6301,LOCALIZATION-DEGRADING
12,Neutral,NullLocalizationControl,0.6824,0.6301,0.6108,0.6076,0.6199,0.5965,0.629,LOCALIZATION-DEGRADING
16,Neutral,NullLocalizationControl,0.6667,0.6489,0.6219,0.5976,0.6038,0.5762,0.6087,LOCALIZATION-DEGRADING
20,Neutral,NullLocalizationControl,0.6817,0.6543,0.6316,0.6331,0.6192,0.5823,0.6164,LOCALIZATION-DEGRADING
24,Neutral,NullLocalizationControl,0.6614,0.6412,0.6303,0.6219,0.6061,0.5829,0.623,LOCALIZATION-DEGRADING
32,Neutral,NullLocalizationControl,0.6484,0.623,0.6138,0.6014,0.5861,0.5984,0.6218,LOCALIZATION-DEGRADING
40,Neutral,NullLocalizationControl,0.6506,0.6474,0.6198,0.6289,0.5928,0.5939,0.6345,LOCALIZATION-DEGRADING
48,Neutral,NullLocalizationControl,0.6811,0.6539,0.638,0.6308,0.5981,0.5938,0.6208,LOCALIZATION-DEGRADING
64,Neutral,NullLocalizationControl,0.6496,0.6212,0.6185,0.6247,0.5873,0.5838,0.6149,LOCALIZATION-DEGRADING
80,Neutral,NullLocalizationControl,0.6481,0.6175,0.6323,0.5993,0.6069,0.5832,0.6189,LOCALIZATION-DEGRADING
96,Neutral,NullLocalizationControl,0.6733,0.6157,0.6261,0.6055,0.6174,0.5937,0.63,LOCALIZATION-DEGRADING
128,Neutral,NullLocalizationControl,0.6818,0.6342,0.6415,0.6156,0.6134,0.578,0.6145,LOCALIZATION-DEGRADING
160,Neutral,NullLocalizationControl,0.6562,0.6245,0.6406,0.6287,0.5921,0.5805,0.6167,LOCALIZATION-DEGRADING
192,Neutral,NullLocalizationControl,0.6663,0.6334,0.6396,0.6099,0.6235,0.6062,0.6243,LOCALIZATION-DEGRADING
256,Neutral,NullLocalizationControl,0.6537,0.6533,0.6358,0.6139,0.6114,0.5769,0.6246,LOCALIZATION-DEGRADING
320,Neutral,NullLocalizationControl,0.6851,0.6473,0.6179,0.6141,0.5948,0.6066,0.6343,LOCALIZATION-DEGRADING
512,Neutral,NullLocalizationControl,0.6833,0.6411,0.6395,0.6107,0.5915,0.6044,0.6327,LOCALIZATION-DEGRADING
768,Neutral,NullLocalizationControl,0.6595,0.6377,0.643,0.6136,0.6186,0.5796,0.6347,LOCALIZATION-DEGRADING
1024,Neutral,NullLocalizationControl,0.6684,0.6514,0.6059,0.6132,0.6242,0.6147,0.6077,LOCALIZATION-DEGRADING
1536,Neutral,NullLocalizationControl,0.653,0.6378,0.6197,0.6013,0.6031,0.6111,0.611,LOCALIZATION-DEGRADING
2048,Neutral,NullLocalizationControl,0.6701,0.6352,0.6382,0.6253,0.6151,0.5776,0.6048,LOCALIZATION-DEGRADING
3072,Neutral,NullLocalizationControl,0.6752,0.6173,0.6273,0.6,0.6184,0.6086,0.6113,LOCALIZATION-DEGRADING
4096,Neutral,NullLocalizationControl,0.6536,0.639,0.6448,0.6045,0.616,0.5804,0.6218,LOCALIZATION-DEGRADING
6144,Neutral,NullLocalizationControl,0.6809,0.6489,0.6244,0.631,0.6188,0.6145,0.6257,LOCALIZATION-DEGRADING
8192,Neutral,NullLocalizationControl,0.6797,0.6468,0.6434,0.5987,0.6178,0.6039,0.5967,LOCALIZATION-DEGRADING
12288,Neutral,NullLocalizationControl,0.6671,0.6282,0.6251,0.6253,0.5917,0.5961,0.6351,LOCALIZATION-DEGRADING
16384,Neutral,NullLocalizationControl,0.6739,0.6221,0.6399,0.6074,0.6202,0.5988,0.6166,LOCALIZATION-DEGRADING
24576,Neutral,NullLocalizationControl,0.6695,0.6189,0.626,0.6259,0.6176,0.5971,0.5993,LOCALIZATION-DEGRADING
32768,Neutral,NullLocalizationControl,0.6746,0.6376,0.6372,0.5971,0.6007,0.5867,0.6231,LOCALIZATION-DEGRADING
65536,Neutral,NullLocalizationControl,0.6539,0.6438,0.6088,0.6149,0.5864,0.614,0.611,LOCALIZATION-DEGRADING
131072,Neutral,NullLocalizationControl,0.6524,0.6214,0.6303,0.6082,0.6212,0.5964,0.6122,LOCALIZATION-DEGRADING
262144,Neutral,NullLocalizationControl,0.6712,0.6112,0.6227,0.6051,0.5879,0.5797,0.5959,LOCALIZATION-DEGRADING
524288,Neutral,NullLocalizationControl,0.6398,0.6263,0.6325,0.6077,0.5965,0.6022,0.6017,LOCALIZATION-DEGRADING
1048576,Neutral,NullLocalizationControl,0.6399,0.5978,0.603,0.6058,0.5718,0.5609,0.583,LOCALIZATION-DEGRADING
2097152,Neutral,NullLocalizationControl,0.6354,0.6069,0.5819,0.5607,0.5621,0.5602,0.5726,LOCALIZATION-DEGRADING
4194304,Neutral,NullLocalizationControl,0.5806,0.5485,0.5669,0.5565,0.5515,0.5442,0.5296,LOCALIZATION-FAILED
8388608,Neutral,NullLocalizationControl,0.5186,0.4893,0.5032,0.4785,0.4852,0.4825,0.4985,LOCALIZATION-FAILED
1,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
192,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
256,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
320,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
512,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
768,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1024,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1536,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2048,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
3072,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4096,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6144,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8192,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12288,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16384,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24576,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32768,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
65536,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
131072,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
262144,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
524288,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
1048576,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2097152,P-A,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4194304,P-A,LocalizedPacketEmergence,0.9431,0.9347,0.9214,0.9153,0.8732,0.9054,0.903,LOCALIZATION-STABLE
8388608,P-A,LocalizedPacketEmergence,0.8465,0.8402,0.8328,0.8124,0.7957,0.7955,0.798,LOCALIZATION-BOUNDED
1,P-A,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,P-A,RecursiveLocalizationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
