depth,sector,condition,rg_similarity,self_reference_fidelity,reflexive_coherence,self_simulation_alignment,reflexive_stabilization_gain,recursive_self_persistence,self_model_adaptation_strength,classification
16,Projection-Neutral,SelfReferentialPerturbationResponse,0.8756,0.8798,0.8923,0.8658,0.8565,0.8505,0.8768,SELF-REF-BOUNDED
20,Projection-Neutral,SelfReferentialPerturbationResponse,0.8697,0.8684,0.8592,0.834,0.844,0.8398,0.8723,SELF-REF-BOUNDED
24,Projection-Neutral,SelfReferentialPerturbationResponse,0.8714,0.8391,0.8747,0.8413,0.8505,0.8192,0.8503,SELF-REF-BOUNDED
32,Projection-Neutral,SelfReferentialPerturbationResponse,0.8489,0.8338,0.8478,0.8123,0.8044,0.8042,0.8253,SELF-REF-BOUNDED
40,Projection-Neutral,SelfReferentialPerturbationResponse,0.8298,0.7957,0.8143,0.7816,0.779,0.7755,0.7965,SELF-REF-PARTIAL
48,Projection-Neutral,SelfReferentialPerturbationResponse,0.7961,0.801,0.8033,0.7598,0.769,0.7767,0.7863,SELF-REF-BOUNDED
64,Projection-Neutral,SelfReferentialPerturbationResponse,0.7603,0.7393,0.7387,0.7396,0.716,0.7243,0.7532,SELF-REF-PARTIAL
80,Projection-Neutral,SelfReferentialPerturbationResponse,0.7015,0.7148,0.7087,0.6936,0.6851,0.7007,0.7185,SELF-REF-PARTIAL
96,Projection-Neutral,SelfReferentialPerturbationResponse,0.6709,0.686,0.69,0.6568,0.6771,0.6536,0.6814,SELF-REF-DEGRADING
128,Projection-Neutral,SelfReferentialPerturbationResponse,0.622,0.6085,0.622,0.6188,0.613,0.5939,0.6043,SELF-REF-DEGRADING
160,Projection-Neutral,SelfReferentialPerturbationResponse,0.5848,0.5681,0.5779,0.5554,0.5613,0.5486,0.5612,SELF-REF-DEGRADING
192,Projection-Neutral,SelfReferentialPerturbationResponse,0.5266,0.525,0.5292,0.5114,0.5274,0.5235,0.5248,SELF-REF-FAILED
256,Projection-Neutral,SelfReferentialPerturbationResponse,0.4642,0.4709,0.4553,0.4581,0.4526,0.4572,0.4496,SELF-REF-FAILED
320,Projection-Neutral,SelfReferentialPerturbationResponse,0.414,0.4053,0.4197,0.4023,0.4085,0.4045,0.4021,SELF-REF-FAILED
512,Projection-Neutral,SelfReferentialPerturbationResponse,0.3145,0.3116,0.3052,0.305,0.299,0.2936,0.3076,SELF-REF-FAILED
768,Projection-Neutral,SelfReferentialPerturbationResponse,0.2282,0.2307,0.2306,0.2221,0.2282,0.2196,0.2311,SELF-REF-FAILED
1024,Projection-Neutral,SelfReferentialPerturbationResponse,0.1871,0.1838,0.1808,0.1762,0.1778,0.1787,0.1798,SELF-REF-FAILED
1536,Projection-Neutral,SelfReferentialPerturbationResponse,0.133,0.1303,0.1323,0.126,0.1257,0.1264,0.1306,SELF-REF-FAILED
2048,Projection-Neutral,SelfReferentialPerturbationResponse,0.1045,0.1009,0.1014,0.0995,0.1011,0.0997,0.0999,SELF-REF-FAILED
3072,Projection-Neutral,SelfReferentialPerturbationResponse,0.0712,0.0716,0.0692,0.0688,0.0687,0.0683,0.0712,SELF-REF-FAILED
4096,Projection-Neutral,SelfReferentialPerturbationResponse,0.0551,0.0533,0.0539,0.0526,0.0525,0.0523,0.0522,SELF-REF-FAILED
6144,Projection-Neutral,SelfReferentialPerturbationResponse,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Neutral,SelfReferentialPerturbationResponse,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Neutral,SelfReferentialPerturbationResponse,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Neutral,NullSelfReferenceControl,0.7749,0.7552,0.7648,0.7701,0.7248,0.7424,0.7328,SELF-REF-PARTIAL
2,Projection-Neutral,NullSelfReferenceControl,0.7706,0.7555,0.757,0.763,0.7137,0.7037,0.7461,SELF-REF-PARTIAL
4,Projection-Neutral,NullSelfReferenceControl,0.7618,0.7399,0.7568,0.7521,0.7391,0.724,0.7212,SELF-REF-PARTIAL
6,Projection-Neutral,NullSelfReferenceControl,0.7317,0.7513,0.7453,0.7466,0.733,0.7071,0.7237,SELF-REF-PARTIAL
8,Projection-Neutral,NullSelfReferenceControl,0.7198,0.7341,0.741,0.7317,0.7254,0.7064,0.7312,SELF-REF-PARTIAL
12,Projection-Neutral,NullSelfReferenceControl,0.7085,0.7521,0.7168,0.7176,0.696,0.6932,0.7182,SELF-REF-PARTIAL
16,Projection-Neutral,NullSelfReferenceControl,0.7228,0.7306,0.703,0.7265,0.6858,0.6797,0.722,SELF-REF-PARTIAL
20,Projection-Neutral,NullSelfReferenceControl,0.6896,0.7021,0.7022,0.71,0.6977,0.6662,0.7038,SELF-REF-PARTIAL
24,Projection-Neutral,NullSelfReferenceControl,0.6869,0.7147,0.6737,0.7019,0.6585,0.6644,0.6728,SELF-REF-DEGRADING
32,Projection-Neutral,NullSelfReferenceControl,0.6614,0.6837,0.6687,0.6747,0.6478,0.6391,0.6514,SELF-REF-DEGRADING
40,Projection-Neutral,NullSelfReferenceControl,0.6579,0.6765,0.6414,0.6701,0.6429,0.6426,0.6399,SELF-REF-DEGRADING
48,Projection-Neutral,NullSelfReferenceControl,0.6309,0.6424,0.6217,0.6292,0.6024,0.6172,0.6382,SELF-REF-DEGRADING
64,Projection-Neutral,NullSelfReferenceControl,0.605,0.6225,0.611,0.6089,0.5859,0.5933,0.5997,SELF-REF-DEGRADING
80,Projection-Neutral,NullSelfReferenceControl,0.5843,0.5728,0.5732,0.5704,0.5717,0.5373,0.5794,SELF-REF-DEGRADING
96,Projection-Neutral,NullSelfReferenceControl,0.5477,0.5413,0.5474,0.548,0.5244,0.5208,0.527,SELF-REF-FAILED
128,Projection-Neutral,NullSelfReferenceControl,0.4939,0.5034,0.4878,0.4958,0.4985,0.4767,0.4952,SELF-REF-FAILED
160,Projection-Neutral,NullSelfReferenceControl,0.4694,0.4756,0.4604,0.4786,0.4438,0.4517,0.4528,SELF-REF-FAILED
192,Projection-Neutral,NullSelfReferenceControl,0.4326,0.4453,0.4256,0.4397,0.4172,0.4159,0.4121,SELF-REF-FAILED
256,Projection-Neutral,NullSelfReferenceControl,0.3848,0.3758,0.3839,0.386,0.3629,0.3517,0.3671,SELF-REF-FAILED
320,Projection-Neutral,NullSelfReferenceControl,0.3393,0.3318,0.3371,0.3282,0.3298,0.3166,0.3242,SELF-REF-FAILED
512,Projection-Neutral,NullSelfReferenceControl,0.2438,0.2555,0.2453,0.2502,0.2448,0.2338,0.2456,SELF-REF-FAILED
768,Projection-Neutral,NullSelfReferenceControl,0.19,0.1894,0.1819,0.1899,0.1799,0.1749,0.184,SELF-REF-FAILED
1024,Projection-Neutral,NullSelfReferenceControl,0.147,0.149,0.1459,0.1472,0.1455,0.1458,0.1432,SELF-REF-FAILED
1536,Projection-Neutral,NullSelfReferenceControl,0.1086,0.1083,0.1035,0.1082,0.1041,0.1006,0.1047,SELF-REF-FAILED
2048,Projection-Neutral,NullSelfReferenceControl,0.0828,0.0819,0.0808,0.0812,0.0816,0.0798,0.0814,SELF-REF-FAILED
3072,Projection-Neutral,NullSelfReferenceControl,0.0575,0.0579,0.0557,0.0582,0.0552,0.0558,0.0564,SELF-REF-FAILED
4096,Projection-Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
6144,Projection-Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Antisymmetry-Neutral,SelfModelExtraction,0.96,0.94,0.93,0.9052,0.9033,0.8943,0.9103,SELF-REF-STABLE
2,Antisymmetry-Neutral,SelfModelExtraction,0.9553,0.9286,0.93,0.92,0.8865,0.9,0.92,SELF-REF-STABLE
4,Antisymmetry-Neutral,SelfModelExtraction,0.9564,0.94,0.9086,0.9175,0.8858,0.8837,0.8977,SELF-REF-STABLE
6,Antisymmetry-Neutral,SelfModelExtraction,0.9479,0.9188,0.8993,0.8876,0.8907,0.8931,0.8826,SELF-REF-BOUNDED
8,Antisymmetry-Neutral,SelfModelExtraction,0.9326,0.9384,0.9131,0.9006,0.863,0.8848,0.8794,SELF-REF-STABLE
12,Antisymmetry-Neutral,SelfModelExtraction,0.937,0.9127,0.9053,0.8586,0.8819,0.8526,0.8643,SELF-REF-STABLE
16,Antisymmetry-Neutral,SelfModelExtraction,0.8915,0.8999,0.8674,0.8597,0.8386,0.8549,0.8583,SELF-REF-BOUNDED
20,Antisymmetry-Neutral,SelfModelExtraction,0.8991,0.8854,0.8776,0.8639,0.8588,0.8295,0.8369,SELF-REF-BOUNDED
24,Antisymmetry-Neutral,SelfModelExtraction,0.8871,0.8742,0.8596,0.8537,0.8353,0.815,0.8376,SELF-REF-BOUNDED
32,Antisymmetry-Neutral,SelfModelExtraction,0.847,0.8561,0.8298,0.8099,0.7975,0.8025,0.8057,SELF-REF-BOUNDED
40,Antisymmetry-Neutral,SelfModelExtraction,0.8418,0.8171,0.815,0.7857,0.7693,0.7803,0.7989,SELF-REF-BOUNDED
48,Antisymmetry-Neutral,SelfModelExtraction,0.7996,0.8045,0.7893,0.7643,0.7577,0.7573,0.7554,SELF-REF-PARTIAL
64,Antisymmetry-Neutral,SelfModelExtraction,0.7656,0.7428,0.7376,0.7231,0.7262,0.7304,0.7272,SELF-REF-PARTIAL
80,Antisymmetry-Neutral,SelfModelExtraction,0.7241,0.7139,0.7006,0.702,0.68,0.6774,0.6831,SELF-REF-PARTIAL
96,Antisymmetry-Neutral,SelfModelExtraction,0.7082,0.6913,0.6859,0.6505,0.6559,0.6593,0.6637,SELF-REF-DEGRADING
128,Antisymmetry-Neutral,SelfModelExtraction,0.6475,0.6384,0.6103,0.6168,0.5944,0.593,0.6115,SELF-REF-DEGRADING
160,Antisymmetry-Neutral,SelfModelExtraction,0.5893,0.5741,0.5607,0.5711,0.5422,0.5595,0.5528,SELF-REF-DEGRADING
192,Antisymmetry-Neutral,SelfModelExtraction,0.5345,0.5275,0.5401,0.5236,0.5161,0.5023,0.5199,SELF-REF-FAILED
256,Antisymmetry-Neutral,SelfModelExtraction,0.4673,0.4713,0.4561,0.451,0.4457,0.4402,0.4529,SELF-REF-FAILED
320,Antisymmetry-Neutral,SelfModelExtraction,0.42,0.423,0.4033,0.3941,0.3903,0.4011,0.3954,SELF-REF-FAILED
512,Antisymmetry-Neutral,SelfModelExtraction,0.3126,0.3105,0.3098,0.2996,0.2924,0.2998,0.2961,SELF-REF-FAILED
768,Antisymmetry-Neutral,SelfModelExtraction,0.2383,0.2361,0.2317,0.2203,0.2266,0.22,0.2291,SELF-REF-FAILED
1024,Antisymmetry-Neutral,SelfModelExtraction,0.191,0.1893,0.1868,0.1765,0.1797,0.1771,0.1779,SELF-REF-FAILED
1536,Antisymmetry-Neutral,SelfModelExtraction,0.1345,0.135,0.1289,0.1294,0.1251,0.1267,0.1255,SELF-REF-FAILED
2048,Antisymmetry-Neutral,SelfModelExtraction,0.1065,0.1036,0.1038,0.1015,0.0989,0.0966,0.0992,SELF-REF-FAILED
3072,Antisymmetry-Neutral,SelfModelExtraction,0.0731,0.0712,0.0692,0.0696,0.0696,0.0669,0.0679,SELF-REF-FAILED
4096,Antisymmetry-Neutral,SelfModelExtraction,0.0551,0.0539,0.0534,0.0527,0.0515,0.0518,0.0524,SELF-REF-FAILED
6144,Antisymmetry-Neutral,SelfModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Antisymmetry-Neutral,SelfModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Antisymmetry-Neutral,SelfModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.9572,0.94,0.9208,0.92,0.8969,0.9,0.92,SELF-REF-STABLE
2,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.9485,0.94,0.9206,0.92,0.91,0.9,0.92,SELF-REF-STABLE
4,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.9481,0.94,0.9112,0.8953,0.91,0.8974,0.92,SELF-REF-STABLE
6,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.9422,0.9283,0.9287,0.9114,0.91,0.8855,0.92,SELF-REF-STABLE
8,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.9348,0.9243,0.9001,0.9081,0.8914,0.8923,0.9054,SELF-REF-STABLE
12,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.9193,0.9112,0.8959,0.8725,0.8727,0.8569,0.892,SELF-REF-BOUNDED
16,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.9254,0.887,0.8866,0.8837,0.8674,0.839,0.8722,SELF-REF-BOUNDED
20,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.897,0.8888,0.8551,0.8571,0.8508,0.8339,0.8501,SELF-REF-BOUNDED
24,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.8921,0.8585,0.841,0.8457,0.8346,0.8351,0.864,SELF-REF-BOUNDED
32,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.8492,0.8581,0.8455,0.831,0.8014,0.8063,0.8067,SELF-REF-BOUNDED
40,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.8372,0.8368,0.8209,0.8174,0.7805,0.7922,0.8096,SELF-REF-BOUNDED
48,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.8196,0.7978,0.7928,0.7908,0.7651,0.7648,0.7721,SELF-REF-PARTIAL
64,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.7751,0.7754,0.759,0.7363,0.729,0.7166,0.7239,SELF-REF-PARTIAL
80,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.7211,0.7228,0.7164,0.7005,0.69,0.6872,0.6994,SELF-REF-PARTIAL
96,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.6901,0.6947,0.6909,0.6786,0.6616,0.6634,0.6669,SELF-REF-DEGRADING
128,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.6379,0.6318,0.6263,0.6123,0.6064,0.6116,0.6249,SELF-REF-DEGRADING
160,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.5851,0.5771,0.5768,0.5592,0.5668,0.5593,0.5545,SELF-REF-DEGRADING
192,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.5574,0.5489,0.53,0.5286,0.5133,0.5154,0.5262,SELF-REF-FAILED
256,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.4815,0.4799,0.4673,0.4584,0.4492,0.4544,0.4567,SELF-REF-FAILED
320,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.4236,0.4239,0.4084,0.4111,0.4007,0.4059,0.4021,SELF-REF-FAILED
512,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.3177,0.3106,0.3041,0.3106,0.2959,0.3031,0.2977,SELF-REF-FAILED
768,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.2374,0.2318,0.2325,0.2297,0.2279,0.2256,0.2287,SELF-REF-FAILED
1024,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.192,0.1855,0.1809,0.1788,0.1782,0.1775,0.1785,SELF-REF-FAILED
1536,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.1332,0.1315,0.1294,0.1282,0.1306,0.1247,0.1269,SELF-REF-FAILED
2048,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.1044,0.1021,0.1027,0.0993,0.0992,0.0997,0.1011,SELF-REF-FAILED
3072,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.072,0.0709,0.0692,0.0701,0.07,0.0672,0.0695,SELF-REF-FAILED
4096,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.0557,0.0545,0.0547,0.0539,0.0529,0.0515,0.0534,SELF-REF-FAILED
6144,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Antisymmetry-Neutral,ReflexiveRepresentationFidelity,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.9506,0.94,0.93,0.92,0.8973,0.9,0.92,SELF-REF-STABLE
2,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.9535,0.9227,0.9165,0.92,0.91,0.8923,0.9184,SELF-REF-STABLE
4,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.9275,0.9164,0.93,0.92,0.8755,0.8815,0.9165,SELF-REF-STABLE
6,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.9444,0.9099,0.8921,0.9055,0.87,0.8662,0.8909,SELF-REF-BOUNDED
8,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.9414,0.9031,0.8932,0.9034,0.8905,0.8764,0.9016,SELF-REF-BOUNDED
12,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.9216,0.9193,0.8735,0.8902,0.8786,0.8525,0.864,SELF-REF-BOUNDED
16,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.9146,0.9003,0.8885,0.8673,0.8627,0.8634,0.854,SELF-REF-BOUNDED
20,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.9068,0.8859,0.8528,0.8848,0.839,0.8303,0.8535,SELF-REF-BOUNDED
24,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.8921,0.8504,0.8464,0.8745,0.8352,0.8169,0.8232,SELF-REF-BOUNDED
32,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.8658,0.829,0.8398,0.8421,0.8144,0.8116,0.8007,SELF-REF-BOUNDED
40,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.8266,0.8059,0.7946,0.8234,0.7668,0.7709,0.8063,SELF-REF-PARTIAL
48,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.8156,0.7858,0.7938,0.7919,0.7575,0.7486,0.7716,SELF-REF-PARTIAL
64,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.7525,0.7686,0.7474,0.7576,0.7351,0.7206,0.7271,SELF-REF-PARTIAL
80,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.731,0.7082,0.7115,0.7187,0.7028,0.6943,0.7009,SELF-REF-PARTIAL
96,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.6814,0.6737,0.6583,0.6819,0.6637,0.6533,0.6745,SELF-REF-DEGRADING
128,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.642,0.6366,0.614,0.6085,0.603,0.5808,0.5945,SELF-REF-DEGRADING
160,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.5733,0.5806,0.5563,0.5742,0.5451,0.5476,0.5501,SELF-REF-DEGRADING
192,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.5424,0.5463,0.5308,0.5231,0.5201,0.4975,0.5189,SELF-REF-FAILED
256,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.4725,0.4725,0.4526,0.4601,0.4396,0.4441,0.4589,SELF-REF-FAILED
320,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.4211,0.4168,0.3982,0.4059,0.3953,0.388,0.4005,SELF-REF-FAILED
512,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.314,0.315,0.3044,0.3024,0.2939,0.291,0.2996,SELF-REF-FAILED
768,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.2341,0.2357,0.2246,0.2314,0.2225,0.217,0.223,SELF-REF-FAILED
1024,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.1853,0.1866,0.1788,0.1822,0.1791,0.1787,0.1767,SELF-REF-FAILED
1536,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.1329,0.1323,0.1307,0.1324,0.1272,0.124,0.126,SELF-REF-FAILED
2048,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.1064,0.1011,0.1018,0.1012,0.0998,0.096,0.0983,SELF-REF-FAILED
3072,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.0719,0.0706,0.0701,0.0701,0.0669,0.0663,0.0691,SELF-REF-FAILED
4096,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.056,0.0551,0.053,0.0534,0.0519,0.052,0.052,SELF-REF-FAILED
6144,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Antisymmetry-Neutral,RecursiveSelfSimulationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Antisymmetry-Neutral,SelfModelStabilizationGain,0.9425,0.9392,0.9104,0.92,0.91,0.9,0.92,SELF-REF-STABLE
2,Antisymmetry-Neutral,SelfModelStabilizationGain,0.96,0.9234,0.914,0.9105,0.91,0.8942,0.92,SELF-REF-STABLE
4,Antisymmetry-Neutral,SelfModelStabilizationGain,0.9549,0.94,0.9002,0.9051,0.91,0.8938,0.9145,SELF-REF-STABLE
6,Antisymmetry-Neutral,SelfModelStabilizationGain,0.9341,0.9222,0.922,0.895,0.8921,0.8973,0.9154,SELF-REF-STABLE
8,Antisymmetry-Neutral,SelfModelStabilizationGain,0.9203,0.9129,0.9167,0.8906,0.9097,0.8788,0.9146,SELF-REF-STABLE
12,Antisymmetry-Neutral,SelfModelStabilizationGain,0.9286,0.9149,0.8977,0.8819,0.8857,0.8597,0.8864,SELF-REF-BOUNDED
16,Antisymmetry-Neutral,SelfModelStabilizationGain,0.903,0.8741,0.8765,0.8611,0.8664,0.8409,0.8741,SELF-REF-BOUNDED
20,Antisymmetry-Neutral,SelfModelStabilizationGain,0.8792,0.8813,0.8523,0.8585,0.861,0.8417,0.8794,SELF-REF-BOUNDED
24,Antisymmetry-Neutral,SelfModelStabilizationGain,0.8758,0.8729,0.8493,0.8281,0.8537,0.8188,0.8605,SELF-REF-BOUNDED
32,Antisymmetry-Neutral,SelfModelStabilizationGain,0.8629,0.8485,0.8402,0.8138,0.8295,0.8084,0.841,SELF-REF-BOUNDED
40,Antisymmetry-Neutral,SelfModelStabilizationGain,0.8282,0.7965,0.8022,0.7978,0.7862,0.783,0.8242,SELF-REF-PARTIAL
48,Antisymmetry-Neutral,SelfModelStabilizationGain,0.8032,0.783,0.7786,0.7685,0.7951,0.7447,0.7823,SELF-REF-PARTIAL
64,Antisymmetry-Neutral,SelfModelStabilizationGain,0.7744,0.7531,0.742,0.7336,0.7418,0.7036,0.757,SELF-REF-PARTIAL
80,Antisymmetry-Neutral,SelfModelStabilizationGain,0.7109,0.723,0.7098,0.7084,0.7052,0.6654,0.6965,SELF-REF-PARTIAL
96,Antisymmetry-Neutral,SelfModelStabilizationGain,0.6831,0.6689,0.6785,0.664,0.658,0.652,0.6843,SELF-REF-DEGRADING
128,Antisymmetry-Neutral,SelfModelStabilizationGain,0.627,0.6183,0.6076,0.6019,0.6058,0.5831,0.6234,SELF-REF-DEGRADING
160,Antisymmetry-Neutral,SelfModelStabilizationGain,0.5728,0.5786,0.5661,0.5683,0.5634,0.5408,0.5639,SELF-REF-DEGRADING
192,Antisymmetry-Neutral,SelfModelStabilizationGain,0.5303,0.521,0.5299,0.5219,0.522,0.5111,0.5251,SELF-REF-FAILED
256,Antisymmetry-Neutral,SelfModelStabilizationGain,0.4797,0.4673,0.4568,0.4502,0.4548,0.4528,0.4658,SELF-REF-FAILED
320,Antisymmetry-Neutral,SelfModelStabilizationGain,0.4261,0.4145,0.4133,0.4011,0.402,0.3958,0.4049,SELF-REF-FAILED
512,Antisymmetry-Neutral,SelfModelStabilizationGain,0.3167,0.3047,0.3036,0.3026,0.2986,0.2941,0.3076,SELF-REF-FAILED
768,Antisymmetry-Neutral,SelfModelStabilizationGain,0.2386,0.2265,0.2247,0.2251,0.2302,0.2237,0.2269,SELF-REF-FAILED
1024,Antisymmetry-Neutral,SelfModelStabilizationGain,0.1847,0.1866,0.1852,0.1762,0.1798,0.1767,0.1822,SELF-REF-FAILED
1536,Antisymmetry-Neutral,SelfModelStabilizationGain,0.133,0.1294,0.1296,0.1263,0.1291,0.1251,0.132,SELF-REF-FAILED
2048,Antisymmetry-Neutral,SelfModelStabilizationGain,0.1035,0.1007,0.0997,0.1004,0.1001,0.0985,0.1036,SELF-REF-FAILED
3072,Antisymmetry-Neutral,SelfModelStabilizationGain,0.0709,0.0712,0.0708,0.0704,0.0701,0.0671,0.0691,SELF-REF-FAILED
4096,Antisymmetry-Neutral,SelfModelStabilizationGain,0.055,0.054,0.0535,0.0523,0.053,0.0521,0.0535,SELF-REF-FAILED
6144,Antisymmetry-Neutral,SelfModelStabilizationGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Antisymmetry-Neutral,SelfModelStabilizationGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Antisymmetry-Neutral,SelfModelStabilizationGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9379,0.94,0.93,0.92,0.9027,0.9,0.92,SELF-REF-STABLE
2,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9432,0.9188,0.93,0.9064,0.9,0.8948,0.8995,SELF-REF-STABLE
4,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9407,0.9239,0.9168,0.8866,0.909,0.9,0.9197,SELF-REF-STABLE
6,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9284,0.9103,0.9269,0.8848,0.9006,0.9,0.8887,SELF-REF-STABLE
8,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9337,0.9229,0.9166,0.8949,0.8782,0.8942,0.8933,SELF-REF-STABLE
12,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9094,0.8826,0.8774,0.882,0.8824,0.8678,0.8732,SELF-REF-BOUNDED
16,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.9075,0.8723,0.8584,0.8694,0.8502,0.8584,0.8802,SELF-REF-BOUNDED
20,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.8642,0.8872,0.85,0.851,0.8407,0.8686,0.863,SELF-REF-BOUNDED
24,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.8845,0.8592,0.8603,0.8271,0.8368,0.8426,0.8281,SELF-REF-BOUNDED
32,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.8477,0.8204,0.8275,0.8084,0.8121,0.8036,0.8208,SELF-REF-BOUNDED
40,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.8318,0.8184,0.8056,0.786,0.7947,0.7763,0.8014,SELF-REF-BOUNDED
48,Antisymmetry-Neutral,RecursiveReflexivePersistence,0.8104,0.7721,0.792,0.758,0.7682,0.7749,0.7792,SELF-REF-PARTIAL
