depth,sector,condition,rg_similarity,predictive_stability,anticipatory_coherence,perturbation_forecast_accuracy,future_state_alignment,recursive_prediction_persistence,adaptive_anticipation_gain,classification
192,Projection-Neutral,NullPredictiveControl,0.2914,0.2941,0.2972,0.3013,0.2836,0.2882,0.2902,PREDICTIVE-FAILED
256,Projection-Neutral,NullPredictiveControl,0.2528,0.2508,0.2495,0.2471,0.235,0.2326,0.2472,PREDICTIVE-FAILED
320,Projection-Neutral,NullPredictiveControl,0.2157,0.2096,0.2046,0.2151,0.2035,0.1978,0.2098,PREDICTIVE-FAILED
512,Projection-Neutral,NullPredictiveControl,0.1491,0.1485,0.1457,0.145,0.1404,0.139,0.1455,PREDICTIVE-FAILED
768,Projection-Neutral,NullPredictiveControl,0.1055,0.1076,0.1065,0.1054,0.1003,0.0985,0.1045,PREDICTIVE-FAILED
1024,Projection-Neutral,NullPredictiveControl,0.0834,0.0804,0.0799,0.0838,0.0785,0.0783,0.0786,PREDICTIVE-FAILED
1536,Projection-Neutral,NullPredictiveControl,0.0561,0.0572,0.0548,0.0583,0.0557,0.0544,0.0558,PREDICTIVE-FAILED
2048,Projection-Neutral,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
3072,Projection-Neutral,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Projection-Neutral,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Projection-Neutral,NullPredictiveControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.9553,0.9226,0.93,0.893,0.9051,0.8758,0.9146,PREDICTIVE-STABLE
2,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.9441,0.9286,0.8985,0.8952,0.8838,0.8989,0.8974,PREDICTIVE-BOUNDED
4,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.9327,0.903,0.8957,0.8735,0.8599,0.8887,0.8865,PREDICTIVE-BOUNDED
6,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.9172,0.901,0.8991,0.8891,0.879,0.8767,0.8886,PREDICTIVE-BOUNDED
8,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.8982,0.8897,0.8908,0.8689,0.8441,0.8494,0.8729,PREDICTIVE-BOUNDED
12,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.8917,0.8767,0.8565,0.8493,0.8214,0.8329,0.8191,PREDICTIVE-BOUNDED
16,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.8578,0.8315,0.8376,0.7966,0.7888,0.782,0.7955,PREDICTIVE-BOUNDED
20,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.8183,0.8091,0.8105,0.7885,0.7707,0.7878,0.7979,PREDICTIVE-BOUNDED
24,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.8145,0.7976,0.796,0.7692,0.7582,0.7597,0.7765,PREDICTIVE-PARTIAL
32,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.7556,0.7416,0.7337,0.7221,0.7312,0.73,0.7288,PREDICTIVE-PARTIAL
40,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.7151,0.7133,0.693,0.678,0.6781,0.6821,0.6956,PREDICTIVE-DEGRADING
48,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.693,0.6815,0.6795,0.6671,0.6373,0.6421,0.65,PREDICTIVE-DEGRADING
64,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.6329,0.6187,0.618,0.6061,0.5936,0.6011,0.59,PREDICTIVE-DEGRADING
80,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.5799,0.5845,0.5681,0.5624,0.537,0.5404,0.5438,PREDICTIVE-DEGRADING
96,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.544,0.5344,0.5156,0.5165,0.4999,0.5157,0.5107,PREDICTIVE-FAILED
128,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.4831,0.4545,0.4639,0.4568,0.4349,0.4472,0.4528,PREDICTIVE-FAILED
160,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.4215,0.4123,0.4105,0.3987,0.3871,0.392,0.3953,PREDICTIVE-FAILED
192,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.3767,0.3624,0.3725,0.3633,0.3553,0.3521,0.3573,PREDICTIVE-FAILED
256,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.3138,0.3037,0.3053,0.2934,0.2904,0.292,0.2917,PREDICTIVE-FAILED
320,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.2733,0.2637,0.2568,0.2526,0.2476,0.2466,0.2595,PREDICTIVE-FAILED
512,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.1909,0.1829,0.1782,0.1771,0.1741,0.1728,0.1756,PREDICTIVE-FAILED
768,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.1331,0.1292,0.1296,0.1286,0.1248,0.1267,0.1259,PREDICTIVE-FAILED
1024,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.1033,0.1018,0.099,0.0987,0.0983,0.098,0.0964,PREDICTIVE-FAILED
1536,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.0708,0.0711,0.0703,0.069,0.0667,0.0689,0.0687,PREDICTIVE-FAILED
2048,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.0556,0.0535,0.0537,0.0524,0.0505,0.0519,0.0521,PREDICTIVE-FAILED
3072,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Antisymmetry-Neutral,PredictiveStabilizationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.96,0.94,0.9217,0.9087,0.9016,0.8957,0.916,PREDICTIVE-STABLE
2,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.9356,0.9328,0.93,0.92,0.8953,0.8897,0.8982,PREDICTIVE-STABLE
4,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.9248,0.91,0.9043,0.908,0.8748,0.8743,0.8764,PREDICTIVE-STABLE
6,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.9337,0.9101,0.909,0.889,0.8854,0.8603,0.8926,PREDICTIVE-STABLE
8,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.9177,0.8999,0.878,0.8631,0.8489,0.8526,0.8542,PREDICTIVE-BOUNDED
12,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.8752,0.8604,0.8676,0.8295,0.8372,0.8276,0.8246,PREDICTIVE-BOUNDED
16,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.8508,0.8483,0.8402,0.8075,0.8042,0.7887,0.8046,PREDICTIVE-BOUNDED
20,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.8321,0.7966,0.8217,0.7821,0.7789,0.7862,0.7919,PREDICTIVE-PARTIAL
24,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.8129,0.7872,0.7946,0.7761,0.76,0.7601,0.7803,PREDICTIVE-PARTIAL
32,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.7653,0.7649,0.7513,0.7197,0.7356,0.7024,0.7477,PREDICTIVE-PARTIAL
40,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.7209,0.7109,0.7246,0.707,0.6979,0.6698,0.6902,PREDICTIVE-PARTIAL
48,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.6866,0.6796,0.6681,0.6682,0.6511,0.6648,0.6596,PREDICTIVE-DEGRADING
64,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.6351,0.6103,0.6297,0.6121,0.5902,0.5844,0.6073,PREDICTIVE-DEGRADING
80,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.5941,0.5655,0.5753,0.5508,0.5578,0.553,0.5603,PREDICTIVE-DEGRADING
96,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.5558,0.5345,0.5367,0.5269,0.5198,0.5193,0.5104,PREDICTIVE-FAILED
128,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.4717,0.4566,0.4612,0.449,0.4449,0.4488,0.4452,PREDICTIVE-FAILED
160,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.4278,0.4095,0.4131,0.4078,0.4069,0.3974,0.3988,PREDICTIVE-FAILED
192,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.3777,0.3778,0.365,0.369,0.3542,0.348,0.3637,PREDICTIVE-FAILED
256,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.3107,0.3107,0.3055,0.3028,0.3,0.2969,0.3061,PREDICTIVE-FAILED
320,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.2666,0.2609,0.261,0.2542,0.2567,0.2503,0.2556,PREDICTIVE-FAILED
512,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.1926,0.1848,0.1803,0.1825,0.1812,0.176,0.1824,PREDICTIVE-FAILED
768,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.1339,0.1335,0.1305,0.1283,0.1257,0.1246,0.1279,PREDICTIVE-FAILED
1024,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.1062,0.1037,0.1004,0.1006,0.0992,0.0964,0.0979,PREDICTIVE-FAILED
1536,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.0711,0.0699,0.0715,0.0675,0.0694,0.0667,0.0679,PREDICTIVE-FAILED
2048,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.0544,0.0535,0.0533,0.0535,0.0518,0.0522,0.0535,PREDICTIVE-FAILED
3072,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Antisymmetry-Neutral,AnticipatoryRoutingTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.9573,0.9199,0.93,0.92,0.9047,0.8729,0.92,PREDICTIVE-STABLE
2,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.9516,0.9034,0.8929,0.9093,0.8833,0.8616,0.9168,PREDICTIVE-BOUNDED
4,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.9468,0.9046,0.8799,0.8946,0.8572,0.8532,0.8896,PREDICTIVE-BOUNDED
6,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.9322,0.9044,0.8755,0.8879,0.8784,0.849,0.8775,PREDICTIVE-BOUNDED
8,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.9077,0.8665,0.8697,0.8859,0.8547,0.8454,0.8432,PREDICTIVE-BOUNDED
12,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.8745,0.8576,0.8243,0.849,0.8257,0.8283,0.848,PREDICTIVE-BOUNDED
16,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.8555,0.8419,0.8204,0.836,0.8032,0.8052,0.7934,PREDICTIVE-BOUNDED
20,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.809,0.7903,0.7975,0.7893,0.7618,0.7724,0.7984,PREDICTIVE-PARTIAL
24,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.7978,0.7963,0.7848,0.7887,0.7421,0.7602,0.7793,PREDICTIVE-PARTIAL
32,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.7514,0.7498,0.7182,0.7339,0.7309,0.7147,0.734,PREDICTIVE-PARTIAL
40,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.7343,0.6919,0.6936,0.6966,0.6715,0.6841,0.6782,PREDICTIVE-DEGRADING
48,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.6787,0.6653,0.6594,0.6744,0.6571,0.6412,0.6675,PREDICTIVE-DEGRADING
64,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.6427,0.6064,0.6183,0.6264,0.6009,0.5842,0.6077,PREDICTIVE-DEGRADING
80,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.5782,0.5712,0.5615,0.5718,0.5543,0.545,0.551,PREDICTIVE-DEGRADING
96,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.5348,0.5179,0.5172,0.5177,0.5028,0.5055,0.52,PREDICTIVE-FAILED
128,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.4813,0.4585,0.4531,0.4567,0.4526,0.4472,0.4475,PREDICTIVE-FAILED
160,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.424,0.3993,0.4067,0.407,0.3913,0.3874,0.4052,PREDICTIVE-FAILED
192,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.3736,0.3729,0.3643,0.3711,0.3477,0.35,0.3606,PREDICTIVE-FAILED
256,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.3085,0.301,0.3034,0.3106,0.2995,0.2977,0.294,PREDICTIVE-FAILED
320,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.2665,0.2563,0.2554,0.2587,0.254,0.2467,0.2597,PREDICTIVE-FAILED
512,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.1858,0.18,0.1812,0.1831,0.1781,0.1738,0.1759,PREDICTIVE-FAILED
768,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.1356,0.1315,0.1265,0.1296,0.1263,0.1263,0.1271,PREDICTIVE-FAILED
1024,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.1044,0.1,0.0999,0.1004,0.0962,0.0968,0.0981,PREDICTIVE-FAILED
1536,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.0704,0.0703,0.0678,0.0696,0.068,0.0677,0.0695,PREDICTIVE-FAILED
2048,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.0555,0.0534,0.0538,0.0542,0.0517,0.052,0.0532,PREDICTIVE-FAILED
3072,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Antisymmetry-Neutral,PerturbationForecastingEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Antisymmetry-Neutral,FutureStateReconstruction,0.9496,0.9321,0.9004,0.9067,0.91,0.8872,0.8952,PREDICTIVE-STABLE
2,Antisymmetry-Neutral,FutureStateReconstruction,0.9568,0.9231,0.897,0.8977,0.91,0.8764,0.8965,PREDICTIVE-BOUNDED
4,Antisymmetry-Neutral,FutureStateReconstruction,0.9287,0.9001,0.8865,0.8892,0.8753,0.8584,0.8801,PREDICTIVE-BOUNDED
6,Antisymmetry-Neutral,FutureStateReconstruction,0.9277,0.8964,0.892,0.8603,0.8973,0.8703,0.8652,PREDICTIVE-BOUNDED
8,Antisymmetry-Neutral,FutureStateReconstruction,0.9137,0.8805,0.8817,0.8675,0.8603,0.857,0.8721,PREDICTIVE-BOUNDED
12,Antisymmetry-Neutral,FutureStateReconstruction,0.8603,0.8597,0.8259,0.8405,0.8237,0.8247,0.8371,PREDICTIVE-BOUNDED
16,Antisymmetry-Neutral,FutureStateReconstruction,0.8327,0.8401,0.8086,0.8196,0.8301,0.7832,0.7982,PREDICTIVE-BOUNDED
20,Antisymmetry-Neutral,FutureStateReconstruction,0.8369,0.788,0.811,0.7817,0.8034,0.7839,0.7715,PREDICTIVE-PARTIAL
24,Antisymmetry-Neutral,FutureStateReconstruction,0.7828,0.7721,0.7672,0.7727,0.7754,0.7523,0.7625,PREDICTIVE-PARTIAL
32,Antisymmetry-Neutral,FutureStateReconstruction,0.7461,0.7522,0.7347,0.7373,0.7198,0.7094,0.7207,PREDICTIVE-PARTIAL
40,Antisymmetry-Neutral,FutureStateReconstruction,0.7348,0.7071,0.6898,0.6867,0.6857,0.6758,0.6959,PREDICTIVE-DEGRADING
48,Antisymmetry-Neutral,FutureStateReconstruction,0.6873,0.6624,0.6642,0.6486,0.6557,0.6334,0.6712,PREDICTIVE-DEGRADING
64,Antisymmetry-Neutral,FutureStateReconstruction,0.6358,0.6101,0.6035,0.6013,0.6153,0.5839,0.6007,PREDICTIVE-DEGRADING
80,Antisymmetry-Neutral,FutureStateReconstruction,0.5834,0.5772,0.5569,0.5571,0.561,0.5518,0.5579,PREDICTIVE-DEGRADING
96,Antisymmetry-Neutral,FutureStateReconstruction,0.5379,0.5351,0.5202,0.5222,0.5298,0.5102,0.5187,PREDICTIVE-FAILED
128,Antisymmetry-Neutral,FutureStateReconstruction,0.4761,0.464,0.4628,0.4449,0.4551,0.44,0.441,PREDICTIVE-FAILED
160,Antisymmetry-Neutral,FutureStateReconstruction,0.4165,0.4088,0.4111,0.4034,0.3997,0.3924,0.3977,PREDICTIVE-FAILED
192,Antisymmetry-Neutral,FutureStateReconstruction,0.3711,0.3648,0.3548,0.351,0.3617,0.3484,0.3568,PREDICTIVE-FAILED
256,Antisymmetry-Neutral,FutureStateReconstruction,0.3059,0.3024,0.3051,0.2981,0.3072,0.2931,0.2925,PREDICTIVE-FAILED
320,Antisymmetry-Neutral,FutureStateReconstruction,0.2698,0.2594,0.2611,0.2503,0.2567,0.2442,0.2587,PREDICTIVE-FAILED
512,Antisymmetry-Neutral,FutureStateReconstruction,0.183,0.1832,0.1808,0.1749,0.1811,0.1775,0.1746,PREDICTIVE-FAILED
768,Antisymmetry-Neutral,FutureStateReconstruction,0.1354,0.1309,0.1282,0.1279,0.1261,0.1248,0.1257,PREDICTIVE-FAILED
1024,Antisymmetry-Neutral,FutureStateReconstruction,0.1042,0.0986,0.1008,0.0974,0.0979,0.0978,0.099,PREDICTIVE-FAILED
1536,Antisymmetry-Neutral,FutureStateReconstruction,0.0714,0.0703,0.068,0.0675,0.068,0.0677,0.0685,PREDICTIVE-FAILED
2048,Antisymmetry-Neutral,FutureStateReconstruction,0.0554,0.0544,0.0528,0.051,0.0538,0.0507,0.0527,PREDICTIVE-FAILED
3072,Antisymmetry-Neutral,FutureStateReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Antisymmetry-Neutral,FutureStateReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Antisymmetry-Neutral,FutureStateReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.9543,0.9064,0.9125,0.9084,0.8817,0.8987,0.92,PREDICTIVE-STABLE
2,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.9192,0.8992,0.9036,0.8938,0.9057,0.8919,0.92,PREDICTIVE-BOUNDED
4,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.9021,0.8846,0.8765,0.8766,0.8799,0.8724,0.9024,PREDICTIVE-BOUNDED
6,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.9113,0.8845,0.8859,0.8602,0.8621,0.8422,0.8786,PREDICTIVE-BOUNDED
8,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.8832,0.8649,0.872,0.8556,0.8344,0.8294,0.8589,PREDICTIVE-BOUNDED
12,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.8496,0.8353,0.8257,0.8274,0.8345,0.797,0.8442,PREDICTIVE-BOUNDED
16,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.8535,0.8133,0.81,0.8052,0.7933,0.8027,0.8239,PREDICTIVE-BOUNDED
20,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.8236,0.8179,0.7803,0.7976,0.78,0.7797,0.8108,PREDICTIVE-PARTIAL
24,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.8077,0.7737,0.7715,0.7664,0.744,0.7541,0.7944,PREDICTIVE-PARTIAL
32,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.759,0.7269,0.7302,0.718,0.7055,0.6981,0.753,PREDICTIVE-PARTIAL
40,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.7321,0.7094,0.6921,0.6895,0.6823,0.6723,0.7051,PREDICTIVE-DEGRADING
48,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.6731,0.6617,0.6536,0.6466,0.6442,0.6547,0.6584,PREDICTIVE-DEGRADING
64,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.6131,0.6157,0.61,0.6061,0.6001,0.5759,0.6071,PREDICTIVE-DEGRADING
80,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.5781,0.5668,0.5548,0.5586,0.5494,0.5448,0.5644,PREDICTIVE-DEGRADING
96,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.5339,0.5169,0.5312,0.5204,0.5139,0.5108,0.5239,PREDICTIVE-FAILED
128,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.4575,0.4611,0.4551,0.4563,0.4465,0.436,0.4588,PREDICTIVE-FAILED
160,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.4185,0.4018,0.4019,0.4005,0.3864,0.3821,0.4006,PREDICTIVE-FAILED
192,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.38,0.3664,0.3668,0.3524,0.3531,0.3568,0.3731,PREDICTIVE-FAILED
256,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.308,0.3048,0.3057,0.2978,0.3006,0.2878,0.3045,PREDICTIVE-FAILED
320,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.2608,0.2587,0.2564,0.2549,0.2505,0.2469,0.2559,PREDICTIVE-FAILED
512,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.1826,0.1806,0.1825,0.1792,0.1758,0.1773,0.1857,PREDICTIVE-FAILED
768,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.131,0.1316,0.1286,0.1269,0.1264,0.1265,0.1303,PREDICTIVE-FAILED
1024,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.1034,0.0999,0.0989,0.0982,0.0984,0.0954,0.1001,PREDICTIVE-FAILED
1536,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.0713,0.0684,0.0701,0.069,0.0674,0.0665,0.0697,PREDICTIVE-FAILED
2048,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.0539,0.0528,0.0527,0.0513,0.0512,0.0505,0.0534,PREDICTIVE-FAILED
3072,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Antisymmetry-Neutral,AdaptivePredictiveModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.919,0.9199,0.9069,0.92,0.8952,0.9,0.92,PREDICTIVE-STABLE
2,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.9105,0.94,0.9029,0.8917,0.8879,0.8962,0.8835,PREDICTIVE-STABLE
4,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.9306,0.9165,0.9131,0.902,0.8613,0.8983,0.8809,PREDICTIVE-STABLE
6,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.8878,0.9055,0.875,0.855,0.8665,0.8868,0.8854,PREDICTIVE-BOUNDED
8,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.8944,0.8761,0.8762,0.8763,0.8406,0.8738,0.8594,PREDICTIVE-BOUNDED
12,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.8477,0.8462,0.8659,0.8489,0.831,0.8281,0.8484,PREDICTIVE-BOUNDED
16,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.8512,0.8508,0.8088,0.8066,0.8013,0.7999,0.808,PREDICTIVE-BOUNDED
20,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.8299,0.8144,0.7917,0.7802,0.7644,0.7879,0.7721,PREDICTIVE-PARTIAL
24,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.7875,0.7767,0.7711,0.752,0.7513,0.7723,0.752,PREDICTIVE-PARTIAL
32,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.738,0.7413,0.7318,0.7348,0.7282,0.7394,0.7283,PREDICTIVE-PARTIAL
40,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.7204,0.7277,0.7007,0.7019,0.6729,0.6798,0.6925,PREDICTIVE-PARTIAL
48,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.687,0.666,0.6641,0.6711,0.642,0.6663,0.6695,PREDICTIVE-DEGRADING
64,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.6196,0.6218,0.6282,0.5954,0.587,0.604,0.594,PREDICTIVE-DEGRADING
80,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.5732,0.5839,0.5686,0.5478,0.555,0.5448,0.5444,PREDICTIVE-DEGRADING
96,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.5292,0.5287,0.5184,0.5219,0.5029,0.522,0.5115,PREDICTIVE-FAILED
128,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.4677,0.4714,0.4568,0.4553,0.4434,0.4586,0.4446,PREDICTIVE-FAILED
160,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.4075,0.4201,0.4052,0.3941,0.3955,0.4061,0.4073,PREDICTIVE-FAILED
192,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.3646,0.3737,0.3682,0.3525,0.3508,0.357,0.3573,PREDICTIVE-FAILED
256,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.3049,0.3019,0.31,0.2957,0.2921,0.3007,0.2983,PREDICTIVE-FAILED
320,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.2632,0.259,0.2579,0.2594,0.2473,0.2506,0.2576,PREDICTIVE-FAILED
512,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.1877,0.1878,0.1833,0.1755,0.1723,0.1746,0.1762,PREDICTIVE-FAILED
768,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.1334,0.131,0.1323,0.1263,0.1265,0.128,0.1247,PREDICTIVE-FAILED
1024,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.1027,0.1011,0.1011,0.0987,0.0995,0.0971,0.0977,PREDICTIVE-FAILED
1536,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.0714,0.0714,0.0701,0.0687,0.0663,0.0683,0.0682,PREDICTIVE-FAILED
2048,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.0537,0.0549,0.0532,0.0523,0.0507,0.0519,0.0514,PREDICTIVE-FAILED
3072,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
4096,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
6144,Antisymmetry-Neutral,RecursiveAnticipationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,PREDICTIVE-FAILED
1,Antisymmetry-Neutral,NullPredictiveControl,0.7623,0.739,0.7362,0.7592,0.7312,0.7317,0.735,PREDICTIVE-PARTIAL
