depth,sector,condition,rg_similarity,representation_fidelity,internal_model_coherence,simulation_alignment,predictive_model_gain,recursive_representation_persistence,model_adaptation_strength,classification
160,Antisymmetry-Neutral,InternalModelExtraction,0.4916,0.4905,0.4779,0.4614,0.4602,0.4566,0.46,MODEL-FAILED
192,Antisymmetry-Neutral,InternalModelExtraction,0.4488,0.4429,0.4304,0.4299,0.4174,0.4157,0.434,MODEL-FAILED
256,Antisymmetry-Neutral,InternalModelExtraction,0.375,0.3783,0.3753,0.3639,0.3544,0.3649,0.3616,MODEL-FAILED
320,Antisymmetry-Neutral,InternalModelExtraction,0.3265,0.3283,0.324,0.314,0.3154,0.3121,0.3149,MODEL-FAILED
512,Antisymmetry-Neutral,InternalModelExtraction,0.2402,0.2356,0.2342,0.2255,0.2252,0.2233,0.2294,MODEL-FAILED
768,Antisymmetry-Neutral,InternalModelExtraction,0.1744,0.1655,0.1648,0.163,0.1585,0.1625,0.1608,MODEL-FAILED
1024,Antisymmetry-Neutral,InternalModelExtraction,0.1319,0.13,0.1312,0.1299,0.1249,0.1292,0.1268,MODEL-FAILED
1536,Antisymmetry-Neutral,InternalModelExtraction,0.0946,0.0917,0.0934,0.0905,0.0878,0.088,0.0878,MODEL-FAILED
2048,Antisymmetry-Neutral,InternalModelExtraction,0.0709,0.0711,0.0695,0.0688,0.0679,0.0683,0.0676,MODEL-FAILED
3072,Antisymmetry-Neutral,InternalModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Antisymmetry-Neutral,InternalModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Antisymmetry-Neutral,InternalModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Antisymmetry-Neutral,InternalModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.96,0.94,0.9259,0.92,0.9021,0.8953,0.92,MODEL-STABLE
2,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.96,0.94,0.93,0.9164,0.903,0.9,0.92,MODEL-STABLE
4,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.9322,0.94,0.9236,0.92,0.9006,0.8864,0.9163,MODEL-STABLE
6,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.953,0.94,0.8944,0.9067,0.8766,0.8854,0.8864,MODEL-BOUNDED
8,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.9102,0.9256,0.8886,0.8924,0.8655,0.8713,0.9044,MODEL-BOUNDED
12,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.9124,0.8948,0.8943,0.884,0.8628,0.8319,0.8757,MODEL-BOUNDED
16,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.9016,0.8932,0.8584,0.8562,0.8504,0.8389,0.8433,MODEL-BOUNDED
20,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.8705,0.8735,0.8542,0.84,0.8351,0.8263,0.8288,MODEL-BOUNDED
24,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.8342,0.8366,0.8214,0.8029,0.8132,0.7955,0.8195,MODEL-BOUNDED
32,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.7977,0.794,0.7917,0.7737,0.7638,0.7684,0.7955,MODEL-PARTIAL
40,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.7947,0.7799,0.7569,0.7649,0.729,0.7268,0.7604,MODEL-PARTIAL
48,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.7593,0.7331,0.7228,0.7356,0.7227,0.7165,0.7319,MODEL-PARTIAL
64,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.6894,0.6953,0.6845,0.6755,0.6502,0.6591,0.6776,MODEL-DEGRADING
80,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.6662,0.641,0.6263,0.6233,0.6326,0.6179,0.6253,MODEL-DEGRADING
96,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.6096,0.6199,0.5989,0.6006,0.5922,0.5877,0.5891,MODEL-DEGRADING
128,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.551,0.5371,0.5334,0.5217,0.5288,0.5042,0.5225,MODEL-FAILED
160,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.4856,0.4979,0.482,0.4687,0.4724,0.4686,0.4703,MODEL-FAILED
192,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.4511,0.4474,0.4381,0.4331,0.4306,0.4187,0.4279,MODEL-FAILED
256,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.3735,0.3798,0.3663,0.3698,0.3645,0.3638,0.3734,MODEL-FAILED
320,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.3375,0.3314,0.3256,0.3213,0.3177,0.3057,0.311,MODEL-FAILED
512,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.2346,0.2352,0.2295,0.2314,0.2298,0.2197,0.2323,MODEL-FAILED
768,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.174,0.1709,0.1638,0.1638,0.1655,0.1624,0.1684,MODEL-FAILED
1024,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.1329,0.1313,0.1319,0.1319,0.1294,0.1247,0.1294,MODEL-FAILED
1536,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.0947,0.0927,0.0908,0.0909,0.0891,0.0873,0.0923,MODEL-FAILED
2048,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.0727,0.0733,0.0705,0.0712,0.068,0.0693,0.0701,MODEL-FAILED
3072,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.0503,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Antisymmetry-Neutral,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.9494,0.94,0.9201,0.92,0.903,0.9,0.92,MODEL-STABLE
2,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.9498,0.9367,0.9226,0.9185,0.8821,0.8849,0.92,MODEL-STABLE
4,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.9305,0.9264,0.9235,0.92,0.8793,0.8947,0.9167,MODEL-STABLE
6,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.9362,0.9009,0.9004,0.9059,0.8739,0.8821,0.8737,MODEL-STABLE
8,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.9182,0.9076,0.8794,0.9168,0.8767,0.8652,0.8964,MODEL-BOUNDED
12,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.896,0.8945,0.8564,0.8809,0.8641,0.8534,0.873,MODEL-BOUNDED
16,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.8748,0.8814,0.8645,0.8602,0.8127,0.8036,0.8357,MODEL-BOUNDED
20,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.8662,0.8378,0.8182,0.847,0.8288,0.8217,0.8172,MODEL-BOUNDED
24,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.8279,0.8449,0.7998,0.8086,0.7887,0.7725,0.7993,MODEL-PARTIAL
32,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.817,0.8028,0.7882,0.8026,0.7702,0.7431,0.7672,MODEL-PARTIAL
40,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.7762,0.7605,0.7646,0.7732,0.7226,0.7295,0.7396,MODEL-PARTIAL
48,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.7497,0.7317,0.7336,0.7225,0.7189,0.711,0.7087,MODEL-PARTIAL
64,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.6924,0.6857,0.6813,0.6697,0.6639,0.6562,0.6542,MODEL-DEGRADING
80,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.6444,0.6455,0.6237,0.6362,0.6216,0.6024,0.6254,MODEL-DEGRADING
96,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.6085,0.6033,0.5778,0.5858,0.5666,0.5679,0.5705,MODEL-DEGRADING
128,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.5348,0.5293,0.5216,0.5395,0.5048,0.5117,0.5237,MODEL-FAILED
160,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.4863,0.4864,0.4675,0.4828,0.4693,0.4557,0.4779,MODEL-FAILED
192,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.4481,0.4376,0.4406,0.4362,0.4258,0.4235,0.4353,MODEL-FAILED
256,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.3798,0.3667,0.369,0.3737,0.3626,0.3579,0.3607,MODEL-FAILED
320,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.3302,0.3237,0.3223,0.3227,0.306,0.3048,0.3197,MODEL-FAILED
512,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.2306,0.2326,0.2305,0.2264,0.2264,0.221,0.2223,MODEL-FAILED
768,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.1682,0.1693,0.1633,0.164,0.1645,0.1608,0.162,MODEL-FAILED
1024,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.1363,0.1317,0.1272,0.1284,0.1257,0.1237,0.1272,MODEL-FAILED
1536,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.0919,0.0923,0.0901,0.0904,0.0887,0.0889,0.088,MODEL-FAILED
2048,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.0719,0.0698,0.0709,0.0694,0.0677,0.066,0.0701,MODEL-FAILED
3072,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Antisymmetry-Neutral,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.9532,0.9273,0.93,0.9052,0.91,0.8898,0.92,MODEL-STABLE
2,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.9486,0.9179,0.9009,0.8918,0.91,0.8936,0.92,MODEL-STABLE
4,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.9268,0.9336,0.9227,0.8928,0.91,0.8739,0.9161,MODEL-STABLE
6,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.9223,0.8951,0.9153,0.8805,0.9096,0.8803,0.9092,MODEL-BOUNDED
8,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.9113,0.9089,0.8854,0.8609,0.8953,0.8468,0.898,MODEL-BOUNDED
12,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.8907,0.8747,0.8639,0.843,0.874,0.845,0.8612,MODEL-BOUNDED
16,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.8759,0.8555,0.8493,0.8317,0.8423,0.8062,0.8723,MODEL-BOUNDED
20,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.8582,0.8344,0.83,0.8135,0.822,0.7947,0.8456,MODEL-BOUNDED
24,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.8406,0.8165,0.8215,0.7994,0.8245,0.7833,0.8172,MODEL-BOUNDED
32,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.8139,0.7837,0.7654,0.7778,0.7928,0.7393,0.8057,MODEL-PARTIAL
40,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.7789,0.7475,0.7477,0.729,0.7447,0.7389,0.7667,MODEL-PARTIAL
48,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.7258,0.7274,0.71,0.7123,0.7188,0.7033,0.73,MODEL-PARTIAL
64,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.6991,0.6741,0.6706,0.6614,0.6811,0.6581,0.6898,MODEL-DEGRADING
80,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.6461,0.6301,0.6197,0.6086,0.6289,0.6064,0.6445,MODEL-DEGRADING
96,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.6162,0.5903,0.6015,0.5805,0.5891,0.5707,0.5889,MODEL-DEGRADING
128,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.5385,0.53,0.5274,0.5197,0.5351,0.5065,0.541,MODEL-FAILED
160,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.4914,0.4846,0.4707,0.462,0.48,0.4555,0.4689,MODEL-FAILED
192,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.4416,0.431,0.422,0.4201,0.4393,0.4107,0.4446,MODEL-FAILED
256,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.3809,0.3678,0.3698,0.3647,0.3707,0.3617,0.372,MODEL-FAILED
320,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.3237,0.3176,0.3175,0.3111,0.3141,0.308,0.3268,MODEL-FAILED
512,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.2337,0.2347,0.2315,0.228,0.2233,0.2246,0.2258,MODEL-FAILED
768,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.1704,0.1652,0.165,0.1668,0.1651,0.1634,0.1643,MODEL-FAILED
1024,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.1338,0.1303,0.1324,0.1259,0.1316,0.1231,0.1325,MODEL-FAILED
1536,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.0931,0.0935,0.0906,0.0911,0.0911,0.0884,0.0906,MODEL-FAILED
2048,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.0723,0.0719,0.0696,0.0678,0.0686,0.0672,0.0714,MODEL-FAILED
3072,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Antisymmetry-Neutral,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.9566,0.9166,0.9255,0.9087,0.9044,0.9,0.92,MODEL-STABLE
2,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.9255,0.9386,0.9109,0.902,0.8961,0.9,0.8912,MODEL-STABLE
4,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.937,0.9313,0.9151,0.918,0.8845,0.9,0.9107,MODEL-STABLE
6,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.9007,0.8977,0.8955,0.891,0.876,0.886,0.8883,MODEL-BOUNDED
8,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.8876,0.9075,0.8955,0.8603,0.8724,0.8609,0.8665,MODEL-BOUNDED
12,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.8943,0.8662,0.8794,0.8422,0.8542,0.8762,0.8524,MODEL-BOUNDED
16,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.8585,0.84,0.8403,0.8408,0.8234,0.8444,0.8438,MODEL-BOUNDED
20,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.8319,0.8375,0.8159,0.8311,0.8163,0.8384,0.819,MODEL-BOUNDED
24,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.8325,0.8325,0.8076,0.7877,0.7976,0.8005,0.8099,MODEL-BOUNDED
32,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.7805,0.7919,0.7701,0.769,0.7525,0.7872,0.7701,MODEL-PARTIAL
40,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.7718,0.745,0.734,0.7269,0.7356,0.7429,0.7489,MODEL-PARTIAL
48,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.7506,0.7309,0.7195,0.6986,0.7206,0.7111,0.7093,MODEL-PARTIAL
64,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.6715,0.6745,0.6584,0.6692,0.6571,0.6701,0.6622,MODEL-DEGRADING
80,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.6438,0.6383,0.6152,0.6146,0.6016,0.6285,0.6182,MODEL-DEGRADING
96,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.6019,0.5858,0.5859,0.5811,0.5644,0.5949,0.5763,MODEL-DEGRADING
128,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.5331,0.5357,0.5302,0.5277,0.5067,0.5283,0.5086,MODEL-FAILED
160,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.4922,0.4873,0.4787,0.4758,0.4721,0.4661,0.4775,MODEL-FAILED
192,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.4495,0.4371,0.4323,0.4325,0.4148,0.4299,0.421,MODEL-FAILED
256,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.3758,0.366,0.3597,0.3556,0.3634,0.3646,0.3567,MODEL-FAILED
320,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.3213,0.3173,0.3116,0.3176,0.3118,0.3141,0.3146,MODEL-FAILED
512,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.2367,0.2348,0.2231,0.2227,0.225,0.2235,0.2243,MODEL-FAILED
768,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.1689,0.1635,0.1636,0.1614,0.1643,0.1638,0.1653,MODEL-FAILED
1024,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.1323,0.1289,0.1304,0.1295,0.128,0.1259,0.1277,MODEL-FAILED
1536,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.0909,0.0917,0.09,0.0883,0.0871,0.0914,0.0891,MODEL-FAILED
2048,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.0709,0.0696,0.0704,0.0674,0.0689,0.0701,0.0687,MODEL-FAILED
3072,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Antisymmetry-Neutral,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.9337,0.9368,0.9279,0.9056,0.91,0.9,0.92,MODEL-STABLE
2,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.927,0.9397,0.93,0.9069,0.908,0.8827,0.9126,MODEL-STABLE
4,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.9369,0.9086,0.9102,0.8864,0.9046,0.9,0.92,MODEL-STABLE
6,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.9144,0.9234,0.8912,0.8706,0.898,0.8889,0.8972,MODEL-BOUNDED
8,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.8993,0.9129,0.8986,0.8692,0.8808,0.8668,0.88,MODEL-BOUNDED
12,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.8786,0.8831,0.8619,0.8442,0.8675,0.8646,0.8637,MODEL-BOUNDED
16,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.8626,0.8733,0.8511,0.8217,0.8398,0.849,0.8314,MODEL-BOUNDED
20,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.8544,0.8494,0.8523,0.8181,0.8306,0.8015,0.8152,MODEL-BOUNDED
24,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.8333,0.8213,0.8119,0.8062,0.8003,0.7791,0.8174,MODEL-BOUNDED
32,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.8022,0.7831,0.7863,0.7657,0.766,0.7699,0.7787,MODEL-PARTIAL
40,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.7629,0.7516,0.7743,0.7472,0.7387,0.7256,0.7492,MODEL-PARTIAL
48,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.7275,0.7355,0.7341,0.7152,0.7204,0.6935,0.7143,MODEL-PARTIAL
64,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.6799,0.6861,0.6692,0.6761,0.6663,0.6694,0.6773,MODEL-DEGRADING
80,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.6463,0.636,0.6224,0.6191,0.6211,0.615,0.6341,MODEL-DEGRADING
96,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.5864,0.5839,0.5873,0.5706,0.5856,0.5882,0.594,MODEL-DEGRADING
128,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.5438,0.5366,0.5306,0.5261,0.5116,0.5101,0.5195,MODEL-FAILED
160,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.49,0.4824,0.4699,0.4753,0.4741,0.458,0.4732,MODEL-FAILED
192,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.4364,0.4272,0.4339,0.418,0.4238,0.4141,0.4404,MODEL-FAILED
256,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.3753,0.3653,0.3776,0.3622,0.3613,0.3581,0.361,MODEL-FAILED
320,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.3159,0.3204,0.3241,0.3198,0.312,0.315,0.3234,MODEL-FAILED
512,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.2354,0.2328,0.2343,0.2212,0.2296,0.2268,0.224,MODEL-FAILED
768,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.1646,0.1668,0.1643,0.1623,0.1626,0.1624,0.1644,MODEL-FAILED
1024,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.1292,0.1287,0.1328,0.127,0.1278,0.1278,0.1285,MODEL-FAILED
1536,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.0907,0.0931,0.0928,0.0881,0.0906,0.0881,0.0916,MODEL-FAILED
2048,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.0713,0.0698,0.0713,0.0683,0.0688,0.0678,0.069,MODEL-FAILED
3072,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Antisymmetry-Neutral,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Antisymmetry-Neutral,NullRepresentationControl,0.7634,0.7591,0.7491,0.7552,0.7207,0.7255,0.7483,MODEL-PARTIAL
2,Antisymmetry-Neutral,NullRepresentationControl,0.7394,0.7495,0.7337,0.7477,0.7323,0.719,0.7603,MODEL-PARTIAL
4,Antisymmetry-Neutral,NullRepresentationControl,0.7474,0.7644,0.7472,0.7704,0.7171,0.7304,0.7377,MODEL-PARTIAL
6,Antisymmetry-Neutral,NullRepresentationControl,0.7332,0.7506,0.7279,0.7351,0.72,0.6997,0.7399,MODEL-PARTIAL
8,Antisymmetry-Neutral,NullRepresentationControl,0.7232,0.7163,0.7197,0.7219,0.6939,0.7155,0.7148,MODEL-PARTIAL
12,Antisymmetry-Neutral,NullRepresentationControl,0.7152,0.725,0.711,0.7108,0.687,0.697,0.7166,MODEL-PARTIAL
16,Antisymmetry-Neutral,NullRepresentationControl,0.7066,0.7162,0.6803,0.7162,0.6639,0.6723,0.6681,MODEL-DEGRADING
20,Antisymmetry-Neutral,NullRepresentationControl,0.6781,0.6893,0.6633,0.6783,0.6707,0.6689,0.6672,MODEL-DEGRADING
24,Antisymmetry-Neutral,NullRepresentationControl,0.6686,0.665,0.662,0.6585,0.6518,0.6443,0.6535,MODEL-DEGRADING
32,Antisymmetry-Neutral,NullRepresentationControl,0.6209,0.6603,0.6308,0.6357,0.6252,0.6159,0.631,MODEL-DEGRADING
40,Antisymmetry-Neutral,NullRepresentationControl,0.6186,0.6138,0.6022,0.6171,0.5919,0.5738,0.6101,MODEL-DEGRADING
48,Antisymmetry-Neutral,NullRepresentationControl,0.5943,0.5845,0.5935,0.5889,0.5719,0.5562,0.5784,MODEL-DEGRADING
64,Antisymmetry-Neutral,NullRepresentationControl,0.5421,0.5691,0.5388,0.5605,0.5414,0.5247,0.5522,MODEL-DEGRADING
80,Antisymmetry-Neutral,NullRepresentationControl,0.512,0.5171,0.5186,0.5122,0.5077,0.4984,0.5031,MODEL-FAILED
96,Antisymmetry-Neutral,NullRepresentationControl,0.4711,0.4978,0.4903,0.4768,0.4793,0.4626,0.4702,MODEL-FAILED
128,Antisymmetry-Neutral,NullRepresentationControl,0.4289,0.4291,0.4303,0.4267,0.4081,0.4215,0.4204,MODEL-FAILED
160,Antisymmetry-Neutral,NullRepresentationControl,0.3807,0.3873,0.3868,0.3988,0.3798,0.3724,0.3873,MODEL-FAILED
192,Antisymmetry-Neutral,NullRepresentationControl,0.3517,0.3598,0.3466,0.3512,0.3505,0.336,0.3467,MODEL-FAILED
256,Antisymmetry-Neutral,NullRepresentationControl,0.2942,0.3092,0.3037,0.2959,0.2872,0.289,0.2916,MODEL-FAILED
320,Antisymmetry-Neutral,NullRepresentationControl,0.2609,0.2651,0.2611,0.2577,0.2499,0.2514,0.2561,MODEL-FAILED
512,Antisymmetry-Neutral,NullRepresentationControl,0.1888,0.1925,0.1838,0.1875,0.1825,0.1831,0.1877,MODEL-FAILED
768,Antisymmetry-Neutral,NullRepresentationControl,0.1318,0.1337,0.1362,0.1393,0.1278,0.1282,0.1303,MODEL-FAILED
1024,Antisymmetry-Neutral,NullRepresentationControl,0.1084,0.1092,0.1082,0.1093,0.1031,0.1006,0.1048,MODEL-FAILED
1536,Antisymmetry-Neutral,NullRepresentationControl,0.0721,0.0745,0.0723,0.0766,0.072,0.0696,0.0747,MODEL-FAILED
2048,Antisymmetry-Neutral,NullRepresentationControl,0.0581,0.0574,0.0564,0.0588,0.0553,0.056,0.056,MODEL-FAILED
3072,Antisymmetry-Neutral,NullRepresentationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Antisymmetry-Neutral,NullRepresentationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Antisymmetry-Neutral,NullRepresentationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Antisymmetry-Neutral,NullRepresentationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.9415,0.94,0.93,0.8987,0.8958,0.9,0.92,MODEL-STABLE
2,Projection-Antisymmetry-Neutral,InternalModelExtraction,0.9348,0.9317,0.93,0.8913,0.91,0.9,0.8935,MODEL-STABLE
