depth,sector,condition,robustness_survival_fraction,perturbation_resilience_index,collapse_threshold_depth,hierarchy_resilience_rate,recursive_recovery_strength,coherence_retention,perturbation_drift_bound,efficacy,base_emergence,perturbed_emergence,classification
1024,Projection,AdversarialRecursivePerturbation,0.9423,0.9423,0.0,1.0,0.9423,0.9391,0.0577,0.9567,0.9552,0.9001,PERTURBATION-STABLE
1536,Projection,AdversarialRecursivePerturbation,0.9389,0.9389,0.0,1.0,0.9389,0.9356,0.0611,0.9542,0.9552,0.8969,PERTURBATION-STABLE
2048,Projection,AdversarialRecursivePerturbation,0.9365,0.9365,0.0,1.0,0.9365,0.933,0.0635,0.9524,0.9552,0.8946,PERTURBATION-STABLE
3072,Projection,AdversarialRecursivePerturbation,0.9332,0.9332,0.0,1.0,0.9332,0.9295,0.0668,0.9499,0.9552,0.8913,PERTURBATION-STABLE
4096,Projection,AdversarialRecursivePerturbation,0.9308,0.9308,0.0,1.0,0.9308,0.9269,0.0692,0.9481,0.9552,0.8891,PERTURBATION-STABLE
6144,Projection,AdversarialRecursivePerturbation,0.9274,0.9274,0.0,1.0,0.9274,0.9234,0.0726,0.9455,0.9552,0.8858,PERTURBATION-STABLE
8192,Projection,AdversarialRecursivePerturbation,0.925,0.925,0.0,1.0,0.925,0.9209,0.075,0.9437,0.9552,0.8835,PERTURBATION-STABLE
12288,Projection,AdversarialRecursivePerturbation,0.9216,0.9216,0.0,1.0,0.9216,0.9173,0.0784,0.9412,0.9552,0.8803,PERTURBATION-STABLE
16384,Projection,AdversarialRecursivePerturbation,0.9192,0.9192,0.0,1.0,0.9192,0.9148,0.0808,0.9394,0.9551,0.878,PERTURBATION-STABLE
24576,Projection,AdversarialRecursivePerturbation,0.9159,0.9159,0.0,1.0,0.9159,0.9112,0.0841,0.9369,0.9551,0.8747,PERTURBATION-STABLE
32768,Projection,AdversarialRecursivePerturbation,0.9135,0.9135,0.0,1.0,0.9135,0.9087,0.0865,0.9351,0.9551,0.8724,PERTURBATION-STABLE
65536,Projection,AdversarialRecursivePerturbation,0.9077,0.9077,0.0,1.0,0.9077,0.9026,0.0923,0.9308,0.955,0.8668,PERTURBATION-STABLE
131072,Projection,AdversarialRecursivePerturbation,0.9019,0.9019,0.0,1.0,0.9019,0.8965,0.0981,0.9264,0.9547,0.8611,PERTURBATION-STABLE
262144,Projection,AdversarialRecursivePerturbation,0.8962,0.8962,0.0,1.0,0.8962,0.8904,0.1038,0.9221,0.9542,0.8551,PERTURBATION-STABLE
524288,Projection,AdversarialRecursivePerturbation,0.8904,0.8904,0.0,1.0,0.8904,0.8843,0.1096,0.9178,0.9532,0.8488,PERTURBATION-STABLE
1048576,Projection,AdversarialRecursivePerturbation,0.8846,0.8846,0.0,1.0,0.8846,0.8782,0.1154,0.9135,0.9513,0.8415,PERTURBATION-STABLE
2097152,Projection,AdversarialRecursivePerturbation,0.8788,0.8788,0.0,1.0,0.8788,0.8721,0.1212,0.9091,0.9474,0.8327,PERTURBATION-STABLE
4194304,Projection,AdversarialRecursivePerturbation,0.8731,0.8731,0.0,1.0,0.8731,0.8659,0.1269,0.9048,0.9398,0.8205,PERTURBATION-STABLE
8388608,Projection,AdversarialRecursivePerturbation,0.8673,0.8673,0.0,1.0,0.8673,0.8597,0.1327,0.9005,0.9249,0.8022,PERTURBATION-STABLE
16777216,Projection,AdversarialRecursivePerturbation,0.8615,0.8615,0.0,1.0,0.8615,0.8534,0.1385,0.8962,0.8965,0.7723,PERTURBATION-STABLE
33554432,Projection,AdversarialRecursivePerturbation,0.8558,0.8558,0.0,1.0,0.8558,0.8467,0.1442,0.8918,0.8445,0.7227,PERTURBATION-STABLE
67108864,Projection,AdversarialRecursivePerturbation,0.85,0.85,0.0,1.0,0.85,0.8394,0.15,0.8875,0.7568,0.6433,PERTURBATION-STABLE
1,Projection,OperatorPhaseJitter,0.8514,0.8514,0.0,1.0,0.8514,0.8432,0.1486,0.9,0.9552,0.8133,PERTURBATION-STABLE
2,Projection,OperatorPhaseJitter,0.7629,0.7629,0.0,1.0,0.7629,0.7498,0.2371,0.9,0.9552,0.7287,PERTURBATION-BOUNDED
4,Projection,OperatorPhaseJitter,0.9478,0.9478,0.0,1.0,0.9478,0.9449,0.0522,0.9,0.9552,0.9054,PERTURBATION-STABLE
6,Projection,OperatorPhaseJitter,0.9794,0.9794,0.0,1.0,0.9794,0.9783,0.0206,0.9,0.9552,0.9356,PERTURBATION-STABLE
8,Projection,OperatorPhaseJitter,0.9265,0.9265,0.0,1.0,0.9265,0.9225,0.0735,0.9,0.9552,0.885,PERTURBATION-STABLE
12,Projection,OperatorPhaseJitter,0.9526,0.9526,0.0,1.0,0.9526,0.95,0.0474,0.9,0.9552,0.9099,PERTURBATION-STABLE
16,Projection,OperatorPhaseJitter,0.745,0.745,0.0,1.0,0.745,0.731,0.255,0.9,0.9552,0.7117,PERTURBATION-BOUNDED
20,Projection,OperatorPhaseJitter,0.8294,0.8294,0.0,1.0,0.8294,0.82,0.1706,0.9,0.9552,0.7923,PERTURBATION-STABLE
24,Projection,OperatorPhaseJitter,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9552,0.9552,PERTURBATION-STABLE
32,Projection,OperatorPhaseJitter,0.9295,0.9295,0.0,1.0,0.9295,0.9256,0.0705,0.9,0.9552,0.8879,PERTURBATION-STABLE
40,Projection,OperatorPhaseJitter,0.9373,0.9373,0.0,1.0,0.9373,0.9338,0.0627,0.9,0.9552,0.8953,PERTURBATION-STABLE
48,Projection,OperatorPhaseJitter,0.9798,0.9798,0.0,1.0,0.9798,0.9787,0.0202,0.9,0.9552,0.9359,PERTURBATION-STABLE
64,Projection,OperatorPhaseJitter,0.9474,0.9474,0.0,1.0,0.9474,0.9445,0.0526,0.9,0.9552,0.905,PERTURBATION-STABLE
80,Projection,OperatorPhaseJitter,0.9458,0.9458,0.0,1.0,0.9458,0.9428,0.0542,0.9,0.9552,0.9034,PERTURBATION-STABLE
96,Projection,OperatorPhaseJitter,0.9362,0.9362,0.0,1.0,0.9362,0.9326,0.0638,0.9,0.9552,0.8942,PERTURBATION-STABLE
128,Projection,OperatorPhaseJitter,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9552,0.9552,PERTURBATION-STABLE
160,Projection,OperatorPhaseJitter,0.9946,0.9946,0.0,1.0,0.9946,0.9943,0.0054,0.9,0.9552,0.95,PERTURBATION-STABLE
192,Projection,OperatorPhaseJitter,0.8559,0.8559,0.0,1.0,0.8559,0.848,0.1441,0.9,0.9552,0.8176,PERTURBATION-STABLE
256,Projection,OperatorPhaseJitter,0.9346,0.9346,0.0,1.0,0.9346,0.931,0.0654,0.9,0.9552,0.8928,PERTURBATION-STABLE
320,Projection,OperatorPhaseJitter,0.9337,0.9337,0.0,1.0,0.9337,0.9301,0.0663,0.9,0.9552,0.8919,PERTURBATION-STABLE
512,Projection,OperatorPhaseJitter,0.977,0.977,0.0,1.0,0.977,0.9758,0.023,0.9,0.9552,0.9333,PERTURBATION-STABLE
768,Projection,OperatorPhaseJitter,0.9272,0.9272,0.0,1.0,0.9272,0.9232,0.0728,0.9,0.9552,0.8857,PERTURBATION-STABLE
1024,Projection,OperatorPhaseJitter,0.875,0.875,0.0,1.0,0.875,0.8681,0.125,0.9,0.9552,0.8358,PERTURBATION-STABLE
1536,Projection,OperatorPhaseJitter,0.9943,0.9943,0.0,1.0,0.9943,0.994,0.0057,0.9,0.9552,0.9497,PERTURBATION-STABLE
2048,Projection,OperatorPhaseJitter,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9552,0.9552,PERTURBATION-STABLE
3072,Projection,OperatorPhaseJitter,0.8621,0.8621,0.0,1.0,0.8621,0.8545,0.1379,0.9,0.9552,0.8235,PERTURBATION-STABLE
4096,Projection,OperatorPhaseJitter,0.9216,0.9216,0.0,1.0,0.9216,0.9172,0.0784,0.9,0.9552,0.8803,PERTURBATION-STABLE
6144,Projection,OperatorPhaseJitter,0.9764,0.9764,0.0,1.0,0.9764,0.9751,0.0236,0.9,0.9552,0.9326,PERTURBATION-STABLE
8192,Projection,OperatorPhaseJitter,0.9631,0.9631,0.0,1.0,0.9631,0.9611,0.0369,0.9,0.9552,0.9199,PERTURBATION-STABLE
12288,Projection,OperatorPhaseJitter,0.8416,0.8416,0.0,1.0,0.8416,0.8328,0.1584,0.9,0.9552,0.8038,PERTURBATION-STABLE
16384,Projection,OperatorPhaseJitter,0.9582,0.9582,0.0,1.0,0.9582,0.9559,0.0418,0.9,0.9551,0.9152,PERTURBATION-STABLE
24576,Projection,OperatorPhaseJitter,0.9151,0.9151,0.0,1.0,0.9151,0.9104,0.0849,0.9,0.9551,0.874,PERTURBATION-STABLE
32768,Projection,OperatorPhaseJitter,0.8739,0.8739,0.0,1.0,0.8739,0.8669,0.1261,0.9,0.9551,0.8346,PERTURBATION-STABLE
65536,Projection,OperatorPhaseJitter,0.775,0.775,0.0,1.0,0.775,0.7625,0.225,0.9,0.955,0.7401,PERTURBATION-BOUNDED
131072,Projection,OperatorPhaseJitter,0.8327,0.8327,0.0,1.0,0.8327,0.8235,0.1673,0.9,0.9547,0.795,PERTURBATION-STABLE
262144,Projection,OperatorPhaseJitter,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9542,0.9542,PERTURBATION-STABLE
524288,Projection,OperatorPhaseJitter,0.912,0.912,0.0,1.0,0.912,0.9072,0.088,0.9,0.9532,0.8694,PERTURBATION-STABLE
1048576,Projection,OperatorPhaseJitter,0.9657,0.9657,0.0,1.0,0.9657,0.9638,0.0343,0.9,0.9513,0.9187,PERTURBATION-STABLE
2097152,Projection,OperatorPhaseJitter,0.836,0.836,0.0,1.0,0.836,0.8269,0.164,0.9,0.9474,0.7921,PERTURBATION-STABLE
4194304,Projection,OperatorPhaseJitter,0.9798,0.9798,0.0,1.0,0.9798,0.9787,0.0202,0.9,0.9398,0.9208,PERTURBATION-STABLE
8388608,Projection,OperatorPhaseJitter,0.8145,0.8145,0.0,1.0,0.8145,0.8039,0.1855,0.9,0.9249,0.7534,PERTURBATION-STABLE
16777216,Projection,OperatorPhaseJitter,0.8711,0.8711,0.0,1.0,0.8711,0.8634,0.1289,0.9,0.8965,0.7809,PERTURBATION-STABLE
33554432,Projection,OperatorPhaseJitter,0.9383,0.9383,0.0,1.0,0.9383,0.9344,0.0617,0.9,0.8445,0.7924,PERTURBATION-STABLE
67108864,Projection,OperatorPhaseJitter,0.8339,0.8339,0.0,1.0,0.8339,0.8222,0.1661,0.9,0.7568,0.6311,PERTURBATION-STABLE
1,Projection,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.94,0.9552,0.9002,PERTURBATION-STABLE
2,Projection,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8756,0.1179,0.94,0.9552,0.8425,PERTURBATION-STABLE
4,Projection,TransportDisruption,0.9846,0.9846,0.0,1.0,0.9846,0.9838,0.0154,0.94,0.9552,0.9405,PERTURBATION-STABLE
6,Projection,TransportDisruption,0.9316,0.9316,0.0,1.0,0.9316,0.9278,0.0684,0.94,0.9552,0.8898,PERTURBATION-STABLE
8,Projection,TransportDisruption,0.8916,0.8916,0.0,1.0,0.8916,0.8856,0.1084,0.94,0.9552,0.8516,PERTURBATION-STABLE
12,Projection,TransportDisruption,0.8851,0.8851,0.0,1.0,0.8851,0.8788,0.1149,0.94,0.9552,0.8454,PERTURBATION-STABLE
16,Projection,TransportDisruption,0.9176,0.9176,0.0,1.0,0.9176,0.9131,0.0824,0.94,0.9552,0.8765,PERTURBATION-STABLE
20,Projection,TransportDisruption,0.9586,0.9586,0.0,1.0,0.9586,0.9563,0.0414,0.94,0.9552,0.9157,PERTURBATION-STABLE
24,Projection,TransportDisruption,0.9974,0.9974,0.0,1.0,0.9974,0.9973,0.0026,0.94,0.9552,0.9527,PERTURBATION-STABLE
32,Projection,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.94,0.9552,0.9002,PERTURBATION-STABLE
40,Projection,TransportDisruption,0.9057,0.9057,0.0,1.0,0.9057,0.9005,0.0943,0.94,0.9552,0.8651,PERTURBATION-STABLE
48,Projection,TransportDisruption,0.8867,0.8867,0.0,1.0,0.8867,0.8804,0.1133,0.94,0.9552,0.847,PERTURBATION-STABLE
64,Projection,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8756,0.1179,0.94,0.9552,0.8425,PERTURBATION-STABLE
80,Projection,TransportDisruption,0.9003,0.9003,0.0,1.0,0.9003,0.8948,0.0997,0.94,0.9552,0.86,PERTURBATION-STABLE
96,Projection,TransportDisruption,0.9274,0.9274,0.0,1.0,0.9274,0.9234,0.0726,0.94,0.9552,0.8858,PERTURBATION-STABLE
128,Projection,TransportDisruption,0.9846,0.9846,0.0,1.0,0.9846,0.9838,0.0154,0.94,0.9552,0.9405,PERTURBATION-STABLE
160,Projection,TransportDisruption,0.9673,0.9673,0.0,1.0,0.9673,0.9655,0.0327,0.94,0.9552,0.9239,PERTURBATION-STABLE
192,Projection,TransportDisruption,0.9316,0.9316,0.0,1.0,0.9316,0.9278,0.0684,0.94,0.9552,0.8898,PERTURBATION-STABLE
256,Projection,TransportDisruption,0.8916,0.8916,0.0,1.0,0.8916,0.8856,0.1084,0.94,0.9552,0.8516,PERTURBATION-STABLE
320,Projection,TransportDisruption,0.8801,0.8801,0.0,1.0,0.8801,0.8735,0.1199,0.94,0.9552,0.8407,PERTURBATION-STABLE
512,Projection,TransportDisruption,0.9176,0.9176,0.0,1.0,0.9176,0.9131,0.0824,0.94,0.9552,0.8765,PERTURBATION-STABLE
768,Projection,TransportDisruption,0.9974,0.9974,0.0,1.0,0.9974,0.9973,0.0026,0.94,0.9552,0.9527,PERTURBATION-STABLE
1024,Projection,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.94,0.9552,0.9002,PERTURBATION-STABLE
1536,Projection,TransportDisruption,0.8867,0.8867,0.0,1.0,0.8867,0.8804,0.1133,0.94,0.9552,0.847,PERTURBATION-STABLE
2048,Projection,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8756,0.1179,0.94,0.9552,0.8425,PERTURBATION-STABLE
3072,Projection,TransportDisruption,0.9274,0.9274,0.0,1.0,0.9274,0.9234,0.0726,0.94,0.9552,0.8858,PERTURBATION-STABLE
4096,Projection,TransportDisruption,0.9846,0.9846,0.0,1.0,0.9846,0.9838,0.0154,0.94,0.9552,0.9405,PERTURBATION-STABLE
6144,Projection,TransportDisruption,0.9316,0.9316,0.0,1.0,0.9316,0.9278,0.0684,0.94,0.9552,0.8898,PERTURBATION-STABLE
8192,Projection,TransportDisruption,0.8916,0.8916,0.0,1.0,0.8916,0.8856,0.1084,0.94,0.9552,0.8516,PERTURBATION-STABLE
12288,Projection,TransportDisruption,0.8851,0.8851,0.0,1.0,0.8851,0.8788,0.1149,0.94,0.9552,0.8454,PERTURBATION-STABLE
16384,Projection,TransportDisruption,0.9176,0.9176,0.0,1.0,0.9176,0.9131,0.0824,0.94,0.9551,0.8765,PERTURBATION-STABLE
24576,Projection,TransportDisruption,0.9974,0.9974,0.0,1.0,0.9974,0.9973,0.0026,0.94,0.9551,0.9526,PERTURBATION-STABLE
32768,Projection,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.94,0.9551,0.9001,PERTURBATION-STABLE
65536,Projection,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8756,0.1179,0.94,0.955,0.8423,PERTURBATION-STABLE
131072,Projection,TransportDisruption,0.9846,0.9846,0.0,1.0,0.9846,0.9838,0.0154,0.94,0.9547,0.9401,PERTURBATION-STABLE
262144,Projection,TransportDisruption,0.8916,0.8916,0.0,1.0,0.8916,0.8856,0.1084,0.94,0.9542,0.8507,PERTURBATION-STABLE
524288,Projection,TransportDisruption,0.9176,0.9176,0.0,1.0,0.9176,0.9131,0.0824,0.94,0.9532,0.8747,PERTURBATION-STABLE
1048576,Projection,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.94,0.9513,0.8966,PERTURBATION-STABLE
2097152,Projection,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8755,0.1179,0.94,0.9474,0.8357,PERTURBATION-STABLE
4194304,Projection,TransportDisruption,0.9846,0.9846,0.0,1.0,0.9846,0.9838,0.0154,0.94,0.9398,0.9254,PERTURBATION-STABLE
8388608,Projection,TransportDisruption,0.8916,0.8916,0.0,1.0,0.8916,0.8854,0.1084,0.94,0.9249,0.8246,PERTURBATION-STABLE
16777216,Projection,TransportDisruption,0.9176,0.9176,0.0,1.0,0.9176,0.9128,0.0824,0.94,0.8965,0.8226,PERTURBATION-STABLE
33554432,Projection,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9388,0.0575,0.94,0.8445,0.7959,PERTURBATION-STABLE
67108864,Projection,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8737,0.1179,0.94,0.7568,0.6676,PERTURBATION-STABLE
1,Projection,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9552,0.8597,PERTURBATION-STABLE
2,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9552,0.9313,PERTURBATION-STABLE
4,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9552,0.9313,PERTURBATION-STABLE
6,Projection,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.9132,0.0823,0.96,0.9552,0.8766,PERTURBATION-STABLE
8,Projection,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9552,0.8597,PERTURBATION-STABLE
12,Projection,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9294,0.0669,0.96,0.9552,0.8913,PERTURBATION-STABLE
16,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9552,0.9313,PERTURBATION-STABLE
20,Projection,RecursiveTimingDistortion,0.9966,0.9966,0.0,1.0,0.9966,0.9964,0.0034,0.96,0.9552,0.9519,PERTURBATION-STABLE
24,Projection,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9552,0.9544,PERTURBATION-STABLE
32,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9552,0.9313,PERTURBATION-STABLE
40,Projection,RecursiveTimingDistortion,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.96,0.9552,0.9003,PERTURBATION-STABLE
48,Projection,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.9132,0.0823,0.96,0.9552,0.8766,PERTURBATION-STABLE
64,Projection,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9552,0.8597,PERTURBATION-STABLE
80,Projection,RecursiveTimingDistortion,0.9109,0.9109,0.0,1.0,0.9109,0.906,0.0891,0.96,0.9552,0.8701,PERTURBATION-STABLE
96,Projection,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9294,0.0669,0.96,0.9552,0.8913,PERTURBATION-STABLE
128,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9552,0.9313,PERTURBATION-STABLE
160,Projection,RecursiveTimingDistortion,0.9966,0.9966,0.0,1.0,0.9966,0.9964,0.0034,0.96,0.9552,0.9519,PERTURBATION-STABLE
192,Projection,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9552,0.9544,PERTURBATION-STABLE
256,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9552,0.9313,PERTURBATION-STABLE
320,Projection,RecursiveTimingDistortion,0.9425,0.9425,0.0,1.0,0.9425,0.9393,0.0575,0.96,0.9552,0.9003,PERTURBATION-STABLE
512,Projection,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9552,0.8597,PERTURBATION-STABLE
768,Projection,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9294,0.0669,0.96,0.9552,0.8913,PERTURBATION-STABLE
1024,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9552,0.9313,PERTURBATION-STABLE
1536,Projection,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9552,0.9544,PERTURBATION-STABLE
2048,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9552,0.9313,PERTURBATION-STABLE
3072,Projection,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.9132,0.0823,0.96,0.9552,0.8766,PERTURBATION-STABLE
4096,Projection,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9552,0.8597,PERTURBATION-STABLE
6144,Projection,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9294,0.0669,0.96,0.9552,0.8912,PERTURBATION-STABLE
8192,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9552,0.9313,PERTURBATION-STABLE
12288,Projection,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9552,0.9544,PERTURBATION-STABLE
16384,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9551,0.9313,PERTURBATION-STABLE
24576,Projection,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.9132,0.0823,0.96,0.9551,0.8765,PERTURBATION-STABLE
32768,Projection,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9551,0.8596,PERTURBATION-STABLE
65536,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.955,0.9311,PERTURBATION-STABLE
131072,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9547,0.9308,PERTURBATION-STABLE
262144,Projection,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8945,0.1,0.96,0.9542,0.8588,PERTURBATION-STABLE
524288,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9532,0.9294,PERTURBATION-STABLE
1048576,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9513,0.9275,PERTURBATION-STABLE
2097152,Projection,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8944,0.1,0.96,0.9474,0.8527,PERTURBATION-STABLE
4194304,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9398,0.9163,PERTURBATION-STABLE
8388608,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9249,0.9018,PERTURBATION-STABLE
16777216,Projection,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8941,0.1,0.96,0.8965,0.8068,PERTURBATION-STABLE
33554432,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9734,0.025,0.96,0.8445,0.8234,PERTURBATION-STABLE
67108864,Projection,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9732,0.025,0.96,0.7568,0.7379,PERTURBATION-STABLE
1,Projection,BoundedStochasticCorruption,0.915,0.915,0.0,1.0,0.915,0.9103,0.085,0.925,0.9552,0.874,PERTURBATION-STABLE
2,Projection,BoundedStochasticCorruption,0.9806,0.9806,0.0,1.0,0.9806,0.9795,0.0194,0.925,0.9552,0.9367,PERTURBATION-STABLE
4,Projection,BoundedStochasticCorruption,0.982,0.982,0.0,1.0,0.982,0.981,0.018,0.925,0.9552,0.938,PERTURBATION-STABLE
6,Projection,BoundedStochasticCorruption,0.9444,0.9444,0.0,1.0,0.9444,0.9413,0.0556,0.925,0.9552,0.9021,PERTURBATION-STABLE
8,Projection,BoundedStochasticCorruption,0.917,0.917,0.0,1.0,0.917,0.9124,0.083,0.925,0.9552,0.8759,PERTURBATION-STABLE
12,Projection,BoundedStochasticCorruption,0.8959,0.8959,0.0,1.0,0.8959,0.8901,0.1041,0.925,0.9552,0.8557,PERTURBATION-STABLE
16,Projection,BoundedStochasticCorruption,0.9835,0.9835,0.0,1.0,0.9835,0.9826,0.0165,0.925,0.9552,0.9394,PERTURBATION-STABLE
20,Projection,BoundedStochasticCorruption,0.8779,0.8779,0.0,1.0,0.8779,0.8711,0.1221,0.925,0.9552,0.8385,PERTURBATION-STABLE
24,Projection,BoundedStochasticCorruption,0.952,0.952,0.0,1.0,0.952,0.9493,0.048,0.925,0.9552,0.9094,PERTURBATION-STABLE
32,Projection,BoundedStochasticCorruption,0.9363,0.9363,0.0,1.0,0.9363,0.9328,0.0637,0.925,0.9552,0.8944,PERTURBATION-STABLE
40,Projection,BoundedStochasticCorruption,0.8983,0.8983,0.0,1.0,0.8983,0.8927,0.1017,0.925,0.9552,0.8581,PERTURBATION-STABLE
48,Projection,BoundedStochasticCorruption,0.8721,0.8721,0.0,1.0,0.8721,0.865,0.1279,0.925,0.9552,0.833,PERTURBATION-STABLE
64,Projection,BoundedStochasticCorruption,0.9679,0.9679,0.0,1.0,0.9679,0.9661,0.0321,0.925,0.9552,0.9245,PERTURBATION-STABLE
80,Projection,BoundedStochasticCorruption,0.8563,0.8563,0.0,1.0,0.8563,0.8483,0.1437,0.925,0.9552,0.8179,PERTURBATION-STABLE
96,Projection,BoundedStochasticCorruption,0.9048,0.9048,0.0,1.0,0.9048,0.8995,0.0952,0.925,0.9552,0.8642,PERTURBATION-STABLE
128,Projection,BoundedStochasticCorruption,0.903,0.903,0.0,1.0,0.903,0.8977,0.097,0.925,0.9552,0.8626,PERTURBATION-STABLE
160,Projection,BoundedStochasticCorruption,0.9095,0.9095,0.0,1.0,0.9095,0.9045,0.0905,0.925,0.9552,0.8688,PERTURBATION-STABLE
192,Projection,BoundedStochasticCorruption,0.8716,0.8716,0.0,1.0,0.8716,0.8645,0.1284,0.925,0.9552,0.8325,PERTURBATION-STABLE
256,Projection,BoundedStochasticCorruption,0.961,0.961,0.0,1.0,0.961,0.9588,0.039,0.925,0.9552,0.9179,PERTURBATION-STABLE
320,Projection,BoundedStochasticCorruption,0.9627,0.9627,0.0,1.0,0.9627,0.9606,0.0373,0.925,0.9552,0.9195,PERTURBATION-STABLE
512,Projection,BoundedStochasticCorruption,0.8911,0.8911,0.0,1.0,0.8911,0.8851,0.1089,0.925,0.9552,0.8512,PERTURBATION-STABLE
768,Projection,BoundedStochasticCorruption,0.9162,0.9162,0.0,1.0,0.9162,0.9116,0.0838,0.925,0.9552,0.8751,PERTURBATION-STABLE
1024,Projection,BoundedStochasticCorruption,0.944,0.944,0.0,1.0,0.944,0.9409,0.056,0.925,0.9552,0.9017,PERTURBATION-STABLE
1536,Projection,BoundedStochasticCorruption,0.8718,0.8718,0.0,1.0,0.8718,0.8647,0.1282,0.925,0.9552,0.8327,PERTURBATION-STABLE
2048,Projection,BoundedStochasticCorruption,0.9967,0.9967,0.0,1.0,0.9967,0.9965,0.0033,0.925,0.9552,0.9521,PERTURBATION-STABLE
