depth,sector,condition,rg_similarity,wave_coherence,interference_stability,standing_mode_persistence,oscillatory_transport_alignment,recursive_mode_synchronization,interference_gain,classification
524288,P-N,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-N,WaveModeExtraction,0.96,0.9442,0.9064,0.9264,0.915,0.91,0.9264,WAVE-STABLE
2097152,P-N,WaveModeExtraction,0.9299,0.9011,0.888,0.8811,0.8879,0.8434,0.8546,WAVE-STABLE
4194304,P-N,WaveModeExtraction,0.8331,0.7922,0.7886,0.7672,0.769,0.7523,0.7596,WAVE-PARTIAL
1,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-N,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-N,RecursiveInterferenceCoherence,0.96,0.9213,0.9359,0.9142,0.8885,0.9079,0.9267,WAVE-STABLE
2097152,P-N,RecursiveInterferenceCoherence,0.9308,0.8827,0.8893,0.8691,0.84,0.8743,0.8852,WAVE-BOUNDED
4194304,P-N,RecursiveInterferenceCoherence,0.8249,0.7791,0.8116,0.7751,0.7636,0.7574,0.7918,WAVE-PARTIAL
1,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-N,StandingModePersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-N,StandingModePersistence,0.96,0.9429,0.9064,0.93,0.92,0.91,0.902,WAVE-STABLE
2097152,P-N,StandingModePersistence,0.9256,0.8759,0.8708,0.8977,0.8374,0.8642,0.8547,WAVE-BOUNDED
4194304,P-N,StandingModePersistence,0.8163,0.7885,0.787,0.797,0.7755,0.7515,0.7711,WAVE-PARTIAL
1,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-N,OscillatoryTransportStability,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-N,OscillatoryTransportStability,0.9553,0.9563,0.9388,0.93,0.92,0.8783,0.9218,WAVE-STABLE
2097152,P-N,OscillatoryTransportStability,0.9293,0.8999,0.8782,0.8557,0.8636,0.8617,0.8824,WAVE-BOUNDED
4194304,P-N,OscillatoryTransportStability,0.8223,0.8053,0.7906,0.7855,0.7808,0.7578,0.7811,WAVE-BOUNDED
1,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-N,ConstructiveDestructiveInteraction,0.96,0.96,0.94,0.93,0.92,0.9098,0.93,WAVE-STABLE
1048576,P-N,ConstructiveDestructiveInteraction,0.96,0.9185,0.9276,0.9127,0.92,0.8974,0.93,WAVE-STABLE
2097152,P-N,ConstructiveDestructiveInteraction,0.9243,0.8674,0.9059,0.862,0.8609,0.8374,0.9044,WAVE-BOUNDED
4194304,P-N,ConstructiveDestructiveInteraction,0.8168,0.7794,0.7946,0.7719,0.7615,0.7527,0.7847,WAVE-PARTIAL
1,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-N,RecursiveModeSynchronization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-N,RecursiveModeSynchronization,0.96,0.9457,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-N,RecursiveModeSynchronization,0.96,0.9196,0.94,0.9128,0.9004,0.91,0.914,WAVE-STABLE
2097152,P-N,RecursiveModeSynchronization,0.8967,0.8672,0.8663,0.8642,0.8479,0.8563,0.8606,WAVE-BOUNDED
4194304,P-N,RecursiveModeSynchronization,0.8197,0.7758,0.7748,0.793,0.7532,0.7684,0.7694,WAVE-PARTIAL
1,P-N,NullWaveControl,0.7282,0.6944,0.676,0.6892,0.6615,0.678,0.7026,WAVE-DEGRADING
2,P-N,NullWaveControl,0.7583,0.6875,0.7145,0.6785,0.6921,0.6853,0.6725,WAVE-DEGRADING
4,P-N,NullWaveControl,0.7577,0.7149,0.711,0.6932,0.6557,0.682,0.6812,WAVE-PARTIAL
6,P-N,NullWaveControl,0.7658,0.7102,0.7045,0.7022,0.6611,0.652,0.692,WAVE-PARTIAL
8,P-N,NullWaveControl,0.7282,0.6938,0.6874,0.6846,0.6771,0.648,0.7005,WAVE-DEGRADING
12,P-N,NullWaveControl,0.7418,0.6984,0.6876,0.6967,0.6926,0.669,0.7052,WAVE-DEGRADING
16,P-N,NullWaveControl,0.7299,0.716,0.6801,0.6863,0.6893,0.6573,0.6893,WAVE-PARTIAL
20,P-N,NullWaveControl,0.7598,0.7056,0.6952,0.6881,0.6951,0.6677,0.6861,WAVE-PARTIAL
24,P-N,NullWaveControl,0.7478,0.695,0.7062,0.6972,0.6654,0.6687,0.7038,WAVE-DEGRADING
32,P-N,NullWaveControl,0.7645,0.7033,0.6781,0.6687,0.6773,0.6671,0.6857,WAVE-PARTIAL
40,P-N,NullWaveControl,0.7336,0.7129,0.6851,0.6781,0.6725,0.6483,0.7045,WAVE-PARTIAL
48,P-N,NullWaveControl,0.753,0.7103,0.7032,0.6659,0.6833,0.6641,0.686,WAVE-PARTIAL
64,P-N,NullWaveControl,0.7352,0.6955,0.6866,0.6688,0.6624,0.6839,0.6817,WAVE-DEGRADING
80,P-N,NullWaveControl,0.7477,0.7171,0.7044,0.691,0.6781,0.6506,0.6934,WAVE-PARTIAL
96,P-N,NullWaveControl,0.7421,0.7061,0.6821,0.7007,0.6796,0.6564,0.6698,WAVE-PARTIAL
128,P-N,NullWaveControl,0.7572,0.7018,0.6787,0.6744,0.6915,0.6782,0.7031,WAVE-PARTIAL
160,P-N,NullWaveControl,0.7398,0.7224,0.696,0.6799,0.6583,0.6705,0.692,WAVE-PARTIAL
192,P-N,NullWaveControl,0.7502,0.7041,0.6929,0.683,0.6643,0.6727,0.6729,WAVE-PARTIAL
256,P-N,NullWaveControl,0.7579,0.6977,0.6842,0.6895,0.6808,0.6498,0.6699,WAVE-DEGRADING
320,P-N,NullWaveControl,0.7359,0.7086,0.6789,0.675,0.6874,0.6461,0.6925,WAVE-PARTIAL
512,P-N,NullWaveControl,0.7553,0.7083,0.677,0.6809,0.6881,0.6807,0.6729,WAVE-PARTIAL
768,P-N,NullWaveControl,0.7453,0.7108,0.6835,0.6783,0.6655,0.6702,0.6874,WAVE-PARTIAL
1024,P-N,NullWaveControl,0.7529,0.6974,0.6782,0.6754,0.6611,0.6729,0.684,WAVE-DEGRADING
1536,P-N,NullWaveControl,0.7546,0.7017,0.7045,0.6745,0.6669,0.6478,0.6835,WAVE-PARTIAL
2048,P-N,NullWaveControl,0.7637,0.7232,0.6787,0.7001,0.6918,0.6578,0.6661,WAVE-PARTIAL
3072,P-N,NullWaveControl,0.7435,0.716,0.6942,0.6837,0.6739,0.6638,0.6907,WAVE-PARTIAL
4096,P-N,NullWaveControl,0.7532,0.7074,0.7022,0.6901,0.6681,0.6787,0.6762,WAVE-PARTIAL
6144,P-N,NullWaveControl,0.7353,0.7098,0.7065,0.7011,0.6656,0.6483,0.6976,WAVE-PARTIAL
8192,P-N,NullWaveControl,0.7466,0.7188,0.692,0.6708,0.6745,0.6682,0.7026,WAVE-PARTIAL
12288,P-N,NullWaveControl,0.7304,0.7143,0.6974,0.6702,0.683,0.6516,0.6736,WAVE-PARTIAL
16384,P-N,NullWaveControl,0.7469,0.7143,0.7064,0.7039,0.6571,0.6596,0.6915,WAVE-PARTIAL
24576,P-N,NullWaveControl,0.7456,0.7229,0.6784,0.6649,0.668,0.6784,0.6991,WAVE-PARTIAL
32768,P-N,NullWaveControl,0.7296,0.688,0.6993,0.6838,0.6593,0.675,0.6919,WAVE-DEGRADING
65536,P-N,NullWaveControl,0.7341,0.719,0.6873,0.6866,0.6631,0.6637,0.6727,WAVE-PARTIAL
