domain,sys_idx,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score,process_regime_tg,dominant_operator,operator_continuity,operator_rupture,operator_curvature,transition_smoothness_tg,recursive_closure,operator_reversibility,compositional_stability,operator_neighborhood_entropy,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,self_prediction,internal_continuity,self_model_consistency,closure_adaptation,forecast_stability,self_alignment,temporal_self_coherence,perturbation_anticipation,self_prediction_norm,internal_continuity_norm,self_model_consistency_norm,closure_adaptation_norm,forecast_stability_norm,self_alignment_norm,temporal_self_coherence_norm,perturbation_anticipation_norm,self_reference_composite
cellular_automata,124,CL,1.0,0.0,0.3,0.002279,1.0,0.3,0.0,0.0,0.0,0.275,CL,op_diffusion,1.0,0.0,0.0,1.0,0.3,0.3,0.002279,0.0,,,,,,,0.3,1.0,0.0,0.0,0.0006837000000000001,0.09377344347414696,0.0,,0.29999999997,0.9999999999,0.0,0.0,0.0008460609541135852,0.09377344335146291,0.0,,0.19923135773936806
cellular_automata,125,CL,1.0,0.0,0.0132,0.00027,1.0,0.0132,0.0,0.0,0.0,0.2033,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0132,0.0132,0.00027,0.0,,,,,,,0.0132,1.0,0.0,0.0,3.564e-06,0.004126031632392446,0.0,,0.01319999999868,0.9999999999,0.0,0.0,4.410357233378408e-06,0.004126031507464408,0.0,,0.1453329202519111
cellular_automata,126,CL,1.0,0.0,0.0,9e-06,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,9e-06,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,127,RG,1.0,0.0,0.0159,0.000253,1.0,0.0159,0.0,0.0,0.0,0.204,RG,op_diffusion,1.0,0.0,0.010887,1.0,0.0159,0.0159,0.000253,0.0,,,,,,,0.0159,1.0,0.0,0.0,4.0227000000000005e-06,0.005001250436984073,0.0,,0.015899999998410002,0.9999999999,0.0,0.0,4.977986543970629e-06,0.005001250312077942,0.0,,0.14584374688529025
cellular_automata,128,CL,1.0,0.0,0.0,6.3e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,6.3e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,129,RG,1.0,0.0,0.0199,0.000224,1.0,0.0199,0.0,0.0,0.0,0.205,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0199,0.0199,0.000224,0.0,,,,,,,0.0199,1.0,0.0,0.0,4.4576e-06,0.006251563014972317,0.0,,0.019899999998010003,0.9999999999,0.0,0.0,5.516163974048146e-06,0.006251562890097483,0.0,,0.14659386842172592
cellular_automata,130,RG,0.8,0.0,0.053,0.000403,1.0,0.053,0.0,0.0,0.0,0.1732,RG,op_diffusion,0.8,0.2,0.025186,1.0,0.053,0.053,0.000403,0.7219,,,,,,,0.0424,0.8,0.0,0.0,2.1359e-05,0.21655413863258888,0.0,,0.04239999999576,0.79999999992,0.0,0.0,2.6431206550990296e-05,0.2165541385129782,0.0,,0.15128293851932703
cellular_automata,131,CL,1.0,0.0,0.0,0.000411,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.000411,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,132,CL,1.0,0.0,0.0,0.00014,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,0.00014,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,133,CL,1.0,0.0,0.0,5e-06,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5e-06,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,134,CL,1.0,0.0,0.0,7e-06,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,7e-06,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,135,CL,1.0,0.0,0.0,3.5e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.5e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,136,CL,1.0,0.0,0.0,9.9e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,9.9e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,137,CL,1.0,0.0,0.0066,0.000154,1.0,0.0066,0.0,0.0,0.0,0.2017,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0066,0.0066,0.000154,0.0,,,,,,,0.0066,1.0,0.0,0.0,1.0164e-06,0.0021255315076113,0.0,,0.00659999999934,0.9999999999,0.0,0.0,1.257768544333842e-06,0.0021255313826331864,0.0,,0.1441038270072168
cellular_automata,138,RG,1.0,0.0,0.0265,0.00073,1.0,0.0265,0.0,0.0,0.0,0.2066,RG,op_diffusion,1.0,0.0,0.030107,1.0,0.0265,0.0265,0.00073,0.0,,,,,,,0.0265,1.0,0.0,0.0,1.9345e-05,0.008252063139753463,0.0,,0.026499999997349998,0.9999999999,0.0,0.0,2.3938933972981284e-05,0.008252063014928705,0.0,,0.1478251431208931
cellular_automata,139,CL,1.0,0.0,0.245,0.001253,1.0,0.245,0.0,0.0,0.0,0.2613,CL,op_diffusion,1.0,0.0,0.0,1.0,0.245,0.245,0.001253,0.0,,,,,,,0.245,1.0,0.0,0.0,0.000306985,0.07664416115570849,0.0,,0.24499999997549998,0.9999999999,0.0,0.0,0.0003798859470506932,0.07664416103259568,0.0,,0.18886057812216375
cellular_automata,140,CL,1.0,0.0,0.0,2.5e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,2.5e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,141,CL,1.0,0.0,0.1667,0.001757,1.0,0.1667,0.0,0.0,0.0,0.2417,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1667,0.1667,0.001757,0.0,,,,,,,0.1667,1.0,0.0,0.0,0.0002928919,0.05213803462713962,0.0,,0.16669999998333,0.9999999999,0.0,0.0,0.00036244610262708906,0.05213803450341338,0.0,,0.17417149721276723
cellular_automata,142,RG,0.8667,0.0,0.0464,0.000374,1.0,0.0464,0.0,0.0,0.0,0.1849,RG,op_diffusion,0.8667,0.1333,0.01819,1.0,0.0464,0.0464,0.000374,0.5665,,,,,,,0.04021488,0.8667,0.0,0.0,1.73536e-05,0.14778694684323757,0.0,,0.04021487999597851,0.86669999991333,0.0,0.0,2.147462830672153e-05,0.14778694672190554,0.0,,0.15067475732278868
cellular_automata,143,CL,1.0,0.0,0.0199,0.000479,1.0,0.0199,0.0,0.0,0.0,0.205,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0199,0.0199,0.000479,0.0,,,,,,,0.0199,1.0,0.0,0.0,9.5321e-06,0.006251563014972317,0.0,,0.019899999998010003,0.9999999999,0.0,0.0,1.179572564093331e-05,0.006251562890097483,0.0,,0.14659476550196407
cellular_automata,144,CL,1.0,0.0,0.0268,0.001691,1.0,0.0268,0.0,0.0,0.0,0.2067,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0268,0.0268,0.001691,0.0,,,,,,,0.0268,1.0,0.0,0.0,4.5318800000000004e-05,0.008377094397552298,0.0,,0.026799999997320002,0.9999999999,0.0,0.0,5.608083540629332e-05,0.00837709427273067,0.0,,0.14789045357220815
cellular_automata,145,RG,1.0,0.0,0.0199,0.000212,1.0,0.0199,0.0,0.0,0.0,0.205,RG,op_diffusion,1.0,0.0,0.007527,1.0,0.0199,0.0199,0.000212,0.0,,,,,,,0.0199,1.0,0.0,0.0,4.2188e-06,0.006251563014972317,0.0,,0.019899999998010003,0.9999999999,0.0,0.0,5.220655189724138e-06,0.006251562890097483,0.0,,0.1465938262061853
cellular_automata,146,CL,1.0,0.0,0.0,1.7e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,1.7e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,147,CL,1.0,0.0,0.0,5e-06,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5e-06,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,148,CL,1.0,0.0,0.0185,0.000253,1.0,0.0185,0.0,0.0,0.0,0.2046,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0185,0.0185,0.000253,0.0,,,,,,,0.0185,1.0,0.0,0.0,4.6805e-06,0.005751437983777086,0.0,,0.01849999999815,0.9999999999,0.0,0.0,5.791996922229977e-06,0.0057514378588897335,0.0,,0.14632246139342314
cellular_automata,149,CL,1.0,0.0,0.0132,0.000267,1.0,0.0132,0.0,0.0,0.0,0.2033,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0132,0.0132,0.000267,0.0,,,,,,,0.0132,1.0,0.0,0.0,3.5243999999999997e-06,0.004126031632392446,0.0,,0.01319999999868,0.9999999999,0.0,0.0,4.3613532641186475e-06,0.004126031507464408,0.0,,0.1453329132513441
cellular_automata,150,CL,1.0,0.0,0.0,3.8e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.8e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,151,CL,1.0,0.0,0.1954,0.001259,1.0,0.1954,0.0,0.0,0.0,0.2488,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1954,0.1954,0.001259,0.0,,,,,,,0.1954,1.0,0.0,0.0,0.00024600859999999997,0.06101525393085594,0.0,,0.19539999998045998,0.9999999999,0.0,0.0,0.00030442923919284375,0.06101525380735191,0.0,,0.17953138327528637
cellular_automata,152,RG,1.0,0.0,0.0265,0.000365,1.0,0.0265,0.0,0.0,0.0,0.2066,RG,op_diffusion,1.0,0.0,0.003898,1.0,0.0265,0.0265,0.000365,0.0,,,,,,,0.0265,1.0,0.0,0.0,9.6725e-06,0.008252063139753463,0.0,,0.026499999997349998,0.9999999999,0.0,0.0,1.1969466986490642e-05,0.008252063014928705,0.0,,0.1478234331970379
cellular_automata,153,CL,1.0,0.0,0.1613,0.002083,1.0,0.1613,0.0,0.0,0.0,0.2403,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1613,0.1613,0.002083,0.0,,,,,,,0.1613,1.0,0.0,0.0,0.00033598790000000003,0.05038759701795603,0.0,,0.16129999998386998,0.9999999999,0.0,0.0,0.00041577628089018554,0.05038759689418598,0.0,,0.1731576247227066
cellular_automata,154,CL,1.0,0.0,0.0,3.6e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.6e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,155,CL,1.0,0.0,0.0712,0.000768,1.0,0.0712,0.0,0.0,0.0,0.2178,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0712,0.0712,0.000768,0.0,,,,,,,0.0712,1.0,0.0,0.0,5.46816e-05,0.022255564013221374,0.0,,0.07119999999288,0.9999999999,0.0,0.0,6.766705670390145e-05,0.02225556388874714,0.0,,0.15621760440547588
cellular_automata,156,CL,1.0,0.0,0.5455,0.021266,1.0,0.5455,0.0,0.0,0.0,0.3364,CL,op_diffusion,1.0,0.0,0.0,1.0,0.5455,0.5455,0.021266,0.0,,,,,,,0.5455,1.0,0.0,0.0,0.011600603,0.17054263576262296,0.0,,0.54549999994545,0.9999999999,0.0,0.0,0.014355444262794965,0.17054263564186056,0.0,,0.2471997256785865
cellular_automata,157,CL,1.0,0.0,0.1266,0.001322,1.0,0.1266,0.0,0.0,0.0,0.2316,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1266,0.1266,0.001322,0.0,,,,,,,0.1266,1.0,0.0,0.0,0.00016736519999999998,0.039509877589458786,0.0,,0.12659999998733998,0.9999999999,0.0,0.0,0.00020711007868569692,0.039509877465416454,0.0,,0.16661671249020601
cellular_automata,158,CL,0.9667,0.0,0.0,2.3e-05,1.0,0.0,0.0,0.0,0.0,0.1933,CL,op_diffusion,0.9667,0.0333,0.005072,1.0,0.0,0.0,2.3e-05,0.2108,,,,,,,0.0,0.9667,0.0,0.0,0.0,0.03325831469951768,0.0,,0.0,0.96669999990333,0.0,0.0,0.0,0.03325831457531886,0.0,,0.14285118778266412
cellular_automata,159,CL,1.0,0.0,0.1523,0.001429,1.0,0.1523,0.0,0.0,0.0,0.2381,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1523,0.1523,0.001429,0.0,,,,,,,0.1523,1.0,0.0,0.0,0.00021763669999999997,0.047636909346381984,0.0,,0.15229999998476998,0.9999999999,0.0,0.0,0.00026931975142918246,0.04763690922254308,0.0,,0.17145803269410603
cellular_automata,160,CL,1.0,0.0,0.0,2.5e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,2.5e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,161,CL,1.0,0.0,0.047,0.002211,1.0,0.047,0.0,0.0,0.0,0.2117,CL,op_diffusion,1.0,0.0,0.0,1.0,0.047,0.047,0.002211,0.0,,,,,,,0.047,1.0,0.0,0.0,0.00010391699999999999,0.014628657287493407,0.0,,0.0469999999953,0.9999999999,0.0,0.0,0.0001285945826658204,0.014628657162828263,0.0,,0.1516796073772563
cellular_automata,162,RG,1.0,0.0,0.0199,0.000266,1.0,0.0199,0.0,0.0,0.0,0.205,RG,op_diffusion,1.0,0.0,0.007527,1.0,0.0199,0.0199,0.000266,0.0,,,,,,,0.0199,1.0,0.0,0.0,5.293400000000001e-06,0.006251563014972317,0.0,,0.019899999998010003,0.9999999999,0.0,0.0,6.550444719182174e-06,0.006251562890097483,0.0,,0.1465940161761181
cellular_automata,163,RG,0.5667,0.0,0.0861,0.001257,0.9999,0.0861,0.0,0.0,0.0,0.1349,RG,op_diffusion,0.5667,0.4333,0.038654,0.9999,0.0861,0.0861,0.001257,0.9871,,,,,,,0.048792869999999995,0.56664333,0.0,0.0,0.0001082277,0.4603650913402896,0.0,,0.04879286999512071,0.5666433299433357,0.0,0.0,0.0001339289617134984,0.4603650912267818,0.0,,0.15370503144670739
cellular_automata,164,CL,1.0,0.0,0.0,3e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,165,CL,0.6333,0.0,0.0,0.000166,0.9997,0.0,0.0,0.0,0.0,0.1267,CL,op_diffusion,0.6333,0.3667,0.039462,0.9997,0.0,0.0,0.000166,0.9481,,,,,,,0.0,0.63311001,0.0,0.0,0.0,0.3668417105067716,0.0,,0.0,0.633110009936689,0.0,0.0,0.0,0.36684171039092284,0.0,,0.1428502457610874
cellular_automata,166,RG,0.8,0.0,0.053,0.000724,1.0,0.053,0.0,0.0,0.0,0.1732,RG,op_diffusion,0.8,0.2,0.025186,1.0,0.053,0.053,0.000724,0.7219,,,,,,,0.0424,0.8,0.0,0.0,3.8372e-05,0.21655413863258888,0.0,,0.04239999999576,0.79999999992,0.0,0.0,4.748435122311904e-05,0.2165541385129782,0.0,,0.15128594611142307
cellular_automata,167,CL,1.0,0.0,0.2176,0.001585,1.0,0.2176,0.0,0.0,0.0,0.2544,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2176,0.2176,0.001585,0.0,,,,,,,0.2176,1.0,0.0,0.0,0.00034489599999999997,0.06801700436758984,0.0,,0.21759999997823998,0.9999999999,0.0,0.0,0.0004267998227730862,0.06801700424426108,0.0,,0.18372054342075345
cellular_automata,168,CL,1.0,0.0,0.0,4e-06,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,4e-06,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,169,RG,0.6333,0.0,0.0596,0.000475,0.9999,0.0596,0.0,0.0,0.0,0.1416,RG,op_diffusion,0.6333,0.3667,0.036555,0.9999,0.0596,0.0596,0.000475,0.9481,,,,,,,0.037744679999999996,0.63323667,0.0,0.0,2.8310000000000002e-05,0.3854713679187959,0.0,,0.03774467999622553,0.6332366699366763,0.0,0.0,3.503288812484364e-05,0.3854713678034134,0.0,,0.15092682151777717
cellular_automata,170,RG,1.0,0.0,0.0132,0.000481,1.0,0.0132,0.0,0.0,0.0,0.2033,RG,op_diffusion,1.0,0.0,0.010887,1.0,0.0132,0.0132,0.000481,0.0,,,,,,,0.0132,1.0,0.0,0.0,6.3492e-06,0.004126031632392446,0.0,,0.01319999999868,0.9999999999,0.0,0.0,7.856969737981534e-06,0.004126031507464408,0.0,,0.14533341262512606
cellular_automata,171,RG,1.0,0.0,0.0199,0.000226,1.0,0.0199,0.0,0.0,0.0,0.205,RG,op_diffusion,1.0,0.0,0.007527,1.0,0.0199,0.0199,0.000226,0.0,,,,,,,0.0199,1.0,0.0,0.0,4.4974e-06,0.006251563014972317,0.0,,0.019899999998010003,0.9999999999,0.0,0.0,5.5654154381021475e-06,0.006251562890097483,0.0,,0.14659387545764938
cellular_automata,172,CL,1.0,0.0,0.2887,0.001436,1.0,0.2887,0.0,0.0,0.0,0.2722,CL,op_diffusion,1.0,0.0,0.0,1.0,0.2887,0.2887,0.001436,0.0,,,,,,,0.2887,1.0,0.0,0.0,0.0004145732,0.0902725682557799,0.0,,0.28869999997113,0.9999999999,0.0,0.0,0.0005130235441596053,0.09027256813300821,0.0,,0.1970693702211854
cellular_automata,173,RG,1.0,0.0,0.0265,0.000312,1.0,0.0265,0.0,0.0,0.0,0.2066,RG,op_diffusion,1.0,0.0,0.0,1.0,0.0265,0.0265,0.000312,0.0,,,,,,,0.0265,1.0,0.0,0.0,8.268e-06,0.008252063139753463,0.0,,0.026499999997349998,0.9999999999,0.0,0.0,1.0231434793931726e-05,0.008252063014928705,0.0,,0.14782318490672466
cellular_automata,174,CL,1.0,0.0,0.0781,0.000812,1.0,0.0781,0.0,0.0,0.0,0.2195,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0781,0.0781,0.000812,0.0,,,,,,,0.0781,1.0,0.0,0.0,6.34172e-05,0.024381095395801466,0.0,,0.07809999999219,0.9999999999,0.0,0.0,7.847713432676914e-05,0.024381095271380437,0.0,,0.15750851032827104
cellular_automata,175,CL,1.0,0.0,0.0,5.5e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,5.5e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,176,CL,1.0,0.0,0.0,1.4e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,1.4e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,177,CL,0.4333,0.0,0.0,1.2e-05,0.9999,0.0,0.0,0.0,0.0,0.0867,CL,op_diffusion,0.4333,0.5667,0.091239,0.9999,0.0,0.0,1.2e-05,0.8632,,,,,,,0.0,0.43325667,0.0,0.0,0.0,0.5668917229848849,0.0,,0.0,0.43325666995667433,0.0,0.0,0.0,0.5668917228740437,0.0,,0.14287834183295972
cellular_automata,178,CL,0.5667,0.0,0.0353,0.000389,0.9999,0.0353,0.0,0.0,0.0,0.1222,CL,op_diffusion,0.5667,0.4333,0.038654,0.9999,0.0353,0.0353,0.000389,0.9871,,,,,,,0.02000451,0.56664333,0.0,0.0,1.37317e-05,0.44448612159983925,0.0,,0.020004509997999548,0.5666433299433357,0.0,0.0,1.699262133041029e-05,0.44448612148593397,0.0,,0.14730727914979994
cellular_automata,179,RG,0.8,0.0,0.2053,0.009133,0.9994,0.2053,0.0,0.0,0.0,0.2113,RG,op_diffusion,0.8,0.2,0.026993,0.9994,0.2053,0.2053,0.009133,0.5375,,,,,,,0.16424000000000002,0.79952,0.0,0.0,0.0018750049000000003,0.26419104785393965,0.0,,0.16423999998357602,0.799519999920048,0.0,0.0,0.002320269759633827,0.2641910477355214,0.0,,0.17575304534268274
cellular_automata,180,CL,1.0,0.0,0.1842,0.002102,1.0,0.1842,0.0,0.0,0.0,0.2461,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1842,0.1842,0.002102,0.0,,,,,,,0.1842,1.0,0.0,0.0,0.00038718840000000003,0.057639409970287714,0.0,,0.18419999998158001,0.9999999999,0.0,0.0,0.00047913556695292157,0.057639409846699186,0.0,,0.17747407789931888
cellular_automata,181,CL,1.0,0.0,0.1192,0.000885,1.0,0.1192,0.0,0.0,0.0,0.2298,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1192,0.1192,0.000885,0.0,,,,,,,0.1192,1.0,0.0,0.0,0.000105492,0.03725931494907997,0.0,,0.11919999998808,0.9999999999,0.0,0.0,0.00013054360417046997,0.0372593148249813,0.0,,0.1652271226167474
cellular_automata,182,CL,1.0,0.0,0.0,1.4e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,1.4e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,183,CL,0.6333,0.0,0.0,0.000166,0.9997,0.0,0.0,0.0,0.0,0.1267,CL,op_diffusion,0.6333,0.3667,0.039462,0.9997,0.0,0.0,0.000166,0.9481,,,,,,,0.0,0.63311001,0.0,0.0,0.0,0.3668417105067716,0.0,,0.0,0.633110009936689,0.0,0.0,0.0,0.36684171039092284,0.0,,0.1428502457610874
cellular_automata,184,CL,1.0,0.0,0.0106,0.00025,1.0,0.0106,0.0,0.0,0.0,0.2026,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0106,0.0106,0.00025,0.0,,,,,,,0.0106,1.0,0.0,0.0,2.65e-06,0.0032508128278007087,0.0,,0.01059999999894,0.9999999999,0.0,0.0,3.2793060236960663e-06,0.003250812702850762,0.0,,0.14483629884397348
cellular_automata,185,CL,1.0,0.0,0.0,3.7e-05,1.0,0.0,0.0,0.0,0.0,0.2,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0,0.0,3.7e-05,0.0,,,,,,,0.0,1.0,0.0,0.0,0.0,1.250313186318408e-10,0.0,,0.0,0.9999999999,0.0,0.0,0.0,0.0,0.0,,0.14285714284285714
cellular_automata,186,CL,1.0,0.0,0.0106,0.000208,1.0,0.0106,0.0,0.0,0.0,0.2026,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0106,0.0106,0.000208,0.0,,,,,,,0.0106,1.0,0.0,0.0,2.2048e-06,0.0032508128278007087,0.0,,0.01059999999894,0.9999999999,0.0,0.0,2.728382611715127e-06,0.003250812702850762,0.0,,0.14483622014062889
cellular_automata,187,CL,1.0,0.0,0.1556,0.008548,1.0,0.1556,0.0,0.0,0.0,0.2389,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1556,0.1556,0.008548,0.0,,,,,,,0.1556,1.0,0.0,0.0,0.0013300687999999998,0.04863715940877267,0.0,,0.15559999998444,0.9999999999,0.0,0.0,0.0016459255199132823,0.0486371592849588,0.0,,0.17226901209847315
cellular_automata,188,CL,1.0,0.0,0.0728,0.001629,1.0,0.0728,0.0,0.0,0.0,0.2182,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0728,0.0728,0.001629,0.0,,,,,,,0.0728,1.0,0.0,0.0,0.0001185912,0.022755689044416605,0.0,,0.07279999999272001,0.9999999999,0.0,0.0,0.00014675352321409242,0.02275568891995489,0.0,,0.15652892033369842
cellular_automata,189,CL,1.0,0.0,0.011,0.000191,1.0,0.011,0.0,0.0,0.0,0.2028,CL,op_diffusion,1.0,0.0,0.0,1.0,0.011,0.011,0.000191,0.0,,,,,,,0.011,1.0,0.0,0.0,2.101e-06,0.0035008753433982687,0.0,,0.010999999998899999,0.9999999999,0.0,0.0,2.599932813503938e-06,0.0035008752184545813,0.0,,0.14492906786430973
cellular_automata,190,CL,1.0,0.0,0.1159,0.004388,1.0,0.1159,0.0,0.0,0.0,0.229,CL,op_diffusion,1.0,0.0,0.0,1.0,0.1159,0.1159,0.004388,0.0,,,,,,,0.1159,1.0,0.0,0.0,0.0005085692,0.036259064886689285,0.0,,0.11589999998841,0.9999999999,0.0,0.0,0.0006293411475570904,0.03625906476256558,0.0,,0.16468405797121896
cellular_automata,191,CL,1.0,0.0,0.011,0.000286,1.0,0.011,0.0,0.0,0.0,0.2028,CL,op_diffusion,1.0,0.0,0.0,1.0,0.011,0.011,0.000286,0.0,,,,,,,0.011,1.0,0.0,0.0,3.146e-06,0.0035008753433982687,0.0,,0.010999999998899999,0.9999999999,0.0,0.0,3.893093113414274e-06,0.0035008752184545813,0.0,,0.14492925260149542
cellular_automata,192,CL,1.0,0.0,0.0132,0.000203,1.0,0.0132,0.0,0.0,0.0,0.2033,CL,op_diffusion,1.0,0.0,0.0,1.0,0.0132,0.0132,0.000203,0.0,,,,,,,0.0132,1.0,0.0,0.0,2.6796e-06,0.004126031632392446,0.0,,0.01319999999868,0.9999999999,0.0,0.0,3.315935253243766e-06,0.004126031507464408,0.0,,0.14533276390591396
