depth,sector,condition,rg_similarity,identity_persistence,differentiation_coherence,lineage_stability,boundary_integrity,coexistence_stability,transport_identity_alignment,classification
512,Antisymmetry-Neutral,IdentityBoundaryStability,0.1331,0.1259,0.127,0.1269,0.1283,0.1201,0.1273,IDENTITY-FAILED
768,Antisymmetry-Neutral,IdentityBoundaryStability,0.0903,0.0902,0.089,0.0861,0.09,0.0845,0.088,IDENTITY-FAILED
1024,Antisymmetry-Neutral,IdentityBoundaryStability,0.0721,0.0697,0.0683,0.0667,0.0694,0.0672,0.0685,IDENTITY-FAILED
1536,Antisymmetry-Neutral,IdentityBoundaryStability,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Antisymmetry-Neutral,IdentityBoundaryStability,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Antisymmetry-Neutral,IdentityBoundaryStability,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Antisymmetry-Neutral,TransportIdentityPreservation,0.9252,0.9217,0.8888,0.8985,0.8796,0.8721,0.9005,IDENTITY-BOUNDED
2,Antisymmetry-Neutral,TransportIdentityPreservation,0.9246,0.8854,0.9145,0.8793,0.8628,0.8658,0.8968,IDENTITY-BOUNDED
4,Antisymmetry-Neutral,TransportIdentityPreservation,0.914,0.8831,0.8612,0.8791,0.8559,0.8459,0.9017,IDENTITY-BOUNDED
6,Antisymmetry-Neutral,TransportIdentityPreservation,0.8875,0.8489,0.8498,0.8636,0.8486,0.8262,0.8633,IDENTITY-BOUNDED
8,Antisymmetry-Neutral,TransportIdentityPreservation,0.8715,0.8283,0.8229,0.8091,0.8022,0.8147,0.8585,IDENTITY-BOUNDED
12,Antisymmetry-Neutral,TransportIdentityPreservation,0.8409,0.8207,0.8168,0.779,0.7918,0.7596,0.8138,IDENTITY-BOUNDED
16,Antisymmetry-Neutral,TransportIdentityPreservation,0.7902,0.7925,0.7665,0.767,0.75,0.7292,0.7806,IDENTITY-PARTIAL
20,Antisymmetry-Neutral,TransportIdentityPreservation,0.7617,0.734,0.7333,0.7183,0.7365,0.698,0.7439,IDENTITY-PARTIAL
24,Antisymmetry-Neutral,TransportIdentityPreservation,0.7467,0.7122,0.7249,0.7051,0.7043,0.7008,0.7326,IDENTITY-PARTIAL
32,Antisymmetry-Neutral,TransportIdentityPreservation,0.6951,0.6648,0.6503,0.6562,0.6425,0.6265,0.6715,IDENTITY-DEGRADING
40,Antisymmetry-Neutral,TransportIdentityPreservation,0.6311,0.6359,0.6181,0.601,0.6013,0.5937,0.6323,IDENTITY-DEGRADING
48,Antisymmetry-Neutral,TransportIdentityPreservation,0.6014,0.5892,0.5902,0.5657,0.5572,0.561,0.5785,IDENTITY-DEGRADING
64,Antisymmetry-Neutral,TransportIdentityPreservation,0.5397,0.5254,0.5222,0.5176,0.5071,0.506,0.5272,IDENTITY-FAILED
80,Antisymmetry-Neutral,TransportIdentityPreservation,0.4837,0.4781,0.4677,0.4687,0.445,0.458,0.4754,IDENTITY-FAILED
96,Antisymmetry-Neutral,TransportIdentityPreservation,0.4296,0.4243,0.4318,0.4277,0.4172,0.4058,0.4192,IDENTITY-FAILED
128,Antisymmetry-Neutral,TransportIdentityPreservation,0.3732,0.3635,0.358,0.3597,0.3493,0.3465,0.3572,IDENTITY-FAILED
160,Antisymmetry-Neutral,TransportIdentityPreservation,0.3221,0.3089,0.3074,0.3036,0.3044,0.3023,0.3158,IDENTITY-FAILED
192,Antisymmetry-Neutral,TransportIdentityPreservation,0.2846,0.2782,0.2772,0.275,0.263,0.2673,0.2807,IDENTITY-FAILED
256,Antisymmetry-Neutral,TransportIdentityPreservation,0.235,0.2285,0.22,0.2225,0.2211,0.2112,0.2208,IDENTITY-FAILED
320,Antisymmetry-Neutral,TransportIdentityPreservation,0.1935,0.187,0.1899,0.1866,0.1865,0.1842,0.1856,IDENTITY-FAILED
512,Antisymmetry-Neutral,TransportIdentityPreservation,0.1327,0.1273,0.1246,0.126,0.1228,0.1204,0.1281,IDENTITY-FAILED
768,Antisymmetry-Neutral,TransportIdentityPreservation,0.0904,0.0893,0.0877,0.0886,0.0884,0.0844,0.0906,IDENTITY-FAILED
1024,Antisymmetry-Neutral,TransportIdentityPreservation,0.0719,0.0685,0.0691,0.0671,0.068,0.0674,0.0686,IDENTITY-FAILED
1536,Antisymmetry-Neutral,TransportIdentityPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Antisymmetry-Neutral,TransportIdentityPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Antisymmetry-Neutral,TransportIdentityPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.9191,0.9254,0.9147,0.8933,0.9047,0.897,0.8948,IDENTITY-STABLE
2,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.9015,0.9164,0.8966,0.8815,0.8564,0.8752,0.8973,IDENTITY-BOUNDED
4,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.9146,0.9003,0.8628,0.8615,0.846,0.8612,0.8662,IDENTITY-BOUNDED
6,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.8826,0.8544,0.8457,0.8379,0.8355,0.8612,0.8589,IDENTITY-BOUNDED
8,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.8456,0.8344,0.8174,0.837,0.8348,0.8435,0.8335,IDENTITY-BOUNDED
12,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.815,0.7983,0.788,0.7802,0.7894,0.784,0.7773,IDENTITY-PARTIAL
16,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.7961,0.7892,0.7568,0.7754,0.7406,0.7589,0.7615,IDENTITY-PARTIAL
20,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.745,0.733,0.7357,0.7401,0.7169,0.7371,0.7208,IDENTITY-PARTIAL
24,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.7439,0.7232,0.7137,0.7118,0.7009,0.7174,0.6912,IDENTITY-PARTIAL
32,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.6873,0.6605,0.6512,0.6647,0.6437,0.6667,0.6672,IDENTITY-DEGRADING
40,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.6279,0.6219,0.6203,0.6087,0.6044,0.6191,0.622,IDENTITY-DEGRADING
48,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.5876,0.5909,0.5797,0.563,0.5699,0.5679,0.5686,IDENTITY-DEGRADING
64,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.5407,0.5231,0.511,0.507,0.5135,0.5198,0.5186,IDENTITY-FAILED
80,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.4845,0.4744,0.4643,0.4588,0.4511,0.4499,0.4563,IDENTITY-FAILED
96,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.44,0.4191,0.4192,0.418,0.4154,0.4143,0.4168,IDENTITY-FAILED
128,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.3708,0.3575,0.3633,0.357,0.3468,0.3587,0.3498,IDENTITY-FAILED
160,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.3157,0.3187,0.3123,0.3026,0.304,0.3018,0.3067,IDENTITY-FAILED
192,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.2863,0.2767,0.2748,0.2745,0.2681,0.2688,0.2755,IDENTITY-FAILED
256,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.2242,0.2264,0.2221,0.2178,0.2136,0.2165,0.2208,IDENTITY-FAILED
320,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.1908,0.1907,0.1884,0.1886,0.1813,0.1819,0.1882,IDENTITY-FAILED
512,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.1329,0.1274,0.1268,0.1254,0.122,0.123,0.1252,IDENTITY-FAILED
768,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.0894,0.0895,0.0881,0.0887,0.0866,0.0874,0.0868,IDENTITY-FAILED
1024,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.0687,0.0688,0.0682,0.0685,0.0679,0.066,0.0688,IDENTITY-FAILED
1536,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Antisymmetry-Neutral,CompositeIdentityCoexistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Antisymmetry-Neutral,NullIdentityControl,0.7378,0.7501,0.7334,0.7611,0.7085,0.6995,0.7114,IDENTITY-PARTIAL
2,Antisymmetry-Neutral,NullIdentityControl,0.7328,0.7493,0.7372,0.7367,0.7214,0.7139,0.6999,IDENTITY-PARTIAL
4,Antisymmetry-Neutral,NullIdentityControl,0.7139,0.7115,0.7226,0.7299,0.7069,0.6894,0.6878,IDENTITY-PARTIAL
6,Antisymmetry-Neutral,NullIdentityControl,0.6888,0.6933,0.6757,0.7062,0.6823,0.6833,0.6836,IDENTITY-DEGRADING
8,Antisymmetry-Neutral,NullIdentityControl,0.688,0.6852,0.6935,0.687,0.6637,0.6496,0.6801,IDENTITY-DEGRADING
12,Antisymmetry-Neutral,NullIdentityControl,0.6479,0.6734,0.6463,0.6479,0.6398,0.6074,0.6284,IDENTITY-DEGRADING
16,Antisymmetry-Neutral,NullIdentityControl,0.6399,0.6264,0.635,0.6281,0.6078,0.5843,0.6077,IDENTITY-DEGRADING
20,Antisymmetry-Neutral,NullIdentityControl,0.6083,0.5995,0.5882,0.6064,0.5753,0.5607,0.5926,IDENTITY-DEGRADING
24,Antisymmetry-Neutral,NullIdentityControl,0.5724,0.5741,0.5752,0.573,0.5711,0.5434,0.5596,IDENTITY-DEGRADING
32,Antisymmetry-Neutral,NullIdentityControl,0.5542,0.5323,0.5312,0.5517,0.5274,0.5216,0.5314,IDENTITY-FAILED
40,Antisymmetry-Neutral,NullIdentityControl,0.4992,0.5134,0.4922,0.4986,0.4977,0.469,0.4857,IDENTITY-FAILED
48,Antisymmetry-Neutral,NullIdentityControl,0.4755,0.4808,0.4763,0.4685,0.4468,0.4626,0.4557,IDENTITY-FAILED
64,Antisymmetry-Neutral,NullIdentityControl,0.4139,0.4223,0.4275,0.4345,0.4163,0.3909,0.4029,IDENTITY-FAILED
80,Antisymmetry-Neutral,NullIdentityControl,0.3805,0.3778,0.3751,0.374,0.3729,0.3628,0.3664,IDENTITY-FAILED
96,Antisymmetry-Neutral,NullIdentityControl,0.3389,0.3518,0.3523,0.3396,0.3326,0.3336,0.3453,IDENTITY-FAILED
128,Antisymmetry-Neutral,NullIdentityControl,0.2973,0.3027,0.2929,0.2879,0.2797,0.2734,0.289,IDENTITY-FAILED
160,Antisymmetry-Neutral,NullIdentityControl,0.2549,0.2532,0.259,0.2628,0.2521,0.2465,0.2495,IDENTITY-FAILED
192,Antisymmetry-Neutral,NullIdentityControl,0.2243,0.229,0.2198,0.2289,0.2226,0.2132,0.2191,IDENTITY-FAILED
256,Antisymmetry-Neutral,NullIdentityControl,0.1793,0.1825,0.1771,0.1847,0.1768,0.1694,0.1803,IDENTITY-FAILED
320,Antisymmetry-Neutral,NullIdentityControl,0.1523,0.1579,0.1497,0.1543,0.1455,0.1451,0.1497,IDENTITY-FAILED
512,Antisymmetry-Neutral,NullIdentityControl,0.1035,0.104,0.1025,0.1038,0.0994,0.0996,0.0993,IDENTITY-FAILED
768,Antisymmetry-Neutral,NullIdentityControl,0.0716,0.0736,0.0706,0.074,0.0683,0.0678,0.0716,IDENTITY-FAILED
1024,Antisymmetry-Neutral,NullIdentityControl,0.0549,0.0564,0.0558,0.0566,0.0524,0.0543,0.0539,IDENTITY-FAILED
1536,Antisymmetry-Neutral,NullIdentityControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Antisymmetry-Neutral,NullIdentityControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Antisymmetry-Neutral,NullIdentityControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.9555,0.94,0.9141,0.902,0.8824,0.8882,0.884,IDENTITY-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.9541,0.9167,0.9007,0.8764,0.8747,0.8841,0.8934,IDENTITY-STABLE
4,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.9035,0.9065,0.8688,0.8812,0.8496,0.8492,0.8786,IDENTITY-BOUNDED
6,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.8924,0.8634,0.8522,0.8428,0.8473,0.8365,0.8404,IDENTITY-BOUNDED
8,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.8904,0.8578,0.8433,0.838,0.8165,0.7995,0.829,IDENTITY-BOUNDED
12,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.844,0.8256,0.815,0.7968,0.7914,0.773,0.7985,IDENTITY-BOUNDED
16,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.811,0.7936,0.7773,0.7736,0.735,0.7464,0.7647,IDENTITY-PARTIAL
20,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.759,0.7575,0.7307,0.7402,0.7226,0.708,0.7369,IDENTITY-PARTIAL
24,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.7386,0.7112,0.7163,0.6935,0.6856,0.6919,0.6939,IDENTITY-PARTIAL
32,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.6781,0.685,0.6768,0.6401,0.6313,0.6445,0.641,IDENTITY-DEGRADING
40,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.6346,0.6293,0.6121,0.6147,0.5936,0.6073,0.6123,IDENTITY-DEGRADING
48,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.6092,0.5863,0.5853,0.5691,0.5619,0.5565,0.5714,IDENTITY-DEGRADING
64,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.5493,0.5305,0.5324,0.505,0.4999,0.505,0.5038,IDENTITY-FAILED
80,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.4863,0.4766,0.4659,0.4568,0.4468,0.4641,0.4573,IDENTITY-FAILED
96,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.4376,0.4375,0.4194,0.4144,0.4121,0.4208,0.4263,IDENTITY-FAILED
128,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.3779,0.3618,0.3649,0.3543,0.3576,0.3461,0.3528,IDENTITY-FAILED
160,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.3205,0.3169,0.3205,0.3128,0.2981,0.3107,0.3145,IDENTITY-FAILED
192,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.2876,0.2766,0.2839,0.2753,0.2748,0.272,0.273,IDENTITY-FAILED
256,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.2319,0.2255,0.2225,0.2184,0.2139,0.2224,0.2198,IDENTITY-FAILED
320,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.1989,0.1925,0.1859,0.184,0.1834,0.1863,0.1858,IDENTITY-FAILED
512,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.1317,0.1299,0.1298,0.1252,0.1233,0.1223,0.1244,IDENTITY-FAILED
768,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.0946,0.0918,0.0887,0.0883,0.0854,0.0858,0.0885,IDENTITY-FAILED
1024,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.0714,0.0686,0.0687,0.0684,0.0679,0.0655,0.0686,IDENTITY-FAILED
1536,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Projection-Antisymmetry-Neutral,RecursiveIdentityTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.96,0.9373,0.9182,0.8978,0.8882,0.8701,0.92,IDENTITY-STABLE
2,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.96,0.94,0.902,0.8766,0.8967,0.8745,0.8917,IDENTITY-STABLE
4,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.9278,0.9143,0.8767,0.8834,0.8511,0.8518,0.8925,IDENTITY-BOUNDED
6,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.8923,0.8781,0.8799,0.8689,0.8552,0.8377,0.8654,IDENTITY-BOUNDED
8,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.8953,0.8749,0.8454,0.8479,0.8335,0.8091,0.8265,IDENTITY-BOUNDED
12,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.8345,0.8368,0.8224,0.7859,0.8038,0.7755,0.812,IDENTITY-BOUNDED
16,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.8224,0.8042,0.7738,0.7735,0.7656,0.742,0.7531,IDENTITY-PARTIAL
20,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.7652,0.777,0.7679,0.7337,0.7206,0.7106,0.7435,IDENTITY-PARTIAL
24,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.7413,0.7428,0.738,0.6965,0.6906,0.685,0.7184,IDENTITY-PARTIAL
32,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.7028,0.6871,0.665,0.669,0.6535,0.6346,0.6746,IDENTITY-DEGRADING
40,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.6456,0.6464,0.6255,0.6293,0.6068,0.6102,0.6156,IDENTITY-DEGRADING
48,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.6043,0.5901,0.5992,0.5872,0.5787,0.5667,0.5865,IDENTITY-DEGRADING
64,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.5402,0.5398,0.531,0.508,0.5183,0.4998,0.5112,IDENTITY-FAILED
80,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.4891,0.4831,0.4791,0.4648,0.4592,0.4633,0.4572,IDENTITY-FAILED
96,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.4465,0.4439,0.4286,0.43,0.4191,0.4219,0.414,IDENTITY-FAILED
128,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.3708,0.368,0.3642,0.3556,0.3579,0.3463,0.366,IDENTITY-FAILED
160,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.3272,0.315,0.3212,0.3059,0.3021,0.3081,0.3128,IDENTITY-FAILED
192,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.2887,0.283,0.2811,0.2797,0.2711,0.2663,0.2704,IDENTITY-FAILED
256,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.233,0.2332,0.2288,0.2198,0.2162,0.2214,0.2213,IDENTITY-FAILED
320,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.199,0.1935,0.192,0.1914,0.1892,0.1866,0.1872,IDENTITY-FAILED
512,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.1362,0.1338,0.1289,0.1286,0.1271,0.1217,0.1286,IDENTITY-FAILED
768,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.0945,0.0906,0.0906,0.0903,0.0859,0.0854,0.0878,IDENTITY-FAILED
1024,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.0712,0.0701,0.0697,0.067,0.0685,0.0669,0.0679,IDENTITY-FAILED
1536,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Projection-Antisymmetry-Neutral,ModeDifferentiationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.93,0.9201,0.9038,0.8997,0.8806,0.8884,0.8983,IDENTITY-STABLE
2,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.9169,0.9254,0.9151,0.92,0.8743,0.848,0.8853,IDENTITY-STABLE
4,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.9053,0.9076,0.8814,0.875,0.8619,0.847,0.8733,IDENTITY-BOUNDED
6,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.8751,0.8555,0.8809,0.849,0.8481,0.8359,0.8358,IDENTITY-BOUNDED
8,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.8724,0.8585,0.8586,0.8581,0.8248,0.8112,0.8253,IDENTITY-BOUNDED
12,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.8405,0.8187,0.7994,0.8042,0.7859,0.7902,0.7875,IDENTITY-PARTIAL
16,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.7912,0.7951,0.7859,0.7757,0.7402,0.746,0.7446,IDENTITY-PARTIAL
20,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.7586,0.7553,0.7502,0.7492,0.7138,0.7139,0.7219,IDENTITY-PARTIAL
24,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.7527,0.7222,0.731,0.719,0.6914,0.7005,0.6963,IDENTITY-PARTIAL
32,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.6857,0.6785,0.6772,0.667,0.6368,0.6451,0.6427,IDENTITY-DEGRADING
40,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.6387,0.6341,0.6259,0.63,0.6045,0.6046,0.6001,IDENTITY-DEGRADING
48,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.6026,0.5864,0.5787,0.5811,0.5611,0.5508,0.5683,IDENTITY-DEGRADING
64,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.5374,0.5276,0.5158,0.5215,0.4972,0.4883,0.515,IDENTITY-FAILED
80,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.4921,0.479,0.4736,0.4615,0.4472,0.4443,0.4592,IDENTITY-FAILED
96,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.4482,0.4389,0.428,0.4265,0.4213,0.4031,0.4244,IDENTITY-FAILED
128,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.3684,0.3675,0.3557,0.3589,0.3536,0.3492,0.3484,IDENTITY-FAILED
160,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.3275,0.3129,0.3196,0.3129,0.3057,0.2959,0.3076,IDENTITY-FAILED
192,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.2839,0.2816,0.274,0.2834,0.2709,0.2716,0.2669,IDENTITY-FAILED
256,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.2363,0.2259,0.2278,0.2279,0.2194,0.2164,0.2224,IDENTITY-FAILED
320,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.1917,0.1897,0.1855,0.1888,0.1864,0.1789,0.188,IDENTITY-FAILED
512,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.1344,0.1293,0.1263,0.1257,0.1268,0.1238,0.1252,IDENTITY-FAILED
768,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.0937,0.0916,0.0909,0.089,0.0887,0.0852,0.0893,IDENTITY-FAILED
1024,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.0725,0.069,0.0677,0.0686,0.0654,0.0651,0.0685,IDENTITY-FAILED
1536,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
2048,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
3072,Projection-Antisymmetry-Neutral,LineagePersistenceMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,IDENTITY-FAILED
1,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.9501,0.8999,0.9195,0.9067,0.91,0.89,0.9038,IDENTITY-BOUNDED
2,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.9243,0.9161,0.8895,0.8681,0.903,0.8552,0.895,IDENTITY-BOUNDED
4,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.891,0.8775,0.8749,0.8515,0.8761,0.8631,0.8507,IDENTITY-BOUNDED
6,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.8899,0.8553,0.8527,0.8355,0.8574,0.8443,0.8376,IDENTITY-BOUNDED
8,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.8509,0.8446,0.8353,0.8328,0.8313,0.7944,0.8192,IDENTITY-BOUNDED
12,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.8449,0.7914,0.7873,0.7906,0.796,0.7856,0.7812,IDENTITY-PARTIAL
16,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.8135,0.7591,0.7631,0.7671,0.7566,0.7289,0.7728,IDENTITY-PARTIAL
20,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.7724,0.7366,0.7457,0.7445,0.7451,0.7271,0.7316,IDENTITY-PARTIAL
24,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.7227,0.7065,0.6966,0.7172,0.7217,0.6837,0.6896,IDENTITY-DEGRADING
32,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.6905,0.653,0.6713,0.6504,0.6681,0.6249,0.6443,IDENTITY-DEGRADING
40,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.6323,0.6138,0.6256,0.6154,0.6064,0.5882,0.6019,IDENTITY-DEGRADING
48,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.5943,0.5909,0.5771,0.5699,0.5709,0.5574,0.5778,IDENTITY-DEGRADING
64,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.5337,0.5213,0.5197,0.5004,0.5103,0.5026,0.519,IDENTITY-FAILED
80,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.4725,0.4622,0.4618,0.4585,0.4592,0.4509,0.4512,IDENTITY-FAILED
96,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.4422,0.4322,0.4145,0.4171,0.4248,0.4078,0.4182,IDENTITY-FAILED
128,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.3657,0.3692,0.365,0.3577,0.3644,0.353,0.3564,IDENTITY-FAILED
160,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.3229,0.3175,0.306,0.3102,0.3118,0.3034,0.3123,IDENTITY-FAILED
192,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.2907,0.2761,0.2694,0.2698,0.2734,0.262,0.2755,IDENTITY-FAILED
256,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.2334,0.2294,0.2222,0.2251,0.2187,0.2154,0.219,IDENTITY-FAILED
320,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.1937,0.1904,0.1836,0.1815,0.1866,0.18,0.1817,IDENTITY-FAILED
512,Projection-Antisymmetry-Neutral,IdentityBoundaryStability,0.1343,0.1276,0.1258,0.1249,0.1285,0.1212,0.1246,IDENTITY-FAILED
