domain,sys_idx,process_regime,transition_continuity,transition_curvature,transition_smoothness,transition_reversibility,transition_branching,transition_fragmentation
coupled_map_lattice,174,RG,0.0,1.0748,0.9999,0.08,0.1102,0.25
coupled_map_lattice,175,RG,0.531,5.8457,0.9999,0.22,0.0353,0.5
coupled_map_lattice,176,CH,0.35,0.9279,0.9999,0.8769,0.3821,0.5
coupled_map_lattice,177,RG,0.0,13.1874,1.0,0.075,0.0149,0.25
coupled_map_lattice,178,CL,0.2162,0.5725,1.0,0.0854,0.6921,0.5
coupled_map_lattice,179,CG,0.1634,0.4565,0.9998,0.3288,0.5638,0.5
coupled_map_lattice,180,CG,0.2162,0.3449,0.9996,0.425,0.2612,0.5
coupled_map_lattice,181,CG,0.4625,0.9216,0.9998,0.445,0.4713,0.75
coupled_map_lattice,182,CL,0.1187,0.5809,1.0,0.0116,0.5638,0.5
coupled_map_lattice,183,CL,0.6466,0.6376,1.0,0.0,0.5438,0.5
coupled_map_lattice,184,CH,0.0172,0.6175,0.9994,0.2718,0.5256,1.0
coupled_map_lattice,185,CG,0.2576,0.5333,0.9989,0.5333,0.3074,0.75
coupled_map_lattice,186,CG,0.0129,0.9611,0.9998,0.7291,0.6931,0.5
coupled_map_lattice,187,RG,0.6466,0.6246,0.9999,0.115,0.0218,0.5
coupled_map_lattice,188,RG,0.0,0.5757,0.9999,0.04,0.2967,0.25
coupled_map_lattice,189,RG,0.0,0.3899,1.0,0.1,0.2862,0.25
coupled_map_lattice,190,RG,0.0,12.9888,1.0,0.095,0.0701,0.25
coupled_map_lattice,191,CG,0.1719,2.0967,0.9997,0.2259,0.4545,0.75
coupled_map_lattice,192,CH,0.1779,0.4746,0.9991,0.3735,0.6817,1.0
coupled_map_lattice,193,CG,0.238,0.4305,0.9995,0.2447,0.4053,1.0
coupled_map_lattice,194,RG,0.0,12.7375,1.0,0.075,0.0506,0.25
coupled_map_lattice,195,RG,0.2836,0.543,0.9996,0.1601,0.2878,1.0
coupled_map_lattice,196,RG,0.4335,0.4533,0.9998,0.1,0.2462,0.5
coupled_map_lattice,197,CL,0.2461,0.5284,0.9998,0.0342,0.4947,1.0
coupled_map_lattice,198,RG,0.0,0.2961,0.9999,0.07,0.3798,0.25
coupled_map_lattice,199,RG,0.2618,0.5455,0.9998,0.1204,0.5707,0.75
coupled_map_lattice,200,CG,0.0129,4.09,0.9998,0.25,0.0955,0.5
coupled_map_lattice,201,RG,0.0,1.5234,1.0,0.095,0.4899,0.25
coupled_map_lattice,202,RG,0.0,0.6398,1.0,0.035,0.2453,0.25
coupled_map_lattice,203,CL,0.1187,0.8802,0.9999,0.0183,0.5552,0.5
coupled_map_lattice,204,CL,0.35,1.4577,0.9999,0.0045,0.5764,0.5
coupled_map_lattice,205,RG,0.0,7.3353,0.9999,0.145,0.0184,0.25
coupled_map_lattice,206,CG,0.2618,0.6296,0.9994,0.6375,0.4147,0.75
coupled_map_lattice,207,RG,0.0,0.6295,0.9999,0.085,0.3937,0.25
coupled_map_lattice,208,RG,0.0,18.1572,1.0,0.105,0.3574,0.25
coupled_map_lattice,209,CH,0.3807,0.7529,0.9998,0.5231,0.5001,0.75
coupled_map_lattice,210,CH,0.0519,0.4162,0.9999,0.8061,0.3477,0.5
coupled_map_lattice,211,RG,0.0,1.2442,0.9999,0.125,0.331,0.25
coupled_map_lattice,212,CG,0.1634,0.5613,0.9995,0.335,0.1099,0.5
coupled_map_lattice,213,CG,0.1187,0.9269,0.9998,0.5851,0.5163,0.5
coupled_map_lattice,214,CH,0.0817,0.3881,0.9998,0.8091,0.4479,0.5
coupled_map_lattice,215,RG,0.0,0.6017,1.0,0.0586,0.2288,0.25
coupled_map_lattice,216,RG,0.0,11.9722,1.0,0.085,0.1362,0.25
coupled_map_lattice,217,RG,0.0,1.6892,0.9999,0.135,0.4252,0.25
coupled_map_lattice,218,RG,0.0,0.2401,1.0,0.04,0.3591,0.25
coupled_map_lattice,219,CG,0.1187,0.7186,0.9998,0.2,0.2156,0.5
coupled_map_lattice,220,CH,0.2781,0.8839,0.9998,0.9231,0.2575,0.5
coupled_map_lattice,221,CH,0.0817,0.6663,0.9999,0.7627,0.3791,0.5
coupled_map_lattice,222,CH,0.4625,0.7115,0.9998,0.4547,0.523,0.75
coupled_map_lattice,223,CH,0.2781,1.0044,0.9998,0.8972,0.2825,0.5
coupled_map_lattice,224,CG,0.0481,3.316,0.9996,0.341,0.5055,1.0
coupled_map_lattice,225,RG,0.0,13.5716,1.0,0.115,0.1885,0.25
coupled_map_lattice,226,CG,0.0817,0.9359,0.9996,0.4945,0.2938,0.5
coupled_map_lattice,227,CL,0.7892,0.6971,1.0,0.026,0.5195,0.5
coupled_map_lattice,228,CH,0.0032,0.5533,0.9998,0.642,0.718,0.5
coupled_map_lattice,229,CG,0.35,0.9149,0.9999,0.9907,0.1029,0.5
coupled_map_lattice,230,RG,0.1634,1.389,0.9998,0.12,0.1985,0.5
coupled_map_lattice,231,CH,0.35,0.3815,0.9999,0.8067,0.362,0.5
coupled_map_lattice,232,CH,0.0969,0.4328,0.9994,0.2733,0.4527,1.0
coupled_map_lattice,233,CH,0.514,0.3827,0.9998,0.3894,0.5438,0.75
coupled_map_lattice,234,RG,0.0,1.4305,0.9999,0.165,0.1796,0.25
coupled_map_lattice,235,RG,0.0,2.0216,1.0,0.06,0.1903,0.25
coupled_map_lattice,236,RG,0.0,0.3233,1.0,0.125,0.4345,0.25
coupled_map_lattice,237,CH,0.35,0.5583,0.9999,0.6475,0.4159,0.5
coupled_map_lattice,238,RG,0.0,11.9439,1.0,0.095,0.1912,0.25
coupled_map_lattice,239,CH,0.4335,0.8249,0.9999,0.772,0.4249,0.5
coupled_map_lattice,240,CH,0.1634,1.0146,0.9999,0.7163,0.3793,0.5
coupled_map_lattice,241,CL,0.0817,0.5089,0.9999,0.0317,0.5845,0.5
coupled_map_lattice,242,RG,0.0,9.3892,0.9999,0.125,0.1119,0.25
coupled_map_lattice,243,RG,0.1187,0.5531,0.9998,0.16,0.1858,0.5
coupled_map_lattice,244,CG,0.1634,0.6934,0.9999,0.5694,0.5108,0.5
coupled_map_lattice,245,CH,0.2162,0.3603,0.9999,0.6663,0.513,0.5
coupled_map_lattice,246,RG,0.0,19.6681,1.0,0.075,0.1837,0.25
coupled_map_lattice,247,CH,0.029,0.5517,0.9999,0.9085,0.2737,0.5
coupled_map_lattice,248,CL,0.3002,0.3377,0.9999,0.073,0.6508,0.75
coupled_map_lattice,249,RG,0.2162,0.4967,0.9998,0.105,0.2805,0.5
coupled_map_lattice,250,CL,0.2781,1.0349,1.0,0.0,0.5224,0.5
coupled_map_lattice,251,RG,0.0,7.6666,0.9999,0.16,0.097,0.25
coupled_map_lattice,252,RG,0.0,7.3934,1.0,0.065,0.1747,0.25
coupled_map_lattice,253,CG,0.0606,2.7951,0.9994,0.3798,0.4998,1.0
coupled_map_lattice,254,RG,0.0,1.4449,1.0,0.065,0.3926,0.25
coupled_map_lattice,255,RG,0.6462,0.5705,0.9999,0.1848,0.4819,0.75
coupled_map_lattice,256,RG,0.0032,0.551,0.9998,0.165,0.053,0.5
coupled_map_lattice,257,RG,0.0,1.6696,0.9999,0.04,0.3092,0.25
coupled_map_lattice,258,RG,0.0,3.5715,1.0,0.07,0.471,0.25
coupled_map_lattice,259,RG,0.0,2.5329,1.0,0.05,0.4968,0.25
coupled_map_lattice,260,CL,0.4625,0.4388,0.9999,0.0,0.6389,0.75
coupled_map_lattice,261,CH,0.1187,0.7094,0.9998,0.9851,0.0839,0.5
coupled_map_lattice,262,RG,0.0,0.6326,0.9999,0.085,0.368,0.25
coupled_map_lattice,263,CG,0.0129,0.7319,0.9998,0.904,0.394,0.5
coupled_map_lattice,264,RG,0.0,17.4223,1.0,0.11,0.2189,0.25
coupled_map_lattice,265,RG,0.35,7.7128,0.9999,0.24,0.0686,0.5
coupled_map_lattice,266,RG,0.0,11.9699,1.0,0.06,0.3766,0.25
coupled_map_lattice,267,RG,0.6466,0.4995,0.9998,0.06,0.0122,0.5
coupled_map_lattice,268,RG,0.0,15.8023,1.0,0.105,0.3733,0.25
coupled_map_lattice,269,CH,0.2167,0.4132,0.9991,0.3681,0.4095,1.0
coupled_map_lattice,270,RG,0.531,0.6436,0.9998,0.04,0.0539,0.5
coupled_map_lattice,271,CH,0.1634,0.6325,0.9998,0.9597,0.1834,0.5
coupled_map_lattice,272,CH,0.0878,0.4873,0.9993,0.2006,0.5334,1.0
coupled_map_lattice,273,CH,0.531,0.8653,0.9999,0.7759,0.3966,0.5
coupled_map_lattice,274,RG,0.7892,3.1309,0.9999,0.145,0.3436,0.5
coupled_map_lattice,275,CH,0.2781,0.8392,0.9998,0.9111,0.2144,0.5
coupled_map_lattice,276,RG,0.0,0.7191,1.0,0.08,0.3325,0.25
coupled_map_lattice,277,CL,0.0,0.8574,1.0,0.0,0.5361,0.25
coupled_map_lattice,278,CG,0.1634,0.4237,0.9998,0.8823,0.0825,0.5
coupled_map_lattice,279,RG,0.0,0.3772,0.9999,0.04,0.4316,0.25
coupled_map_lattice,280,RG,0.0,15.0796,0.9999,0.13,0.3175,0.25
coupled_map_lattice,281,RG,0.2576,0.6877,0.9998,0.1036,0.4554,0.75
coupled_map_lattice,282,CH,0.1779,0.9754,0.9993,0.331,0.3798,1.0
coupled_map_lattice,283,CH,0.35,0.6464,0.9999,0.7312,0.432,0.5
coupled_map_lattice,284,RG,0.0,12.614,1.0,0.075,0.153,0.25
coupled_map_lattice,285,RG,0.0,7.8283,1.0,0.11,0.322,0.25
coupled_map_lattice,286,RG,0.1634,0.3356,0.9998,0.0646,0.5074,0.5
coupled_map_lattice,287,CG,0.0519,3.9246,0.9998,0.325,0.0824,0.5
coupled_map_lattice,288,RG,0.0,0.5865,1.0,0.06,0.0537,0.25
coupled_map_lattice,289,RG,0.0,2.2987,1.0,0.035,0.4245,0.25
coupled_map_lattice,290,CG,0.0519,0.9059,0.9999,0.879,0.3156,0.5
coupled_map_lattice,291,RG,0.0,0.3002,0.9999,0.05,0.1556,0.25
coupled_map_lattice,292,RG,0.0,9.3458,1.0,0.075,0.297,0.25
coupled_map_lattice,293,RG,0.0,0.7253,0.9999,0.105,0.4563,0.25
coupled_map_lattice,294,RG,0.0,31.8353,1.0,0.06,0.3124,0.25
coupled_map_lattice,295,RG,0.531,0.2734,0.9999,0.0486,0.3704,0.5
coupled_map_lattice,296,CG,0.514,1.1272,0.9998,0.4514,0.515,0.75
coupled_map_lattice,297,RG,0.0,14.7821,1.0,0.075,0.2964,0.25
coupled_map_lattice,298,RG,0.0,0.5404,1.0,0.03,0.3138,0.25
coupled_map_lattice,299,CG,0.029,0.327,0.9999,0.949,0.182,0.5
coupled_map_lattice,300,RG,0.531,0.6071,0.9998,0.065,0.1532,0.5
coupled_map_lattice,301,CH,0.2781,0.9482,0.9999,0.9824,0.1031,0.5
coupled_map_lattice,302,CG,0.35,1.9844,0.9993,0.68,0.181,0.5
coupled_map_lattice,303,RG,0.0,4.3388,1.0,0.095,0.3795,0.25
coupled_map_lattice,304,RG,0.0,0.444,0.9999,0.03,0.4459,0.25
coupled_map_lattice,305,CH,0.4625,0.5647,0.9998,0.377,0.5293,0.75
coupled_map_lattice,306,RG,0.0,1.3803,1.0,0.105,0.4597,0.25
coupled_map_lattice,307,CL,0.0519,0.6018,0.9999,0.05,0.5638,0.5
coupled_map_lattice,308,CG,0.0212,1.2403,0.9991,0.1603,0.1619,1.0
coupled_map_lattice,309,CL,0.514,0.3985,0.9999,0.0439,0.5236,0.75
coupled_map_lattice,310,RG,0.6466,1.3821,0.9998,0.095,0.2141,0.5
coupled_map_lattice,311,CH,0.0032,0.3731,0.9998,0.8879,0.201,0.5
coupled_map_lattice,312,RG,0.6466,8.5645,0.9999,0.19,0.2011,0.5
coupled_map_lattice,313,RG,0.0,30.3509,1.0,0.07,0.4056,0.25
coupled_map_lattice,314,RG,0.0,12.4803,1.0,0.085,0.4353,0.25
coupled_map_lattice,315,RG,0.0,12.3678,1.0,0.09,0.0619,0.25
coupled_map_lattice,316,CG,0.2618,0.6018,0.9988,0.6039,0.4677,0.75
coupled_map_lattice,317,RG,0.2025,0.5974,0.9996,0.1695,0.3507,1.0
coupled_map_lattice,318,RG,0.0,0.9544,1.0,0.07,0.4996,0.25
coupled_map_lattice,319,CG,0.0423,0.84,0.9989,0.1934,0.3662,0.75
coupled_map_lattice,320,CG,0.1634,0.9753,0.9999,0.7883,0.3982,0.5
coupled_map_lattice,321,RG,0.0,4.5233,0.9999,0.125,0.3137,0.25
coupled_map_lattice,322,CG,0.0999,0.5626,0.999,0.369,0.4944,1.0
coupled_map_lattice,323,CH,0.4184,1.3179,0.9998,0.6561,0.4879,0.75
coupled_map_lattice,324,CG,0.0129,0.5227,0.9998,0.9936,0.4761,0.5
coupled_map_lattice,325,RG,0.0,0.563,0.9999,0.07,0.3432,0.25
coupled_map_lattice,326,RG,0.0,0.2189,1.0,0.06,0.4809,0.25
coupled_map_lattice,327,RG,0.2063,0.5132,0.9998,0.2499,0.4165,0.75
coupled_map_lattice,328,RG,0.0,0.5995,0.9999,0.125,0.3687,0.25
coupled_map_lattice,329,CH,0.2162,0.3824,0.9999,0.8228,0.3334,0.5
coupled_map_lattice,330,CG,0.35,0.3635,0.9997,0.415,0.2221,0.5
coupled_map_lattice,331,RG,0.0,0.4042,1.0,0.05,0.3214,0.25
coupled_map_lattice,332,RG,0.0,0.5684,0.9999,0.04,0.1602,0.25
coupled_map_lattice,333,RG,0.0,0.8802,0.9999,0.05,0.2681,0.25
coupled_map_lattice,334,RG,0.0,0.5094,1.0,0.125,0.1808,0.25
coupled_map_lattice,335,CG,0.2781,1.0717,0.9989,0.445,0.1842,0.5
coupled_map_lattice,336,RG,0.0817,1.417,0.9999,0.165,0.2074,0.5
coupled_map_lattice,337,CH,0.2162,1.3321,0.9999,0.921,0.2749,0.5
coupled_map_lattice,338,RG,0.1634,0.3629,0.9998,0.11,0.3988,0.5
coupled_map_lattice,339,RG,0.0,23.1275,1.0,0.075,0.3049,0.25
coupled_map_lattice,340,CH,0.1104,0.4661,0.9992,0.4254,0.3593,1.0
coupled_map_lattice,341,RG,0.0,0.4684,1.0,0.095,0.2687,0.25
coupled_map_lattice,342,RG,0.4335,0.3254,0.9998,0.125,0.4725,0.5
coupled_map_lattice,343,RG,0.0,11.8666,1.0,0.08,0.2514,0.25
coupled_map_lattice,344,RG,0.0,0.4439,1.0,0.0986,0.5251,0.25
coupled_map_lattice,345,RG,0.0,0.6657,1.0,0.035,0.4717,0.25
coupled_map_lattice,346,RG,0.0,31.9387,1.0,0.07,0.3026,0.25
coupled_map_lattice,347,RG,0.6466,3.2222,0.9999,0.16,0.382,0.5
coupled_map_lattice,348,CL,0.1187,0.3138,0.9999,0.0595,0.5579,0.5
coupled_map_lattice,349,RG,0.0,0.4079,0.9999,0.1,0.1731,0.25
coupled_map_lattice,350,RG,0.0,4.3707,0.9999,0.175,0.3455,0.25
coupled_map_lattice,351,RG,0.7892,0.5066,0.9999,0.145,0.4086,0.5
coupled_map_lattice,352,RG,0.1187,0.7508,0.9998,0.12,0.3633,0.5
coupled_map_lattice,353,CL,0.0817,0.9867,0.9999,0.0209,0.5047,0.5
coupled_map_lattice,354,RG,0.0,0.6368,0.9999,0.135,0.3008,0.25
coupled_map_lattice,355,CG,0.0,0.6461,0.9998,0.235,0.2323,0.5
coupled_map_lattice,356,RG,0.0,0.4484,0.9999,0.095,0.2692,0.25
coupled_map_lattice,357,CG,0.531,0.578,0.9999,0.18,0.3613,0.5
coupled_map_lattice,358,CG,0.4335,0.4527,0.9998,0.7738,0.3628,0.5
coupled_map_lattice,359,CG,0.0129,2.4482,0.9995,0.355,0.3866,0.5
coupled_map_lattice,360,CH,0.35,0.8712,0.9999,0.9604,0.3144,0.5
coupled_map_lattice,361,RG,0.1634,0.6925,0.9996,0.185,0.1457,0.5
coupled_map_lattice,362,RG,0.4335,0.7631,0.9998,0.13,0.3516,0.5
coupled_map_lattice,363,RG,0.0,13.3257,1.0,0.095,0.247,0.25
coupled_map_lattice,364,CH,0.2162,0.6346,0.9996,0.5303,0.732,0.5
coupled_map_lattice,365,CH,0.1492,0.489,0.9992,0.3424,0.6726,1.0
coupled_map_lattice,366,CL,0.2162,0.5182,1.0,0.0,0.5008,0.5
coupled_map_lattice,367,CG,0.029,0.573,0.9998,0.22,0.1505,0.5
coupled_map_lattice,368,RG,0.4286,0.5383,0.9998,0.115,0.1285,0.75
coupled_map_lattice,369,RG,0.0,0.5637,0.9999,0.065,0.3154,0.25
coupled_map_lattice,370,RG,0.0,0.5188,1.0,0.085,0.3351,0.25
coupled_map_lattice,371,RG,0.0,2.3521,1.0,0.045,0.3547,0.25
coupled_map_lattice,372,CH,0.35,0.5635,0.9999,0.6325,0.4329,0.5
coupled_map_lattice,373,CH,0.0817,0.4214,0.9998,0.7968,0.4494,0.5
coupled_map_lattice,374,RG,0.0,0.3206,1.0,0.05,0.4967,0.25
coupled_map_lattice,375,RG,0.0,5.2055,0.9999,0.09,0.3607,0.25
coupled_map_lattice,376,CH,0.4335,0.9293,0.9999,0.8811,0.2836,0.5
coupled_map_lattice,377,RG,0.0,13.2906,1.0,0.105,0.1726,0.25
coupled_map_lattice,378,RG,0.4335,5.4467,0.9999,0.14,0.2867,0.5
coupled_map_lattice,379,RG,0.7892,0.3303,0.9999,0.16,0.1006,0.5
coupled_map_lattice,380,RG,0.3487,1.1052,0.9998,0.2094,0.316,0.75
coupled_map_lattice,381,RG,0.0,19.7863,1.0,0.065,0.4504,0.25
coupled_map_lattice,382,CL,0.3064,0.6667,0.9999,0.0068,0.6473,1.0
coupled_map_lattice,383,RG,0.0,0.4251,1.0,0.04,0.4839,0.25
coupled_map_lattice,384,RG,0.0,33.2805,1.0,0.075,0.1424,0.25
coupled_map_lattice,385,RG,0.0,0.7453,1.0,0.095,0.3203,0.25
coupled_map_lattice,386,RG,0.0,17.85,1.0,0.065,0.3913,0.25
coupled_map_lattice,387,CH,0.5743,0.6359,0.9998,0.6502,0.547,0.75
coupled_map_lattice,388,CH,0.4335,0.592,0.9999,0.797,0.3523,0.5
coupled_map_lattice,389,CH,0.029,0.4432,0.9997,0.8472,0.1637,0.5
coupled_map_lattice,390,CH,0.0817,0.3402,0.9998,0.7416,0.6091,0.5
coupled_map_lattice,391,RG,0.0,4.8767,1.0,0.115,0.3703,0.25
coupled_map_lattice,392,CL,0.35,0.661,0.9999,0.0,0.5949,0.5
coupled_map_lattice,393,RG,0.0,1.4559,0.9999,0.105,0.3437,0.25
coupled_map_lattice,394,CH,0.4335,0.5537,0.9999,0.7638,0.4194,0.5
coupled_map_lattice,395,CG,0.0519,0.369,0.9998,0.32,0.1817,0.5
coupled_map_lattice,396,RG,0.7892,0.5522,0.9999,0.115,0.298,0.5
coupled_map_lattice,397,RG,0.0,0.5708,1.0,0.07,0.1268,0.25
coupled_map_lattice,398,RG,0.0,16.6193,1.0,0.085,0.3802,0.25
coupled_map_lattice,399,CH,0.2162,0.4442,0.9999,0.497,0.5206,0.5
coupled_map_lattice,400,RG,0.0,0.4429,1.0,0.075,0.2036,0.25
coupled_map_lattice,401,CG,0.0,0.5287,0.9999,0.165,0.497,0.25
coupled_map_lattice,402,RG,0.6466,0.4329,0.9998,0.045,0.1989,0.5
coupled_map_lattice,403,RG,0.0,6.3334,1.0,0.04,0.2339,0.25
coupled_map_lattice,404,RG,0.0,0.7325,0.9999,0.075,0.3366,0.25
coupled_map_lattice,405,CL,0.029,0.7204,0.9999,0.04,0.4964,0.5
coupled_map_lattice,406,CG,0.0519,4.4771,0.9999,0.21,0.1538,0.5
coupled_map_lattice,407,CH,0.1634,1.1904,0.9998,0.9544,0.1495,0.5
coupled_map_lattice,408,CH,0.4625,0.3307,0.9998,0.3386,0.5349,0.75
coupled_map_lattice,409,RG,0.0,0.7259,0.9999,0.06,0.2668,0.25
coupled_map_lattice,410,RG,0.531,0.5382,0.9999,0.0978,0.6513,0.5
coupled_map_lattice,411,CG,0.0129,0.8131,0.9999,0.9962,0.3486,0.5
coupled_map_lattice,412,CG,0.2781,1.0122,0.9997,0.9805,0.0921,0.5
coupled_map_lattice,413,RG,0.1187,0.9744,0.9998,0.135,0.048,0.5
coupled_map_lattice,414,RG,0.0,15.6664,0.9999,0.135,0.1998,0.25
coupled_map_lattice,415,RG,0.0129,0.444,0.9998,0.185,0.129,0.5
coupled_map_lattice,416,CH,0.0817,0.5829,0.9998,0.7738,0.4461,0.5
coupled_map_lattice,417,CH,0.3807,0.4847,0.9998,0.5369,0.5299,0.75
coupled_map_lattice,418,RG,0.0,9.7619,1.0,0.09,0.3153,0.25
coupled_map_lattice,419,RG,0.0,0.7741,1.0,0.045,0.3223,0.25
coupled_map_lattice,420,CL,0.1634,0.885,0.9998,0.0,0.6532,0.5
coupled_map_lattice,421,CL,0.1187,0.2819,1.0,0.0147,0.4928,0.5
coupled_map_lattice,422,CL,0.0817,0.5388,0.9999,0.0549,0.4322,0.5
coupled_map_lattice,423,CG,0.029,0.7458,0.9999,0.245,0.216,0.5
coupled_map_lattice,424,CH,0.0129,0.6155,0.9998,0.8458,0.523,0.5
coupled_map_lattice,425,RG,0.0,0.6326,0.9999,0.04,0.2311,0.25
coupled_map_lattice,426,CG,0.0129,0.96,0.9999,0.764,0.3069,0.5
coupled_map_lattice,427,RG,0.7892,1.6401,0.9998,0.065,0.1711,0.5
coupled_map_lattice,428,CH,0.35,0.4948,0.9999,0.6176,0.4469,0.5
coupled_map_lattice,429,CG,0.6466,0.5294,0.9999,0.1949,0.3718,0.5
coupled_map_lattice,430,CH,0.2618,0.3614,0.9991,0.5336,0.6699,0.75
coupled_map_lattice,431,CL,0.1187,0.6434,0.9999,0.0,0.5989,0.5
coupled_map_lattice,432,RG,0.0519,0.5619,0.9999,0.075,0.478,0.5
coupled_map_lattice,433,CG,0.2618,0.9012,0.9995,0.6595,0.4302,0.75
coupled_map_lattice,434,RG,0.0,0.3928,0.9999,0.085,0.0277,0.25
coupled_map_lattice,435,RG,0.0,2.6375,1.0,0.06,0.4802,0.25
coupled_map_lattice,436,RG,0.6466,0.3079,0.9999,0.09,0.2994,0.5
coupled_map_lattice,437,CH,0.0817,0.4155,0.9999,0.9418,0.2177,0.5
coupled_map_lattice,438,RG,0.0817,2.937,0.9998,0.18,0.0537,0.5
coupled_map_lattice,439,CH,0.4335,1.777,0.9999,0.6324,0.5006,0.5
coupled_map_lattice,440,RG,0.6466,0.4466,0.9998,0.075,0.0631,0.5
coupled_map_lattice,441,RG,0.2162,0.3332,0.9998,0.095,0.2838,0.5
coupled_map_lattice,442,RG,0.0,6.3816,0.9999,0.105,0.3064,0.25
coupled_map_lattice,443,RG,0.35,0.4417,0.9998,0.075,0.2375,0.5
coupled_map_lattice,444,CL,0.6466,0.4563,1.0,0.0011,0.501,0.5
coupled_map_lattice,445,RG,0.6466,0.6475,0.9999,0.11,0.2388,0.5
coupled_map_lattice,446,RG,0.0,2.1627,1.0,0.07,0.1422,0.25
coupled_map_lattice,447,CH,0.0032,0.415,0.9998,0.9542,0.2614,0.5
coupled_map_lattice,448,RG,0.0,4.7956,1.0,0.065,0.4817,0.25
coupled_map_lattice,449,RG,0.0,1.5007,0.9999,0.045,0.4962,0.25
coupled_map_lattice,450,CL,0.2173,0.2895,0.9998,0.1744,0.2239,1.0
coupled_map_lattice,451,CL,0.1634,0.5377,0.9999,0.0001,0.5533,0.5
coupled_map_lattice,452,CH,0.0969,0.4746,0.9994,0.1518,0.5547,1.0
coupled_map_lattice,453,RG,0.4335,1.8338,0.9999,0.135,0.0928,0.5
coupled_map_lattice,454,RG,0.531,0.6052,0.9999,0.195,0.2783,0.5
coupled_map_lattice,455,RG,0.531,2.0557,0.9999,0.115,0.1493,0.5
coupled_map_lattice,456,RG,0.1904,1.7131,0.9998,0.1606,0.6033,0.75
coupled_map_lattice,457,RG,0.0,3.0815,1.0,0.08,0.1951,0.25
coupled_map_lattice,458,RG,0.0,0.3408,0.9999,0.07,0.4114,0.25
coupled_map_lattice,459,CL,0.0129,0.4075,0.9999,0.0375,0.4082,0.5
coupled_map_lattice,460,CH,0.1634,0.3527,0.9999,0.4803,0.5307,0.5
coupled_map_lattice,461,CH,0.35,0.6961,0.9999,0.8012,0.4186,0.5
coupled_map_lattice,462,CH,0.2162,0.5797,0.9998,0.9291,0.2446,0.5
coupled_map_lattice,463,CG,0.0817,0.5944,0.9998,0.175,0.1914,0.5
coupled_map_lattice,464,RG,0.029,5.1205,0.9998,0.27,0.0226,0.5
coupled_map_lattice,465,RG,0.0,1.6823,1.0,0.085,0.1684,0.25
coupled_map_lattice,466,RG,0.6466,1.821,0.9999,0.155,0.2217,0.5
coupled_map_lattice,467,RG,0.2781,0.2522,0.9999,0.19,0.2221,0.5
coupled_map_lattice,468,CH,0.029,0.4921,0.9998,0.9922,0.2178,0.5
coupled_map_lattice,469,CG,0.35,0.8824,0.9999,0.5309,0.3951,0.5
coupled_map_lattice,470,RG,0.0,0.459,0.9999,0.065,0.1174,0.25
coupled_map_lattice,471,RG,0.0,3.206,1.0,0.11,0.0391,0.25
coupled_map_lattice,472,RG,0.0,0.2798,1.0,0.065,0.4648,0.25
coupled_map_lattice,473,CG,0.2576,0.4818,0.9989,0.5547,0.2367,0.75
coupled_map_lattice,474,RG,0.0,45.3343,1.0,0.07,0.3404,0.25
coupled_map_lattice,475,RG,0.0,0.3944,1.0,0.075,0.4335,0.25
coupled_map_lattice,476,RG,0.7892,0.448,0.9999,0.145,0.2692,0.5
coupled_map_lattice,477,CG,0.0519,0.7992,0.9999,0.215,0.1733,0.5
coupled_map_lattice,478,RG,0.531,8.1641,0.9999,0.215,0.0601,0.5
coupled_map_lattice,479,RG,0.531,0.5245,0.9998,0.055,0.2331,0.5
coupled_map_lattice,480,CL,0.4625,0.3258,0.9999,0.097,0.3738,0.75
coupled_map_lattice,481,RG,0.1634,0.4202,0.9999,0.0449,0.4915,0.5
coupled_map_lattice,482,RG,0.0,18.3877,1.0,0.09,0.4349,0.25
coupled_map_lattice,483,CH,0.0129,1.0813,0.9998,0.5108,0.7309,0.5
coupled_map_lattice,484,RG,0.0,1.1345,1.0,0.12,0.3067,0.25
coupled_map_lattice,485,RG,0.0,0.5311,1.0,0.065,0.2274,0.25
coupled_map_lattice,486,CH,0.029,0.8387,0.9998,0.7396,0.5465,0.5
coupled_map_lattice,487,RG,0.6466,0.695,1.0,0.0632,0.4844,0.5
coupled_map_lattice,488,RG,0.0,44.6634,1.0,0.06,0.4473,0.25
coupled_map_lattice,489,RG,0.0,3.1414,1.0,0.085,0.3488,0.25
coupled_map_lattice,490,RG,0.1187,0.7459,0.9998,0.155,0.1355,0.5
coupled_map_lattice,491,RG,0.0,0.7407,1.0,0.1049,0.4419,0.25
coupled_map_lattice,492,CH,0.35,0.4067,0.9999,0.7715,0.3696,0.5
coupled_map_lattice,493,RG,0.0,0.5604,0.9999,0.06,0.3042,0.25
coupled_map_lattice,494,RG,0.1634,0.5781,0.9998,0.095,0.0792,0.5
coupled_map_lattice,495,RG,0.0,0.3387,1.0,0.125,0.4494,0.25
coupled_map_lattice,496,CH,0.35,0.9624,0.9999,0.7795,0.3848,0.5
coupled_map_lattice,497,CG,0.0129,0.7917,0.9998,0.7961,0.4588,0.5
coupled_map_lattice,498,RG,0.1634,0.9743,0.9998,0.2799,0.0294,0.5
coupled_map_lattice,499,CG,0.2162,0.3325,0.9995,0.41,0.1619,0.5
graph_diffusion,0,CL,0.0519,0.0081,1.0,0.003,0.0356,0.5
graph_diffusion,1,CL,0.0,0.0003,1.0,0.0004,0.0049,0.25
