depth,sector,condition,rg_similarity,propagation_coherence,locality_constraint_stability,conservation_transport_alignment,proto_field_persistence,recursive_interaction_boundedness,constrained_relation_gain,classification
128,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-N,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-N,ConstrainedTransportPropagation,0.96,0.9533,0.94,0.93,0.92,0.8969,0.93,PROTO-PHYSICAL-STABLE
32768,P-N,ConstrainedTransportPropagation,0.96,0.9549,0.94,0.9088,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
65536,P-N,ConstrainedTransportPropagation,0.924,0.8937,0.8962,0.8644,0.8459,0.8284,0.8886,PROTO-PHYSICAL-BOUNDED
131072,P-N,ConstrainedTransportPropagation,0.8137,0.7969,0.7761,0.7932,0.7745,0.7657,0.7915,PROTO-PHYSICAL-PARTIAL
1,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-N,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-N,RecursiveLocalityEmergence,0.96,0.9479,0.94,0.93,0.92,0.91,0.9154,PROTO-PHYSICAL-STABLE
32768,P-N,RecursiveLocalityEmergence,0.96,0.9329,0.94,0.9251,0.92,0.8974,0.9066,PROTO-PHYSICAL-STABLE
65536,P-N,RecursiveLocalityEmergence,0.9367,0.8889,0.881,0.8735,0.852,0.832,0.8477,PROTO-PHYSICAL-BOUNDED
131072,P-N,RecursiveLocalityEmergence,0.8441,0.7826,0.8068,0.7959,0.7732,0.7655,0.7664,PROTO-PHYSICAL-PARTIAL
1,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-N,ConservationBoundInteraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-N,ConservationBoundInteraction,0.96,0.9331,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-N,ConservationBoundInteraction,0.96,0.9185,0.94,0.93,0.8993,0.91,0.923,PROTO-PHYSICAL-STABLE
65536,P-N,ConservationBoundInteraction,0.9288,0.8921,0.8784,0.891,0.8771,0.8557,0.8708,PROTO-PHYSICAL-BOUNDED
131072,P-N,ConservationBoundInteraction,0.8171,0.7997,0.7851,0.8078,0.7668,0.7723,0.775,PROTO-PHYSICAL-PARTIAL
1,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-N,ProtoFieldCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-N,ProtoFieldCoherenceMapping,0.96,0.959,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-N,ProtoFieldCoherenceMapping,0.96,0.9371,0.9119,0.9283,0.92,0.9039,0.914,PROTO-PHYSICAL-STABLE
65536,P-N,ProtoFieldCoherenceMapping,0.9125,0.8809,0.8759,0.8782,0.8718,0.834,0.8889,PROTO-PHYSICAL-BOUNDED
131072,P-N,ProtoFieldCoherenceMapping,0.8331,0.8062,0.7943,0.7864,0.8034,0.7563,0.7902,PROTO-PHYSICAL-BOUNDED
1,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-N,RecursivePropagationPersistence,0.96,0.96,0.94,0.9283,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-N,RecursivePropagationPersistence,0.96,0.96,0.9399,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-N,RecursivePropagationPersistence,0.96,0.9529,0.9372,0.93,0.92,0.9049,0.918,PROTO-PHYSICAL-STABLE
65536,P-N,RecursivePropagationPersistence,0.9035,0.9069,0.8717,0.8745,0.8853,0.8394,0.8765,PROTO-PHYSICAL-STABLE
131072,P-N,RecursivePropagationPersistence,0.8066,0.8202,0.7808,0.7787,0.7947,0.764,0.772,PROTO-PHYSICAL-BOUNDED
1,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-N,InteractionLimitedStabilization,0.96,0.9554,0.94,0.9275,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-N,InteractionLimitedStabilization,0.96,0.96,0.94,0.9256,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-N,InteractionLimitedStabilization,0.96,0.9491,0.9398,0.914,0.92,0.91,0.9236,PROTO-PHYSICAL-STABLE
65536,P-N,InteractionLimitedStabilization,0.9174,0.867,0.8669,0.8617,0.864,0.8591,0.8819,PROTO-PHYSICAL-BOUNDED
131072,P-N,InteractionLimitedStabilization,0.8043,0.7794,0.7881,0.762,0.7699,0.7749,0.782,PROTO-PHYSICAL-PARTIAL
1,P-N,NullPhysicalizationControl,0.747,0.7178,0.6852,0.6762,0.6848,0.6518,0.6965,PROTO-PHYSICAL-PARTIAL
2,P-N,NullPhysicalizationControl,0.7546,0.6991,0.6929,0.6674,0.6918,0.6768,0.6824,PROTO-PHYSICAL-DEGRADING
4,P-N,NullPhysicalizationControl,0.7291,0.708,0.7128,0.6912,0.6858,0.6782,0.692,PROTO-PHYSICAL-PARTIAL
6,P-N,NullPhysicalizationControl,0.7327,0.7176,0.7126,0.6987,0.6563,0.6694,0.6703,PROTO-PHYSICAL-PARTIAL
8,P-N,NullPhysicalizationControl,0.756,0.7008,0.6995,0.6873,0.6884,0.6513,0.7049,PROTO-PHYSICAL-PARTIAL
12,P-N,NullPhysicalizationControl,0.747,0.7126,0.6982,0.676,0.6662,0.6711,0.6969,PROTO-PHYSICAL-PARTIAL
16,P-N,NullPhysicalizationControl,0.7414,0.6912,0.6923,0.6661,0.6634,0.673,0.6816,PROTO-PHYSICAL-DEGRADING
20,P-N,NullPhysicalizationControl,0.764,0.7214,0.6953,0.6722,0.661,0.6592,0.6747,PROTO-PHYSICAL-PARTIAL
24,P-N,NullPhysicalizationControl,0.7581,0.722,0.7109,0.6681,0.6715,0.67,0.6679,PROTO-PHYSICAL-PARTIAL
32,P-N,NullPhysicalizationControl,0.7617,0.6909,0.7006,0.6861,0.692,0.6589,0.6743,PROTO-PHYSICAL-DEGRADING
40,P-N,NullPhysicalizationControl,0.7564,0.7194,0.6981,0.6764,0.6758,0.6484,0.6812,PROTO-PHYSICAL-PARTIAL
48,P-N,NullPhysicalizationControl,0.7299,0.7251,0.7113,0.6782,0.6635,0.6705,0.6946,PROTO-PHYSICAL-PARTIAL
