depth,sector,condition,rg_similarity,memory_persistence,historical_encoding_strength,lineage_memory_transfer,adaptive_history_modulation,reconstruction_accuracy,transport_memory_alignment,classification
1024,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.0857,0.0836,0.0834,0.0813,0.0792,0.0804,0.0819,MEMORY-FAILED
1536,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.0582,0.0573,0.0578,0.0555,0.0554,0.0539,0.0544,MEMORY-FAILED
2048,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Antisymmetry-Neutral,LineageInheritanceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Antisymmetry-Neutral,TransportMemoryPreservation,0.96,0.9359,0.9139,0.92,0.8971,0.9,0.92,MEMORY-STABLE
2,Antisymmetry-Neutral,TransportMemoryPreservation,0.9309,0.9104,0.9211,0.9153,0.9019,0.8691,0.9129,MEMORY-STABLE
4,Antisymmetry-Neutral,TransportMemoryPreservation,0.9037,0.9142,0.8875,0.8633,0.8537,0.8639,0.8956,MEMORY-BOUNDED
6,Antisymmetry-Neutral,TransportMemoryPreservation,0.8804,0.875,0.865,0.87,0.8529,0.8572,0.8778,MEMORY-BOUNDED
8,Antisymmetry-Neutral,TransportMemoryPreservation,0.8884,0.8774,0.8654,0.8371,0.8368,0.8173,0.8469,MEMORY-BOUNDED
12,Antisymmetry-Neutral,TransportMemoryPreservation,0.8439,0.8471,0.8097,0.8227,0.8074,0.8087,0.8373,MEMORY-BOUNDED
16,Antisymmetry-Neutral,TransportMemoryPreservation,0.8094,0.8124,0.7966,0.8033,0.7675,0.7691,0.8192,MEMORY-PARTIAL
20,Antisymmetry-Neutral,TransportMemoryPreservation,0.7954,0.7779,0.7599,0.7535,0.7563,0.7424,0.7944,MEMORY-PARTIAL
24,Antisymmetry-Neutral,TransportMemoryPreservation,0.7637,0.7382,0.74,0.7377,0.7136,0.7129,0.7639,MEMORY-PARTIAL
32,Antisymmetry-Neutral,TransportMemoryPreservation,0.721,0.6949,0.7001,0.6821,0.6795,0.6697,0.6941,MEMORY-DEGRADING
40,Antisymmetry-Neutral,TransportMemoryPreservation,0.6884,0.6642,0.6588,0.6552,0.6559,0.6234,0.6701,MEMORY-DEGRADING
48,Antisymmetry-Neutral,TransportMemoryPreservation,0.645,0.6347,0.6151,0.6135,0.6142,0.6056,0.6257,MEMORY-DEGRADING
64,Antisymmetry-Neutral,TransportMemoryPreservation,0.59,0.5787,0.5628,0.5544,0.5464,0.5378,0.5556,MEMORY-DEGRADING
80,Antisymmetry-Neutral,TransportMemoryPreservation,0.5222,0.5156,0.5063,0.5068,0.5035,0.4985,0.5113,MEMORY-FAILED
96,Antisymmetry-Neutral,TransportMemoryPreservation,0.4767,0.4728,0.4594,0.4616,0.452,0.4581,0.4787,MEMORY-FAILED
128,Antisymmetry-Neutral,TransportMemoryPreservation,0.4146,0.4055,0.411,0.3978,0.3902,0.3875,0.416,MEMORY-FAILED
160,Antisymmetry-Neutral,TransportMemoryPreservation,0.3622,0.3618,0.3509,0.3425,0.3522,0.341,0.3604,MEMORY-FAILED
192,Antisymmetry-Neutral,TransportMemoryPreservation,0.3207,0.3227,0.3159,0.306,0.3105,0.3086,0.3139,MEMORY-FAILED
256,Antisymmetry-Neutral,TransportMemoryPreservation,0.2667,0.263,0.2564,0.2501,0.249,0.2497,0.2652,MEMORY-FAILED
320,Antisymmetry-Neutral,TransportMemoryPreservation,0.2259,0.2189,0.2212,0.2184,0.2153,0.2151,0.2213,MEMORY-FAILED
512,Antisymmetry-Neutral,TransportMemoryPreservation,0.153,0.1538,0.1481,0.1502,0.1449,0.1478,0.1514,MEMORY-FAILED
768,Antisymmetry-Neutral,TransportMemoryPreservation,0.1095,0.1088,0.1074,0.104,0.1019,0.1004,0.1066,MEMORY-FAILED
1024,Antisymmetry-Neutral,TransportMemoryPreservation,0.0837,0.082,0.0824,0.0819,0.0781,0.0782,0.0808,MEMORY-FAILED
1536,Antisymmetry-Neutral,TransportMemoryPreservation,0.0576,0.0557,0.0552,0.0563,0.0547,0.0552,0.0563,MEMORY-FAILED
2048,Antisymmetry-Neutral,TransportMemoryPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Antisymmetry-Neutral,TransportMemoryPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Antisymmetry-Neutral,TransportMemoryPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.9453,0.9117,0.93,0.8894,0.8994,0.8926,0.8922,MEMORY-STABLE
2,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.9172,0.9319,0.9167,0.8838,0.91,0.8653,0.9006,MEMORY-STABLE
4,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.9236,0.8985,0.8743,0.8888,0.9052,0.8717,0.8895,MEMORY-BOUNDED
6,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.8905,0.8973,0.8898,0.8442,0.859,0.8571,0.8438,MEMORY-BOUNDED
8,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.8725,0.8814,0.867,0.8472,0.8641,0.824,0.8429,MEMORY-BOUNDED
12,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.837,0.8448,0.8356,0.8064,0.8362,0.8051,0.8,MEMORY-BOUNDED
16,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.8226,0.8048,0.7888,0.8013,0.8053,0.7662,0.7731,MEMORY-PARTIAL
20,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.7734,0.7863,0.7637,0.7484,0.7575,0.7541,0.7571,MEMORY-PARTIAL
24,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.7658,0.761,0.7357,0.7249,0.7551,0.7129,0.7301,MEMORY-PARTIAL
32,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.704,0.7198,0.6845,0.6907,0.6922,0.6788,0.6868,MEMORY-DEGRADING
40,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.663,0.6776,0.6477,0.6473,0.6476,0.6505,0.6606,MEMORY-DEGRADING
48,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.6269,0.6329,0.6163,0.6031,0.6343,0.6015,0.6229,MEMORY-DEGRADING
64,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.583,0.5673,0.5628,0.5601,0.5564,0.537,0.567,MEMORY-DEGRADING
80,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.5225,0.5123,0.5047,0.4959,0.5186,0.5038,0.5128,MEMORY-FAILED
96,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.4852,0.4672,0.4665,0.4733,0.4678,0.4501,0.4629,MEMORY-FAILED
128,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.4096,0.4112,0.403,0.3981,0.4115,0.3919,0.398,MEMORY-FAILED
160,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.3688,0.3622,0.3507,0.344,0.3511,0.3387,0.3545,MEMORY-FAILED
192,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.319,0.3158,0.3144,0.3058,0.3201,0.308,0.3047,MEMORY-FAILED
256,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.2591,0.2617,0.2552,0.2569,0.2544,0.2463,0.2514,MEMORY-FAILED
320,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.2219,0.2241,0.2206,0.2145,0.2167,0.2072,0.2163,MEMORY-FAILED
512,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.1536,0.1535,0.1501,0.1488,0.1512,0.1474,0.1512,MEMORY-FAILED
768,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.1062,0.1055,0.1039,0.104,0.1069,0.1032,0.1065,MEMORY-FAILED
1024,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.0842,0.0817,0.083,0.0798,0.0813,0.0791,0.0817,MEMORY-FAILED
1536,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.0572,0.0559,0.0569,0.0551,0.0557,0.0543,0.055,MEMORY-FAILED
2048,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Antisymmetry-Neutral,AdaptiveHistoricalModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.9149,0.922,0.9179,0.8981,0.8857,0.9,0.8956,MEMORY-STABLE
2,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.9382,0.9122,0.9042,0.909,0.8927,0.9,0.9034,MEMORY-STABLE
4,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.8976,0.8949,0.889,0.8735,0.8669,0.8715,0.8721,MEMORY-BOUNDED
6,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.8988,0.8689,0.8739,0.8569,0.8465,0.858,0.8583,MEMORY-BOUNDED
8,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.8723,0.8542,0.8546,0.8532,0.8189,0.8473,0.8357,MEMORY-BOUNDED
12,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.8553,0.8492,0.809,0.8245,0.8229,0.817,0.8075,MEMORY-BOUNDED
16,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.8085,0.7882,0.7847,0.7969,0.7935,0.7733,0.788,MEMORY-PARTIAL
20,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.785,0.7631,0.7714,0.7574,0.7602,0.75,0.7644,MEMORY-PARTIAL
24,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.7451,0.7397,0.7329,0.7358,0.7165,0.7483,0.7347,MEMORY-PARTIAL
32,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.7195,0.6931,0.6981,0.6968,0.6734,0.6887,0.6895,MEMORY-DEGRADING
40,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.6758,0.6752,0.6709,0.6374,0.6306,0.646,0.6613,MEMORY-DEGRADING
48,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.628,0.6396,0.6349,0.6221,0.612,0.6199,0.6234,MEMORY-DEGRADING
64,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.571,0.5637,0.5562,0.5631,0.5442,0.5652,0.5499,MEMORY-DEGRADING
80,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.5166,0.5224,0.5106,0.501,0.4985,0.5024,0.506,MEMORY-FAILED
96,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.4757,0.4657,0.471,0.4572,0.45,0.4549,0.463,MEMORY-FAILED
128,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.4111,0.404,0.4053,0.3981,0.3911,0.3949,0.3916,MEMORY-FAILED
160,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.3574,0.359,0.3558,0.3433,0.3406,0.3508,0.3485,MEMORY-FAILED
192,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.3275,0.3161,0.3143,0.3086,0.3131,0.3081,0.31,MEMORY-FAILED
256,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.2661,0.2663,0.2542,0.2593,0.2532,0.2597,0.2554,MEMORY-FAILED
320,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.2246,0.2222,0.2227,0.2181,0.2166,0.2119,0.2184,MEMORY-FAILED
512,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.1557,0.1505,0.1466,0.1502,0.1463,0.1502,0.1489,MEMORY-FAILED
768,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.1066,0.1059,0.1048,0.1024,0.1036,0.1054,0.1067,MEMORY-FAILED
1024,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.0825,0.0818,0.0803,0.0806,0.0805,0.0821,0.0814,MEMORY-FAILED
1536,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.0562,0.0575,0.0555,0.0546,0.0536,0.0548,0.055,MEMORY-FAILED
2048,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Antisymmetry-Neutral,InteractionHistoryReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Antisymmetry-Neutral,NullMemoryControl,0.7365,0.7737,0.7378,0.7373,0.7342,0.7049,0.7427,MEMORY-PARTIAL
2,Antisymmetry-Neutral,NullMemoryControl,0.754,0.7556,0.7219,0.7652,0.7261,0.6933,0.7443,MEMORY-PARTIAL
4,Antisymmetry-Neutral,NullMemoryControl,0.7139,0.7327,0.7345,0.718,0.7127,0.6864,0.7005,MEMORY-PARTIAL
6,Antisymmetry-Neutral,NullMemoryControl,0.7112,0.7141,0.696,0.7042,0.7045,0.6661,0.7165,MEMORY-DEGRADING
8,Antisymmetry-Neutral,NullMemoryControl,0.6909,0.7194,0.7025,0.7236,0.6626,0.6546,0.6738,MEMORY-PARTIAL
12,Antisymmetry-Neutral,NullMemoryControl,0.6879,0.6633,0.6715,0.681,0.654,0.65,0.6513,MEMORY-DEGRADING
16,Antisymmetry-Neutral,NullMemoryControl,0.6347,0.6461,0.6583,0.6427,0.6325,0.6184,0.643,MEMORY-DEGRADING
20,Antisymmetry-Neutral,NullMemoryControl,0.6142,0.6295,0.6278,0.6461,0.6117,0.5848,0.6231,MEMORY-DEGRADING
24,Antisymmetry-Neutral,NullMemoryControl,0.5996,0.6223,0.6184,0.6093,0.5877,0.581,0.6085,MEMORY-DEGRADING
32,Antisymmetry-Neutral,NullMemoryControl,0.565,0.5809,0.5837,0.5918,0.5452,0.5586,0.5726,MEMORY-DEGRADING
40,Antisymmetry-Neutral,NullMemoryControl,0.544,0.5522,0.5328,0.5373,0.5128,0.5021,0.5201,MEMORY-DEGRADING
48,Antisymmetry-Neutral,NullMemoryControl,0.5163,0.513,0.5188,0.5203,0.4869,0.4948,0.4991,MEMORY-FAILED
64,Antisymmetry-Neutral,NullMemoryControl,0.4663,0.4518,0.4545,0.4602,0.457,0.4396,0.4463,MEMORY-FAILED
80,Antisymmetry-Neutral,NullMemoryControl,0.4234,0.429,0.4107,0.4302,0.3975,0.4007,0.4204,MEMORY-FAILED
96,Antisymmetry-Neutral,NullMemoryControl,0.3738,0.3934,0.3885,0.3892,0.3777,0.3747,0.3751,MEMORY-FAILED
128,Antisymmetry-Neutral,NullMemoryControl,0.3278,0.3357,0.3252,0.3343,0.3226,0.3232,0.3315,MEMORY-FAILED
160,Antisymmetry-Neutral,NullMemoryControl,0.2882,0.2864,0.2951,0.2967,0.2768,0.2731,0.2872,MEMORY-FAILED
192,Antisymmetry-Neutral,NullMemoryControl,0.2605,0.2606,0.2606,0.2561,0.2495,0.2463,0.249,MEMORY-FAILED
256,Antisymmetry-Neutral,NullMemoryControl,0.2099,0.2184,0.2136,0.2095,0.2053,0.1999,0.2103,MEMORY-FAILED
320,Antisymmetry-Neutral,NullMemoryControl,0.1797,0.183,0.1796,0.1826,0.1686,0.1665,0.174,MEMORY-FAILED
512,Antisymmetry-Neutral,NullMemoryControl,0.121,0.1258,0.1214,0.1204,0.1174,0.1189,0.1233,MEMORY-FAILED
768,Antisymmetry-Neutral,NullMemoryControl,0.0845,0.0873,0.0869,0.0856,0.0818,0.0812,0.0859,MEMORY-FAILED
1024,Antisymmetry-Neutral,NullMemoryControl,0.0684,0.0659,0.0678,0.0663,0.0652,0.0641,0.0663,MEMORY-FAILED
1536,Antisymmetry-Neutral,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
2048,Antisymmetry-Neutral,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Antisymmetry-Neutral,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Antisymmetry-Neutral,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.9389,0.9352,0.9194,0.9057,0.896,0.8978,0.8973,MEMORY-STABLE
2,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.9544,0.9397,0.8987,0.8928,0.8842,0.8952,0.9096,MEMORY-BOUNDED
4,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.9448,0.9029,0.9009,0.8713,0.8676,0.888,0.8854,MEMORY-STABLE
6,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.8945,0.8892,0.8978,0.8463,0.8644,0.8536,0.8741,MEMORY-BOUNDED
8,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.9084,0.8692,0.8773,0.838,0.8211,0.8356,0.8305,MEMORY-BOUNDED
12,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.8654,0.8334,0.8238,0.8224,0.8034,0.7923,0.8269,MEMORY-BOUNDED
16,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.8331,0.8119,0.8188,0.7881,0.7887,0.7786,0.7777,MEMORY-BOUNDED
20,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.7937,0.791,0.7755,0.7569,0.7617,0.768,0.7686,MEMORY-PARTIAL
24,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.7771,0.7713,0.7451,0.7392,0.7204,0.7443,0.7361,MEMORY-PARTIAL
32,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.7372,0.6997,0.7099,0.6824,0.6693,0.6746,0.6808,MEMORY-DEGRADING
40,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.696,0.6865,0.6731,0.6585,0.6424,0.6323,0.6491,MEMORY-DEGRADING
48,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.6547,0.637,0.6206,0.6099,0.6191,0.6175,0.6186,MEMORY-DEGRADING
64,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.5966,0.5828,0.5768,0.5541,0.5534,0.542,0.5496,MEMORY-DEGRADING
80,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.5314,0.5323,0.5223,0.5106,0.5088,0.5036,0.5125,MEMORY-FAILED
96,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.4987,0.4841,0.4712,0.4567,0.4683,0.4647,0.4709,MEMORY-FAILED
128,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.4232,0.4039,0.4136,0.4043,0.3955,0.3896,0.4027,MEMORY-FAILED
160,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.3611,0.3577,0.3628,0.3434,0.3508,0.3512,0.3544,MEMORY-FAILED
192,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.3216,0.3181,0.3154,0.312,0.3129,0.306,0.3153,MEMORY-FAILED
256,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.2743,0.2626,0.2622,0.2577,0.2468,0.2555,0.2526,MEMORY-FAILED
320,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.2269,0.2214,0.2238,0.2148,0.2113,0.2153,0.2203,MEMORY-FAILED
512,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.1571,0.1548,0.1547,0.1495,0.1452,0.147,0.1509,MEMORY-FAILED
768,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.1085,0.1084,0.1073,0.1068,0.1012,0.1039,0.1065,MEMORY-FAILED
1024,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.0855,0.0824,0.0808,0.0818,0.0787,0.0789,0.081,MEMORY-FAILED
1536,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.0579,0.0563,0.0557,0.0563,0.0557,0.0547,0.0554,MEMORY-FAILED
2048,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Antisymmetry-Neutral,HistoricalStateEncoding,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.96,0.94,0.9132,0.8996,0.9077,0.9,0.8981,MEMORY-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.9445,0.9241,0.9033,0.9026,0.91,0.9,0.8966,MEMORY-STABLE
4,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.9162,0.9225,0.8934,0.8959,0.888,0.8751,0.9058,MEMORY-BOUNDED
6,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.9251,0.8926,0.8924,0.8531,0.8613,0.8501,0.8675,MEMORY-BOUNDED
8,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.9098,0.8765,0.8597,0.8704,0.8516,0.8465,0.8418,MEMORY-BOUNDED
12,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.8626,0.8392,0.8312,0.8414,0.8172,0.8048,0.8375,MEMORY-BOUNDED
16,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.8454,0.8336,0.8081,0.8042,0.8003,0.7719,0.8109,MEMORY-BOUNDED
20,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.7983,0.7958,0.7635,0.753,0.7619,0.7557,0.771,MEMORY-PARTIAL
24,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.7909,0.7607,0.7578,0.737,0.7268,0.7214,0.7365,MEMORY-PARTIAL
32,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.739,0.7301,0.7005,0.7113,0.683,0.6779,0.6878,MEMORY-PARTIAL
40,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.686,0.6664,0.6598,0.6699,0.6498,0.6465,0.6607,MEMORY-DEGRADING
48,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.6402,0.6374,0.6276,0.6319,0.6043,0.5974,0.6319,MEMORY-DEGRADING
64,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.5767,0.5771,0.5743,0.5539,0.5595,0.5579,0.568,MEMORY-DEGRADING
80,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.544,0.5308,0.5221,0.5218,0.5157,0.4892,0.5023,MEMORY-FAILED
96,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.5012,0.4797,0.4838,0.4727,0.467,0.469,0.4662,MEMORY-FAILED
128,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.4171,0.4093,0.3996,0.3997,0.4009,0.3908,0.4014,MEMORY-FAILED
160,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.3683,0.367,0.3533,0.354,0.3465,0.3522,0.3508,MEMORY-FAILED
192,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.3262,0.3268,0.3157,0.3083,0.3131,0.3027,0.3124,MEMORY-FAILED
256,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.2719,0.2657,0.2601,0.2548,0.2582,0.2549,0.2539,MEMORY-FAILED
320,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.2247,0.2288,0.2172,0.2185,0.2191,0.2113,0.2162,MEMORY-FAILED
512,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.1576,0.1563,0.1538,0.1529,0.1513,0.1476,0.1517,MEMORY-FAILED
768,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.1095,0.1094,0.1087,0.1068,0.1049,0.1016,0.1075,MEMORY-FAILED
1024,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.0867,0.0853,0.081,0.0806,0.0812,0.0791,0.0808,MEMORY-FAILED
1536,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.0582,0.0584,0.0554,0.0564,0.0559,0.0551,0.0568,MEMORY-FAILED
2048,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Antisymmetry-Neutral,RecursiveMemoryPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.9343,0.94,0.93,0.9112,0.8897,0.9,0.9047,MEMORY-STABLE
2,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.9339,0.9239,0.8967,0.92,0.8967,0.8791,0.8905,MEMORY-BOUNDED
4,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.9122,0.9106,0.8968,0.8966,0.8658,0.8533,0.896,MEMORY-BOUNDED
6,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.9158,0.8988,0.8686,0.8647,0.8493,0.8493,0.8617,MEMORY-BOUNDED
8,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.8721,0.8646,0.8646,0.881,0.8546,0.8338,0.8429,MEMORY-BOUNDED
12,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.8396,0.8543,0.8451,0.824,0.8217,0.7884,0.8155,MEMORY-BOUNDED
16,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.8138,0.8233,0.7886,0.7948,0.7693,0.7565,0.803,MEMORY-PARTIAL
20,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.7814,0.7747,0.7619,0.7719,0.7607,0.7506,0.769,MEMORY-PARTIAL
24,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.762,0.7639,0.7621,0.762,0.7345,0.7197,0.7333,MEMORY-PARTIAL
32,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.7117,0.7,0.7107,0.6993,0.6986,0.6783,0.6885,MEMORY-DEGRADING
40,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.6938,0.6716,0.6557,0.6695,0.64,0.6495,0.6595,MEMORY-DEGRADING
48,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.6357,0.6356,0.6304,0.6319,0.6126,0.6072,0.6156,MEMORY-DEGRADING
64,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.5854,0.5729,0.5719,0.5651,0.5396,0.547,0.5575,MEMORY-DEGRADING
80,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.5227,0.5226,0.5249,0.5174,0.4957,0.4901,0.5013,MEMORY-FAILED
96,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.492,0.4718,0.4741,0.4845,0.45,0.4488,0.4703,MEMORY-FAILED
128,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.4257,0.419,0.4053,0.4036,0.3948,0.3986,0.3928,MEMORY-FAILED
160,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.3737,0.3568,0.35,0.3575,0.3487,0.3453,0.3421,MEMORY-FAILED
192,Projection-Antisymmetry-Neutral,LineageInheritanceAnalysis,0.3193,0.3153,0.319,0.3214,0.3072,0.3018,0.3145,MEMORY-FAILED
