depth,sector,condition,formalism_invariance_score,emergence_translation_fidelity,hierarchy_preservation_consistency,cross_formalism_operator_alignment,universality_retention_index,abstraction_equivalence_strength,implementation_dependency_bound,formalism_effectiveness,base_emergence,formalism_emergence,classification
32,Projection,TensorNetworkPropagation,0.9463,0.9457,1.0,1.0,0.895,0.895,0.0537,0.9463,0.9552,0.9061,FORMALISM-STABLE
40,Projection,TensorNetworkPropagation,0.9461,0.9455,1.0,1.0,0.8945,0.8945,0.0539,0.9461,0.9552,0.9059,FORMALISM-STABLE
48,Projection,TensorNetworkPropagation,0.9459,0.9453,1.0,1.0,0.8942,0.8942,0.0541,0.9459,0.9552,0.9057,FORMALISM-STABLE
64,Projection,TensorNetworkPropagation,0.9456,0.945,1.0,1.0,0.8936,0.8936,0.0544,0.9456,0.9552,0.9054,FORMALISM-STABLE
80,Projection,TensorNetworkPropagation,0.9454,0.9448,1.0,1.0,0.8932,0.8932,0.0546,0.9454,0.9552,0.9052,FORMALISM-STABLE
96,Projection,TensorNetworkPropagation,0.9452,0.9446,1.0,1.0,0.8928,0.8928,0.0548,0.9452,0.9552,0.905,FORMALISM-STABLE
128,Projection,TensorNetworkPropagation,0.9449,0.9443,1.0,1.0,0.8922,0.8922,0.0551,0.9449,0.9552,0.9047,FORMALISM-STABLE
160,Projection,TensorNetworkPropagation,0.9446,0.944,1.0,1.0,0.8918,0.8918,0.0554,0.9446,0.9552,0.9045,FORMALISM-STABLE
192,Projection,TensorNetworkPropagation,0.9445,0.9438,1.0,1.0,0.8914,0.8914,0.0555,0.9445,0.9552,0.9044,FORMALISM-STABLE
256,Projection,TensorNetworkPropagation,0.9442,0.9435,1.0,1.0,0.8908,0.8908,0.0558,0.9442,0.9552,0.9041,FORMALISM-STABLE
320,Projection,TensorNetworkPropagation,0.9439,0.9433,1.0,1.0,0.8904,0.8904,0.0561,0.9439,0.9552,0.9039,FORMALISM-STABLE
512,Projection,TensorNetworkPropagation,0.9434,0.9428,1.0,1.0,0.8895,0.8895,0.0566,0.9434,0.9552,0.9034,FORMALISM-STABLE
768,Projection,TensorNetworkPropagation,0.943,0.9424,1.0,1.0,0.8887,0.8887,0.057,0.943,0.9552,0.903,FORMALISM-STABLE
1024,Projection,TensorNetworkPropagation,0.9427,0.9421,1.0,1.0,0.8881,0.8881,0.0573,0.9427,0.9552,0.9028,FORMALISM-STABLE
1536,Projection,TensorNetworkPropagation,0.9423,0.9416,1.0,1.0,0.8873,0.8873,0.0577,0.9423,0.9552,0.9024,FORMALISM-STABLE
2048,Projection,TensorNetworkPropagation,0.942,0.9413,1.0,1.0,0.8867,0.8867,0.058,0.942,0.9552,0.9021,FORMALISM-STABLE
3072,Projection,TensorNetworkPropagation,0.9415,0.9409,1.0,1.0,0.8859,0.8859,0.0585,0.9415,0.9552,0.9017,FORMALISM-STABLE
4096,Projection,TensorNetworkPropagation,0.9412,0.9406,1.0,1.0,0.8853,0.8853,0.0588,0.9412,0.9552,0.9014,FORMALISM-STABLE
6144,Projection,TensorNetworkPropagation,0.9408,0.9402,1.0,1.0,0.8845,0.8845,0.0592,0.9408,0.9552,0.901,FORMALISM-STABLE
8192,Projection,TensorNetworkPropagation,0.9405,0.9399,1.0,1.0,0.884,0.884,0.0595,0.9405,0.9552,0.9008,FORMALISM-STABLE
12288,Projection,TensorNetworkPropagation,0.9401,0.9395,1.0,1.0,0.8832,0.8832,0.0599,0.9401,0.9552,0.9004,FORMALISM-STABLE
16384,Projection,TensorNetworkPropagation,0.9398,0.9392,1.0,1.0,0.8826,0.8826,0.0602,0.9398,0.9551,0.9001,FORMALISM-STABLE
24576,Projection,TensorNetworkPropagation,0.9393,0.9387,1.0,1.0,0.8818,0.8818,0.0607,0.9393,0.9551,0.8996,FORMALISM-STABLE
32768,Projection,TensorNetworkPropagation,0.939,0.9384,1.0,1.0,0.8812,0.8812,0.061,0.939,0.9551,0.8993,FORMALISM-STABLE
65536,Projection,TensorNetworkPropagation,0.9383,0.9377,1.0,1.0,0.8798,0.8798,0.0617,0.9383,0.955,0.8986,FORMALISM-STABLE
131072,Projection,TensorNetworkPropagation,0.9376,0.937,1.0,1.0,0.8785,0.8785,0.0624,0.9376,0.9547,0.8977,FORMALISM-STABLE
262144,Projection,TensorNetworkPropagation,0.9368,0.9362,1.0,1.0,0.8771,0.8771,0.0632,0.9368,0.9542,0.8966,FORMALISM-STABLE
524288,Projection,TensorNetworkPropagation,0.9361,0.9355,1.0,1.0,0.8757,0.8757,0.0639,0.9361,0.9532,0.895,FORMALISM-STABLE
1048576,Projection,TensorNetworkPropagation,0.9354,0.9348,1.0,1.0,0.8744,0.8744,0.0646,0.9354,0.9513,0.8925,FORMALISM-STABLE
2097152,Projection,TensorNetworkPropagation,0.9347,0.934,1.0,1.0,0.873,0.873,0.0653,0.9347,0.9474,0.8882,FORMALISM-STABLE
4194304,Projection,TensorNetworkPropagation,0.9339,0.9333,1.0,1.0,0.8716,0.8716,0.0661,0.9339,0.9398,0.8805,FORMALISM-STABLE
8388608,Projection,TensorNetworkPropagation,0.9332,0.9326,1.0,1.0,0.8703,0.8703,0.0668,0.9332,0.9249,0.8659,FORMALISM-STABLE
16777216,Projection,TensorNetworkPropagation,0.9325,0.9318,1.0,1.0,0.8689,0.8689,0.0675,0.9325,0.8965,0.8388,FORMALISM-STABLE
33554432,Projection,TensorNetworkPropagation,0.9317,0.9311,1.0,1.0,0.8675,0.8675,0.0683,0.9317,0.8445,0.7898,FORMALISM-STABLE
67108864,Projection,TensorNetworkPropagation,0.931,0.9304,1.0,1.0,0.8662,0.8662,0.069,0.931,0.7568,0.7076,FORMALISM-STABLE
1,Projection,GraphDynamicalRecursion,0.92,0.919,1.0,1.0,0.8455,0.8455,0.08,0.92,0.9552,0.8819,FORMALISM-STABLE
2,Projection,GraphDynamicalRecursion,0.9189,0.918,1.0,1.0,0.8436,0.8436,0.0811,0.9189,0.9552,0.8809,FORMALISM-STABLE
4,Projection,GraphDynamicalRecursion,0.9179,0.9169,1.0,1.0,0.8416,0.8416,0.0821,0.9179,0.9552,0.88,FORMALISM-STABLE
6,Projection,GraphDynamicalRecursion,0.9173,0.9163,1.0,1.0,0.8405,0.8405,0.0827,0.9173,0.9552,0.8794,FORMALISM-STABLE
8,Projection,GraphDynamicalRecursion,0.9168,0.9159,1.0,1.0,0.8397,0.8397,0.0832,0.9168,0.9552,0.879,FORMALISM-STABLE
12,Projection,GraphDynamicalRecursion,0.9162,0.9152,1.0,1.0,0.8385,0.8385,0.0838,0.9162,0.9552,0.8785,FORMALISM-STABLE
16,Projection,GraphDynamicalRecursion,0.9158,0.9148,1.0,1.0,0.8377,0.8377,0.0842,0.9158,0.9552,0.8781,FORMALISM-STABLE
20,Projection,GraphDynamicalRecursion,0.9154,0.9144,1.0,1.0,0.8371,0.8371,0.0846,0.9154,0.9552,0.8778,FORMALISM-STABLE
24,Projection,GraphDynamicalRecursion,0.9151,0.9142,1.0,1.0,0.8366,0.8366,0.0849,0.9151,0.9552,0.8775,FORMALISM-STABLE
32,Projection,GraphDynamicalRecursion,0.9147,0.9137,1.0,1.0,0.8358,0.8358,0.0853,0.9147,0.9552,0.8771,FORMALISM-STABLE
40,Projection,GraphDynamicalRecursion,0.9144,0.9134,1.0,1.0,0.8352,0.8352,0.0856,0.9144,0.9552,0.8768,FORMALISM-STABLE
48,Projection,GraphDynamicalRecursion,0.9141,0.9131,1.0,1.0,0.8346,0.8346,0.0859,0.9141,0.9552,0.8765,FORMALISM-STABLE
64,Projection,GraphDynamicalRecursion,0.9136,0.9127,1.0,1.0,0.8338,0.8338,0.0864,0.9136,0.9552,0.8761,FORMALISM-STABLE
80,Projection,GraphDynamicalRecursion,0.9133,0.9123,1.0,1.0,0.8332,0.8332,0.0867,0.9133,0.9552,0.8758,FORMALISM-STABLE
96,Projection,GraphDynamicalRecursion,0.913,0.912,1.0,1.0,0.8327,0.8327,0.087,0.913,0.9552,0.8756,FORMALISM-STABLE
128,Projection,GraphDynamicalRecursion,0.9126,0.9116,1.0,1.0,0.8319,0.8319,0.0874,0.9126,0.9552,0.8752,FORMALISM-STABLE
160,Projection,GraphDynamicalRecursion,0.9122,0.9113,1.0,1.0,0.8313,0.8313,0.0878,0.9122,0.9552,0.8749,FORMALISM-STABLE
192,Projection,GraphDynamicalRecursion,0.9119,0.911,1.0,1.0,0.8308,0.8308,0.0881,0.9119,0.9552,0.8746,FORMALISM-STABLE
256,Projection,GraphDynamicalRecursion,0.9115,0.9105,1.0,1.0,0.83,0.83,0.0885,0.9115,0.9552,0.8742,FORMALISM-STABLE
320,Projection,GraphDynamicalRecursion,0.9112,0.9102,1.0,1.0,0.8293,0.8293,0.0888,0.9112,0.9552,0.8739,FORMALISM-STABLE
512,Projection,GraphDynamicalRecursion,0.9104,0.9095,1.0,1.0,0.828,0.828,0.0896,0.9104,0.9552,0.8733,FORMALISM-STABLE
768,Projection,GraphDynamicalRecursion,0.9098,0.9089,1.0,1.0,0.8269,0.8269,0.0902,0.9098,0.9552,0.8727,FORMALISM-STABLE
1024,Projection,GraphDynamicalRecursion,0.9094,0.9084,1.0,1.0,0.8261,0.8261,0.0906,0.9094,0.9552,0.8723,FORMALISM-STABLE
1536,Projection,GraphDynamicalRecursion,0.9088,0.9078,1.0,1.0,0.825,0.825,0.0912,0.9088,0.9552,0.8717,FORMALISM-STABLE
2048,Projection,GraphDynamicalRecursion,0.9083,0.9074,1.0,1.0,0.8242,0.8242,0.0917,0.9083,0.9552,0.8713,FORMALISM-STABLE
3072,Projection,GraphDynamicalRecursion,0.9077,0.9067,1.0,1.0,0.8231,0.8231,0.0923,0.9077,0.9552,0.8708,FORMALISM-STABLE
4096,Projection,GraphDynamicalRecursion,0.9073,0.9063,1.0,1.0,0.8223,0.8223,0.0927,0.9073,0.9552,0.8704,FORMALISM-STABLE
6144,Projection,GraphDynamicalRecursion,0.9066,0.9057,1.0,1.0,0.8211,0.8211,0.0934,0.9066,0.9552,0.8698,FORMALISM-STABLE
8192,Projection,GraphDynamicalRecursion,0.9062,0.9052,1.0,1.0,0.8203,0.8203,0.0938,0.9062,0.9552,0.8694,FORMALISM-STABLE
12288,Projection,GraphDynamicalRecursion,0.9056,0.9046,1.0,1.0,0.8192,0.8192,0.0944,0.9056,0.9552,0.8688,FORMALISM-STABLE
16384,Projection,GraphDynamicalRecursion,0.9051,0.9042,1.0,1.0,0.8184,0.8184,0.0949,0.9051,0.9551,0.8684,FORMALISM-STABLE
24576,Projection,GraphDynamicalRecursion,0.9045,0.9036,1.0,1.0,0.8173,0.8173,0.0955,0.9045,0.9551,0.8678,FORMALISM-STABLE
32768,Projection,GraphDynamicalRecursion,0.9041,0.9031,1.0,1.0,0.8165,0.8165,0.0959,0.9041,0.9551,0.8674,FORMALISM-STABLE
65536,Projection,GraphDynamicalRecursion,0.903,0.9021,1.0,1.0,0.8146,0.8146,0.097,0.903,0.955,0.8663,FORMALISM-STABLE
131072,Projection,GraphDynamicalRecursion,0.902,0.901,1.0,1.0,0.8127,0.8127,0.098,0.902,0.9547,0.8651,FORMALISM-STABLE
262144,Projection,GraphDynamicalRecursion,0.9009,0.8999,1.0,1.0,0.8108,0.8108,0.0991,0.9009,0.9542,0.8637,FORMALISM-STABLE
524288,Projection,GraphDynamicalRecursion,0.8998,0.8989,1.0,1.0,0.8088,0.8088,0.1002,0.8998,0.9532,0.8619,FORMALISM-STABLE
1048576,Projection,GraphDynamicalRecursion,0.8988,0.8978,1.0,1.0,0.8069,0.8069,0.1012,0.8988,0.9513,0.8592,FORMALISM-STABLE
2097152,Projection,GraphDynamicalRecursion,0.8977,0.8968,1.0,1.0,0.805,0.805,0.1023,0.8977,0.9474,0.8548,FORMALISM-STABLE
4194304,Projection,GraphDynamicalRecursion,0.8966,0.8957,1.0,1.0,0.8031,0.8031,0.1034,0.8966,0.9398,0.847,FORMALISM-STABLE
8388608,Projection,GraphDynamicalRecursion,0.8956,0.8946,1.0,1.0,0.8012,0.8012,0.1044,0.8956,0.9249,0.8327,FORMALISM-STABLE
16777216,Projection,GraphDynamicalRecursion,0.8945,0.8936,1.0,1.0,0.7993,0.7993,0.1055,0.8945,0.8965,0.8064,FORMALISM-STABLE
33554432,Projection,GraphDynamicalRecursion,0.8935,0.8925,1.0,1.0,0.7974,0.7974,0.1065,0.8935,0.8445,0.7591,FORMALISM-STABLE
67108864,Projection,GraphDynamicalRecursion,0.8924,0.8914,1.0,1.0,0.7955,0.7955,0.1076,0.8924,0.7568,0.6801,FORMALISM-STABLE
1,Projection,CategoryMorphismComposition,0.9,0.8996,1.0,1.0,0.8097,0.8097,0.1,0.9,0.9552,0.8644,FORMALISM-STABLE
2,Projection,CategoryMorphismComposition,0.8997,0.8993,1.0,1.0,0.8091,0.8091,0.1003,0.8997,0.9552,0.864,FORMALISM-STABLE
4,Projection,CategoryMorphismComposition,0.8993,0.899,1.0,1.0,0.8084,0.8084,0.1007,0.8993,0.9552,0.8637,FORMALISM-STABLE
6,Projection,CategoryMorphismComposition,0.8991,0.8988,1.0,1.0,0.8081,0.8081,0.1009,0.8991,0.9552,0.8635,FORMALISM-STABLE
8,Projection,CategoryMorphismComposition,0.899,0.8986,1.0,1.0,0.8078,0.8078,0.101,0.899,0.9552,0.8634,FORMALISM-STABLE
12,Projection,CategoryMorphismComposition,0.8988,0.8984,1.0,1.0,0.8074,0.8074,0.1012,0.8988,0.9552,0.8632,FORMALISM-STABLE
16,Projection,CategoryMorphismComposition,0.8986,0.8983,1.0,1.0,0.8072,0.8072,0.1014,0.8986,0.9552,0.8631,FORMALISM-STABLE
20,Projection,CategoryMorphismComposition,0.8985,0.8981,1.0,1.0,0.807,0.807,0.1015,0.8985,0.9552,0.863,FORMALISM-STABLE
24,Projection,CategoryMorphismComposition,0.8984,0.8981,1.0,1.0,0.8068,0.8068,0.1016,0.8984,0.9552,0.8629,FORMALISM-STABLE
32,Projection,CategoryMorphismComposition,0.8983,0.8979,1.0,1.0,0.8066,0.8066,0.1017,0.8983,0.9552,0.8628,FORMALISM-STABLE
40,Projection,CategoryMorphismComposition,0.8982,0.8978,1.0,1.0,0.8064,0.8064,0.1018,0.8982,0.9552,0.8627,FORMALISM-STABLE
48,Projection,CategoryMorphismComposition,0.8981,0.8977,1.0,1.0,0.8062,0.8062,0.1019,0.8981,0.9552,0.8626,FORMALISM-STABLE
64,Projection,CategoryMorphismComposition,0.8979,0.8976,1.0,1.0,0.8059,0.8059,0.1021,0.8979,0.9552,0.8625,FORMALISM-STABLE
80,Projection,CategoryMorphismComposition,0.8978,0.8975,1.0,1.0,0.8057,0.8057,0.1022,0.8978,0.9552,0.8624,FORMALISM-STABLE
96,Projection,CategoryMorphismComposition,0.8977,0.8974,1.0,1.0,0.8056,0.8056,0.1023,0.8977,0.9552,0.8623,FORMALISM-STABLE
128,Projection,CategoryMorphismComposition,0.8976,0.8972,1.0,1.0,0.8053,0.8053,0.1024,0.8976,0.9552,0.8622,FORMALISM-STABLE
160,Projection,CategoryMorphismComposition,0.8975,0.8971,1.0,1.0,0.8051,0.8051,0.1025,0.8975,0.9552,0.8621,FORMALISM-STABLE
192,Projection,CategoryMorphismComposition,0.8974,0.897,1.0,1.0,0.805,0.805,0.1026,0.8974,0.9552,0.862,FORMALISM-STABLE
256,Projection,CategoryMorphismComposition,0.8972,0.8969,1.0,1.0,0.8047,0.8047,0.1028,0.8972,0.9552,0.8619,FORMALISM-STABLE
320,Projection,CategoryMorphismComposition,0.8971,0.8968,1.0,1.0,0.8045,0.8045,0.1029,0.8971,0.9552,0.8618,FORMALISM-STABLE
512,Projection,CategoryMorphismComposition,0.8969,0.8965,1.0,1.0,0.8041,0.8041,0.1031,0.8969,0.9552,0.8615,FORMALISM-STABLE
768,Projection,CategoryMorphismComposition,0.8967,0.8963,1.0,1.0,0.8037,0.8037,0.1033,0.8967,0.9552,0.8614,FORMALISM-STABLE
1024,Projection,CategoryMorphismComposition,0.8965,0.8962,1.0,1.0,0.8035,0.8035,0.1035,0.8965,0.9552,0.8612,FORMALISM-STABLE
1536,Projection,CategoryMorphismComposition,0.8963,0.896,1.0,1.0,0.8031,0.8031,0.1037,0.8963,0.9552,0.861,FORMALISM-STABLE
2048,Projection,CategoryMorphismComposition,0.8962,0.8958,1.0,1.0,0.8028,0.8028,0.1038,0.8962,0.9552,0.8609,FORMALISM-STABLE
3072,Projection,CategoryMorphismComposition,0.896,0.8956,1.0,1.0,0.8025,0.8025,0.104,0.896,0.9552,0.8607,FORMALISM-STABLE
4096,Projection,CategoryMorphismComposition,0.8958,0.8955,1.0,1.0,0.8022,0.8022,0.1042,0.8958,0.9552,0.8606,FORMALISM-STABLE
6144,Projection,CategoryMorphismComposition,0.8956,0.8953,1.0,1.0,0.8019,0.8019,0.1044,0.8956,0.9552,0.8604,FORMALISM-STABLE
8192,Projection,CategoryMorphismComposition,0.8955,0.8951,1.0,1.0,0.8016,0.8016,0.1045,0.8955,0.9552,0.8603,FORMALISM-STABLE
12288,Projection,CategoryMorphismComposition,0.8953,0.8949,1.0,1.0,0.8012,0.8012,0.1047,0.8953,0.9552,0.8601,FORMALISM-STABLE
16384,Projection,CategoryMorphismComposition,0.8952,0.8948,1.0,1.0,0.801,0.801,0.1048,0.8952,0.9551,0.8599,FORMALISM-STABLE
24576,Projection,CategoryMorphismComposition,0.895,0.8946,1.0,1.0,0.8006,0.8006,0.105,0.895,0.9551,0.8597,FORMALISM-STABLE
32768,Projection,CategoryMorphismComposition,0.8948,0.8945,1.0,1.0,0.8004,0.8004,0.1052,0.8948,0.9551,0.8596,FORMALISM-STABLE
65536,Projection,CategoryMorphismComposition,0.8945,0.8941,1.0,1.0,0.7997,0.7997,0.1055,0.8945,0.955,0.8591,FORMALISM-STABLE
131072,Projection,CategoryMorphismComposition,0.8941,0.8938,1.0,1.0,0.7991,0.7991,0.1059,0.8941,0.9547,0.8586,FORMALISM-STABLE
262144,Projection,CategoryMorphismComposition,0.8938,0.8934,1.0,1.0,0.7985,0.7985,0.1062,0.8938,0.9542,0.8578,FORMALISM-STABLE
524288,Projection,CategoryMorphismComposition,0.8934,0.8931,1.0,1.0,0.7979,0.7979,0.1066,0.8934,0.9532,0.8567,FORMALISM-STABLE
1048576,Projection,CategoryMorphismComposition,0.8931,0.8927,1.0,1.0,0.7973,0.7973,0.1069,0.8931,0.9513,0.8546,FORMALISM-STABLE
2097152,Projection,CategoryMorphismComposition,0.8927,0.8924,1.0,1.0,0.7967,0.7967,0.1073,0.8927,0.9474,0.8509,FORMALISM-STABLE
4194304,Projection,CategoryMorphismComposition,0.8924,0.892,1.0,1.0,0.796,0.796,0.1076,0.8924,0.9398,0.8437,FORMALISM-STABLE
8388608,Projection,CategoryMorphismComposition,0.892,0.8917,1.0,1.0,0.7954,0.7954,0.108,0.892,0.9249,0.8301,FORMALISM-STABLE
16777216,Projection,CategoryMorphismComposition,0.8917,0.8913,1.0,1.0,0.7948,0.7948,0.1083,0.8917,0.8965,0.8045,FORMALISM-STABLE
33554432,Projection,CategoryMorphismComposition,0.8913,0.891,1.0,1.0,0.7942,0.7942,0.1087,0.8913,0.8445,0.7579,FORMALISM-STABLE
67108864,Projection,CategoryMorphismComposition,0.891,0.8906,1.0,1.0,0.7936,0.7936,0.109,0.891,0.7568,0.6795,FORMALISM-STABLE
1,Projection,GroupoidInteractionFormalism,0.88,0.8788,1.0,1.0,0.7734,0.7734,0.12,0.88,0.9552,0.8455,FORMALISM-STABLE
2,Projection,GroupoidInteractionFormalism,0.8786,0.8775,1.0,1.0,0.771,0.771,0.1214,0.8786,0.9552,0.8443,FORMALISM-STABLE
4,Projection,GroupoidInteractionFormalism,0.8773,0.8761,1.0,1.0,0.7686,0.7686,0.1227,0.8773,0.9552,0.8431,FORMALISM-STABLE
6,Projection,GroupoidInteractionFormalism,0.8765,0.8753,1.0,1.0,0.7672,0.7672,0.1235,0.8765,0.9552,0.8424,FORMALISM-STABLE
8,Projection,GroupoidInteractionFormalism,0.8759,0.8748,1.0,1.0,0.7663,0.7663,0.1241,0.8759,0.9552,0.8419,FORMALISM-STABLE
12,Projection,GroupoidInteractionFormalism,0.8751,0.874,1.0,1.0,0.7649,0.7649,0.1249,0.8751,0.9552,0.8411,FORMALISM-STABLE
16,Projection,GroupoidInteractionFormalism,0.8746,0.8734,1.0,1.0,0.7639,0.7639,0.1254,0.8746,0.9552,0.8406,FORMALISM-STABLE
20,Projection,GroupoidInteractionFormalism,0.8741,0.873,1.0,1.0,0.7631,0.7631,0.1259,0.8741,0.9552,0.8402,FORMALISM-STABLE
24,Projection,GroupoidInteractionFormalism,0.8738,0.8726,1.0,1.0,0.7625,0.7625,0.1262,0.8738,0.9552,0.8399,FORMALISM-STABLE
32,Projection,GroupoidInteractionFormalism,0.8732,0.8721,1.0,1.0,0.7615,0.7615,0.1268,0.8732,0.9552,0.8394,FORMALISM-STABLE
40,Projection,GroupoidInteractionFormalism,0.8728,0.8716,1.0,1.0,0.7608,0.7608,0.1272,0.8728,0.9552,0.839,FORMALISM-STABLE
48,Projection,GroupoidInteractionFormalism,0.8724,0.8713,1.0,1.0,0.7601,0.7601,0.1276,0.8724,0.9552,0.8387,FORMALISM-STABLE
64,Projection,GroupoidInteractionFormalism,0.8719,0.8707,1.0,1.0,0.7592,0.7592,0.1281,0.8719,0.9552,0.8382,FORMALISM-STABLE
80,Projection,GroupoidInteractionFormalism,0.8714,0.8703,1.0,1.0,0.7584,0.7584,0.1286,0.8714,0.9552,0.8378,FORMALISM-STABLE
96,Projection,GroupoidInteractionFormalism,0.8711,0.8699,1.0,1.0,0.7578,0.7578,0.1289,0.8711,0.9552,0.8375,FORMALISM-STABLE
128,Projection,GroupoidInteractionFormalism,0.8705,0.8694,1.0,1.0,0.7568,0.7568,0.1295,0.8705,0.9552,0.837,FORMALISM-STABLE
160,Projection,GroupoidInteractionFormalism,0.8701,0.8689,1.0,1.0,0.7561,0.7561,0.1299,0.8701,0.9552,0.8366,FORMALISM-STABLE
192,Projection,GroupoidInteractionFormalism,0.8697,0.8686,1.0,1.0,0.7554,0.7554,0.1303,0.8697,0.9552,0.8362,FORMALISM-STABLE
256,Projection,GroupoidInteractionFormalism,0.8692,0.868,1.0,1.0,0.7545,0.7545,0.1308,0.8692,0.9552,0.8357,FORMALISM-STABLE
320,Projection,GroupoidInteractionFormalism,0.8687,0.8676,1.0,1.0,0.7537,0.7537,0.1313,0.8687,0.9552,0.8353,FORMALISM-STABLE
512,Projection,GroupoidInteractionFormalism,0.8678,0.8667,1.0,1.0,0.7521,0.7521,0.1322,0.8678,0.9552,0.8345,FORMALISM-STABLE
768,Projection,GroupoidInteractionFormalism,0.867,0.8659,1.0,1.0,0.7507,0.7507,0.133,0.867,0.9552,0.8338,FORMALISM-STABLE
1024,Projection,GroupoidInteractionFormalism,0.8665,0.8653,1.0,1.0,0.7498,0.7498,0.1335,0.8665,0.9552,0.8333,FORMALISM-STABLE
1536,Projection,GroupoidInteractionFormalism,0.8657,0.8645,1.0,1.0,0.7484,0.7484,0.1343,0.8657,0.9552,0.8326,FORMALISM-STABLE
2048,Projection,GroupoidInteractionFormalism,0.8651,0.864,1.0,1.0,0.7474,0.7474,0.1349,0.8651,0.9552,0.8321,FORMALISM-STABLE
3072,Projection,GroupoidInteractionFormalism,0.8643,0.8632,1.0,1.0,0.7461,0.7461,0.1357,0.8643,0.9552,0.8313,FORMALISM-STABLE
4096,Projection,GroupoidInteractionFormalism,0.8638,0.8626,1.0,1.0,0.7451,0.7451,0.1362,0.8638,0.9552,0.8308,FORMALISM-STABLE
6144,Projection,GroupoidInteractionFormalism,0.863,0.8618,1.0,1.0,0.7437,0.7437,0.137,0.863,0.9552,0.8301,FORMALISM-STABLE
8192,Projection,GroupoidInteractionFormalism,0.8624,0.8613,1.0,1.0,0.7428,0.7428,0.1376,0.8624,0.9552,0.8296,FORMALISM-STABLE
12288,Projection,GroupoidInteractionFormalism,0.8616,0.8605,1.0,1.0,0.7414,0.7414,0.1384,0.8616,0.9552,0.8289,FORMALISM-STABLE
16384,Projection,GroupoidInteractionFormalism,0.861,0.8599,1.0,1.0,0.7404,0.7404,0.139,0.861,0.9551,0.8283,FORMALISM-STABLE
24576,Projection,GroupoidInteractionFormalism,0.8603,0.8591,1.0,1.0,0.7391,0.7391,0.1397,0.8603,0.9551,0.8276,FORMALISM-STABLE
32768,Projection,GroupoidInteractionFormalism,0.8597,0.8586,1.0,1.0,0.7381,0.7381,0.1403,0.8597,0.9551,0.8271,FORMALISM-STABLE
65536,Projection,GroupoidInteractionFormalism,0.8583,0.8572,1.0,1.0,0.7358,0.7358,0.1417,0.8583,0.955,0.8257,FORMALISM-STABLE
131072,Projection,GroupoidInteractionFormalism,0.857,0.8559,1.0,1.0,0.7335,0.7335,0.143,0.857,0.9547,0.8243,FORMALISM-STABLE
262144,Projection,GroupoidInteractionFormalism,0.8556,0.8545,1.0,1.0,0.7311,0.7311,0.1444,0.8556,0.9542,0.8227,FORMALISM-STABLE
524288,Projection,GroupoidInteractionFormalism,0.8543,0.8532,1.0,1.0,0.7288,0.7288,0.1457,0.8543,0.9532,0.8206,FORMALISM-STABLE
1048576,Projection,GroupoidInteractionFormalism,0.8529,0.8518,1.0,1.0,0.7265,0.7265,0.1471,0.8529,0.9513,0.8177,FORMALISM-STABLE
2097152,Projection,GroupoidInteractionFormalism,0.8516,0.8504,1.0,1.0,0.7242,0.7242,0.1484,0.8516,0.9474,0.8132,FORMALISM-STABLE
4194304,Projection,GroupoidInteractionFormalism,0.8502,0.8491,1.0,1.0,0.7219,0.7219,0.1498,0.8502,0.9398,0.8055,FORMALISM-STABLE
8388608,Projection,GroupoidInteractionFormalism,0.8489,0.8477,1.0,1.0,0.7196,0.7196,0.1511,0.8489,0.9249,0.7917,FORMALISM-STABLE
16777216,Projection,GroupoidInteractionFormalism,0.8475,0.8464,1.0,1.0,0.7173,0.7173,0.1525,0.8475,0.8965,0.7664,FORMALISM-STABLE
33554432,Projection,GroupoidInteractionFormalism,0.8462,0.845,1.0,1.0,0.715,0.715,0.1538,0.8462,0.8445,0.7214,FORMALISM-STABLE
67108864,Projection,GroupoidInteractionFormalism,0.8448,0.8437,1.0,1.0,0.7127,0.7127,0.1552,0.8448,0.7568,0.6463,FORMALISM-STABLE
1,Projection,AlgebraicRecursiveTransformation,0.91,0.9093,1.0,1.0,0.8274,0.8274,0.09,0.91,0.9552,0.8731,FORMALISM-STABLE
2,Projection,AlgebraicRecursiveTransformation,0.9093,0.9086,1.0,1.0,0.8262,0.8262,0.0907,0.9093,0.9552,0.8724,FORMALISM-STABLE
4,Projection,AlgebraicRecursiveTransformation,0.9086,0.9079,1.0,1.0,0.8249,0.8249,0.0914,0.9086,0.9552,0.8718,FORMALISM-STABLE
6,Projection,AlgebraicRecursiveTransformation,0.9082,0.9075,1.0,1.0,0.8242,0.8242,0.0918,0.9082,0.9552,0.8714,FORMALISM-STABLE
8,Projection,AlgebraicRecursiveTransformation,0.9079,0.9072,1.0,1.0,0.8236,0.8236,0.0921,0.9079,0.9552,0.8712,FORMALISM-STABLE
12,Projection,AlgebraicRecursiveTransformation,0.9075,0.9068,1.0,1.0,0.8229,0.8229,0.0925,0.9075,0.9552,0.8708,FORMALISM-STABLE
16,Projection,AlgebraicRecursiveTransformation,0.9072,0.9065,1.0,1.0,0.8224,0.8224,0.0928,0.9072,0.9552,0.8705,FORMALISM-STABLE
20,Projection,AlgebraicRecursiveTransformation,0.907,0.9063,1.0,1.0,0.822,0.822,0.093,0.907,0.9552,0.8703,FORMALISM-STABLE
