depth,sector,condition,rg_similarity,quantization_coherence,discrete_state_persistence,transition_boundary_stability,recursive_quantization_alignment,attractor_discretization_strength,discrete_regime_gain,classification
24576,Neutral,StabilizationStateDiscretization,0.96,0.9487,0.94,0.9097,0.8865,0.8691,0.9094,QUANTIZATION-STABLE
32768,Neutral,StabilizationStateDiscretization,0.96,0.9496,0.9386,0.9199,0.8977,0.8822,0.8862,QUANTIZATION-STABLE
65536,Neutral,StabilizationStateDiscretization,0.9411,0.9376,0.9278,0.8856,0.8858,0.8725,0.8802,QUANTIZATION-STABLE
131072,Neutral,StabilizationStateDiscretization,0.96,0.9354,0.9166,0.8992,0.8892,0.8892,0.9103,QUANTIZATION-STABLE
262144,Neutral,StabilizationStateDiscretization,0.9203,0.8926,0.9103,0.8807,0.8947,0.8399,0.8859,QUANTIZATION-BOUNDED
524288,Neutral,StabilizationStateDiscretization,0.906,0.8659,0.8887,0.8357,0.8345,0.822,0.8394,QUANTIZATION-BOUNDED
1048576,Neutral,StabilizationStateDiscretization,0.8604,0.8152,0.8458,0.8102,0.8013,0.7767,0.787,QUANTIZATION-BOUNDED
2097152,Neutral,StabilizationStateDiscretization,0.7492,0.7508,0.7641,0.7317,0.7069,0.6881,0.7084,QUANTIZATION-PARTIAL
1,Neutral,QuantizedPropagationPersistence,0.9534,0.9327,0.9176,0.9016,0.914,0.888,0.8975,QUANTIZATION-STABLE
2,Neutral,QuantizedPropagationPersistence,0.9593,0.9472,0.9154,0.8954,0.92,0.8954,0.9136,QUANTIZATION-STABLE
4,Neutral,QuantizedPropagationPersistence,0.9484,0.9542,0.8958,0.8908,0.92,0.91,0.9236,QUANTIZATION-STABLE
6,Neutral,QuantizedPropagationPersistence,0.9412,0.94,0.9158,0.8964,0.9199,0.9001,0.9253,QUANTIZATION-STABLE
8,Neutral,QuantizedPropagationPersistence,0.9579,0.9207,0.9085,0.9254,0.92,0.8966,0.9171,QUANTIZATION-STABLE
12,Neutral,QuantizedPropagationPersistence,0.9553,0.9189,0.9148,0.8886,0.92,0.894,0.9231,QUANTIZATION-STABLE
16,Neutral,QuantizedPropagationPersistence,0.96,0.9429,0.9124,0.9056,0.92,0.904,0.9085,QUANTIZATION-STABLE
20,Neutral,QuantizedPropagationPersistence,0.9512,0.9432,0.9122,0.8979,0.9152,0.9018,0.928,QUANTIZATION-STABLE
24,Neutral,QuantizedPropagationPersistence,0.96,0.9294,0.9014,0.9004,0.92,0.8853,0.9195,QUANTIZATION-STABLE
32,Neutral,QuantizedPropagationPersistence,0.96,0.9369,0.9163,0.9003,0.92,0.8983,0.9288,QUANTIZATION-STABLE
40,Neutral,QuantizedPropagationPersistence,0.9547,0.9194,0.9128,0.9073,0.92,0.877,0.9106,QUANTIZATION-STABLE
48,Neutral,QuantizedPropagationPersistence,0.96,0.9272,0.9351,0.8903,0.9181,0.8849,0.9121,QUANTIZATION-STABLE
64,Neutral,QuantizedPropagationPersistence,0.9412,0.926,0.9277,0.9096,0.92,0.91,0.9052,QUANTIZATION-STABLE
80,Neutral,QuantizedPropagationPersistence,0.96,0.9172,0.9266,0.8985,0.9073,0.8822,0.9019,QUANTIZATION-STABLE
96,Neutral,QuantizedPropagationPersistence,0.9521,0.9313,0.9205,0.8917,0.91,0.8798,0.9153,QUANTIZATION-STABLE
128,Neutral,QuantizedPropagationPersistence,0.9552,0.9374,0.9202,0.8932,0.92,0.91,0.9013,QUANTIZATION-STABLE
160,Neutral,QuantizedPropagationPersistence,0.9426,0.9481,0.9019,0.8996,0.92,0.8763,0.93,QUANTIZATION-STABLE
192,Neutral,QuantizedPropagationPersistence,0.96,0.9292,0.9019,0.8976,0.92,0.9061,0.8991,QUANTIZATION-STABLE
256,Neutral,QuantizedPropagationPersistence,0.96,0.939,0.93,0.9014,0.915,0.9085,0.9286,QUANTIZATION-STABLE
320,Neutral,QuantizedPropagationPersistence,0.9377,0.9259,0.9324,0.9031,0.9176,0.8785,0.9234,QUANTIZATION-STABLE
512,Neutral,QuantizedPropagationPersistence,0.96,0.9349,0.9269,0.8863,0.92,0.8854,0.9154,QUANTIZATION-STABLE
768,Neutral,QuantizedPropagationPersistence,0.956,0.9369,0.9022,0.9254,0.92,0.91,0.8965,QUANTIZATION-STABLE
1024,Neutral,QuantizedPropagationPersistence,0.96,0.94,0.918,0.9016,0.92,0.91,0.8995,QUANTIZATION-STABLE
1536,Neutral,QuantizedPropagationPersistence,0.9592,0.9513,0.9248,0.9,0.9171,0.8768,0.9021,QUANTIZATION-STABLE
2048,Neutral,QuantizedPropagationPersistence,0.9471,0.9402,0.9312,0.9128,0.92,0.891,0.9052,QUANTIZATION-STABLE
3072,Neutral,QuantizedPropagationPersistence,0.96,0.9402,0.9341,0.9121,0.92,0.9009,0.9168,QUANTIZATION-STABLE
4096,Neutral,QuantizedPropagationPersistence,0.949,0.947,0.904,0.9014,0.9193,0.8822,0.9064,QUANTIZATION-STABLE
6144,Neutral,QuantizedPropagationPersistence,0.96,0.9156,0.8969,0.8999,0.92,0.91,0.9053,QUANTIZATION-STABLE
8192,Neutral,QuantizedPropagationPersistence,0.9402,0.9148,0.9338,0.9051,0.92,0.904,0.8954,QUANTIZATION-STABLE
12288,Neutral,QuantizedPropagationPersistence,0.96,0.9462,0.8978,0.9066,0.92,0.8971,0.9131,QUANTIZATION-STABLE
16384,Neutral,QuantizedPropagationPersistence,0.9497,0.9327,0.9121,0.9,0.9084,0.9034,0.9249,QUANTIZATION-STABLE
24576,Neutral,QuantizedPropagationPersistence,0.9452,0.922,0.9104,0.8928,0.9049,0.8801,0.9238,QUANTIZATION-STABLE
32768,Neutral,QuantizedPropagationPersistence,0.96,0.9136,0.921,0.9127,0.9078,0.8799,0.9277,QUANTIZATION-STABLE
65536,Neutral,QuantizedPropagationPersistence,0.9403,0.9233,0.8971,0.8824,0.92,0.8858,0.8923,QUANTIZATION-STABLE
131072,Neutral,QuantizedPropagationPersistence,0.9563,0.9282,0.9148,0.8836,0.92,0.8914,0.9062,QUANTIZATION-STABLE
262144,Neutral,QuantizedPropagationPersistence,0.9198,0.915,0.8845,0.8946,0.8801,0.8732,0.9037,QUANTIZATION-STABLE
524288,Neutral,QuantizedPropagationPersistence,0.8934,0.8755,0.8599,0.8485,0.8711,0.8408,0.8544,QUANTIZATION-BOUNDED
1048576,Neutral,QuantizedPropagationPersistence,0.8411,0.841,0.792,0.8015,0.8249,0.8058,0.8251,QUANTIZATION-BOUNDED
2097152,Neutral,QuantizedPropagationPersistence,0.7708,0.7412,0.7102,0.729,0.7288,0.7155,0.7124,QUANTIZATION-PARTIAL
1,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.916,0.913,0.93,0.879,0.8982,0.93,QUANTIZATION-STABLE
2,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9285,0.9263,0.9244,0.8836,0.9054,0.93,QUANTIZATION-STABLE
4,Neutral,RecursiveTransitionBoundaryMapping,0.9415,0.9237,0.9257,0.9075,0.8919,0.8969,0.919,QUANTIZATION-STABLE
6,Neutral,RecursiveTransitionBoundaryMapping,0.9384,0.9283,0.906,0.93,0.8958,0.91,0.93,QUANTIZATION-STABLE
8,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9314,0.9146,0.93,0.8825,0.8777,0.9258,QUANTIZATION-STABLE
12,Neutral,RecursiveTransitionBoundaryMapping,0.9373,0.9403,0.9186,0.9291,0.8955,0.904,0.93,QUANTIZATION-STABLE
16,Neutral,RecursiveTransitionBoundaryMapping,0.94,0.911,0.9138,0.93,0.8989,0.9077,0.9269,QUANTIZATION-STABLE
20,Neutral,RecursiveTransitionBoundaryMapping,0.9528,0.9079,0.9091,0.93,0.8866,0.9059,0.93,QUANTIZATION-STABLE
24,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9237,0.9285,0.9091,0.8818,0.9027,0.9161,QUANTIZATION-STABLE
32,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9381,0.9023,0.9103,0.8784,0.8885,0.93,QUANTIZATION-STABLE
40,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.91,0.909,0.93,0.8957,0.91,0.93,QUANTIZATION-STABLE
48,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9076,0.8983,0.93,0.9015,0.9054,0.93,QUANTIZATION-STABLE
64,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9261,0.9236,0.9235,0.8833,0.8841,0.9241,QUANTIZATION-STABLE
80,Neutral,RecursiveTransitionBoundaryMapping,0.9518,0.9093,0.9308,0.9158,0.9141,0.9087,0.9202,QUANTIZATION-STABLE
96,Neutral,RecursiveTransitionBoundaryMapping,0.9429,0.9254,0.9077,0.9083,0.8764,0.9088,0.9276,QUANTIZATION-STABLE
128,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9086,0.9122,0.9178,0.9108,0.895,0.9199,QUANTIZATION-STABLE
160,Neutral,RecursiveTransitionBoundaryMapping,0.9476,0.9372,0.9142,0.9287,0.9051,0.91,0.93,QUANTIZATION-STABLE
192,Neutral,RecursiveTransitionBoundaryMapping,0.9493,0.9092,0.916,0.9293,0.9079,0.9015,0.93,QUANTIZATION-STABLE
256,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9253,0.899,0.9249,0.8902,0.8894,0.93,QUANTIZATION-STABLE
320,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9068,0.8977,0.92,0.9068,0.9067,0.9176,QUANTIZATION-STABLE
512,Neutral,RecursiveTransitionBoundaryMapping,0.9427,0.942,0.9015,0.93,0.8792,0.8817,0.93,QUANTIZATION-STABLE
768,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9354,0.907,0.9238,0.9065,0.8948,0.9294,QUANTIZATION-STABLE
1024,Neutral,RecursiveTransitionBoundaryMapping,0.9556,0.9246,0.9077,0.9249,0.9099,0.91,0.93,QUANTIZATION-STABLE
1536,Neutral,RecursiveTransitionBoundaryMapping,0.9558,0.9178,0.9037,0.928,0.899,0.8909,0.93,QUANTIZATION-STABLE
2048,Neutral,RecursiveTransitionBoundaryMapping,0.9391,0.9119,0.9045,0.9094,0.8816,0.8986,0.93,QUANTIZATION-STABLE
3072,Neutral,RecursiveTransitionBoundaryMapping,0.9485,0.9391,0.9222,0.9197,0.889,0.893,0.93,QUANTIZATION-STABLE
4096,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.909,0.9014,0.9203,0.8908,0.8815,0.93,QUANTIZATION-STABLE
6144,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9101,0.9301,0.922,0.9148,0.8907,0.93,QUANTIZATION-STABLE
8192,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9332,0.9006,0.9134,0.8762,0.91,0.93,QUANTIZATION-STABLE
12288,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9178,0.9073,0.9068,0.9112,0.8765,0.9194,QUANTIZATION-STABLE
16384,Neutral,RecursiveTransitionBoundaryMapping,0.9414,0.9368,0.8961,0.9055,0.8967,0.9055,0.9287,QUANTIZATION-STABLE
24576,Neutral,RecursiveTransitionBoundaryMapping,0.96,0.9377,0.9187,0.93,0.8866,0.8951,0.9165,QUANTIZATION-STABLE
32768,Neutral,RecursiveTransitionBoundaryMapping,0.9422,0.938,0.9105,0.93,0.896,0.8909,0.93,QUANTIZATION-STABLE
65536,Neutral,RecursiveTransitionBoundaryMapping,0.9373,0.9251,0.9015,0.8998,0.9003,0.8834,0.93,QUANTIZATION-STABLE
131072,Neutral,RecursiveTransitionBoundaryMapping,0.9316,0.9122,0.9177,0.8925,0.8868,0.8663,0.9123,QUANTIZATION-STABLE
262144,Neutral,RecursiveTransitionBoundaryMapping,0.9335,0.9139,0.9009,0.9099,0.8757,0.8495,0.9048,QUANTIZATION-STABLE
524288,Neutral,RecursiveTransitionBoundaryMapping,0.9081,0.8513,0.8687,0.8624,0.8306,0.8352,0.8634,QUANTIZATION-BOUNDED
1048576,Neutral,RecursiveTransitionBoundaryMapping,0.8492,0.8181,0.8194,0.8204,0.7787,0.7859,0.8102,QUANTIZATION-BOUNDED
2097152,Neutral,RecursiveTransitionBoundaryMapping,0.7672,0.7257,0.7297,0.745,0.721,0.7137,0.7506,QUANTIZATION-PARTIAL
1,Neutral,DiscreteConservationStructure,0.9386,0.9092,0.94,0.8877,0.92,0.8954,0.9115,QUANTIZATION-STABLE
2,Neutral,DiscreteConservationStructure,0.9386,0.9444,0.94,0.9198,0.9198,0.8781,0.9032,QUANTIZATION-STABLE
4,Neutral,DiscreteConservationStructure,0.9592,0.927,0.94,0.9042,0.9108,0.8855,0.9087,QUANTIZATION-STABLE
6,Neutral,DiscreteConservationStructure,0.96,0.9126,0.9359,0.912,0.9092,0.8665,0.93,QUANTIZATION-STABLE
8,Neutral,DiscreteConservationStructure,0.9558,0.9171,0.94,0.9068,0.92,0.8994,0.93,QUANTIZATION-STABLE
12,Neutral,DiscreteConservationStructure,0.96,0.9305,0.94,0.9209,0.92,0.893,0.9154,QUANTIZATION-STABLE
16,Neutral,DiscreteConservationStructure,0.9551,0.9267,0.94,0.9148,0.8958,0.8671,0.9026,QUANTIZATION-STABLE
20,Neutral,DiscreteConservationStructure,0.9338,0.9303,0.94,0.9108,0.9021,0.8867,0.9285,QUANTIZATION-STABLE
24,Neutral,DiscreteConservationStructure,0.96,0.9165,0.9313,0.9236,0.9112,0.8779,0.916,QUANTIZATION-STABLE
32,Neutral,DiscreteConservationStructure,0.96,0.9394,0.9297,0.89,0.92,0.8787,0.9149,QUANTIZATION-STABLE
40,Neutral,DiscreteConservationStructure,0.9487,0.9407,0.94,0.9255,0.9156,0.896,0.9216,QUANTIZATION-STABLE
48,Neutral,DiscreteConservationStructure,0.9474,0.9124,0.94,0.906,0.897,0.8716,0.9083,QUANTIZATION-STABLE
64,Neutral,DiscreteConservationStructure,0.96,0.9409,0.94,0.9091,0.907,0.8707,0.9063,QUANTIZATION-STABLE
80,Neutral,DiscreteConservationStructure,0.9446,0.9066,0.94,0.9191,0.92,0.893,0.9279,QUANTIZATION-STABLE
96,Neutral,DiscreteConservationStructure,0.9472,0.9168,0.9168,0.9058,0.92,0.8872,0.93,QUANTIZATION-STABLE
128,Neutral,DiscreteConservationStructure,0.96,0.9408,0.94,0.9215,0.92,0.893,0.9061,QUANTIZATION-STABLE
160,Neutral,DiscreteConservationStructure,0.9474,0.937,0.9208,0.8866,0.906,0.8868,0.9278,QUANTIZATION-STABLE
192,Neutral,DiscreteConservationStructure,0.96,0.9381,0.9243,0.9211,0.9171,0.8686,0.93,QUANTIZATION-STABLE
256,Neutral,DiscreteConservationStructure,0.9348,0.9442,0.936,0.9253,0.92,0.8922,0.9213,QUANTIZATION-STABLE
320,Neutral,DiscreteConservationStructure,0.9393,0.907,0.9235,0.9219,0.9028,0.8811,0.93,QUANTIZATION-STABLE
512,Neutral,DiscreteConservationStructure,0.96,0.9272,0.9185,0.8962,0.898,0.9014,0.9084,QUANTIZATION-STABLE
768,Neutral,DiscreteConservationStructure,0.96,0.9302,0.9185,0.8947,0.8984,0.8764,0.9199,QUANTIZATION-STABLE
1024,Neutral,DiscreteConservationStructure,0.9326,0.9348,0.9359,0.9118,0.9022,0.8795,0.9123,QUANTIZATION-STABLE
1536,Neutral,DiscreteConservationStructure,0.96,0.9211,0.94,0.9195,0.92,0.8704,0.9157,QUANTIZATION-STABLE
2048,Neutral,DiscreteConservationStructure,0.9432,0.9164,0.94,0.9122,0.9137,0.8966,0.9153,QUANTIZATION-STABLE
3072,Neutral,DiscreteConservationStructure,0.96,0.9356,0.93,0.8945,0.9197,0.8685,0.902,QUANTIZATION-STABLE
4096,Neutral,DiscreteConservationStructure,0.96,0.9359,0.94,0.9125,0.903,0.8903,0.9232,QUANTIZATION-STABLE
6144,Neutral,DiscreteConservationStructure,0.9462,0.9392,0.9244,0.9159,0.8995,0.8886,0.9194,QUANTIZATION-STABLE
8192,Neutral,DiscreteConservationStructure,0.9492,0.9246,0.9165,0.9117,0.9009,0.8691,0.9102,QUANTIZATION-STABLE
12288,Neutral,DiscreteConservationStructure,0.9418,0.9329,0.9392,0.9149,0.8981,0.8739,0.9008,QUANTIZATION-STABLE
16384,Neutral,DiscreteConservationStructure,0.96,0.9042,0.94,0.9156,0.8957,0.8678,0.929,QUANTIZATION-STABLE
24576,Neutral,DiscreteConservationStructure,0.9589,0.9247,0.9146,0.9207,0.9091,0.895,0.9283,QUANTIZATION-STABLE
32768,Neutral,DiscreteConservationStructure,0.9341,0.9293,0.9296,0.9024,0.92,0.8654,0.8955,QUANTIZATION-STABLE
65536,Neutral,DiscreteConservationStructure,0.9513,0.9312,0.9247,0.882,0.9163,0.8591,0.9214,QUANTIZATION-STABLE
131072,Neutral,DiscreteConservationStructure,0.9431,0.9193,0.9389,0.8789,0.8915,0.885,0.8831,QUANTIZATION-STABLE
262144,Neutral,DiscreteConservationStructure,0.9093,0.8788,0.9231,0.8723,0.8838,0.8613,0.9016,QUANTIZATION-BOUNDED
524288,Neutral,DiscreteConservationStructure,0.886,0.8696,0.8852,0.8376,0.8514,0.8306,0.8582,QUANTIZATION-BOUNDED
1048576,Neutral,DiscreteConservationStructure,0.8316,0.8056,0.8405,0.801,0.8157,0.7844,0.8145,QUANTIZATION-BOUNDED
2097152,Neutral,DiscreteConservationStructure,0.7441,0.7301,0.7492,0.7272,0.7331,0.7083,0.7407,QUANTIZATION-PARTIAL
1,Neutral,NullQuantizationControl,0.648,0.6338,0.6419,0.6196,0.6195,0.5895,0.6022,QUANTIZATION-DEGRADING
2,Neutral,NullQuantizationControl,0.6519,0.6359,0.6447,0.6251,0.6162,0.6069,0.5977,QUANTIZATION-DEGRADING
4,Neutral,NullQuantizationControl,0.6582,0.6469,0.6175,0.6072,0.6247,0.5959,0.6299,QUANTIZATION-DEGRADING
6,Neutral,NullQuantizationControl,0.6534,0.6399,0.6345,0.6041,0.6252,0.578,0.5996,QUANTIZATION-DEGRADING
8,Neutral,NullQuantizationControl,0.6582,0.627,0.6138,0.6313,0.594,0.6063,0.6299,QUANTIZATION-DEGRADING
12,Neutral,NullQuantizationControl,0.6596,0.6211,0.632,0.6311,0.5993,0.5973,0.6215,QUANTIZATION-DEGRADING
16,Neutral,NullQuantizationControl,0.6491,0.6441,0.6089,0.6093,0.5883,0.6038,0.6042,QUANTIZATION-DEGRADING
20,Neutral,NullQuantizationControl,0.6867,0.6416,0.6425,0.603,0.5866,0.5922,0.6286,QUANTIZATION-DEGRADING
24,Neutral,NullQuantizationControl,0.6561,0.6306,0.6337,0.6177,0.5982,0.5935,0.6266,QUANTIZATION-DEGRADING
32,Neutral,NullQuantizationControl,0.6751,0.6474,0.6238,0.6058,0.6022,0.6153,0.6032,QUANTIZATION-DEGRADING
40,Neutral,NullQuantizationControl,0.6824,0.6487,0.6097,0.6099,0.6087,0.61,0.621,QUANTIZATION-DEGRADING
48,Neutral,NullQuantizationControl,0.6558,0.6365,0.6254,0.6342,0.5931,0.594,0.6184,QUANTIZATION-DEGRADING
64,Neutral,NullQuantizationControl,0.6648,0.6456,0.6323,0.6215,0.613,0.6144,0.6231,QUANTIZATION-DEGRADING
80,Neutral,NullQuantizationControl,0.6702,0.6174,0.6073,0.6016,0.6255,0.6153,0.6049,QUANTIZATION-DEGRADING
96,Neutral,NullQuantizationControl,0.6816,0.6281,0.6294,0.6352,0.5882,0.6018,0.6301,QUANTIZATION-DEGRADING
128,Neutral,NullQuantizationControl,0.6531,0.6248,0.6206,0.6054,0.62,0.6149,0.6117,QUANTIZATION-DEGRADING
160,Neutral,NullQuantizationControl,0.6509,0.6264,0.6305,0.606,0.604,0.5763,0.6345,QUANTIZATION-DEGRADING
192,Neutral,NullQuantizationControl,0.6683,0.6202,0.618,0.6178,0.5912,0.5769,0.6351,QUANTIZATION-DEGRADING
256,Neutral,NullQuantizationControl,0.6567,0.6423,0.6166,0.6098,0.6207,0.6125,0.6297,QUANTIZATION-DEGRADING
320,Neutral,NullQuantizationControl,0.6521,0.623,0.6159,0.6077,0.6167,0.5793,0.601,QUANTIZATION-DEGRADING
512,Neutral,NullQuantizationControl,0.6835,0.6509,0.608,0.6051,0.5912,0.5861,0.6218,QUANTIZATION-DEGRADING
768,Neutral,NullQuantizationControl,0.6693,0.6284,0.6139,0.6222,0.5945,0.6109,0.5998,QUANTIZATION-DEGRADING
1024,Neutral,NullQuantizationControl,0.6721,0.6243,0.6447,0.6192,0.6006,0.5983,0.5982,QUANTIZATION-DEGRADING
1536,Neutral,NullQuantizationControl,0.6715,0.6306,0.6194,0.6073,0.6056,0.6126,0.6176,QUANTIZATION-DEGRADING
2048,Neutral,NullQuantizationControl,0.6829,0.6231,0.6309,0.5956,0.5886,0.5891,0.6191,QUANTIZATION-DEGRADING
3072,Neutral,NullQuantizationControl,0.6471,0.6434,0.6176,0.6149,0.6024,0.6001,0.5976,QUANTIZATION-DEGRADING
4096,Neutral,NullQuantizationControl,0.6569,0.6328,0.6239,0.6099,0.5934,0.5923,0.6118,QUANTIZATION-DEGRADING
6144,Neutral,NullQuantizationControl,0.6715,0.6243,0.6121,0.6003,0.5983,0.6123,0.6068,QUANTIZATION-DEGRADING
8192,Neutral,NullQuantizationControl,0.6553,0.6152,0.6394,0.6088,0.6221,0.6093,0.6241,QUANTIZATION-DEGRADING
12288,Neutral,NullQuantizationControl,0.6765,0.6275,0.6098,0.6025,0.5848,0.5869,0.6342,QUANTIZATION-DEGRADING
16384,Neutral,NullQuantizationControl,0.6518,0.6436,0.6188,0.6126,0.5853,0.5991,0.5982,QUANTIZATION-DEGRADING
24576,Neutral,NullQuantizationControl,0.6503,0.6324,0.6112,0.6284,0.619,0.6017,0.6143,QUANTIZATION-DEGRADING
32768,Neutral,NullQuantizationControl,0.674,0.6492,0.6179,0.6097,0.5949,0.5764,0.6266,QUANTIZATION-DEGRADING
65536,Neutral,NullQuantizationControl,0.6452,0.6428,0.6403,0.5937,0.5949,0.582,0.6103,QUANTIZATION-DEGRADING
131072,Neutral,NullQuantizationControl,0.6639,0.6167,0.6076,0.5925,0.5914,0.6056,0.5872,QUANTIZATION-DEGRADING
262144,Neutral,NullQuantizationControl,0.6355,0.6193,0.6131,0.5933,0.5693,0.5615,0.5945,QUANTIZATION-DEGRADING
524288,Neutral,NullQuantizationControl,0.6433,0.5791,0.5892,0.5847,0.5756,0.5424,0.5955,QUANTIZATION-DEGRADING
1048576,Neutral,NullQuantizationControl,0.5788,0.5525,0.5355,0.5349,0.5238,0.5254,0.5593,QUANTIZATION-DEGRADING
2097152,Neutral,NullQuantizationControl,0.5217,0.496,0.4894,0.4799,0.4727,0.4682,0.472,QUANTIZATION-FAILED
1,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
20,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
40,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
48,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
64,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
80,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
96,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
128,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
160,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
192,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
256,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
320,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
512,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
768,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1024,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1536,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2048,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
3072,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4096,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6144,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
8192,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
12288,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
16384,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
24576,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
32768,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
65536,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
131072,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
262144,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
524288,P-A,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
1048576,P-A,DiscreteAttractorEmergence,0.9439,0.9496,0.922,0.9071,0.8889,0.901,0.8841,QUANTIZATION-STABLE
2097152,P-A,DiscreteAttractorEmergence,0.8458,0.8461,0.8204,0.7973,0.7846,0.797,0.8043,QUANTIZATION-BOUNDED
1,P-A,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,P-A,RecursiveThresholdQuantization,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
