chain,domain_A,domain_B,domain_C,operator_A,operator_B,chain_identity_similarity,chain_cg_rate,chain_cg_retention,identity_preserved,cg_preserved
cellular_automata→kuramoto→coupled_map_lattice,cellular_automata,kuramoto,coupled_map_lattice,branching,recursive_feedback,1.0,0.1753,0.4898,1,0
cellular_automata→kuramoto→graph_diffusion,cellular_automata,kuramoto,graph_diffusion,branching,recursive_feedback,0.9983,0.1193,0.3333,1,0
cellular_automata→kuramoto→gray_scott,cellular_automata,kuramoto,gray_scott,branching,recursive_feedback,0.9983,0.236,0.6592,1,0
cellular_automata→kuramoto→lotka_volterra,cellular_automata,kuramoto,lotka_volterra,branching,recursive_feedback,0.9993,0.1193,0.3333,1,0
cellular_automata→kuramoto→nonlinear_oscillator,cellular_automata,kuramoto,nonlinear_oscillator,branching,recursive_feedback,0.9998,0.2927,0.5628,1,0
cellular_automata→kuramoto→population,cellular_automata,kuramoto,population,branching,recursive_feedback,0.9999,0.1987,0.5549,1,0
cellular_automata→kuramoto→replicator,cellular_automata,kuramoto,replicator,branching,recursive_feedback,0.9986,0.1193,0.3333,1,0
lotka_volterra→graph_diffusion→branching,lotka_volterra,graph_diffusion,branching,branching,competitive_exclusion,0.9977,0.0813,0.3333,1,0
lotka_volterra→graph_diffusion→cellular_automata,lotka_volterra,graph_diffusion,cellular_automata,branching,competitive_exclusion,0.9999,0.0,0.0,1,0
lotka_volterra→graph_diffusion→coupled_map_lattice,lotka_volterra,graph_diffusion,coupled_map_lattice,branching,competitive_exclusion,0.9992,0.056,0.3333,1,0
lotka_volterra→graph_diffusion→gray_scott,lotka_volterra,graph_diffusion,gray_scott,branching,competitive_exclusion,0.994,0.1167,0.3333,1,0
lotka_volterra→graph_diffusion→kuramoto,lotka_volterra,graph_diffusion,kuramoto,branching,competitive_exclusion,0.9963,0.1193,0.3333,1,0
lotka_volterra→graph_diffusion→nonlinear_oscillator,lotka_volterra,graph_diffusion,nonlinear_oscillator,branching,competitive_exclusion,0.9997,0.1733,0.3333,1,0
lotka_volterra→graph_diffusion→population,lotka_volterra,graph_diffusion,population,branching,competitive_exclusion,0.9983,0.0793,0.3333,1,0
lotka_volterra→graph_diffusion→replicator,lotka_volterra,graph_diffusion,replicator,branching,competitive_exclusion,1.0,0.0,0.0,1,0
lotka_volterra→replicator→branching,lotka_volterra,replicator,branching,branching,competitive_exclusion,0.9979,0.0813,0.3333,1,0
lotka_volterra→replicator→cellular_automata,lotka_volterra,replicator,cellular_automata,branching,competitive_exclusion,0.9999,0.0,0.0,1,0
lotka_volterra→replicator→coupled_map_lattice,lotka_volterra,replicator,coupled_map_lattice,branching,competitive_exclusion,0.9993,0.056,0.3333,1,0
lotka_volterra→replicator→graph_diffusion,lotka_volterra,replicator,graph_diffusion,branching,competitive_exclusion,0.9999,0.0,0.0,1,0
lotka_volterra→replicator→gray_scott,lotka_volterra,replicator,gray_scott,branching,competitive_exclusion,0.9942,0.1167,0.3333,1,0
lotka_volterra→replicator→kuramoto,lotka_volterra,replicator,kuramoto,branching,competitive_exclusion,0.9965,0.1193,0.3333,1,0
lotka_volterra→replicator→nonlinear_oscillator,lotka_volterra,replicator,nonlinear_oscillator,branching,competitive_exclusion,0.9997,0.1733,0.3333,1,0
lotka_volterra→replicator→population,lotka_volterra,replicator,population,branching,competitive_exclusion,0.9984,0.0793,0.3333,1,0
cellular_automata→graph_diffusion→branching,cellular_automata,graph_diffusion,branching,branching,competitive_exclusion,0.9973,0.0813,0.3333,1,0
cellular_automata→graph_diffusion→coupled_map_lattice,cellular_automata,graph_diffusion,coupled_map_lattice,branching,competitive_exclusion,0.999,0.056,0.3333,1,0
cellular_automata→graph_diffusion→gray_scott,cellular_automata,graph_diffusion,gray_scott,branching,competitive_exclusion,0.9937,0.1167,0.3333,1,0
cellular_automata→graph_diffusion→kuramoto,cellular_automata,graph_diffusion,kuramoto,branching,competitive_exclusion,0.996,0.1193,0.3333,1,0
cellular_automata→graph_diffusion→lotka_volterra,cellular_automata,graph_diffusion,lotka_volterra,branching,competitive_exclusion,0.9998,0.0,0.0,1,0
cellular_automata→graph_diffusion→nonlinear_oscillator,cellular_automata,graph_diffusion,nonlinear_oscillator,branching,competitive_exclusion,0.9996,0.1733,0.3333,1,0
cellular_automata→graph_diffusion→population,cellular_automata,graph_diffusion,population,branching,competitive_exclusion,0.9982,0.0793,0.3333,1,0
cellular_automata→graph_diffusion→replicator,cellular_automata,graph_diffusion,replicator,branching,competitive_exclusion,1.0,0.0,0.0,1,0
cellular_automata→replicator→branching,cellular_automata,replicator,branching,branching,competitive_exclusion,0.9974,0.0813,0.3333,1,0
cellular_automata→replicator→coupled_map_lattice,cellular_automata,replicator,coupled_map_lattice,branching,competitive_exclusion,0.9991,0.056,0.3333,1,0
cellular_automata→replicator→graph_diffusion,cellular_automata,replicator,graph_diffusion,branching,competitive_exclusion,1.0,0.0,0.0,1,0
cellular_automata→replicator→gray_scott,cellular_automata,replicator,gray_scott,branching,competitive_exclusion,0.9939,0.1167,0.3333,1,0
cellular_automata→replicator→kuramoto,cellular_automata,replicator,kuramoto,branching,competitive_exclusion,0.9961,0.1193,0.3333,1,0
cellular_automata→replicator→lotka_volterra,cellular_automata,replicator,lotka_volterra,branching,competitive_exclusion,0.9998,0.0,0.0,1,0
cellular_automata→replicator→nonlinear_oscillator,cellular_automata,replicator,nonlinear_oscillator,branching,competitive_exclusion,0.9996,0.1733,0.3333,1,0
cellular_automata→replicator→population,cellular_automata,replicator,population,branching,competitive_exclusion,0.9983,0.0793,0.3333,1,0
lotka_volterra→cellular_automata→branching,lotka_volterra,cellular_automata,branching,branching,diffusion,0.9981,0.0813,0.3333,1,0
lotka_volterra→cellular_automata→coupled_map_lattice,lotka_volterra,cellular_automata,coupled_map_lattice,branching,diffusion,0.9994,0.056,0.3333,1,0
lotka_volterra→cellular_automata→graph_diffusion,lotka_volterra,cellular_automata,graph_diffusion,branching,diffusion,0.9998,0.0,0.0,1,0
lotka_volterra→cellular_automata→gray_scott,lotka_volterra,cellular_automata,gray_scott,branching,diffusion,0.9948,0.1167,0.3333,1,0
lotka_volterra→cellular_automata→kuramoto,lotka_volterra,cellular_automata,kuramoto,branching,diffusion,0.9969,0.1193,0.3333,1,0
lotka_volterra→cellular_automata→nonlinear_oscillator,lotka_volterra,cellular_automata,nonlinear_oscillator,branching,diffusion,0.9998,0.1733,0.3333,1,0
lotka_volterra→cellular_automata→population,lotka_volterra,cellular_automata,population,branching,diffusion,0.9987,0.0793,0.3333,1,0
lotka_volterra→cellular_automata→replicator,lotka_volterra,cellular_automata,replicator,branching,diffusion,0.9999,0.0,0.0,1,0
lotka_volterra→coupled_map_lattice→branching,lotka_volterra,coupled_map_lattice,branching,branching,diffusion,0.9991,0.1373,0.5628,1,0
lotka_volterra→coupled_map_lattice→cellular_automata,lotka_volterra,coupled_map_lattice,cellular_automata,branching,diffusion,0.9997,0.056,0.3333,1,0
lotka_volterra→coupled_map_lattice→graph_diffusion,lotka_volterra,coupled_map_lattice,graph_diffusion,branching,diffusion,0.9993,0.056,0.3333,1,0
lotka_volterra→coupled_map_lattice→gray_scott,lotka_volterra,coupled_map_lattice,gray_scott,branching,diffusion,0.9965,0.1727,0.4933,1,0
lotka_volterra→coupled_map_lattice→kuramoto,lotka_volterra,coupled_map_lattice,kuramoto,branching,diffusion,0.9982,0.1753,0.4898,1,0
lotka_volterra→coupled_map_lattice→nonlinear_oscillator,lotka_volterra,coupled_map_lattice,nonlinear_oscillator,branching,diffusion,1.0,0.2293,0.441,1,0
lotka_volterra→coupled_map_lattice→population,lotka_volterra,coupled_map_lattice,population,branching,diffusion,0.9994,0.1353,0.5686,1,0
lotka_volterra→coupled_map_lattice→replicator,lotka_volterra,coupled_map_lattice,replicator,branching,diffusion,0.9995,0.056,0.3333,1,0
cellular_automata→coupled_map_lattice→branching,cellular_automata,coupled_map_lattice,branching,branching,diffusion,0.9987,0.1373,0.5628,1,0
cellular_automata→coupled_map_lattice→graph_diffusion,cellular_automata,coupled_map_lattice,graph_diffusion,branching,diffusion,0.9995,0.056,0.3333,1,0
cellular_automata→coupled_map_lattice→gray_scott,cellular_automata,coupled_map_lattice,gray_scott,branching,diffusion,0.9963,0.1727,0.4933,1,0
cellular_automata→coupled_map_lattice→kuramoto,cellular_automata,coupled_map_lattice,kuramoto,branching,diffusion,0.998,0.1753,0.4898,1,0
cellular_automata→coupled_map_lattice→lotka_volterra,cellular_automata,coupled_map_lattice,lotka_volterra,branching,diffusion,0.9998,0.056,0.3333,1,0
cellular_automata→coupled_map_lattice→nonlinear_oscillator,cellular_automata,coupled_map_lattice,nonlinear_oscillator,branching,diffusion,1.0,0.2293,0.441,1,0
cellular_automata→coupled_map_lattice→population,cellular_automata,coupled_map_lattice,population,branching,diffusion,0.9994,0.1353,0.5686,1,0
cellular_automata→coupled_map_lattice→replicator,cellular_automata,coupled_map_lattice,replicator,branching,diffusion,0.9996,0.056,0.3333,1,0
lotka_volterra→population→branching,lotka_volterra,population,branching,branching,hierarchical_nesting,0.9993,0.1607,0.6585,1,0
lotka_volterra→population→cellular_automata,lotka_volterra,population,cellular_automata,branching,hierarchical_nesting,0.9995,0.0793,0.3333,1,0
lotka_volterra→population→coupled_map_lattice,lotka_volterra,population,coupled_map_lattice,branching,hierarchical_nesting,1.0,0.1353,0.5686,1,0
lotka_volterra→population→graph_diffusion,lotka_volterra,population,graph_diffusion,branching,hierarchical_nesting,0.999,0.0793,0.3333,1,0
lotka_volterra→population→gray_scott,lotka_volterra,population,gray_scott,branching,hierarchical_nesting,0.9973,0.196,0.56,1,0
lotka_volterra→population→kuramoto,lotka_volterra,population,kuramoto,branching,hierarchical_nesting,0.9987,0.1987,0.5549,1,0
lotka_volterra→population→nonlinear_oscillator,lotka_volterra,population,nonlinear_oscillator,branching,hierarchical_nesting,1.0,0.2527,0.4859,1,0
lotka_volterra→population→replicator,lotka_volterra,population,replicator,branching,hierarchical_nesting,0.9992,0.0793,0.3333,1,0
lotka_volterra→coupled_map_lattice→branching,lotka_volterra,coupled_map_lattice,branching,branching,hierarchical_nesting,0.9991,0.1373,0.5628,1,0
lotka_volterra→coupled_map_lattice→cellular_automata,lotka_volterra,coupled_map_lattice,cellular_automata,branching,hierarchical_nesting,0.9997,0.056,0.3333,1,0
lotka_volterra→coupled_map_lattice→graph_diffusion,lotka_volterra,coupled_map_lattice,graph_diffusion,branching,hierarchical_nesting,0.9993,0.056,0.3333,1,0
lotka_volterra→coupled_map_lattice→gray_scott,lotka_volterra,coupled_map_lattice,gray_scott,branching,hierarchical_nesting,0.9965,0.1727,0.4933,1,0
lotka_volterra→coupled_map_lattice→kuramoto,lotka_volterra,coupled_map_lattice,kuramoto,branching,hierarchical_nesting,0.9982,0.1753,0.4898,1,0
lotka_volterra→coupled_map_lattice→nonlinear_oscillator,lotka_volterra,coupled_map_lattice,nonlinear_oscillator,branching,hierarchical_nesting,1.0,0.2293,0.441,1,0
lotka_volterra→coupled_map_lattice→population,lotka_volterra,coupled_map_lattice,population,branching,hierarchical_nesting,0.9994,0.1353,0.5686,1,0
lotka_volterra→coupled_map_lattice→replicator,lotka_volterra,coupled_map_lattice,replicator,branching,hierarchical_nesting,0.9995,0.056,0.3333,1,0
cellular_automata→population→branching,cellular_automata,population,branching,branching,hierarchical_nesting,0.9989,0.1607,0.6585,1,0
cellular_automata→population→coupled_map_lattice,cellular_automata,population,coupled_map_lattice,branching,hierarchical_nesting,0.9999,0.1353,0.5686,1,0
cellular_automata→population→graph_diffusion,cellular_automata,population,graph_diffusion,branching,hierarchical_nesting,0.9991,0.0793,0.3333,1,0
cellular_automata→population→gray_scott,cellular_automata,population,gray_scott,branching,hierarchical_nesting,0.9971,0.196,0.56,1,0
cellular_automata→population→kuramoto,cellular_automata,population,kuramoto,branching,hierarchical_nesting,0.9985,0.1987,0.5549,1,0
cellular_automata→population→lotka_volterra,cellular_automata,population,lotka_volterra,branching,hierarchical_nesting,0.9997,0.0793,0.3333,1,0
cellular_automata→population→nonlinear_oscillator,cellular_automata,population,nonlinear_oscillator,branching,hierarchical_nesting,0.9999,0.2527,0.4859,1,0
cellular_automata→population→replicator,cellular_automata,population,replicator,branching,hierarchical_nesting,0.9993,0.0793,0.3333,1,0
cellular_automata→coupled_map_lattice→branching,cellular_automata,coupled_map_lattice,branching,branching,hierarchical_nesting,0.9987,0.1373,0.5628,1,0
cellular_automata→coupled_map_lattice→graph_diffusion,cellular_automata,coupled_map_lattice,graph_diffusion,branching,hierarchical_nesting,0.9995,0.056,0.3333,1,0
cellular_automata→coupled_map_lattice→gray_scott,cellular_automata,coupled_map_lattice,gray_scott,branching,hierarchical_nesting,0.9963,0.1727,0.4933,1,0
cellular_automata→coupled_map_lattice→kuramoto,cellular_automata,coupled_map_lattice,kuramoto,branching,hierarchical_nesting,0.998,0.1753,0.4898,1,0
cellular_automata→coupled_map_lattice→lotka_volterra,cellular_automata,coupled_map_lattice,lotka_volterra,branching,hierarchical_nesting,0.9998,0.056,0.3333,1,0
cellular_automata→coupled_map_lattice→nonlinear_oscillator,cellular_automata,coupled_map_lattice,nonlinear_oscillator,branching,hierarchical_nesting,1.0,0.2293,0.441,1,0
cellular_automata→coupled_map_lattice→population,cellular_automata,coupled_map_lattice,population,branching,hierarchical_nesting,0.9994,0.1353,0.5686,1,0
cellular_automata→coupled_map_lattice→replicator,cellular_automata,coupled_map_lattice,replicator,branching,hierarchical_nesting,0.9996,0.056,0.3333,1,0
lotka_volterra→coupled_map_lattice→branching,lotka_volterra,coupled_map_lattice,branching,branching,constraint_propagation,0.9991,0.1373,0.5628,1,0
lotka_volterra→coupled_map_lattice→cellular_automata,lotka_volterra,coupled_map_lattice,cellular_automata,branching,constraint_propagation,0.9997,0.056,0.3333,1,0
lotka_volterra→coupled_map_lattice→graph_diffusion,lotka_volterra,coupled_map_lattice,graph_diffusion,branching,constraint_propagation,0.9993,0.056,0.3333,1,0
lotka_volterra→coupled_map_lattice→gray_scott,lotka_volterra,coupled_map_lattice,gray_scott,branching,constraint_propagation,0.9965,0.1727,0.4933,1,0
lotka_volterra→coupled_map_lattice→kuramoto,lotka_volterra,coupled_map_lattice,kuramoto,branching,constraint_propagation,0.9982,0.1753,0.4898,1,0
lotka_volterra→coupled_map_lattice→nonlinear_oscillator,lotka_volterra,coupled_map_lattice,nonlinear_oscillator,branching,constraint_propagation,1.0,0.2293,0.441,1,0
lotka_volterra→coupled_map_lattice→population,lotka_volterra,coupled_map_lattice,population,branching,constraint_propagation,0.9994,0.1353,0.5686,1,0
lotka_volterra→coupled_map_lattice→replicator,lotka_volterra,coupled_map_lattice,replicator,branching,constraint_propagation,0.9995,0.056,0.3333,1,0
lotka_volterra→cellular_automata→branching,lotka_volterra,cellular_automata,branching,branching,constraint_propagation,0.9981,0.0813,0.3333,1,0
lotka_volterra→cellular_automata→coupled_map_lattice,lotka_volterra,cellular_automata,coupled_map_lattice,branching,constraint_propagation,0.9994,0.056,0.3333,1,0
lotka_volterra→cellular_automata→graph_diffusion,lotka_volterra,cellular_automata,graph_diffusion,branching,constraint_propagation,0.9998,0.0,0.0,1,0
lotka_volterra→cellular_automata→gray_scott,lotka_volterra,cellular_automata,gray_scott,branching,constraint_propagation,0.9948,0.1167,0.3333,1,0
lotka_volterra→cellular_automata→kuramoto,lotka_volterra,cellular_automata,kuramoto,branching,constraint_propagation,0.9969,0.1193,0.3333,1,0
lotka_volterra→cellular_automata→nonlinear_oscillator,lotka_volterra,cellular_automata,nonlinear_oscillator,branching,constraint_propagation,0.9998,0.1733,0.3333,1,0
lotka_volterra→cellular_automata→population,lotka_volterra,cellular_automata,population,branching,constraint_propagation,0.9987,0.0793,0.3333,1,0
lotka_volterra→cellular_automata→replicator,lotka_volterra,cellular_automata,replicator,branching,constraint_propagation,0.9999,0.0,0.0,1,0
cellular_automata→coupled_map_lattice→branching,cellular_automata,coupled_map_lattice,branching,branching,constraint_propagation,0.9987,0.1373,0.5628,1,0
cellular_automata→coupled_map_lattice→graph_diffusion,cellular_automata,coupled_map_lattice,graph_diffusion,branching,constraint_propagation,0.9995,0.056,0.3333,1,0
