depth,sector,condition,rg_similarity,abstraction_coherence,meta_model_fidelity,cross_model_integration,recursive_abstraction_persistence,predictive_abstraction_gain,higher_order_stabilization_strength,classification
768,Projection-Neutral,RecursiveAbstractionPersistence,0.2868,0.2849,0.2757,0.2717,0.2859,0.2713,0.2747,ABSTRACTION-FAILED
1024,Projection-Neutral,RecursiveAbstractionPersistence,0.2344,0.2282,0.2297,0.222,0.2311,0.2236,0.2295,ABSTRACTION-FAILED
1536,Projection-Neutral,RecursiveAbstractionPersistence,0.1684,0.1672,0.1629,0.1627,0.1631,0.1563,0.1601,ABSTRACTION-FAILED
2048,Projection-Neutral,RecursiveAbstractionPersistence,0.1349,0.1299,0.1274,0.128,0.1301,0.1242,0.1274,ABSTRACTION-FAILED
3072,Projection-Neutral,RecursiveAbstractionPersistence,0.0926,0.0919,0.0913,0.089,0.0917,0.086,0.0892,ABSTRACTION-FAILED
4096,Projection-Neutral,RecursiveAbstractionPersistence,0.0712,0.0704,0.0696,0.0687,0.0683,0.0687,0.0697,ABSTRACTION-FAILED
6144,Projection-Neutral,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Neutral,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Neutral,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Neutral,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Neutral,PredictiveAbstractionGain,0.9375,0.9324,0.93,0.92,0.91,0.9,0.92,ABSTRACTION-STABLE
2,Projection-Neutral,PredictiveAbstractionGain,0.9578,0.9144,0.9269,0.9099,0.9066,0.9,0.8949,ABSTRACTION-STABLE
4,Projection-Neutral,PredictiveAbstractionGain,0.9547,0.9313,0.9158,0.9163,0.8856,0.8908,0.9136,ABSTRACTION-STABLE
6,Projection-Neutral,PredictiveAbstractionGain,0.936,0.9249,0.8984,0.9104,0.91,0.9,0.9195,ABSTRACTION-BOUNDED
8,Projection-Neutral,PredictiveAbstractionGain,0.9396,0.9029,0.9121,0.8928,0.895,0.8853,0.9127,ABSTRACTION-STABLE
12,Projection-Neutral,PredictiveAbstractionGain,0.9021,0.9039,0.8955,0.8746,0.8575,0.876,0.8869,ABSTRACTION-BOUNDED
16,Projection-Neutral,PredictiveAbstractionGain,0.923,0.9061,0.8903,0.8806,0.8526,0.8686,0.8944,ABSTRACTION-BOUNDED
20,Projection-Neutral,PredictiveAbstractionGain,0.9045,0.8796,0.8598,0.8661,0.8554,0.8617,0.8506,ABSTRACTION-BOUNDED
24,Projection-Neutral,PredictiveAbstractionGain,0.886,0.859,0.8644,0.849,0.839,0.8524,0.8469,ABSTRACTION-BOUNDED
32,Projection-Neutral,PredictiveAbstractionGain,0.8678,0.8662,0.8504,0.8343,0.8113,0.8258,0.8391,ABSTRACTION-BOUNDED
40,Projection-Neutral,PredictiveAbstractionGain,0.8638,0.8279,0.846,0.8095,0.8017,0.8243,0.8064,ABSTRACTION-BOUNDED
48,Projection-Neutral,PredictiveAbstractionGain,0.8289,0.827,0.8244,0.8067,0.8112,0.8162,0.7858,ABSTRACTION-BOUNDED
64,Projection-Neutral,PredictiveAbstractionGain,0.7857,0.7976,0.7664,0.7619,0.77,0.7834,0.7556,ABSTRACTION-PARTIAL
80,Projection-Neutral,PredictiveAbstractionGain,0.7827,0.7589,0.7507,0.7535,0.7247,0.7402,0.7327,ABSTRACTION-PARTIAL
96,Projection-Neutral,PredictiveAbstractionGain,0.7295,0.7135,0.7181,0.7269,0.7072,0.7259,0.709,ABSTRACTION-PARTIAL
128,Projection-Neutral,PredictiveAbstractionGain,0.6974,0.6697,0.6679,0.6599,0.6434,0.6606,0.6671,ABSTRACTION-DEGRADING
160,Projection-Neutral,PredictiveAbstractionGain,0.6344,0.6361,0.6392,0.6098,0.6258,0.6108,0.621,ABSTRACTION-DEGRADING
192,Projection-Neutral,PredictiveAbstractionGain,0.6042,0.5838,0.5986,0.5809,0.5882,0.5846,0.5894,ABSTRACTION-DEGRADING
256,Projection-Neutral,PredictiveAbstractionGain,0.5434,0.5359,0.5314,0.5215,0.5172,0.5221,0.5246,ABSTRACTION-FAILED
320,Projection-Neutral,PredictiveAbstractionGain,0.4915,0.469,0.4636,0.4683,0.4714,0.466,0.4759,ABSTRACTION-FAILED
512,Projection-Neutral,PredictiveAbstractionGain,0.3761,0.3677,0.3725,0.3645,0.3642,0.3648,0.369,ABSTRACTION-FAILED
768,Projection-Neutral,PredictiveAbstractionGain,0.2833,0.2818,0.283,0.2795,0.2775,0.2723,0.2796,ABSTRACTION-FAILED
1024,Projection-Neutral,PredictiveAbstractionGain,0.2369,0.2291,0.228,0.2231,0.2215,0.2217,0.2219,ABSTRACTION-FAILED
1536,Projection-Neutral,PredictiveAbstractionGain,0.1687,0.1678,0.1664,0.1616,0.1617,0.1663,0.1658,ABSTRACTION-FAILED
2048,Projection-Neutral,PredictiveAbstractionGain,0.134,0.1334,0.1286,0.1284,0.1273,0.1291,0.128,ABSTRACTION-FAILED
3072,Projection-Neutral,PredictiveAbstractionGain,0.0941,0.0906,0.09,0.0888,0.0879,0.0889,0.0908,ABSTRACTION-FAILED
4096,Projection-Neutral,PredictiveAbstractionGain,0.0722,0.0717,0.0711,0.0683,0.0696,0.0677,0.0682,ABSTRACTION-FAILED
6144,Projection-Neutral,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Neutral,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Neutral,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Neutral,PredictiveAbstractionGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Neutral,HigherOrderStabilizationTracking,0.956,0.924,0.93,0.9006,0.91,0.9,0.92,ABSTRACTION-STABLE
2,Projection-Neutral,HigherOrderStabilizationTracking,0.9388,0.919,0.914,0.8947,0.91,0.8976,0.913,ABSTRACTION-STABLE
4,Projection-Neutral,HigherOrderStabilizationTracking,0.9227,0.9373,0.93,0.902,0.9054,0.9,0.912,ABSTRACTION-STABLE
6,Projection-Neutral,HigherOrderStabilizationTracking,0.9186,0.9156,0.9066,0.8917,0.8911,0.8951,0.92,ABSTRACTION-STABLE
8,Projection-Neutral,HigherOrderStabilizationTracking,0.9267,0.9095,0.8969,0.9062,0.91,0.8933,0.92,ABSTRACTION-BOUNDED
12,Projection-Neutral,HigherOrderStabilizationTracking,0.9339,0.9142,0.9194,0.8911,0.8826,0.8894,0.9132,ABSTRACTION-STABLE
16,Projection-Neutral,HigherOrderStabilizationTracking,0.9067,0.9044,0.893,0.8705,0.8588,0.8584,0.8989,ABSTRACTION-BOUNDED
20,Projection-Neutral,HigherOrderStabilizationTracking,0.89,0.8911,0.8832,0.8687,0.8648,0.8468,0.9039,ABSTRACTION-BOUNDED
24,Projection-Neutral,HigherOrderStabilizationTracking,0.9029,0.8782,0.8648,0.8532,0.8565,0.8337,0.8923,ABSTRACTION-BOUNDED
32,Projection-Neutral,HigherOrderStabilizationTracking,0.8583,0.8474,0.8599,0.8466,0.8367,0.8232,0.8721,ABSTRACTION-BOUNDED
40,Projection-Neutral,HigherOrderStabilizationTracking,0.8605,0.8221,0.8269,0.8246,0.8157,0.8056,0.8494,ABSTRACTION-BOUNDED
48,Projection-Neutral,HigherOrderStabilizationTracking,0.843,0.8122,0.8053,0.8128,0.7881,0.8041,0.8092,ABSTRACTION-BOUNDED
64,Projection-Neutral,HigherOrderStabilizationTracking,0.8084,0.7735,0.7991,0.7543,0.7596,0.7515,0.7899,ABSTRACTION-PARTIAL
80,Projection-Neutral,HigherOrderStabilizationTracking,0.7674,0.7438,0.7473,0.735,0.7362,0.7185,0.7711,ABSTRACTION-PARTIAL
96,Projection-Neutral,HigherOrderStabilizationTracking,0.7252,0.7214,0.7261,0.706,0.7219,0.7149,0.7404,ABSTRACTION-PARTIAL
128,Projection-Neutral,HigherOrderStabilizationTracking,0.6968,0.669,0.6777,0.6639,0.6552,0.6575,0.6737,ABSTRACTION-DEGRADING
160,Projection-Neutral,HigherOrderStabilizationTracking,0.6491,0.6307,0.633,0.6071,0.6203,0.6179,0.6202,ABSTRACTION-DEGRADING
192,Projection-Neutral,HigherOrderStabilizationTracking,0.597,0.5904,0.6013,0.5875,0.5839,0.5702,0.6039,ABSTRACTION-DEGRADING
256,Projection-Neutral,HigherOrderStabilizationTracking,0.5292,0.5287,0.5244,0.5111,0.523,0.5054,0.5286,ABSTRACTION-FAILED
320,Projection-Neutral,HigherOrderStabilizationTracking,0.4875,0.4843,0.4811,0.4633,0.4721,0.4597,0.4879,ABSTRACTION-FAILED
512,Projection-Neutral,HigherOrderStabilizationTracking,0.3783,0.3723,0.3672,0.3649,0.3579,0.3538,0.3762,ABSTRACTION-FAILED
768,Projection-Neutral,HigherOrderStabilizationTracking,0.2839,0.2885,0.2891,0.2785,0.2811,0.2771,0.2789,ABSTRACTION-FAILED
1024,Projection-Neutral,HigherOrderStabilizationTracking,0.228,0.2333,0.2292,0.2239,0.2205,0.2251,0.2289,ABSTRACTION-FAILED
1536,Projection-Neutral,HigherOrderStabilizationTracking,0.1665,0.1669,0.1687,0.1602,0.1623,0.1651,0.1665,ABSTRACTION-FAILED
2048,Projection-Neutral,HigherOrderStabilizationTracking,0.1329,0.1291,0.131,0.1307,0.1256,0.128,0.1296,ABSTRACTION-FAILED
3072,Projection-Neutral,HigherOrderStabilizationTracking,0.0932,0.0935,0.0918,0.0879,0.0893,0.0891,0.0932,ABSTRACTION-FAILED
4096,Projection-Neutral,HigherOrderStabilizationTracking,0.0713,0.0714,0.0706,0.0683,0.0675,0.0695,0.0712,ABSTRACTION-FAILED
6144,Projection-Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Neutral,NullAbstractionControl,0.767,0.7465,0.7424,0.7514,0.7171,0.7137,0.7628,ABSTRACTION-PARTIAL
2,Projection-Neutral,NullAbstractionControl,0.74,0.7447,0.7631,0.7729,0.7406,0.7182,0.7467,ABSTRACTION-PARTIAL
4,Projection-Neutral,NullAbstractionControl,0.7503,0.7453,0.7469,0.7704,0.7163,0.7348,0.7464,ABSTRACTION-PARTIAL
6,Projection-Neutral,NullAbstractionControl,0.7692,0.7499,0.7283,0.7532,0.7277,0.7122,0.7499,ABSTRACTION-PARTIAL
8,Projection-Neutral,NullAbstractionControl,0.7419,0.7412,0.7529,0.7457,0.7138,0.7064,0.7133,ABSTRACTION-PARTIAL
12,Projection-Neutral,NullAbstractionControl,0.7426,0.7575,0.747,0.751,0.7253,0.6948,0.7223,ABSTRACTION-PARTIAL
16,Projection-Neutral,NullAbstractionControl,0.743,0.7378,0.7331,0.7336,0.705,0.6965,0.7306,ABSTRACTION-PARTIAL
20,Projection-Neutral,NullAbstractionControl,0.7067,0.7107,0.7023,0.7102,0.6798,0.6788,0.6931,ABSTRACTION-PARTIAL
24,Projection-Neutral,NullAbstractionControl,0.726,0.6999,0.7043,0.712,0.6853,0.6754,0.6935,ABSTRACTION-DEGRADING
32,Projection-Neutral,NullAbstractionControl,0.7063,0.7178,0.6925,0.6963,0.6706,0.6616,0.6975,ABSTRACTION-DEGRADING
40,Projection-Neutral,NullAbstractionControl,0.6849,0.6856,0.6702,0.701,0.6634,0.6478,0.6808,ABSTRACTION-DEGRADING
48,Projection-Neutral,NullAbstractionControl,0.6513,0.6729,0.6565,0.6842,0.6368,0.6304,0.6394,ABSTRACTION-DEGRADING
64,Projection-Neutral,NullAbstractionControl,0.646,0.6581,0.6328,0.6485,0.6166,0.626,0.6367,ABSTRACTION-DEGRADING
80,Projection-Neutral,NullAbstractionControl,0.6191,0.6296,0.6157,0.6291,0.5908,0.5837,0.5951,ABSTRACTION-DEGRADING
96,Projection-Neutral,NullAbstractionControl,0.601,0.6072,0.5982,0.5817,0.5808,0.5797,0.5831,ABSTRACTION-DEGRADING
128,Projection-Neutral,NullAbstractionControl,0.5367,0.5656,0.544,0.5647,0.5277,0.5157,0.5346,ABSTRACTION-DEGRADING
160,Projection-Neutral,NullAbstractionControl,0.5282,0.5205,0.4993,0.5166,0.5078,0.4795,0.5003,ABSTRACTION-FAILED
192,Projection-Neutral,NullAbstractionControl,0.4821,0.4909,0.4818,0.495,0.4571,0.4494,0.4766,ABSTRACTION-FAILED
256,Projection-Neutral,NullAbstractionControl,0.4369,0.4319,0.4333,0.4377,0.4083,0.406,0.4144,ABSTRACTION-FAILED
320,Projection-Neutral,NullAbstractionControl,0.3866,0.3959,0.3822,0.3996,0.3664,0.3659,0.3863,ABSTRACTION-FAILED
512,Projection-Neutral,NullAbstractionControl,0.3004,0.3021,0.303,0.31,0.2894,0.2939,0.3006,ABSTRACTION-FAILED
768,Projection-Neutral,NullAbstractionControl,0.2298,0.228,0.2315,0.2306,0.219,0.219,0.2203,ABSTRACTION-FAILED
1024,Projection-Neutral,NullAbstractionControl,0.1841,0.1837,0.1902,0.1888,0.1774,0.179,0.1876,ABSTRACTION-FAILED
1536,Projection-Neutral,NullAbstractionControl,0.1325,0.1341,0.1368,0.1347,0.1324,0.1306,0.1339,ABSTRACTION-FAILED
2048,Projection-Neutral,NullAbstractionControl,0.1064,0.1096,0.1047,0.108,0.1007,0.1006,0.1063,ABSTRACTION-FAILED
3072,Projection-Neutral,NullAbstractionControl,0.0755,0.0741,0.0755,0.0768,0.0736,0.0719,0.0723,ABSTRACTION-FAILED
4096,Projection-Neutral,NullAbstractionControl,0.0584,0.0583,0.0558,0.0568,0.0566,0.0553,0.056,ABSTRACTION-FAILED
6144,Projection-Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Antisymmetry-Neutral,MetaModelExtraction,0.96,0.9265,0.93,0.8962,0.9025,0.8936,0.9184,ABSTRACTION-STABLE
2,Antisymmetry-Neutral,MetaModelExtraction,0.96,0.9342,0.93,0.9119,0.8854,0.9,0.92,ABSTRACTION-STABLE
4,Antisymmetry-Neutral,MetaModelExtraction,0.96,0.9249,0.93,0.8926,0.91,0.8967,0.92,ABSTRACTION-STABLE
6,Antisymmetry-Neutral,MetaModelExtraction,0.9558,0.94,0.9145,0.9076,0.8757,0.8804,0.888,ABSTRACTION-STABLE
8,Antisymmetry-Neutral,MetaModelExtraction,0.9511,0.94,0.93,0.8882,0.8981,0.8909,0.8842,ABSTRACTION-STABLE
12,Antisymmetry-Neutral,MetaModelExtraction,0.9525,0.9185,0.9025,0.8826,0.895,0.8805,0.8956,ABSTRACTION-STABLE
16,Antisymmetry-Neutral,MetaModelExtraction,0.9179,0.8973,0.902,0.8902,0.8631,0.8817,0.8808,ABSTRACTION-BOUNDED
20,Antisymmetry-Neutral,MetaModelExtraction,0.9102,0.8801,0.877,0.8542,0.8441,0.8504,0.8803,ABSTRACTION-BOUNDED
24,Antisymmetry-Neutral,MetaModelExtraction,0.9034,0.8813,0.8771,0.8641,0.8388,0.8354,0.8661,ABSTRACTION-BOUNDED
32,Antisymmetry-Neutral,MetaModelExtraction,0.8714,0.8595,0.8741,0.8417,0.8261,0.8451,0.832,ABSTRACTION-BOUNDED
40,Antisymmetry-Neutral,MetaModelExtraction,0.8601,0.8583,0.8225,0.8135,0.8113,0.7951,0.8237,ABSTRACTION-BOUNDED
48,Antisymmetry-Neutral,MetaModelExtraction,0.8501,0.8188,0.8179,0.7929,0.8101,0.8,0.7904,ABSTRACTION-BOUNDED
64,Antisymmetry-Neutral,MetaModelExtraction,0.8005,0.7943,0.7914,0.7684,0.7621,0.7499,0.7673,ABSTRACTION-PARTIAL
80,Antisymmetry-Neutral,MetaModelExtraction,0.773,0.7522,0.756,0.7436,0.7289,0.7456,0.7241,ABSTRACTION-PARTIAL
96,Antisymmetry-Neutral,MetaModelExtraction,0.7636,0.7465,0.7263,0.7209,0.7031,0.7166,0.7199,ABSTRACTION-PARTIAL
128,Antisymmetry-Neutral,MetaModelExtraction,0.7045,0.6783,0.6869,0.6676,0.6445,0.6524,0.666,ABSTRACTION-DEGRADING
160,Antisymmetry-Neutral,MetaModelExtraction,0.651,0.6537,0.6311,0.6134,0.6071,0.6251,0.6327,ABSTRACTION-DEGRADING
192,Antisymmetry-Neutral,MetaModelExtraction,0.6155,0.5941,0.6061,0.571,0.5752,0.5856,0.5746,ABSTRACTION-DEGRADING
256,Antisymmetry-Neutral,MetaModelExtraction,0.551,0.5389,0.5273,0.5083,0.5056,0.514,0.512,ABSTRACTION-FAILED
320,Antisymmetry-Neutral,MetaModelExtraction,0.4981,0.4743,0.4732,0.4592,0.4621,0.4701,0.4672,ABSTRACTION-FAILED
512,Antisymmetry-Neutral,MetaModelExtraction,0.3818,0.366,0.3765,0.3562,0.3519,0.3586,0.3688,ABSTRACTION-FAILED
768,Antisymmetry-Neutral,MetaModelExtraction,0.2952,0.2887,0.2837,0.2829,0.2743,0.2797,0.2784,ABSTRACTION-FAILED
1024,Antisymmetry-Neutral,MetaModelExtraction,0.2337,0.2294,0.228,0.223,0.2262,0.2219,0.2235,ABSTRACTION-FAILED
1536,Antisymmetry-Neutral,MetaModelExtraction,0.1707,0.1667,0.1704,0.1625,0.1639,0.1595,0.1647,ABSTRACTION-FAILED
2048,Antisymmetry-Neutral,MetaModelExtraction,0.1345,0.1325,0.1296,0.1268,0.1268,0.1265,0.1258,ABSTRACTION-FAILED
3072,Antisymmetry-Neutral,MetaModelExtraction,0.0943,0.0912,0.0921,0.0905,0.089,0.0868,0.0882,ABSTRACTION-FAILED
4096,Antisymmetry-Neutral,MetaModelExtraction,0.0724,0.0713,0.0717,0.07,0.0695,0.0694,0.07,ABSTRACTION-FAILED
6144,Antisymmetry-Neutral,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Antisymmetry-Neutral,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Antisymmetry-Neutral,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Antisymmetry-Neutral,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.96,0.94,0.9283,0.92,0.8966,0.9,0.92,ABSTRACTION-STABLE
2,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.9548,0.94,0.93,0.92,0.91,0.9,0.92,ABSTRACTION-STABLE
4,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.96,0.94,0.93,0.9143,0.8962,0.8933,0.908,ABSTRACTION-STABLE
6,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.944,0.932,0.93,0.9052,0.91,0.8754,0.92,ABSTRACTION-STABLE
8,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.937,0.94,0.905,0.901,0.8906,0.8765,0.8929,ABSTRACTION-STABLE
12,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.9208,0.9286,0.9089,0.8805,0.9014,0.8831,0.885,ABSTRACTION-STABLE
16,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.9381,0.9196,0.8948,0.8962,0.8613,0.8619,0.9009,ABSTRACTION-BOUNDED
20,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.9366,0.9169,0.9028,0.8836,0.8645,0.8646,0.857,ABSTRACTION-STABLE
24,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.9126,0.8958,0.8919,0.8642,0.8556,0.8419,0.8647,ABSTRACTION-BOUNDED
32,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.89,0.878,0.8592,0.8544,0.8502,0.8231,0.8432,ABSTRACTION-BOUNDED
40,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.8678,0.8604,0.8535,0.8245,0.8282,0.7976,0.8379,ABSTRACTION-BOUNDED
48,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.8414,0.8482,0.8151,0.8246,0.8169,0.7846,0.8036,ABSTRACTION-BOUNDED
64,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.831,0.8018,0.7892,0.7884,0.7706,0.7636,0.7849,ABSTRACTION-PARTIAL
80,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.7721,0.7828,0.7679,0.7442,0.7358,0.7379,0.7403,ABSTRACTION-PARTIAL
96,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.7619,0.7564,0.7252,0.7342,0.7049,0.711,0.7228,ABSTRACTION-PARTIAL
128,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.7031,0.6777,0.6701,0.6623,0.6612,0.6548,0.6824,ABSTRACTION-DEGRADING
160,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.6478,0.6522,0.623,0.6157,0.6328,0.6128,0.6179,ABSTRACTION-DEGRADING
192,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.6141,0.6058,0.5955,0.5773,0.5765,0.5806,0.601,ABSTRACTION-DEGRADING
256,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.5581,0.5455,0.5414,0.5298,0.5199,0.5064,0.5187,ABSTRACTION-FAILED
320,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.4986,0.4947,0.4744,0.4654,0.4692,0.4576,0.4653,ABSTRACTION-FAILED
512,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.3784,0.3718,0.3715,0.3667,0.3685,0.3642,0.3644,ABSTRACTION-FAILED
768,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.2926,0.2912,0.2894,0.2859,0.2739,0.2768,0.2744,ABSTRACTION-FAILED
1024,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.2395,0.2385,0.2263,0.2256,0.2294,0.2253,0.2254,ABSTRACTION-FAILED
1536,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.1699,0.1694,0.1665,0.1632,0.1603,0.161,0.1644,ABSTRACTION-FAILED
2048,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.138,0.1313,0.1303,0.1318,0.127,0.1283,0.1303,ABSTRACTION-FAILED
3072,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.0961,0.0925,0.0914,0.0903,0.0912,0.0869,0.0889,ABSTRACTION-FAILED
4096,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.0742,0.0714,0.0718,0.0697,0.0703,0.0683,0.0693,ABSTRACTION-FAILED
6144,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.0503,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Antisymmetry-Neutral,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.96,0.94,0.93,0.92,0.8917,0.8941,0.9126,ABSTRACTION-STABLE
2,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.9478,0.94,0.9071,0.92,0.9056,0.8986,0.9173,ABSTRACTION-STABLE
4,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.9546,0.9248,0.9247,0.92,0.8827,0.8767,0.9124,ABSTRACTION-STABLE
6,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.96,0.9384,0.9022,0.9187,0.8875,0.8859,0.8857,ABSTRACTION-STABLE
8,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.9375,0.9293,0.8899,0.92,0.899,0.8677,0.8868,ABSTRACTION-BOUNDED
12,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.9141,0.9114,0.8857,0.8959,0.8592,0.8796,0.8785,ABSTRACTION-BOUNDED
16,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.9251,0.9193,0.9024,0.8897,0.8655,0.8477,0.8731,ABSTRACTION-STABLE
20,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.8987,0.8918,0.8606,0.8816,0.8522,0.8358,0.8656,ABSTRACTION-BOUNDED
24,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.886,0.8719,0.8562,0.8694,0.8626,0.8264,0.8736,ABSTRACTION-BOUNDED
32,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.8957,0.8518,0.8417,0.8401,0.8137,0.8032,0.8499,ABSTRACTION-BOUNDED
40,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.8556,0.8371,0.8142,0.8337,0.8167,0.8183,0.8347,ABSTRACTION-BOUNDED
48,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.8514,0.8117,0.828,0.8189,0.8046,0.7728,0.8157,ABSTRACTION-BOUNDED
64,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.8241,0.8016,0.7794,0.78,0.7622,0.7541,0.7675,ABSTRACTION-PARTIAL
80,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.7866,0.7535,0.7437,0.76,0.7166,0.7401,0.7415,ABSTRACTION-PARTIAL
96,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.7327,0.725,0.7133,0.7156,0.6912,0.7007,0.7269,ABSTRACTION-PARTIAL
128,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.7067,0.6854,0.678,0.663,0.66,0.6606,0.665,ABSTRACTION-DEGRADING
160,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.6446,0.6468,0.6345,0.6282,0.6152,0.6104,0.6102,ABSTRACTION-DEGRADING
192,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.6227,0.5896,0.5814,0.6044,0.5637,0.5757,0.5884,ABSTRACTION-DEGRADING
256,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.5368,0.546,0.5229,0.5344,0.524,0.5062,0.517,ABSTRACTION-FAILED
320,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.4944,0.4732,0.4789,0.4774,0.4597,0.4655,0.4615,ABSTRACTION-FAILED
512,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.3827,0.3734,0.3709,0.3763,0.3561,0.3563,0.3558,ABSTRACTION-FAILED
768,Antisymmetry-Neutral,CrossModelIntegrationMapping,0.2877,0.282,0.281,0.2846,0.2691,0.2737,0.279,ABSTRACTION-FAILED
