depth,sector,condition,rg_similarity,interaction_coherence,collision_reproducibility,identity_retention_post_collision,recursive_exchange_stability,bounded_interaction_drift,interaction_gain,classification
64,Neutral,ExchangeConservationTracking,0.9412,0.9518,0.9157,0.9196,0.9167,0.8813,0.9164,INTERACTION-STABLE
80,Neutral,ExchangeConservationTracking,0.9423,0.9324,0.928,0.9299,0.92,0.8837,0.9093,INTERACTION-STABLE
96,Neutral,ExchangeConservationTracking,0.96,0.9417,0.9226,0.8982,0.9115,0.8927,0.9284,INTERACTION-STABLE
128,Neutral,ExchangeConservationTracking,0.96,0.9313,0.9066,0.9264,0.9091,0.8781,0.9069,INTERACTION-STABLE
160,Neutral,ExchangeConservationTracking,0.9538,0.9197,0.9229,0.93,0.92,0.8708,0.9149,INTERACTION-STABLE
192,Neutral,ExchangeConservationTracking,0.9386,0.9271,0.9304,0.9027,0.9184,0.8924,0.93,INTERACTION-STABLE
256,Neutral,ExchangeConservationTracking,0.9498,0.937,0.9124,0.8973,0.912,0.8909,0.9054,INTERACTION-STABLE
320,Neutral,ExchangeConservationTracking,0.96,0.9396,0.9277,0.9144,0.92,0.8908,0.9085,INTERACTION-STABLE
512,Neutral,ExchangeConservationTracking,0.9392,0.9454,0.8996,0.9208,0.9129,0.9031,0.93,INTERACTION-STABLE
768,Neutral,ExchangeConservationTracking,0.9454,0.9278,0.8996,0.9084,0.92,0.8862,0.93,INTERACTION-STABLE
1024,Neutral,ExchangeConservationTracking,0.9386,0.9523,0.9079,0.9015,0.92,0.8955,0.9147,INTERACTION-STABLE
1536,Neutral,ExchangeConservationTracking,0.9461,0.9309,0.918,0.93,0.9124,0.8985,0.9236,INTERACTION-STABLE
2048,Neutral,ExchangeConservationTracking,0.954,0.9228,0.8965,0.9058,0.9137,0.8965,0.8972,INTERACTION-STABLE
3072,Neutral,ExchangeConservationTracking,0.9424,0.9426,0.8978,0.93,0.92,0.8839,0.93,INTERACTION-STABLE
4096,Neutral,ExchangeConservationTracking,0.9498,0.9535,0.9271,0.9241,0.92,0.8746,0.9166,INTERACTION-STABLE
6144,Neutral,ExchangeConservationTracking,0.96,0.9378,0.9182,0.93,0.92,0.8928,0.9031,INTERACTION-STABLE
8192,Neutral,ExchangeConservationTracking,0.96,0.9235,0.9067,0.9299,0.92,0.8851,0.9079,INTERACTION-STABLE
12288,Neutral,ExchangeConservationTracking,0.9409,0.9432,0.8996,0.9018,0.92,0.8856,0.9164,INTERACTION-STABLE
16384,Neutral,ExchangeConservationTracking,0.9419,0.9314,0.9181,0.9235,0.92,0.9029,0.9088,INTERACTION-STABLE
24576,Neutral,ExchangeConservationTracking,0.96,0.9341,0.9002,0.9135,0.9173,0.8701,0.9045,INTERACTION-STABLE
32768,Neutral,ExchangeConservationTracking,0.96,0.9551,0.9137,0.896,0.92,0.9008,0.9166,INTERACTION-STABLE
65536,Neutral,ExchangeConservationTracking,0.96,0.9312,0.9185,0.9165,0.92,0.8718,0.9246,INTERACTION-STABLE
131072,Neutral,ExchangeConservationTracking,0.9551,0.9164,0.9107,0.9014,0.9045,0.9028,0.93,INTERACTION-STABLE
262144,Neutral,ExchangeConservationTracking,0.9383,0.9379,0.9317,0.9231,0.9163,0.8698,0.9261,INTERACTION-STABLE
524288,Neutral,ExchangeConservationTracking,0.96,0.9233,0.9073,0.9208,0.9027,0.8907,0.914,INTERACTION-STABLE
1048576,Neutral,ExchangeConservationTracking,0.9481,0.9129,0.9136,0.8938,0.92,0.8762,0.8973,INTERACTION-STABLE
2097152,Neutral,ExchangeConservationTracking,0.9376,0.9051,0.8677,0.8946,0.9146,0.8719,0.8781,INTERACTION-STABLE
4194304,Neutral,ExchangeConservationTracking,0.8804,0.8916,0.8712,0.8776,0.8706,0.8445,0.8495,INTERACTION-BOUNDED
8388608,Neutral,ExchangeConservationTracking,0.8535,0.8267,0.8124,0.7932,0.8061,0.7775,0.8263,INTERACTION-BOUNDED
16777216,Neutral,ExchangeConservationTracking,0.7496,0.7298,0.736,0.7193,0.7223,0.6863,0.741,INTERACTION-PARTIAL
1,Neutral,ConstructiveDestructiveCollision,0.959,0.9415,0.9086,0.9086,0.8776,0.8769,0.93,INTERACTION-STABLE
2,Neutral,ConstructiveDestructiveCollision,0.9389,0.9157,0.902,0.9147,0.9096,0.8681,0.93,INTERACTION-STABLE
4,Neutral,ConstructiveDestructiveCollision,0.9498,0.9231,0.9166,0.9086,0.8967,0.8919,0.93,INTERACTION-STABLE
6,Neutral,ConstructiveDestructiveCollision,0.9509,0.9269,0.8969,0.8922,0.9119,0.8708,0.9179,INTERACTION-STABLE
8,Neutral,ConstructiveDestructiveCollision,0.9389,0.9168,0.9339,0.897,0.9076,0.897,0.93,INTERACTION-STABLE
12,Neutral,ConstructiveDestructiveCollision,0.9414,0.9168,0.9108,0.8859,0.8967,0.902,0.9258,INTERACTION-STABLE
16,Neutral,ConstructiveDestructiveCollision,0.9495,0.9353,0.9132,0.8871,0.9039,0.8806,0.93,INTERACTION-STABLE
20,Neutral,ConstructiveDestructiveCollision,0.96,0.9412,0.9266,0.9185,0.8896,0.8768,0.9162,INTERACTION-STABLE
24,Neutral,ConstructiveDestructiveCollision,0.9482,0.9324,0.9333,0.8986,0.9061,0.8687,0.9225,INTERACTION-STABLE
32,Neutral,ConstructiveDestructiveCollision,0.96,0.9442,0.934,0.9026,0.898,0.8839,0.9205,INTERACTION-STABLE
40,Neutral,ConstructiveDestructiveCollision,0.96,0.9478,0.9027,0.9251,0.898,0.8836,0.928,INTERACTION-STABLE
48,Neutral,ConstructiveDestructiveCollision,0.9566,0.943,0.9276,0.8866,0.898,0.878,0.9168,INTERACTION-STABLE
64,Neutral,ConstructiveDestructiveCollision,0.9511,0.9376,0.9152,0.9211,0.9085,0.8717,0.93,INTERACTION-STABLE
80,Neutral,ConstructiveDestructiveCollision,0.96,0.9293,0.9178,0.8902,0.9009,0.869,0.93,INTERACTION-STABLE
96,Neutral,ConstructiveDestructiveCollision,0.96,0.9232,0.9017,0.9035,0.8903,0.8751,0.93,INTERACTION-STABLE
128,Neutral,ConstructiveDestructiveCollision,0.96,0.9416,0.9067,0.9068,0.9135,0.8812,0.93,INTERACTION-STABLE
160,Neutral,ConstructiveDestructiveCollision,0.96,0.9546,0.9331,0.9102,0.9094,0.9009,0.9178,INTERACTION-STABLE
192,Neutral,ConstructiveDestructiveCollision,0.96,0.94,0.9004,0.8881,0.9023,0.8721,0.93,INTERACTION-STABLE
256,Neutral,ConstructiveDestructiveCollision,0.9468,0.9484,0.9251,0.8964,0.9074,0.8754,0.93,INTERACTION-STABLE
320,Neutral,ConstructiveDestructiveCollision,0.9521,0.9555,0.9218,0.8995,0.9052,0.8846,0.9214,INTERACTION-STABLE
512,Neutral,ConstructiveDestructiveCollision,0.9487,0.936,0.9042,0.9155,0.8882,0.8661,0.9297,INTERACTION-STABLE
768,Neutral,ConstructiveDestructiveCollision,0.9559,0.9313,0.914,0.9013,0.913,0.8956,0.93,INTERACTION-STABLE
1024,Neutral,ConstructiveDestructiveCollision,0.9428,0.953,0.9108,0.8935,0.8949,0.9005,0.9253,INTERACTION-STABLE
1536,Neutral,ConstructiveDestructiveCollision,0.9444,0.9545,0.9265,0.9039,0.8886,0.8828,0.93,INTERACTION-STABLE
2048,Neutral,ConstructiveDestructiveCollision,0.9445,0.952,0.8975,0.9028,0.8792,0.8796,0.93,INTERACTION-STABLE
3072,Neutral,ConstructiveDestructiveCollision,0.9515,0.9221,0.9095,0.9056,0.8898,0.8766,0.93,INTERACTION-STABLE
4096,Neutral,ConstructiveDestructiveCollision,0.96,0.9454,0.9229,0.8982,0.8939,0.8841,0.9291,INTERACTION-STABLE
6144,Neutral,ConstructiveDestructiveCollision,0.9526,0.9409,0.9284,0.8933,0.8815,0.8774,0.93,INTERACTION-STABLE
8192,Neutral,ConstructiveDestructiveCollision,0.9404,0.9465,0.9195,0.8995,0.8949,0.8683,0.93,INTERACTION-STABLE
12288,Neutral,ConstructiveDestructiveCollision,0.9503,0.9394,0.9323,0.8983,0.908,0.8919,0.93,INTERACTION-STABLE
16384,Neutral,ConstructiveDestructiveCollision,0.9398,0.9171,0.9324,0.9151,0.9121,0.8956,0.93,INTERACTION-STABLE
24576,Neutral,ConstructiveDestructiveCollision,0.96,0.9165,0.8997,0.9123,0.8927,0.8826,0.9174,INTERACTION-STABLE
32768,Neutral,ConstructiveDestructiveCollision,0.96,0.9161,0.9101,0.9226,0.9014,0.8954,0.93,INTERACTION-STABLE
65536,Neutral,ConstructiveDestructiveCollision,0.9584,0.9234,0.9057,0.9129,0.8917,0.8688,0.9187,INTERACTION-STABLE
131072,Neutral,ConstructiveDestructiveCollision,0.9433,0.9404,0.9028,0.9064,0.8765,0.8988,0.93,INTERACTION-STABLE
262144,Neutral,ConstructiveDestructiveCollision,0.96,0.9264,0.8944,0.8828,0.8949,0.9009,0.93,INTERACTION-STABLE
524288,Neutral,ConstructiveDestructiveCollision,0.9319,0.9386,0.8983,0.8857,0.9071,0.8785,0.9172,INTERACTION-STABLE
1048576,Neutral,ConstructiveDestructiveCollision,0.9591,0.9393,0.9201,0.8765,0.8712,0.857,0.9049,INTERACTION-STABLE
2097152,Neutral,ConstructiveDestructiveCollision,0.9104,0.8877,0.905,0.8796,0.8862,0.8645,0.912,INTERACTION-BOUNDED
4194304,Neutral,ConstructiveDestructiveCollision,0.9147,0.8629,0.8736,0.8548,0.8263,0.8421,0.8619,INTERACTION-BOUNDED
8388608,Neutral,ConstructiveDestructiveCollision,0.8435,0.8179,0.8243,0.7877,0.7872,0.7898,0.8368,INTERACTION-BOUNDED
16777216,Neutral,ConstructiveDestructiveCollision,0.7721,0.7339,0.7324,0.7033,0.7168,0.699,0.7558,INTERACTION-PARTIAL
1,Neutral,RecursiveInteractionReproducibility,0.9573,0.9233,0.94,0.9044,0.9126,0.91,0.9278,INTERACTION-STABLE
2,Neutral,RecursiveInteractionReproducibility,0.9413,0.9325,0.9306,0.9195,0.8862,0.91,0.93,INTERACTION-STABLE
4,Neutral,RecursiveInteractionReproducibility,0.96,0.9259,0.9378,0.9086,0.88,0.91,0.9141,INTERACTION-STABLE
6,Neutral,RecursiveInteractionReproducibility,0.9392,0.9296,0.9301,0.886,0.9092,0.8963,0.93,INTERACTION-STABLE
8,Neutral,RecursiveInteractionReproducibility,0.9545,0.922,0.9283,0.8978,0.8882,0.8995,0.9251,INTERACTION-STABLE
12,Neutral,RecursiveInteractionReproducibility,0.96,0.9225,0.9114,0.9204,0.9067,0.91,0.9259,INTERACTION-STABLE
16,Neutral,RecursiveInteractionReproducibility,0.9458,0.913,0.9272,0.911,0.906,0.91,0.9285,INTERACTION-STABLE
20,Neutral,RecursiveInteractionReproducibility,0.9319,0.9374,0.9108,0.913,0.8955,0.91,0.9134,INTERACTION-STABLE
24,Neutral,RecursiveInteractionReproducibility,0.9554,0.9106,0.9154,0.8872,0.9025,0.8979,0.902,INTERACTION-STABLE
32,Neutral,RecursiveInteractionReproducibility,0.9319,0.9261,0.9156,0.912,0.8762,0.91,0.93,INTERACTION-STABLE
40,Neutral,RecursiveInteractionReproducibility,0.96,0.9073,0.9107,0.8947,0.9115,0.91,0.9218,INTERACTION-STABLE
48,Neutral,RecursiveInteractionReproducibility,0.96,0.9377,0.9098,0.8897,0.912,0.91,0.9244,INTERACTION-STABLE
64,Neutral,RecursiveInteractionReproducibility,0.9452,0.9166,0.9302,0.9164,0.8923,0.91,0.925,INTERACTION-STABLE
80,Neutral,RecursiveInteractionReproducibility,0.9319,0.9232,0.9106,0.8898,0.891,0.9002,0.9168,INTERACTION-STABLE
96,Neutral,RecursiveInteractionReproducibility,0.96,0.9075,0.9334,0.9142,0.9156,0.9074,0.908,INTERACTION-STABLE
128,Neutral,RecursiveInteractionReproducibility,0.9596,0.9426,0.9234,0.9059,0.892,0.91,0.9196,INTERACTION-STABLE
160,Neutral,RecursiveInteractionReproducibility,0.96,0.9422,0.9124,0.892,0.8997,0.91,0.9041,INTERACTION-STABLE
192,Neutral,RecursiveInteractionReproducibility,0.948,0.9335,0.9241,0.9208,0.8858,0.91,0.9198,INTERACTION-STABLE
256,Neutral,RecursiveInteractionReproducibility,0.9573,0.9073,0.9198,0.916,0.9018,0.9033,0.9055,INTERACTION-STABLE
320,Neutral,RecursiveInteractionReproducibility,0.96,0.9194,0.917,0.9147,0.9085,0.91,0.9104,INTERACTION-STABLE
512,Neutral,RecursiveInteractionReproducibility,0.9471,0.9234,0.94,0.9032,0.8818,0.9028,0.9,INTERACTION-STABLE
768,Neutral,RecursiveInteractionReproducibility,0.96,0.9256,0.9139,0.9025,0.9155,0.9046,0.9016,INTERACTION-STABLE
1024,Neutral,RecursiveInteractionReproducibility,0.96,0.9105,0.9328,0.9044,0.8833,0.9032,0.8982,INTERACTION-STABLE
1536,Neutral,RecursiveInteractionReproducibility,0.96,0.9233,0.94,0.9198,0.8986,0.91,0.9281,INTERACTION-STABLE
2048,Neutral,RecursiveInteractionReproducibility,0.9513,0.9071,0.9095,0.9017,0.9051,0.9017,0.8956,INTERACTION-STABLE
3072,Neutral,RecursiveInteractionReproducibility,0.9583,0.9431,0.9135,0.9087,0.9153,0.9055,0.9053,INTERACTION-STABLE
4096,Neutral,RecursiveInteractionReproducibility,0.96,0.909,0.9298,0.9206,0.8797,0.91,0.9067,INTERACTION-STABLE
6144,Neutral,RecursiveInteractionReproducibility,0.9425,0.9073,0.9219,0.9053,0.909,0.91,0.9108,INTERACTION-STABLE
8192,Neutral,RecursiveInteractionReproducibility,0.9441,0.9329,0.94,0.9024,0.9079,0.9012,0.93,INTERACTION-STABLE
12288,Neutral,RecursiveInteractionReproducibility,0.9341,0.9077,0.94,0.896,0.8913,0.91,0.9083,INTERACTION-STABLE
16384,Neutral,RecursiveInteractionReproducibility,0.96,0.9349,0.9209,0.9182,0.8985,0.91,0.9251,INTERACTION-STABLE
24576,Neutral,RecursiveInteractionReproducibility,0.9565,0.9373,0.94,0.9057,0.882,0.91,0.93,INTERACTION-STABLE
32768,Neutral,RecursiveInteractionReproducibility,0.96,0.9317,0.94,0.9022,0.9147,0.91,0.9257,INTERACTION-STABLE
65536,Neutral,RecursiveInteractionReproducibility,0.9347,0.9402,0.9272,0.8859,0.8868,0.9045,0.9127,INTERACTION-STABLE
131072,Neutral,RecursiveInteractionReproducibility,0.96,0.9118,0.914,0.8993,0.9111,0.8985,0.9261,INTERACTION-STABLE
262144,Neutral,RecursiveInteractionReproducibility,0.9308,0.9176,0.9309,0.9046,0.8928,0.91,0.93,INTERACTION-STABLE
524288,Neutral,RecursiveInteractionReproducibility,0.96,0.9184,0.9306,0.9024,0.9053,0.895,0.8919,INTERACTION-STABLE
1048576,Neutral,RecursiveInteractionReproducibility,0.9511,0.9045,0.9259,0.8839,0.8628,0.9087,0.918,INTERACTION-STABLE
2097152,Neutral,RecursiveInteractionReproducibility,0.9341,0.909,0.9083,0.8947,0.8729,0.8918,0.8811,INTERACTION-STABLE
4194304,Neutral,RecursiveInteractionReproducibility,0.8793,0.8639,0.8818,0.8401,0.8228,0.8494,0.8628,INTERACTION-BOUNDED
8388608,Neutral,RecursiveInteractionReproducibility,0.8295,0.8289,0.8336,0.809,0.7948,0.8199,0.8016,INTERACTION-BOUNDED
16777216,Neutral,RecursiveInteractionReproducibility,0.7396,0.743,0.7433,0.7112,0.7032,0.724,0.7302,INTERACTION-PARTIAL
1,Neutral,NullInteractionControl,0.6622,0.6545,0.63,0.5966,0.6092,0.5982,0.5978,INTERACTION-DEGRADING
2,Neutral,NullInteractionControl,0.6537,0.6491,0.6165,0.6261,0.6044,0.5846,0.6304,INTERACTION-DEGRADING
4,Neutral,NullInteractionControl,0.6721,0.6493,0.6371,0.6145,0.6098,0.5944,0.6022,INTERACTION-DEGRADING
6,Neutral,NullInteractionControl,0.6579,0.6399,0.6179,0.6028,0.5919,0.5833,0.6136,INTERACTION-DEGRADING
8,Neutral,NullInteractionControl,0.6752,0.6407,0.6289,0.6213,0.6048,0.6032,0.6084,INTERACTION-DEGRADING
12,Neutral,NullInteractionControl,0.6866,0.6263,0.6356,0.6322,0.5961,0.601,0.6048,INTERACTION-DEGRADING
16,Neutral,NullInteractionControl,0.6498,0.6521,0.6285,0.6008,0.5912,0.6146,0.6044,INTERACTION-DEGRADING
20,Neutral,NullInteractionControl,0.6726,0.623,0.6149,0.617,0.5981,0.6052,0.629,INTERACTION-DEGRADING
24,Neutral,NullInteractionControl,0.6705,0.6427,0.6076,0.6033,0.594,0.5869,0.6184,INTERACTION-DEGRADING
32,Neutral,NullInteractionControl,0.6627,0.6214,0.6239,0.6133,0.6131,0.5794,0.635,INTERACTION-DEGRADING
40,Neutral,NullInteractionControl,0.6757,0.6414,0.6431,0.6196,0.6027,0.6124,0.614,INTERACTION-DEGRADING
48,Neutral,NullInteractionControl,0.6497,0.6209,0.6145,0.5994,0.5981,0.6031,0.6187,INTERACTION-DEGRADING
64,Neutral,NullInteractionControl,0.6803,0.6184,0.6227,0.6322,0.5978,0.5989,0.6268,INTERACTION-DEGRADING
80,Neutral,NullInteractionControl,0.6857,0.6326,0.6294,0.621,0.6069,0.6016,0.6014,INTERACTION-DEGRADING
96,Neutral,NullInteractionControl,0.6666,0.62,0.6407,0.6326,0.6131,0.5801,0.6236,INTERACTION-DEGRADING
128,Neutral,NullInteractionControl,0.6861,0.6205,0.6117,0.6221,0.619,0.5814,0.6215,INTERACTION-DEGRADING
160,Neutral,NullInteractionControl,0.6485,0.6361,0.6384,0.6166,0.6115,0.6097,0.5994,INTERACTION-DEGRADING
192,Neutral,NullInteractionControl,0.6859,0.6224,0.6102,0.6351,0.6115,0.5828,0.5958,INTERACTION-DEGRADING
256,Neutral,NullInteractionControl,0.6617,0.6529,0.6267,0.6134,0.6046,0.5968,0.6207,INTERACTION-DEGRADING
320,Neutral,NullInteractionControl,0.6595,0.6171,0.6437,0.6119,0.6068,0.6082,0.6178,INTERACTION-DEGRADING
512,Neutral,NullInteractionControl,0.6841,0.6172,0.6201,0.6305,0.6111,0.5849,0.6301,INTERACTION-DEGRADING
768,Neutral,NullInteractionControl,0.6688,0.6161,0.6208,0.6253,0.5903,0.6019,0.5985,INTERACTION-DEGRADING
1024,Neutral,NullInteractionControl,0.6481,0.6332,0.6296,0.6322,0.6093,0.6015,0.6002,INTERACTION-DEGRADING
1536,Neutral,NullInteractionControl,0.6626,0.6222,0.6194,0.6355,0.6109,0.5779,0.6155,INTERACTION-DEGRADING
2048,Neutral,NullInteractionControl,0.667,0.6241,0.6158,0.61,0.5933,0.6067,0.626,INTERACTION-DEGRADING
3072,Neutral,NullInteractionControl,0.6535,0.6388,0.6421,0.6153,0.6189,0.6154,0.6263,INTERACTION-DEGRADING
4096,Neutral,NullInteractionControl,0.6564,0.6339,0.6139,0.6075,0.5913,0.5944,0.6339,INTERACTION-DEGRADING
6144,Neutral,NullInteractionControl,0.6521,0.6425,0.6424,0.6316,0.59,0.6086,0.6274,INTERACTION-DEGRADING
8192,Neutral,NullInteractionControl,0.6842,0.639,0.6428,0.6194,0.6155,0.5866,0.6067,INTERACTION-DEGRADING
12288,Neutral,NullInteractionControl,0.6787,0.6225,0.6358,0.6169,0.6169,0.6033,0.6263,INTERACTION-DEGRADING
16384,Neutral,NullInteractionControl,0.6666,0.6219,0.6272,0.6119,0.6051,0.5922,0.5972,INTERACTION-DEGRADING
24576,Neutral,NullInteractionControl,0.6491,0.6422,0.6357,0.6208,0.5926,0.5995,0.6096,INTERACTION-DEGRADING
32768,Neutral,NullInteractionControl,0.6604,0.6217,0.6383,0.5985,0.5943,0.605,0.6152,INTERACTION-DEGRADING
65536,Neutral,NullInteractionControl,0.6651,0.638,0.6385,0.6321,0.6064,0.5795,0.6084,INTERACTION-DEGRADING
131072,Neutral,NullInteractionControl,0.6538,0.6468,0.6345,0.6317,0.5964,0.5764,0.6287,INTERACTION-DEGRADING
262144,Neutral,NullInteractionControl,0.6631,0.6442,0.6368,0.6086,0.6114,0.5992,0.6153,INTERACTION-DEGRADING
524288,Neutral,NullInteractionControl,0.6805,0.611,0.628,0.6144,0.5948,0.5975,0.5993,INTERACTION-DEGRADING
1048576,Neutral,NullInteractionControl,0.6374,0.6445,0.6225,0.6104,0.6,0.5676,0.5905,INTERACTION-DEGRADING
2097152,Neutral,NullInteractionControl,0.629,0.6077,0.5988,0.6037,0.5869,0.5933,0.608,INTERACTION-DEGRADING
4194304,Neutral,NullInteractionControl,0.6161,0.5882,0.5981,0.584,0.5625,0.5452,0.5644,INTERACTION-DEGRADING
8388608,Neutral,NullInteractionControl,0.5795,0.5623,0.542,0.5339,0.5501,0.5158,0.5618,INTERACTION-DEGRADING
16777216,Neutral,NullInteractionControl,0.5204,0.5169,0.5108,0.4784,0.4713,0.4607,0.4775,INTERACTION-FAILED
1,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8192,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12288,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16384,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24576,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32768,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
65536,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
131072,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
262144,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
524288,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1048576,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2097152,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4194304,P-A,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8388608,P-A,PacketCollisionDynamics,0.9504,0.9283,0.9163,0.8954,0.8895,0.8653,0.9095,INTERACTION-STABLE
16777216,P-A,PacketCollisionDynamics,0.8505,0.8258,0.8326,0.8043,0.7899,0.782,0.8006,INTERACTION-BOUNDED
1,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-A,RecursiveInteractionPersistence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
