depth,sector,condition,rg_similarity,emergent_mode_stability,independent_mode_coherence,recursive_mode_persistence,composite_mode_gain,mode_reproduction_index,transport_mode_alignment,classification
32,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.6326,0.626,0.6292,0.6007,0.6101,0.6104,0.6048,MODE-DEGRADING
40,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.5864,0.5776,0.5755,0.5534,0.5616,0.5409,0.566,MODE-DEGRADING
48,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.5578,0.5339,0.5358,0.5104,0.5074,0.5196,0.5256,MODE-FAILED
64,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.4924,0.474,0.4563,0.451,0.4545,0.4427,0.4588,MODE-FAILED
80,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.4349,0.4232,0.418,0.4118,0.3973,0.3943,0.4058,MODE-FAILED
96,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.388,0.3749,0.3657,0.3708,0.3681,0.3634,0.3679,MODE-FAILED
128,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.3277,0.3112,0.3095,0.3019,0.3076,0.2952,0.3071,MODE-FAILED
160,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.2781,0.2753,0.2617,0.2663,0.2531,0.2617,0.2588,MODE-FAILED
192,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.2469,0.242,0.2349,0.2257,0.2278,0.2291,0.2328,MODE-FAILED
256,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.1974,0.1935,0.188,0.1851,0.1791,0.1843,0.1834,MODE-FAILED
320,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.1633,0.1591,0.1595,0.154,0.1548,0.1547,0.1502,MODE-FAILED
512,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.1103,0.1044,0.1056,0.1031,0.0994,0.1016,0.1001,MODE-FAILED
768,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.0768,0.0747,0.0715,0.0696,0.0696,0.0711,0.0706,MODE-FAILED
1024,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.0575,0.0572,0.0565,0.0533,0.0524,0.0532,0.0551,MODE-FAILED
1536,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry-Neutral,EmergentModeExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.9517,0.9224,0.9102,0.92,0.8788,0.8798,0.8925,MODE-STABLE
2,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.9283,0.8944,0.8803,0.9005,0.8893,0.8788,0.8688,MODE-BOUNDED
4,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.9017,0.9019,0.8811,0.8538,0.8481,0.8482,0.8748,MODE-BOUNDED
6,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.9009,0.8479,0.8584,0.8306,0.8338,0.8175,0.8318,MODE-BOUNDED
8,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.8594,0.8398,0.8073,0.8264,0.812,0.7778,0.8215,MODE-BOUNDED
12,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.8157,0.8088,0.7861,0.7811,0.7461,0.7545,0.776,MODE-PARTIAL
16,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.7914,0.7567,0.7339,0.7242,0.7375,0.7186,0.7402,MODE-PARTIAL
20,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.7269,0.7228,0.6963,0.7,0.6771,0.6695,0.6925,MODE-DEGRADING
24,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.7057,0.6965,0.679,0.6814,0.6545,0.6399,0.6798,MODE-DEGRADING
32,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.6544,0.643,0.6248,0.6222,0.6151,0.5967,0.6249,MODE-DEGRADING
40,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.5974,0.5921,0.5654,0.5675,0.5615,0.5496,0.5609,MODE-DEGRADING
48,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.553,0.5469,0.5281,0.5308,0.5244,0.518,0.5353,MODE-FAILED
64,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.4847,0.4808,0.4589,0.4628,0.4543,0.4478,0.4612,MODE-FAILED
80,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.4431,0.4214,0.4221,0.4163,0.4003,0.4072,0.4101,MODE-FAILED
96,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.3957,0.3897,0.3756,0.3797,0.3667,0.3659,0.3668,MODE-FAILED
128,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.3246,0.3245,0.3126,0.3172,0.3042,0.3,0.31,MODE-FAILED
160,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.2823,0.2714,0.2714,0.2642,0.2576,0.2578,0.2621,MODE-FAILED
192,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.2418,0.242,0.235,0.2338,0.2286,0.2271,0.2367,MODE-FAILED
256,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.197,0.1957,0.1871,0.1861,0.1842,0.1843,0.1885,MODE-FAILED
320,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.1656,0.1574,0.1542,0.156,0.1527,0.1482,0.1532,MODE-FAILED
512,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.1081,0.1083,0.1032,0.1045,0.1011,0.1003,0.1044,MODE-FAILED
768,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.0757,0.0755,0.0726,0.074,0.0695,0.0687,0.0731,MODE-FAILED
1024,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.0573,0.0562,0.0565,0.0542,0.0554,0.0548,0.0544,MODE-FAILED
1536,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry-Neutral,ModePersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.9419,0.8959,0.909,0.8987,0.8676,0.8661,0.8917,MODE-BOUNDED
2,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.9173,0.8941,0.9062,0.8997,0.8705,0.8665,0.9054,MODE-BOUNDED
4,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.8929,0.8737,0.8883,0.8697,0.8517,0.8218,0.8837,MODE-BOUNDED
6,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.8687,0.8577,0.8676,0.8235,0.8254,0.8125,0.831,MODE-BOUNDED
8,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.8409,0.815,0.8213,0.8052,0.7857,0.7909,0.8332,MODE-BOUNDED
12,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.796,0.7754,0.7937,0.7816,0.7347,0.7555,0.7754,MODE-PARTIAL
16,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.7538,0.7491,0.7632,0.734,0.712,0.7058,0.7366,MODE-PARTIAL
20,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.7297,0.7254,0.7035,0.6892,0.6685,0.6725,0.7041,MODE-PARTIAL
24,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.6965,0.6681,0.6784,0.6533,0.6434,0.6487,0.6844,MODE-DEGRADING
32,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.6357,0.6129,0.6147,0.6026,0.5877,0.595,0.6288,MODE-DEGRADING
40,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.6016,0.5895,0.5707,0.5712,0.5521,0.5452,0.5745,MODE-DEGRADING
48,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.5525,0.5264,0.5485,0.5223,0.5043,0.5133,0.5306,MODE-FAILED
64,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.4925,0.4679,0.4795,0.4603,0.4438,0.4505,0.4747,MODE-FAILED
80,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.4327,0.4162,0.4123,0.4154,0.4002,0.4032,0.4148,MODE-FAILED
96,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.3921,0.3696,0.3823,0.3623,0.368,0.3613,0.3807,MODE-FAILED
128,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.3197,0.3161,0.3186,0.3067,0.3004,0.2917,0.3153,MODE-FAILED
160,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.2782,0.2671,0.2733,0.2657,0.2549,0.2506,0.272,MODE-FAILED
192,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.2441,0.2357,0.2331,0.2332,0.2258,0.2287,0.2338,MODE-FAILED
256,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.1952,0.1913,0.1896,0.1874,0.1786,0.1816,0.1901,MODE-FAILED
320,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.1639,0.1565,0.1552,0.1542,0.1513,0.1473,0.159,MODE-FAILED
512,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.1098,0.1071,0.1079,0.1024,0.1027,0.1009,0.1025,MODE-FAILED
768,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.0759,0.0739,0.0721,0.0725,0.0707,0.0678,0.0733,MODE-FAILED
1024,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.0574,0.0568,0.0557,0.0537,0.0536,0.0531,0.0551,MODE-FAILED
1536,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry-Neutral,IndependentTransportTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.9301,0.9056,0.9121,0.9147,0.888,0.887,0.9027,MODE-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.906,0.8851,0.8754,0.8931,0.8804,0.865,0.8785,MODE-BOUNDED
4,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.898,0.8668,0.8408,0.8558,0.8408,0.8222,0.8619,MODE-BOUNDED
6,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.8553,0.8359,0.826,0.8511,0.8242,0.8065,0.813,MODE-BOUNDED
8,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.8292,0.8278,0.8264,0.8054,0.8118,0.7928,0.8099,MODE-BOUNDED
12,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.8135,0.7722,0.7842,0.7847,0.7479,0.7558,0.7494,MODE-PARTIAL
16,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.766,0.7432,0.7428,0.7257,0.7105,0.7272,0.7221,MODE-PARTIAL
20,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.7427,0.7116,0.706,0.7182,0.6793,0.6797,0.68,MODE-PARTIAL
24,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.6858,0.675,0.6717,0.6802,0.6575,0.6637,0.6487,MODE-DEGRADING
32,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.6406,0.614,0.6028,0.6098,0.6166,0.6077,0.6057,MODE-DEGRADING
40,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.5947,0.5676,0.5725,0.5719,0.5515,0.5422,0.5694,MODE-DEGRADING
48,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.5581,0.5346,0.5191,0.537,0.5226,0.5211,0.5305,MODE-FAILED
64,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.4889,0.4713,0.4622,0.4565,0.4525,0.444,0.4481,MODE-FAILED
80,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.4199,0.4101,0.4082,0.4154,0.3994,0.397,0.4107,MODE-FAILED
96,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.3884,0.3718,0.3657,0.3677,0.36,0.3659,0.3641,MODE-FAILED
128,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.3284,0.3164,0.3096,0.3122,0.3088,0.299,0.3013,MODE-FAILED
160,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.2707,0.2666,0.2676,0.2692,0.265,0.259,0.263,MODE-FAILED
192,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.2415,0.2347,0.2334,0.2387,0.2247,0.229,0.2259,MODE-FAILED
256,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.1937,0.1909,0.1863,0.1839,0.1839,0.1798,0.1808,MODE-FAILED
320,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.1649,0.158,0.155,0.1584,0.1553,0.1494,0.1558,MODE-FAILED
512,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.1098,0.1051,0.1053,0.1067,0.1005,0.0989,0.1032,MODE-FAILED
768,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.0748,0.0744,0.0705,0.0731,0.0713,0.0712,0.072,MODE-FAILED
1024,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.0569,0.0572,0.0551,0.055,0.0549,0.0542,0.0552,MODE-FAILED
1536,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry-Neutral,RecursiveModeStabilization,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.9313,0.9081,0.8943,0.8728,0.9067,0.8653,0.8895,MODE-BOUNDED
2,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.9221,0.8927,0.8681,0.8599,0.8775,0.8681,0.8606,MODE-BOUNDED
4,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.9013,0.8503,0.8621,0.8626,0.8479,0.8159,0.851,MODE-BOUNDED
6,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.8529,0.8372,0.8447,0.8211,0.8474,0.7962,0.8076,MODE-BOUNDED
8,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.8536,0.8209,0.8242,0.8026,0.8086,0.7912,0.7834,MODE-BOUNDED
12,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.8113,0.7659,0.7767,0.7715,0.7628,0.7466,0.7568,MODE-PARTIAL
16,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.7685,0.7403,0.7456,0.7129,0.7396,0.7148,0.7162,MODE-PARTIAL
20,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.723,0.7006,0.685,0.7027,0.6972,0.6828,0.69,MODE-DEGRADING
24,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.7009,0.6816,0.6537,0.6536,0.6762,0.6541,0.671,MODE-DEGRADING
32,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.6281,0.62,0.6094,0.6153,0.615,0.593,0.5947,MODE-DEGRADING
40,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.5758,0.5671,0.5762,0.5591,0.576,0.5538,0.5581,MODE-DEGRADING
48,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.553,0.5412,0.5355,0.5166,0.5355,0.516,0.5229,MODE-FAILED
64,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.4861,0.4728,0.4582,0.4611,0.4547,0.4503,0.4618,MODE-FAILED
80,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.4252,0.421,0.4051,0.4058,0.4009,0.3874,0.4126,MODE-FAILED
96,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.3838,0.3735,0.3728,0.3622,0.3612,0.3515,0.3601,MODE-FAILED
128,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.3212,0.3167,0.3139,0.3057,0.3085,0.2986,0.3077,MODE-FAILED
160,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.2698,0.2732,0.2636,0.2648,0.2597,0.2552,0.261,MODE-FAILED
192,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.2415,0.2388,0.2353,0.232,0.2313,0.2283,0.2332,MODE-FAILED
256,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.1952,0.1891,0.1874,0.1832,0.1872,0.1826,0.1805,MODE-FAILED
320,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.1576,0.1545,0.1568,0.1533,0.1548,0.1474,0.1539,MODE-FAILED
512,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.108,0.1028,0.1055,0.1027,0.105,0.1002,0.104,MODE-FAILED
768,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.0743,0.0739,0.0726,0.0692,0.0707,0.0681,0.0716,MODE-FAILED
1024,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.0564,0.0561,0.0547,0.0538,0.0559,0.0526,0.0546,MODE-FAILED
1536,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry-Neutral,CompositeModeInteractionMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.9223,0.9115,0.9115,0.8939,0.889,0.8789,0.9043,MODE-STABLE
2,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.9233,0.8968,0.8663,0.8957,0.8481,0.8783,0.865,MODE-BOUNDED
4,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.8823,0.8487,0.8517,0.8569,0.8485,0.8433,0.8618,MODE-BOUNDED
6,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.87,0.8334,0.8235,0.8498,0.8177,0.832,0.816,MODE-BOUNDED
8,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.8398,0.8193,0.7966,0.7945,0.7796,0.7982,0.7921,MODE-PARTIAL
12,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.7896,0.789,0.7796,0.7722,0.7593,0.7647,0.7662,MODE-PARTIAL
16,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.771,0.745,0.7222,0.7324,0.7121,0.7211,0.736,MODE-PARTIAL
20,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.7254,0.7054,0.6841,0.7047,0.6791,0.6891,0.688,MODE-DEGRADING
24,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.7006,0.6611,0.6618,0.6747,0.6478,0.6638,0.6634,MODE-DEGRADING
32,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.6431,0.6054,0.607,0.6101,0.6113,0.6005,0.5957,MODE-DEGRADING
40,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.5773,0.5839,0.5758,0.5773,0.5571,0.5495,0.5672,MODE-DEGRADING
48,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.5442,0.5345,0.5213,0.5139,0.5164,0.5204,0.5098,MODE-FAILED
64,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.471,0.4649,0.46,0.4657,0.4477,0.454,0.4601,MODE-FAILED
80,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.428,0.4154,0.4069,0.4153,0.3922,0.4059,0.4098,MODE-FAILED
96,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.3766,0.3711,0.3624,0.3688,0.3551,0.3581,0.3593,MODE-FAILED
128,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.3164,0.3081,0.3094,0.3144,0.2959,0.2997,0.3103,MODE-FAILED
160,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.2768,0.2728,0.2598,0.2639,0.2619,0.2662,0.2618,MODE-FAILED
192,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.2424,0.2323,0.2323,0.2295,0.2233,0.2257,0.228,MODE-FAILED
256,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.1911,0.1879,0.1851,0.1852,0.1824,0.1799,0.1868,MODE-FAILED
320,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.1593,0.1542,0.1547,0.1514,0.151,0.1512,0.1522,MODE-FAILED
512,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.106,0.104,0.105,0.1015,0.1008,0.1029,0.1027,MODE-FAILED
768,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.0729,0.0736,0.0702,0.0723,0.0697,0.0708,0.0702,MODE-FAILED
1024,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.0556,0.0549,0.0538,0.0536,0.0536,0.0546,0.0551,MODE-FAILED
1536,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry-Neutral,ModeReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry-Neutral,NullModeControl,0.758,0.737,0.7211,0.7483,0.6918,0.7078,0.7227,MODE-PARTIAL
2,Projection-Antisymmetry-Neutral,NullModeControl,0.7318,0.7295,0.7115,0.7242,0.6966,0.6891,0.6854,MODE-PARTIAL
4,Projection-Antisymmetry-Neutral,NullModeControl,0.696,0.6863,0.706,0.6875,0.6633,0.6484,0.6957,MODE-DEGRADING
6,Projection-Antisymmetry-Neutral,NullModeControl,0.6895,0.6871,0.6906,0.6931,0.6484,0.6342,0.6835,MODE-DEGRADING
8,Projection-Antisymmetry-Neutral,NullModeControl,0.6847,0.6517,0.6599,0.6587,0.6527,0.6454,0.6509,MODE-DEGRADING
12,Projection-Antisymmetry-Neutral,NullModeControl,0.6458,0.6435,0.6178,0.6288,0.5975,0.5993,0.6167,MODE-DEGRADING
16,Projection-Antisymmetry-Neutral,NullModeControl,0.62,0.6145,0.6077,0.6075,0.5914,0.565,0.5898,MODE-DEGRADING
20,Projection-Antisymmetry-Neutral,NullModeControl,0.5644,0.5787,0.5591,0.5696,0.5493,0.5515,0.5424,MODE-DEGRADING
24,Projection-Antisymmetry-Neutral,NullModeControl,0.5611,0.5579,0.5455,0.5322,0.5172,0.531,0.5376,MODE-DEGRADING
32,Projection-Antisymmetry-Neutral,NullModeControl,0.5056,0.5098,0.4849,0.5062,0.4905,0.4767,0.4854,MODE-FAILED
40,Projection-Antisymmetry-Neutral,NullModeControl,0.4582,0.4669,0.4476,0.4702,0.4513,0.4422,0.4608,MODE-FAILED
48,Projection-Antisymmetry-Neutral,NullModeControl,0.4289,0.4407,0.4278,0.4229,0.4027,0.4003,0.4263,MODE-FAILED
64,Projection-Antisymmetry-Neutral,NullModeControl,0.3874,0.3868,0.3785,0.3731,0.365,0.3589,0.3698,MODE-FAILED
80,Projection-Antisymmetry-Neutral,NullModeControl,0.3308,0.339,0.3388,0.3375,0.3215,0.317,0.3291,MODE-FAILED
96,Projection-Antisymmetry-Neutral,NullModeControl,0.301,0.3005,0.2925,0.2956,0.2841,0.2897,0.2901,MODE-FAILED
128,Projection-Antisymmetry-Neutral,NullModeControl,0.2563,0.2508,0.2551,0.2472,0.2402,0.2419,0.2449,MODE-FAILED
160,Projection-Antisymmetry-Neutral,NullModeControl,0.2183,0.2189,0.2163,0.2231,0.2121,0.2111,0.206,MODE-FAILED
192,Projection-Antisymmetry-Neutral,NullModeControl,0.1957,0.1942,0.1908,0.1901,0.1847,0.1763,0.1826,MODE-FAILED
256,Projection-Antisymmetry-Neutral,NullModeControl,0.1502,0.1496,0.1467,0.15,0.1482,0.1404,0.1496,MODE-FAILED
320,Projection-Antisymmetry-Neutral,NullModeControl,0.1283,0.1269,0.1222,0.1263,0.1247,0.1236,0.1232,MODE-FAILED
512,Projection-Antisymmetry-Neutral,NullModeControl,0.0839,0.0863,0.0852,0.0827,0.0794,0.0798,0.0813,MODE-FAILED
768,Projection-Antisymmetry-Neutral,NullModeControl,0.0604,0.0589,0.059,0.06,0.0563,0.0546,0.0574,MODE-FAILED
1024,Projection-Antisymmetry-Neutral,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1536,Projection-Antisymmetry-Neutral,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry-Neutral,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
