domain,sys_idx,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score
population,318,2,1,1.32,0.95,1.0,2,CG,0.3333,0.95,0.8499,0.103693,0.9993,0.8499,1.3509,0.9375,0.14,0.6782
population,322,0,-1,-1.0,-1.0,-1.0,-1,CG,0.4,0.0,0.75,0.114003,0.9996,0.75,0.0,0.0,0.12,0.2855
population,329,6,1,3.83,0.92,0.0,1,CG,0.9333,0.92,0.45,0.067205,0.9998,0.45,0.4394,0.8848,0.02,0.6649
population,330,1,1,3.5,1.0,0.0,1,CG,0.5,1.0,0.65,0.075855,0.9995,0.65,1.1052,0.965,0.12,0.6752
population,331,2,1,8.05,1.0,0.0,1,CG,0.7333,1.0,0.5,0.081332,0.9997,0.5,0.6964,0.9195,0.04,0.6656
population,332,8,1,7.66,0.76,0.0,1,CG,0.9333,0.76,0.3999,0.055692,0.9998,0.3999,0.6567,0.7018,0.04,0.5879
population,334,2,1,2.85,1.0,0.0,1,CG,0.3667,1.0,0.4996,0.056468,0.9995,0.4996,1.0654,0.9715,0.06,0.603
population,336,3,1,3.5,1.0,0.0,1,CG,0.7333,1.0,0.55,0.075176,0.9998,0.55,0.7422,0.965,0.08,0.6909
population,339,3,1,1.37,1.0,0.9183,2,CG,0.2,1.0,0.7966,0.090903,0.9995,0.7966,0.9962,0.9863,0.08,0.6491
population,349,12,1,4.62,0.8,0.0,1,CG,0.9667,0.8,0.3,0.057439,0.9999,0.3,0.2222,0.763,0.02,0.5858
population,361,5,1,6.65,0.8,0.0,1,CG,0.8667,0.8,0.4,0.067752,0.9999,0.4,0.3615,0.7468,0.06,0.5944
population,367,18,1,31.54,0.48,0.0,1,CG,0.1667,0.48,0.75,0.182471,0.9994,0.75,0.6441,0.3286,0.02,0.3931
population,368,4,1,4.84,0.925,0.0,1,CG,0.7,0.925,0.55,0.063935,0.9998,0.55,0.5574,0.8802,0.04,0.6468
population,373,0,-1,-1.0,-1.0,-1.0,-1,CG,0.0,0.0,1.0,0.183182,0.9989,1.0,0.0,0.0,0.12,0.268
population,375,6,1,6.12,0.8,0.0,1,CG,0.8,0.8,0.5,0.066197,0.9997,0.5,0.3858,0.751,0.08,0.6097
population,381,5,1,1.46,0.92,0.0,1,CG,0.8333,0.92,0.5,0.062762,0.9997,0.5,0.2056,0.9066,0.04,0.6636
population,389,1,1,33.14,0.7,0.0,1,CG,0.9667,0.7,0.35,0.083349,0.9996,0.35,0.6753,0.468,0.1,0.541
population,396,3,1,30.62,0.7,0.0,1,CG,0.8667,0.7,0.45,0.079826,0.9997,0.45,0.4949,0.4857,0.08,0.5457
population,397,9,1,6.05,0.86,0.0,1,CG,0.9667,0.86,0.45,0.055154,0.9998,0.45,0.1639,0.808,0.04,0.648
population,401,15,1,19.34,0.64,0.0,1,CG,0.9667,0.64,0.35,0.060287,0.9998,0.35,0.321,0.5162,0.02,0.5213
population,402,20,1,41.0,0.38,0.0,1,CG,1.0,0.38,0.35,0.055388,0.9999,0.35,0.1427,0.2242,0.02,0.4191
population,405,0,-1,-1.0,-1.0,-1.0,-1,CG,0.3667,0.0,0.85,0.09703,0.9993,0.85,0.0,0.0,0.12,0.3038
population,406,7,1,3.75,0.88,0.0,1,CG,0.9333,0.88,0.4996,0.05396,0.9997,0.4996,0.4324,0.847,0.02,0.6616
population,407,4,1,2.77,0.975,0.0,1,CG,0.8667,0.975,0.4,0.069431,0.9997,0.4,0.9458,0.948,0.06,0.6683
population,411,14,1,20.12,0.5,0.0,1,CG,0.8,0.5,0.3,0.059012,0.9998,0.3,0.2511,0.3994,0.02,0.4229
population,412,9,1,7.41,0.88,0.0,1,CG,0.8,0.88,0.5,0.057282,0.9998,0.5,0.3302,0.8148,0.02,0.6302
population,415,2,1,6.59,0.85,0.0,1,CG,0.8667,0.85,0.45,0.078587,0.9997,0.45,0.627,0.794,0.08,0.6294
population,419,15,1,11.95,0.76,0.0,1,CG,0.9667,0.76,0.25,0.057351,0.9999,0.25,0.372,0.6692,0.02,0.5492
population,432,2,1,1.63,0.95,0.0,1,CG,0.3,0.95,0.6,0.086123,0.9996,0.6,0.7523,0.9345,0.08,0.5997
population,436,0,-1,-1.0,-1.0,-1.0,-1,CG,0.1667,0.0,0.75,0.083512,0.9993,0.75,0.0,0.0,0.14,0.2418
population,440,7,1,5.48,0.88,0.0,1,CG,0.8667,0.88,0.4,0.061111,0.9999,0.4,0.3486,0.8318,0.04,0.6241
population,446,1,1,1.78,0.9,0.0,1,CG,0.4667,0.9,0.7,0.059333,0.9996,0.7,0.8967,0.884,0.12,0.6439
population,448,20,1,44.76,0.42,0.0,1,CG,0.9667,0.42,0.3,0.052189,0.9999,0.3,0.0629,0.232,0.02,0.4111
population,462,7,1,18.14,0.42,0.0,1,CG,0.9,0.42,0.35,0.062899,0.9998,0.35,0.2564,0.3438,0.04,0.4301
population,464,3,1,8.93,0.9667,0.0,1,CG,0.9,0.9667,0.35,0.107877,0.9997,0.35,2.564,0.8804,0.1,0.6562
population,469,0,-1,-1.0,-1.0,-1.0,-1,CG,0.4333,0.0,0.7,0.099179,0.9996,0.7,0.0,0.0,0.14,0.2827
population,473,0,-1,-1.0,-1.0,-1.0,-1,CG,0.1333,0.0,0.9,0.105015,0.9993,0.9,0.0,0.0,0.12,0.2697
population,475,5,1,4.55,0.88,0.0,1,CG,0.9333,0.88,0.35,0.071741,0.9999,0.35,0.5669,0.84,0.06,0.6292
population,479,0,-1,-1.0,-1.0,-1.0,-1,CG,0.3,0.0,0.8,0.115473,0.9994,0.8,0.0,0.0,0.14,0.281
population,481,2,1,14.44,0.8,0.0,1,CG,0.8,0.8,0.45,0.078961,0.9996,0.45,0.7251,0.6845,0.04,0.5812
population,482,0,-1,-1.0,-1.0,-1.0,-1,CG,0.4333,0.0,0.65,0.096335,0.9997,0.65,0.0,0.0,0.1,0.2642
population,496,4,1,4.05,0.975,0.0,1,CG,0.4333,0.975,0.55,0.071625,0.9996,0.55,0.7132,0.9355,0.08,0.6202
