depth,sector,condition,rg_similarity,conservation_stability,invariant_preservation_index,redistribution_coherence,recursive_conservation_persistence,attractor_conservation_alignment,universality_conservation_score,classification
6,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.8173,0.7697,0.7722,0.7911,0.7671,0.7597,0.7734,CONSERVATION-BOUNDED
8,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.7904,0.756,0.7447,0.7595,0.7329,0.7081,0.7395,CONSERVATION-PARTIAL
12,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.7247,0.6917,0.6937,0.704,0.6716,0.6662,0.6962,CONSERVATION-PARTIAL
16,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.6684,0.6476,0.6434,0.646,0.6177,0.6131,0.6359,CONSERVATION-DEGRADING
20,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.6239,0.6229,0.5944,0.5991,0.6009,0.5678,0.5964,CONSERVATION-DEGRADING
24,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.6036,0.5629,0.5693,0.5636,0.5439,0.5461,0.5586,CONSERVATION-DEGRADING
32,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.5219,0.5061,0.5121,0.5018,0.4834,0.4817,0.4927,CONSERVATION-DEGRADING
40,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.4791,0.468,0.4546,0.4585,0.4364,0.4479,0.4608,CONSERVATION-FAILED
48,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.4301,0.4245,0.4224,0.4214,0.4135,0.3968,0.4016,CONSERVATION-FAILED
64,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.3702,0.3603,0.3458,0.3583,0.3393,0.3472,0.3548,CONSERVATION-FAILED
80,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.316,0.3039,0.3118,0.305,0.3034,0.3002,0.3009,CONSERVATION-FAILED
96,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.2794,0.2749,0.2686,0.2727,0.2628,0.2602,0.2665,CONSERVATION-FAILED
128,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.2267,0.2232,0.2177,0.2266,0.2204,0.2161,0.2174,CONSERVATION-FAILED
160,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.1933,0.1899,0.187,0.185,0.1807,0.1837,0.1804,CONSERVATION-FAILED
192,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.1697,0.1629,0.1587,0.1634,0.1577,0.1546,0.1607,CONSERVATION-FAILED
256,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.1325,0.1265,0.1272,0.1298,0.1249,0.1231,0.1232,CONSERVATION-FAILED
320,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.1108,0.1053,0.1052,0.1048,0.1011,0.1019,0.102,CONSERVATION-FAILED
512,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.0716,0.0687,0.0689,0.0699,0.0649,0.0668,0.0655,CONSERVATION-FAILED
768,Projection-Antisymmetry-Neutral,PerturbationConservationRecovery,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.9001,0.8752,0.8693,0.8382,0.8723,0.8473,0.8814,CONSERVATION-STABLE
2,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.9073,0.8575,0.8481,0.853,0.8654,0.8008,0.8291,CONSERVATION-BOUNDED
4,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.8556,0.8417,0.8175,0.7958,0.8013,0.7816,0.8236,CONSERVATION-BOUNDED
6,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.8223,0.8097,0.7741,0.7766,0.7663,0.7407,0.7895,CONSERVATION-BOUNDED
8,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.7718,0.7589,0.7421,0.7412,0.7486,0.7229,0.757,CONSERVATION-PARTIAL
12,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.7286,0.7181,0.6867,0.6743,0.7003,0.6563,0.6782,CONSERVATION-PARTIAL
16,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.6832,0.671,0.6575,0.6479,0.6457,0.6171,0.6481,CONSERVATION-PARTIAL
20,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.621,0.6275,0.6084,0.587,0.6153,0.5864,0.6009,CONSERVATION-DEGRADING
24,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.6003,0.5805,0.574,0.5596,0.5785,0.5523,0.5625,CONSERVATION-DEGRADING
32,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.5371,0.5285,0.5179,0.5022,0.51,0.4986,0.499,CONSERVATION-DEGRADING
40,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.4721,0.4601,0.458,0.4464,0.4608,0.4497,0.4645,CONSERVATION-FAILED
48,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.4367,0.4261,0.4301,0.4085,0.4235,0.4072,0.4211,CONSERVATION-FAILED
64,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.3774,0.3665,0.3584,0.3514,0.351,0.3364,0.3481,CONSERVATION-FAILED
80,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.3202,0.3148,0.3113,0.3095,0.3124,0.2936,0.3133,CONSERVATION-FAILED
96,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.2862,0.2753,0.2774,0.2661,0.2677,0.2582,0.2725,CONSERVATION-FAILED
128,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.2372,0.2244,0.2187,0.2148,0.2248,0.2169,0.2192,CONSERVATION-FAILED
160,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.195,0.1907,0.1888,0.1796,0.1841,0.177,0.1867,CONSERVATION-FAILED
192,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.1695,0.1651,0.1647,0.1594,0.1627,0.1584,0.16,CONSERVATION-FAILED
256,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.1328,0.1307,0.13,0.1263,0.1282,0.1217,0.1276,CONSERVATION-FAILED
320,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.1112,0.1081,0.1071,0.1012,0.1036,0.0991,0.1031,CONSERVATION-FAILED
512,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.0708,0.0706,0.0686,0.0672,0.069,0.0666,0.068,CONSERVATION-FAILED
768,Projection-Antisymmetry-Neutral,TransportConservationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.9075,0.8824,0.8692,0.8573,0.8323,0.8358,0.8436,CONSERVATION-STABLE
2,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.8629,0.8577,0.8469,0.8416,0.8204,0.841,0.8363,CONSERVATION-BOUNDED
4,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.8505,0.814,0.8209,0.8032,0.7764,0.7857,0.7942,CONSERVATION-BOUNDED
6,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.8003,0.8012,0.7897,0.7537,0.7738,0.7707,0.7806,CONSERVATION-BOUNDED
8,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.7684,0.742,0.7523,0.7448,0.7361,0.7327,0.7233,CONSERVATION-PARTIAL
12,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.7222,0.6837,0.6845,0.6966,0.6747,0.6724,0.6898,CONSERVATION-PARTIAL
16,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.6835,0.6596,0.653,0.6498,0.6374,0.6403,0.6485,CONSERVATION-PARTIAL
20,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.6323,0.6143,0.6016,0.5863,0.5912,0.6034,0.6016,CONSERVATION-DEGRADING
24,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.5834,0.5848,0.5607,0.5475,0.5432,0.5552,0.5586,CONSERVATION-DEGRADING
32,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.5308,0.5113,0.4938,0.5106,0.4873,0.5017,0.5078,CONSERVATION-DEGRADING
40,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.4711,0.467,0.4511,0.442,0.4441,0.457,0.4544,CONSERVATION-FAILED
48,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.4256,0.4275,0.4158,0.4192,0.3968,0.4174,0.4059,CONSERVATION-FAILED
64,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.3721,0.356,0.3551,0.3568,0.3528,0.3449,0.3447,CONSERVATION-FAILED
80,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.3252,0.3165,0.3106,0.3037,0.2944,0.304,0.297,CONSERVATION-FAILED
96,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.284,0.2767,0.2776,0.2724,0.267,0.2702,0.2724,CONSERVATION-FAILED
128,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.2348,0.2217,0.2187,0.2174,0.2183,0.2182,0.2197,CONSERVATION-FAILED
160,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.1939,0.1908,0.188,0.1824,0.1824,0.1828,0.1795,CONSERVATION-FAILED
192,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.1639,0.1595,0.1637,0.1613,0.1585,0.155,0.1612,CONSERVATION-FAILED
256,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.132,0.1277,0.1239,0.1244,0.1249,0.1269,0.1227,CONSERVATION-FAILED
320,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.1083,0.1031,0.1045,0.1029,0.1005,0.1016,0.1041,CONSERVATION-FAILED
512,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.0702,0.0683,0.0679,0.0667,0.0649,0.0657,0.0675,CONSERVATION-FAILED
768,Projection-Antisymmetry-Neutral,AttractorLinkedConservationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.882,0.8863,0.8582,0.836,0.8576,0.826,0.8582,CONSERVATION-STABLE
2,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.8817,0.868,0.8523,0.8514,0.8489,0.8,0.8729,CONSERVATION-STABLE
4,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.8303,0.8267,0.7943,0.7851,0.8087,0.775,0.8248,CONSERVATION-BOUNDED
6,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.7947,0.7685,0.7773,0.7781,0.7849,0.7564,0.7751,CONSERVATION-BOUNDED
8,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.7829,0.7705,0.7346,0.7458,0.7358,0.7187,0.7644,CONSERVATION-PARTIAL
12,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.719,0.69,0.7002,0.6788,0.6874,0.6782,0.7006,CONSERVATION-PARTIAL
16,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.652,0.6397,0.6358,0.6219,0.6377,0.6151,0.6623,CONSERVATION-DEGRADING
20,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.6158,0.6053,0.5887,0.6011,0.6053,0.5778,0.5989,CONSERVATION-DEGRADING
24,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.5828,0.5608,0.5752,0.5508,0.5653,0.5588,0.5728,CONSERVATION-DEGRADING
32,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.5255,0.5026,0.5161,0.5015,0.4964,0.4957,0.5225,CONSERVATION-DEGRADING
40,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.4678,0.4672,0.4612,0.4508,0.4569,0.4426,0.4652,CONSERVATION-FAILED
48,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.4354,0.4271,0.4101,0.4049,0.4111,0.3972,0.4227,CONSERVATION-FAILED
64,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.3677,0.3623,0.3535,0.3531,0.3473,0.3344,0.3512,CONSERVATION-FAILED
80,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.3157,0.3146,0.304,0.3075,0.308,0.3004,0.3039,CONSERVATION-FAILED
96,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.2821,0.2797,0.2658,0.2712,0.2747,0.2569,0.275,CONSERVATION-FAILED
128,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.2255,0.2251,0.2254,0.2134,0.2198,0.2102,0.2223,CONSERVATION-FAILED
160,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.1954,0.1862,0.1842,0.1871,0.1862,0.1756,0.1849,CONSERVATION-FAILED
192,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.1658,0.1601,0.1618,0.1554,0.1608,0.158,0.1656,CONSERVATION-FAILED
256,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.1311,0.1269,0.1235,0.1239,0.1248,0.1201,0.1288,CONSERVATION-FAILED
320,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.1072,0.1038,0.1061,0.1031,0.1032,0.098,0.1044,CONSERVATION-FAILED
512,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.0705,0.0672,0.0692,0.0667,0.0674,0.0652,0.0686,CONSERVATION-FAILED
768,Projection-Antisymmetry-Neutral,ScaleIndependentConservationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
1,Projection-Antisymmetry-Neutral,NullConservationControl,0.7145,0.7032,0.6996,0.7234,0.6569,0.6587,0.6701,CONSERVATION-PARTIAL
2,Projection-Antisymmetry-Neutral,NullConservationControl,0.6778,0.6749,0.6693,0.6819,0.6558,0.643,0.6591,CONSERVATION-PARTIAL
4,Projection-Antisymmetry-Neutral,NullConservationControl,0.6493,0.6756,0.6371,0.6707,0.6367,0.6069,0.6283,CONSERVATION-DEGRADING
6,Projection-Antisymmetry-Neutral,NullConservationControl,0.6382,0.6393,0.6197,0.6463,0.6227,0.6137,0.6264,CONSERVATION-DEGRADING
8,Projection-Antisymmetry-Neutral,NullConservationControl,0.6259,0.615,0.5869,0.6113,0.5771,0.5746,0.6038,CONSERVATION-DEGRADING
12,Projection-Antisymmetry-Neutral,NullConservationControl,0.5756,0.5513,0.5534,0.561,0.5511,0.5373,0.5458,CONSERVATION-DEGRADING
16,Projection-Antisymmetry-Neutral,NullConservationControl,0.5341,0.5226,0.5032,0.5312,0.51,0.4919,0.5187,CONSERVATION-DEGRADING
20,Projection-Antisymmetry-Neutral,NullConservationControl,0.5056,0.5013,0.492,0.4869,0.4682,0.4597,0.475,CONSERVATION-DEGRADING
24,Projection-Antisymmetry-Neutral,NullConservationControl,0.453,0.4688,0.4658,0.4504,0.4422,0.4433,0.4424,CONSERVATION-FAILED
32,Projection-Antisymmetry-Neutral,NullConservationControl,0.4208,0.4173,0.41,0.409,0.3899,0.3939,0.4043,CONSERVATION-FAILED
40,Projection-Antisymmetry-Neutral,NullConservationControl,0.3678,0.3791,0.3747,0.3781,0.3601,0.3599,0.354,CONSERVATION-FAILED
48,Projection-Antisymmetry-Neutral,NullConservationControl,0.3504,0.3458,0.337,0.3386,0.3179,0.3199,0.3387,CONSERVATION-FAILED
64,Projection-Antisymmetry-Neutral,NullConservationControl,0.2833,0.2899,0.2811,0.2828,0.2799,0.2657,0.2866,CONSERVATION-FAILED
80,Projection-Antisymmetry-Neutral,NullConservationControl,0.2581,0.249,0.2464,0.245,0.2398,0.242,0.24,CONSERVATION-FAILED
96,Projection-Antisymmetry-Neutral,NullConservationControl,0.2287,0.2224,0.2228,0.2188,0.2159,0.2129,0.2111,CONSERVATION-FAILED
128,Projection-Antisymmetry-Neutral,NullConservationControl,0.1799,0.1808,0.1763,0.1773,0.1674,0.1717,0.1707,CONSERVATION-FAILED
160,Projection-Antisymmetry-Neutral,NullConservationControl,0.1547,0.1507,0.1535,0.155,0.1409,0.1442,0.1492,CONSERVATION-FAILED
192,Projection-Antisymmetry-Neutral,NullConservationControl,0.134,0.129,0.1308,0.1277,0.1234,0.1213,0.1243,CONSERVATION-FAILED
256,Projection-Antisymmetry-Neutral,NullConservationControl,0.1021,0.1044,0.1017,0.1014,0.0997,0.096,0.1019,CONSERVATION-FAILED
320,Projection-Antisymmetry-Neutral,NullConservationControl,0.0835,0.087,0.0825,0.0846,0.083,0.0788,0.0826,CONSERVATION-FAILED
512,Projection-Antisymmetry-Neutral,NullConservationControl,0.0573,0.0538,0.0551,0.0558,0.0517,0.0509,0.0535,CONSERVATION-FAILED
768,Projection-Antisymmetry-Neutral,NullConservationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,CONSERVATION-FAILED
