depth,sector,condition,artifact_reproduction_score,hierarchy_spoof_success,leakage_dependence_index,adversarial_false_positive_rate,universality_authenticity_score,recursive_bias_sensitivity,structural_nonrandomness_index,adversarial_emergence,authentic_emergence,classification
4194304,P-A,MetricLeakageSimulation,0.9412,1.0,0.9081,1.0,0.9412,0.0588,0.9412,0.8855,0.9408,ARTIFACT-STABLE
8388608,P-A,MetricLeakageSimulation,0.9412,1.0,0.8929,1.0,0.9412,0.0588,0.9412,0.8714,0.9259,ARTIFACT-STABLE
16777216,P-A,MetricLeakageSimulation,0.9412,1.0,0.8637,1.0,0.9412,0.0588,0.9412,0.8446,0.8974,ARTIFACT-STABLE
33554432,P-A,MetricLeakageSimulation,0.9412,1.0,0.8105,1.0,0.9412,0.0588,0.9412,0.7957,0.8454,ARTIFACT-STABLE
67108864,P-A,MetricLeakageSimulation,0.9412,1.0,0.7207,1.0,0.9412,0.0588,0.9412,0.7131,0.7576,ARTIFACT-STABLE
1,P-A,PartialEmergentSignatureMimicry,0.9856,1.0,1.0,1.0,0.9856,0.0144,0.9856,0.97,0.9562,ARTIFACT-STABLE
2,P-A,PartialEmergentSignatureMimicry,0.9672,1.0,0.9509,1.0,0.9672,0.0328,0.9672,0.9249,0.9562,ARTIFACT-STABLE
4,P-A,PartialEmergentSignatureMimicry,0.9856,1.0,1.0,1.0,0.9856,0.0144,0.9856,0.97,0.9562,ARTIFACT-STABLE
6,P-A,PartialEmergentSignatureMimicry,0.9861,1.0,0.9706,1.0,0.9861,0.0139,0.9861,0.9429,0.9562,ARTIFACT-STABLE
8,P-A,PartialEmergentSignatureMimicry,0.9856,1.0,1.0,1.0,0.9856,0.0144,0.9856,0.97,0.9562,ARTIFACT-STABLE
12,P-A,PartialEmergentSignatureMimicry,0.9762,1.0,0.9603,1.0,0.9762,0.0238,0.9762,0.9335,0.9562,ARTIFACT-STABLE
16,P-A,PartialEmergentSignatureMimicry,0.9526,1.0,0.9357,1.0,0.9526,0.0474,0.9526,0.9109,0.9562,ARTIFACT-STABLE
20,P-A,PartialEmergentSignatureMimicry,0.9856,1.0,1.0,1.0,0.9856,0.0144,0.9856,0.97,0.9562,ARTIFACT-STABLE
24,P-A,PartialEmergentSignatureMimicry,0.9856,1.0,1.0,1.0,0.9856,0.0144,0.9856,0.97,0.9562,ARTIFACT-STABLE
32,P-A,PartialEmergentSignatureMimicry,0.9829,1.0,0.9673,1.0,0.9829,0.0171,0.9829,0.9399,0.9562,ARTIFACT-STABLE
40,P-A,PartialEmergentSignatureMimicry,0.9944,1.0,0.9908,1.0,0.9944,0.0056,0.9944,0.9616,0.9562,ARTIFACT-STABLE
48,P-A,PartialEmergentSignatureMimicry,0.9696,1.0,0.9534,1.0,0.9696,0.0304,0.9696,0.9271,0.9562,ARTIFACT-STABLE
64,P-A,PartialEmergentSignatureMimicry,0.9933,1.0,0.9919,1.0,0.9933,0.0067,0.9933,0.9626,0.9562,ARTIFACT-STABLE
80,P-A,PartialEmergentSignatureMimicry,0.9856,1.0,1.0,1.0,0.9856,0.0144,0.9856,0.97,0.9562,ARTIFACT-STABLE
96,P-A,PartialEmergentSignatureMimicry,0.996,1.0,0.9808,1.0,0.996,0.004,0.996,0.9523,0.9562,ARTIFACT-STABLE
128,P-A,PartialEmergentSignatureMimicry,0.9856,1.0,1.0,1.0,0.9856,0.0144,0.9856,0.97,0.9562,ARTIFACT-STABLE
160,P-A,PartialEmergentSignatureMimicry,0.9856,1.0,1.0,1.0,0.9856,0.0144,0.9856,0.97,0.9562,ARTIFACT-STABLE
192,P-A,PartialEmergentSignatureMimicry,0.9786,1.0,0.9628,1.0,0.9786,0.0214,0.9786,0.9358,0.9562,ARTIFACT-STABLE
256,P-A,PartialEmergentSignatureMimicry,0.9812,1.0,0.9654,1.0,0.9812,0.0188,0.9812,0.9382,0.9562,ARTIFACT-STABLE
320,P-A,PartialEmergentSignatureMimicry,0.9856,1.0,1.0,1.0,0.9856,0.0144,0.9856,0.97,0.9562,ARTIFACT-STABLE
512,P-A,PartialEmergentSignatureMimicry,0.9973,1.0,0.9878,1.0,0.9973,0.0027,0.9973,0.9588,0.9562,ARTIFACT-STABLE
768,P-A,PartialEmergentSignatureMimicry,0.9992,1.0,0.9858,1.0,0.9992,0.0008,0.9992,0.957,0.9562,ARTIFACT-STABLE
1024,P-A,PartialEmergentSignatureMimicry,1.0,1.0,0.985,1.0,1.0,0.0,1.0,0.9562,0.9562,ARTIFACT-STABLE
1536,P-A,PartialEmergentSignatureMimicry,0.9856,1.0,1.0,1.0,0.9856,0.0144,0.9856,0.97,0.9562,ARTIFACT-STABLE
2048,P-A,PartialEmergentSignatureMimicry,0.9856,1.0,1.0,1.0,0.9856,0.0144,0.9856,0.97,0.9562,ARTIFACT-STABLE
3072,P-A,PartialEmergentSignatureMimicry,0.9795,1.0,0.9637,1.0,0.9795,0.0205,0.9795,0.9366,0.9562,ARTIFACT-STABLE
4096,P-A,PartialEmergentSignatureMimicry,0.9522,1.0,0.9353,1.0,0.9522,0.0478,0.9522,0.9104,0.9562,ARTIFACT-STABLE
6144,P-A,PartialEmergentSignatureMimicry,0.9855,1.0,1.0,1.0,0.9855,0.0145,0.9855,0.97,0.9562,ARTIFACT-STABLE
8192,P-A,PartialEmergentSignatureMimicry,0.9873,1.0,0.9981,1.0,0.9873,0.0127,0.9873,0.9683,0.9562,ARTIFACT-STABLE
12288,P-A,PartialEmergentSignatureMimicry,0.9855,1.0,1.0,1.0,0.9855,0.0145,0.9855,0.97,0.9562,ARTIFACT-STABLE
16384,P-A,PartialEmergentSignatureMimicry,0.9802,1.0,0.9643,1.0,0.9802,0.0198,0.9802,0.9372,0.9561,ARTIFACT-STABLE
24576,P-A,PartialEmergentSignatureMimicry,0.9704,1.0,0.9541,1.0,0.9704,0.0296,0.9704,0.9278,0.9561,ARTIFACT-STABLE
32768,P-A,PartialEmergentSignatureMimicry,0.9904,1.0,0.9749,1.0,0.9904,0.0096,0.9904,0.9469,0.9561,ARTIFACT-STABLE
65536,P-A,PartialEmergentSignatureMimicry,0.9853,1.0,1.0,1.0,0.9853,0.0147,0.9853,0.97,0.956,ARTIFACT-STABLE
131072,P-A,PartialEmergentSignatureMimicry,0.9909,1.0,0.9939,1.0,0.9909,0.0091,0.9909,0.9644,0.9557,ARTIFACT-STABLE
262144,P-A,PartialEmergentSignatureMimicry,0.9874,1.0,0.9708,1.0,0.9874,0.0126,0.9874,0.9432,0.9552,ARTIFACT-STABLE
524288,P-A,PartialEmergentSignatureMimicry,0.9616,1.0,0.9431,1.0,0.9616,0.0384,0.9616,0.9176,0.9542,ARTIFACT-STABLE
1048576,P-A,PartialEmergentSignatureMimicry,0.9981,1.0,0.9788,1.0,0.9981,0.0019,0.9981,0.9505,0.9523,ARTIFACT-STABLE
2097152,P-A,PartialEmergentSignatureMimicry,0.9849,1.0,0.961,1.0,0.9849,0.0151,0.9849,0.9341,0.9484,ARTIFACT-STABLE
4194304,P-A,PartialEmergentSignatureMimicry,0.9839,1.0,0.9847,1.0,0.9839,0.0161,0.9839,0.9559,0.9408,ARTIFACT-STABLE
8388608,P-A,PartialEmergentSignatureMimicry,0.9784,1.0,0.9303,1.0,0.9784,0.0216,0.9784,0.9059,0.9259,ARTIFACT-STABLE
16777216,P-A,PartialEmergentSignatureMimicry,0.984,1.0,0.9367,1.0,0.984,0.016,0.984,0.9118,0.8974,ARTIFACT-STABLE
33554432,P-A,PartialEmergentSignatureMimicry,0.9633,1.0,0.8309,1.0,0.9633,0.0367,0.9633,0.8144,0.8454,ARTIFACT-STABLE
67108864,P-A,PartialEmergentSignatureMimicry,0.9764,1.0,0.7497,1.0,0.9764,0.0236,0.9764,0.7397,0.7576,ARTIFACT-STABLE
1,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
2,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
4,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
6,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
8,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
12,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
16,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
20,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
24,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
32,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
40,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
48,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
64,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
80,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
96,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
128,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
160,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
192,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
256,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
320,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
512,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
768,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
1024,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
1536,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
2048,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
3072,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
4096,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
6144,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8128,0.9562,ARTIFACT-STABLE
8192,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8127,0.9562,ARTIFACT-STABLE
12288,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8291,1.0,0.85,0.15,0.85,0.8127,0.9562,ARTIFACT-STABLE
16384,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.829,1.0,0.85,0.15,0.85,0.8127,0.9561,ARTIFACT-STABLE
24576,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.829,1.0,0.85,0.15,0.85,0.8127,0.9561,ARTIFACT-STABLE
32768,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.829,1.0,0.85,0.15,0.85,0.8127,0.9561,ARTIFACT-STABLE
65536,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8289,1.0,0.85,0.15,0.85,0.8126,0.956,ARTIFACT-STABLE
131072,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8286,1.0,0.85,0.15,0.85,0.8124,0.9557,ARTIFACT-STABLE
262144,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8282,1.0,0.85,0.15,0.85,0.8119,0.9552,ARTIFACT-STABLE
524288,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8273,1.0,0.85,0.15,0.85,0.8111,0.9542,ARTIFACT-STABLE
1048576,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8255,1.0,0.85,0.15,0.85,0.8095,0.9523,ARTIFACT-STABLE
2097152,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8219,1.0,0.85,0.15,0.85,0.8062,0.9484,ARTIFACT-STABLE
4194304,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8149,1.0,0.85,0.15,0.85,0.7997,0.9408,ARTIFACT-STABLE
8388608,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.8011,1.0,0.85,0.15,0.85,0.787,0.9259,ARTIFACT-STABLE
16777216,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.7748,1.0,0.85,0.15,0.85,0.7628,0.8974,ARTIFACT-STABLE
33554432,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.7267,1.0,0.85,0.15,0.85,0.7186,0.8454,ARTIFACT-STABLE
67108864,P-A,RecursiveSymmetryCorruption,0.85,1.0,0.6456,1.0,0.85,0.15,0.85,0.644,0.7576,ARTIFACT-STABLE
1,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
2,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
4,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
6,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
8,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
12,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
16,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
20,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
24,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
32,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
40,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
48,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
64,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
80,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
96,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
128,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
160,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
192,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
256,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
320,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
512,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
768,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
1024,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
1536,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
2048,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
3072,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
4096,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
6144,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
8192,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5826,0.0,0.6128,0.3872,0.6128,0.586,0.9562,ARTIFACT-BOUNDED
12288,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5825,0.0,0.6128,0.3872,0.6128,0.5859,0.9562,ARTIFACT-BOUNDED
16384,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5825,0.0,0.6128,0.3872,0.6128,0.5859,0.9561,ARTIFACT-BOUNDED
24576,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5825,0.0,0.6128,0.3872,0.6128,0.5859,0.9561,ARTIFACT-BOUNDED
32768,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5825,0.0,0.6128,0.3872,0.6128,0.5859,0.9561,ARTIFACT-BOUNDED
65536,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5824,0.0,0.6128,0.3872,0.6128,0.5858,0.956,ARTIFACT-BOUNDED
131072,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5823,0.0,0.6128,0.3872,0.6128,0.5857,0.9557,ARTIFACT-BOUNDED
262144,P-A,CompressedArtifactGeneration,0.6128,1.0,0.5819,0.0,0.6128,0.3872,0.6128,0.5854,0.9552,ARTIFACT-BOUNDED
524288,P-A,CompressedArtifactGeneration,0.6129,1.0,0.5813,0.0,0.6129,0.3871,0.6129,0.5848,0.9542,ARTIFACT-BOUNDED
1048576,P-A,CompressedArtifactGeneration,0.6129,1.0,0.5801,0.0,0.6129,0.3871,0.6129,0.5837,0.9523,ARTIFACT-BOUNDED
2097152,P-A,CompressedArtifactGeneration,0.613,1.0,0.5776,0.0,0.613,0.387,0.613,0.5814,0.9484,ARTIFACT-BOUNDED
4194304,P-A,CompressedArtifactGeneration,0.6132,1.0,0.5727,0.0,0.6132,0.3868,0.6132,0.5768,0.9408,ARTIFACT-BOUNDED
8388608,P-A,CompressedArtifactGeneration,0.6135,1.0,0.5631,0.0,0.6135,0.3865,0.6135,0.568,0.9259,ARTIFACT-BOUNDED
16777216,P-A,CompressedArtifactGeneration,0.6142,1.0,0.5447,0.0,0.6142,0.3858,0.6142,0.5512,0.8974,ARTIFACT-BOUNDED
33554432,P-A,CompressedArtifactGeneration,0.6156,1.0,0.5113,0.0,0.6156,0.3844,0.6156,0.5204,0.8454,ARTIFACT-BOUNDED
67108864,P-A,CompressedArtifactGeneration,0.6183,1.0,0.4548,0.0,0.6183,0.3817,0.6183,0.4684,0.7576,ARTIFACT-BOUNDED
1,P-A,FakePropagationDynamics,1.0,1.0,0.985,1.0,1.0,0.0,1.0,0.9562,0.9562,ARTIFACT-STABLE
2,P-A,FakePropagationDynamics,0.9098,1.0,0.8913,1.0,0.9098,0.0902,0.9098,0.87,0.9562,ARTIFACT-STABLE
4,P-A,FakePropagationDynamics,0.8282,1.0,0.8064,1.0,0.8282,0.1718,0.8282,0.7919,0.9562,ARTIFACT-STABLE
6,P-A,FakePropagationDynamics,0.7841,1.0,0.7606,0.0,0.7841,0.2159,0.7841,0.7498,0.9562,ARTIFACT-STABLE
8,P-A,FakePropagationDynamics,0.7544,1.0,0.7297,0.0,0.7544,0.2456,0.7544,0.7213,0.9562,ARTIFACT-STABLE
12,P-A,FakePropagationDynamics,0.7145,1.0,0.6882,0.0,0.7145,0.2855,0.7145,0.6832,0.9562,ARTIFACT-BOUNDED
16,P-A,FakePropagationDynamics,0.6876,1.0,0.6603,0.0,0.6876,0.3124,0.6876,0.6574,0.9562,ARTIFACT-BOUNDED
20,P-A,FakePropagationDynamics,0.6674,1.0,0.6393,0.0,0.6674,0.3326,0.6674,0.6382,0.9562,ARTIFACT-BOUNDED
24,P-A,FakePropagationDynamics,0.6515,1.0,0.6228,0.0,0.6515,0.3485,0.6515,0.6229,0.9562,ARTIFACT-BOUNDED
32,P-A,FakePropagationDynamics,0.6271,1.0,0.5974,0.0,0.6271,0.3729,0.6271,0.5996,0.9562,ARTIFACT-BOUNDED
40,P-A,FakePropagationDynamics,0.6089,1.0,0.5785,0.0,0.6089,0.3911,0.6089,0.5822,0.9562,ARTIFACT-BOUNDED
48,P-A,FakePropagationDynamics,0.5944,1.0,0.5635,0.0,0.5944,0.4056,0.5944,0.5684,0.9562,ARTIFACT-BOUNDED
64,P-A,FakePropagationDynamics,0.5724,1.0,0.5406,0.0,0.5724,0.4276,0.5724,0.5473,0.9562,ARTIFACT-BOUNDED
80,P-A,FakePropagationDynamics,0.5559,1.0,0.5235,0.0,0.5559,0.4441,0.5559,0.5316,0.9562,ARTIFACT-BOUNDED
96,P-A,FakePropagationDynamics,0.5429,1.0,0.5099,0.0,0.5429,0.4571,0.5429,0.5191,0.9562,ARTIFACT-DEGRADING
128,P-A,FakePropagationDynamics,0.5229,1.0,0.4891,0.0,0.5229,0.4771,0.5229,0.5,0.9562,ARTIFACT-DEGRADING
160,P-A,FakePropagationDynamics,0.508,1.0,0.4736,0.0,0.508,0.492,0.508,0.4857,0.9562,ARTIFACT-DEGRADING
192,P-A,FakePropagationDynamics,0.4962,1.0,0.4613,0.0,0.4962,0.5038,0.4962,0.4744,0.9562,ARTIFACT-DEGRADING
256,P-A,FakePropagationDynamics,0.4781,1.0,0.4426,0.0,0.4781,0.5219,0.4781,0.4572,0.9562,ARTIFACT-DEGRADING
320,P-A,FakePropagationDynamics,0.4646,1.0,0.4286,0.0,0.4646,0.5354,0.4646,0.4443,0.9562,ARTIFACT-DEGRADING
512,P-A,FakePropagationDynamics,0.4376,1.0,0.4005,0.0,0.4376,0.5624,0.4376,0.4184,0.9562,ARTIFACT-DEGRADING
768,P-A,FakePropagationDynamics,0.4157,1.0,0.3777,0.0,0.4157,0.5843,0.4157,0.3975,0.9562,ARTIFACT-DEGRADING
1024,P-A,FakePropagationDynamics,0.4009,1.0,0.3624,0.0,0.4009,0.5991,0.4009,0.3834,0.9562,ARTIFACT-DEGRADING
1536,P-A,FakePropagationDynamics,0.3811,1.0,0.3418,0.0,0.3811,0.6189,0.3811,0.3644,0.9562,ARTIFACT-DEGRADING
2048,P-A,FakePropagationDynamics,0.3678,1.0,0.3279,0.0,0.3678,0.6322,0.3678,0.3516,0.9562,ARTIFACT-DEGRADING
3072,P-A,FakePropagationDynamics,0.3498,1.0,0.3092,0.0,0.3498,0.6502,0.3498,0.3345,0.9562,ARTIFACT-DEGRADING
4096,P-A,FakePropagationDynamics,0.3377,1.0,0.2967,0.0,0.3377,0.6623,0.3377,0.3229,0.9562,ARTIFACT-DEGRADING
6144,P-A,FakePropagationDynamics,0.3215,1.0,0.2798,0.0,0.3215,0.6785,0.3215,0.3074,0.9562,ARTIFACT-DEGRADING
8192,P-A,FakePropagationDynamics,0.3106,1.0,0.2684,0.0,0.3106,0.6894,0.3106,0.297,0.9562,ARTIFACT-DEGRADING
12288,P-A,FakePropagationDynamics,0.2959,1.0,0.2532,0.0,0.2959,0.7041,0.2959,0.2829,0.9562,ARTIFACT-FAILED
16384,P-A,FakePropagationDynamics,0.286,1.0,0.2429,0.0,0.286,0.714,0.286,0.2735,0.9561,ARTIFACT-FAILED
24576,P-A,FakePropagationDynamics,0.2727,1.0,0.2291,0.0,0.2727,0.7273,0.2727,0.2608,0.9561,ARTIFACT-FAILED
32768,P-A,FakePropagationDynamics,0.2638,1.0,0.2198,0.0,0.2638,0.7362,0.2638,0.2522,0.9561,ARTIFACT-FAILED
65536,P-A,FakePropagationDynamics,0.2437,1.0,0.1989,0.0,0.2437,0.7563,0.2437,0.233,0.956,ARTIFACT-FAILED
131072,P-A,FakePropagationDynamics,0.2255,1.0,0.1799,0.0,0.2255,0.7745,0.2255,0.2155,0.9557,ARTIFACT-FAILED
262144,P-A,FakePropagationDynamics,0.2092,1.0,0.1628,0.0,0.2092,0.7908,0.2092,0.1998,0.9552,ARTIFACT-FAILED
524288,P-A,FakePropagationDynamics,0.1944,1.0,0.1473,0.0,0.1944,0.8056,0.1944,0.1855,0.9542,ARTIFACT-FAILED
1048576,P-A,FakePropagationDynamics,0.1813,1.0,0.1333,0.0,0.1813,0.8187,0.1813,0.1726,0.9523,ARTIFACT-FAILED
2097152,P-A,FakePropagationDynamics,0.1697,1.0,0.1206,0.0,0.1697,0.8303,0.1697,0.161,0.9484,ARTIFACT-FAILED
4194304,P-A,FakePropagationDynamics,0.1599,1.0,0.1091,0.0,0.1599,0.8401,0.1599,0.1504,0.9408,ARTIFACT-FAILED
8388608,P-A,FakePropagationDynamics,0.1521,1.0,0.0988,0.0,0.1521,0.8479,0.1521,0.1409,0.9259,ARTIFACT-FAILED
16777216,P-A,FakePropagationDynamics,0.1473,1.0,0.0894,0.0,0.1473,0.8527,0.1473,0.1322,0.8974,ARTIFACT-FAILED
33554432,P-A,FakePropagationDynamics,0.1471,1.0,0.0809,0.0,0.1471,0.8529,0.1471,0.1244,0.8454,ARTIFACT-FAILED
67108864,P-A,FakePropagationDynamics,0.1548,1.0,0.0732,0.0,0.1548,0.8452,0.1548,0.1173,0.7576,ARTIFACT-FAILED
1,P-A,AdversarialOptimizationTowardHierarchy,0.9315,1.0,0.9138,1.0,0.9315,0.0685,0.9315,0.8907,0.9562,ARTIFACT-STABLE
2,P-A,AdversarialOptimizationTowardHierarchy,0.9339,1.0,0.9163,1.0,0.9339,0.0661,0.9339,0.893,0.9562,ARTIFACT-STABLE
