depth,sector,condition,compression_survival_fraction,emergence_reconstruction_fidelity,minimal_architecture_score,generalization_consistency,recursive_information_efficiency,compression_degradation_bound,structural_redundancy_index,compression_ratio,base_emergence,compressed_emergence,classification
4194304,P-A,SparseRecursiveConnectivity,0.6213,0.6,0.6213,1.0,1.0354,0.3787,1.0,0.6,0.9408,0.5845,COMPRESSION-DEGRADING
8388608,P-A,SparseRecursiveConnectivity,0.6216,0.6,0.6216,1.0,1.036,0.3784,1.0,0.6,0.9259,0.5755,COMPRESSION-DEGRADING
16777216,P-A,SparseRecursiveConnectivity,0.6223,0.6,0.6223,1.0,1.0371,0.3777,1.0,0.6,0.8974,0.5584,COMPRESSION-DEGRADING
33554432,P-A,SparseRecursiveConnectivity,0.6237,0.6,0.6237,1.0,1.0394,0.3763,1.0,0.6,0.8454,0.5272,COMPRESSION-DEGRADING
67108864,P-A,SparseRecursiveConnectivity,0.6264,0.6,0.6264,1.0,1.044,0.3736,1.0,0.6,0.7576,0.4746,COMPRESSION-DEGRADING
1,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
2,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
4,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
6,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
8,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
12,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
16,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
20,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
24,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
32,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
40,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
48,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
64,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
80,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
96,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
128,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
160,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
192,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
256,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
320,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
512,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
768,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
1024,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
1536,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
2048,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
3072,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
4096,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
6144,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
8192,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9562,0.9562,COMPRESSION-STABLE
12288,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9562,0.9561,COMPRESSION-STABLE
16384,P-A,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9561,0.9561,COMPRESSION-STABLE
24576,P-A,CompressedMemoryRepresentation,0.9999,0.9999,1.0,1.0,1.5384,0.0001,1.0,0.65,0.9561,0.9561,COMPRESSION-STABLE
32768,P-A,CompressedMemoryRepresentation,0.9999,0.9999,1.0,1.0,1.5384,0.0001,1.0,0.65,0.9561,0.956,COMPRESSION-STABLE
65536,P-A,CompressedMemoryRepresentation,0.9999,0.9999,1.0,1.0,1.5382,0.0001,1.0,0.65,0.956,0.9558,COMPRESSION-STABLE
131072,P-A,CompressedMemoryRepresentation,0.9997,0.9997,1.0,1.0,1.538,0.0003,1.0,0.65,0.9557,0.9554,COMPRESSION-STABLE
262144,P-A,CompressedMemoryRepresentation,0.9994,0.9994,1.0,1.0,1.5376,0.0006,1.0,0.65,0.9552,0.9547,COMPRESSION-STABLE
524288,P-A,CompressedMemoryRepresentation,0.9989,0.9988,1.0,1.0,1.5368,0.0011,1.0,0.65,0.9542,0.9532,COMPRESSION-STABLE
1048576,P-A,CompressedMemoryRepresentation,0.9978,0.9977,1.0,1.0,1.5351,0.0022,1.0,0.65,0.9523,0.9502,COMPRESSION-STABLE
2097152,P-A,CompressedMemoryRepresentation,0.9956,0.9954,1.0,1.0,1.5318,0.0044,1.0,0.65,0.9484,0.9443,COMPRESSION-STABLE
4194304,P-A,CompressedMemoryRepresentation,0.9914,0.9909,1.0,1.0,1.5252,0.0086,1.0,0.65,0.9408,0.9327,COMPRESSION-STABLE
8388608,P-A,CompressedMemoryRepresentation,0.9832,0.9822,1.0,1.0,1.5126,0.0168,1.0,0.65,0.9259,0.9103,COMPRESSION-STABLE
16777216,P-A,CompressedMemoryRepresentation,0.9679,0.9661,1.0,1.0,1.4891,0.0321,1.0,0.65,0.8974,0.8686,COMPRESSION-STABLE
33554432,P-A,CompressedMemoryRepresentation,0.9413,0.9376,1.0,1.0,1.4481,0.0587,1.0,0.65,0.8454,0.7957,COMPRESSION-STABLE
67108864,P-A,CompressedMemoryRepresentation,0.8994,0.8923,1.0,1.0,1.3837,0.1006,1.0,0.65,0.7576,0.6814,COMPRESSION-STABLE
1,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
2,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
4,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
6,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
8,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
12,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
16,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
20,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
24,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
32,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
40,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
48,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
64,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
80,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
96,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
128,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
160,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
192,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
256,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
320,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
512,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
768,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
1024,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
1536,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
2048,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
3072,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
4096,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
6144,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
8192,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
12288,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9562,0.6463,COMPRESSION-BOUNDED
16384,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9561,0.6463,COMPRESSION-BOUNDED
24576,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9561,0.6463,COMPRESSION-BOUNDED
32768,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9561,0.6462,COMPRESSION-BOUNDED
65536,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.956,0.6462,COMPRESSION-BOUNDED
131072,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9557,0.646,COMPRESSION-BOUNDED
262144,P-A,ReducedInteractionChannels,0.6759,0.658,0.6759,1.0,1.229,0.3241,1.0,0.55,0.9552,0.6457,COMPRESSION-BOUNDED
524288,P-A,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.229,0.324,1.0,0.55,0.9542,0.645,COMPRESSION-BOUNDED
1048576,P-A,ReducedInteractionChannels,0.676,0.658,0.676,1.0,1.2291,0.324,1.0,0.55,0.9523,0.6438,COMPRESSION-BOUNDED
2097152,P-A,ReducedInteractionChannels,0.6761,0.658,0.6761,1.0,1.2292,0.3239,1.0,0.55,0.9484,0.6412,COMPRESSION-BOUNDED
4194304,P-A,ReducedInteractionChannels,0.6762,0.658,0.6762,1.0,1.2295,0.3238,1.0,0.55,0.9408,0.6362,COMPRESSION-BOUNDED
8388608,P-A,ReducedInteractionChannels,0.6765,0.658,0.6765,1.0,1.23,0.3235,1.0,0.55,0.9259,0.6264,COMPRESSION-BOUNDED
16777216,P-A,ReducedInteractionChannels,0.6771,0.658,0.6771,1.0,1.2311,0.3229,1.0,0.55,0.8974,0.6076,COMPRESSION-BOUNDED
33554432,P-A,ReducedInteractionChannels,0.6783,0.658,0.6783,1.0,1.2332,0.3217,1.0,0.55,0.8454,0.5734,COMPRESSION-BOUNDED
67108864,P-A,ReducedInteractionChannels,0.6806,0.658,0.6806,1.0,1.2375,0.3194,1.0,0.55,0.7576,0.5156,COMPRESSION-BOUNDED
1,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
2,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
4,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
6,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
8,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
12,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
16,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
20,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
24,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
32,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
40,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
48,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
64,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
80,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
96,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
128,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
160,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
192,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
256,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
320,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
512,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
768,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
1024,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
1536,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
2048,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
3072,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
4096,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
6144,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
8192,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
12288,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9562,0.6843,COMPRESSION-BOUNDED
16384,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9561,0.6843,COMPRESSION-BOUNDED
24576,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9561,0.6843,COMPRESSION-BOUNDED
32768,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9561,0.6843,COMPRESSION-BOUNDED
65536,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.956,0.6842,COMPRESSION-BOUNDED
131072,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9557,0.684,COMPRESSION-BOUNDED
262144,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0224,0.2843,1.0,0.7,0.9552,0.6837,COMPRESSION-BOUNDED
524288,P-A,SimplifiedTransportDynamics,0.7157,0.7,1.0,1.0,1.0225,0.2843,1.0,0.7,0.9542,0.683,COMPRESSION-BOUNDED
1048576,P-A,SimplifiedTransportDynamics,0.7158,0.7,1.0,1.0,1.0225,0.2842,1.0,0.7,0.9523,0.6816,COMPRESSION-BOUNDED
2097152,P-A,SimplifiedTransportDynamics,0.7158,0.7,1.0,1.0,1.0226,0.2842,1.0,0.7,0.9484,0.6789,COMPRESSION-BOUNDED
4194304,P-A,SimplifiedTransportDynamics,0.7159,0.7,1.0,1.0,1.0228,0.2841,1.0,0.7,0.9408,0.6736,COMPRESSION-BOUNDED
8388608,P-A,SimplifiedTransportDynamics,0.7162,0.7,1.0,1.0,1.0231,0.2838,1.0,0.7,0.9259,0.6631,COMPRESSION-BOUNDED
16777216,P-A,SimplifiedTransportDynamics,0.7167,0.7,1.0,1.0,1.0239,0.2833,1.0,0.7,0.8974,0.6432,COMPRESSION-BOUNDED
33554432,P-A,SimplifiedTransportDynamics,0.7177,0.7,1.0,1.0,1.0253,0.2823,1.0,0.7,0.8454,0.6068,COMPRESSION-BOUNDED
67108864,P-A,SimplifiedTransportDynamics,0.7198,0.7,1.0,1.0,1.0283,0.2802,1.0,0.7,0.7576,0.5453,COMPRESSION-BOUNDED
1,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
2,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
4,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
6,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
8,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
12,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
16,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
20,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
24,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
32,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
40,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
48,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
64,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
80,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
96,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
128,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
160,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
192,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
256,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
320,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
512,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
768,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
1024,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
1536,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
2048,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
3072,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
4096,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
6144,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
8192,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
12288,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9562,0.9562,COMPRESSION-STABLE
16384,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9561,0.9562,COMPRESSION-STABLE
24576,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9561,0.9562,COMPRESSION-STABLE
32768,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9561,0.9562,COMPRESSION-STABLE
65536,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.956,0.9562,COMPRESSION-STABLE
131072,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9557,0.9562,COMPRESSION-STABLE
262144,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9552,0.9562,COMPRESSION-STABLE
524288,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9542,0.9562,COMPRESSION-STABLE
1048576,P-A,CoarseGrainedRecursiveDepth,1.0,1.0,1.0,1.0,1.6667,0.0,1.0,0.6,0.9523,0.9562,COMPRESSION-STABLE
