depth,sector,condition,rg_similarity,causal_coherence,temporal_order_stability,propagation_directionality,causal_chain_persistence,recursive_temporal_alignment,temporal_emergence_gain,classification
131072,Neutral,PropagationAsymmetryTracking,0.9189,0.8854,0.8624,0.8863,0.8687,0.816,0.8593,CAUSAL-TEMPORAL-BOUNDED
262144,Neutral,PropagationAsymmetryTracking,0.8597,0.8325,0.8209,0.816,0.8227,0.7819,0.8132,CAUSAL-TEMPORAL-BOUNDED
524288,Neutral,PropagationAsymmetryTracking,0.7489,0.7282,0.7263,0.7543,0.712,0.717,0.7297,CAUSAL-TEMPORAL-PARTIAL
1,Neutral,CausalChainPersistenceMapping,0.9486,0.9513,0.9163,0.8871,0.92,0.8935,0.9004,CAUSAL-TEMPORAL-STABLE
2,Neutral,CausalChainPersistenceMapping,0.9465,0.9406,0.9347,0.9088,0.92,0.8839,0.9018,CAUSAL-TEMPORAL-STABLE
4,Neutral,CausalChainPersistenceMapping,0.96,0.9349,0.9253,0.9,0.92,0.9016,0.9149,CAUSAL-TEMPORAL-STABLE
6,Neutral,CausalChainPersistenceMapping,0.96,0.9178,0.9071,0.9074,0.9154,0.9036,0.9101,CAUSAL-TEMPORAL-STABLE
8,Neutral,CausalChainPersistenceMapping,0.96,0.9226,0.9272,0.8914,0.92,0.9071,0.9183,CAUSAL-TEMPORAL-STABLE
12,Neutral,CausalChainPersistenceMapping,0.9457,0.9311,0.9123,0.8912,0.907,0.8842,0.917,CAUSAL-TEMPORAL-STABLE
16,Neutral,CausalChainPersistenceMapping,0.9558,0.9334,0.9026,0.8932,0.92,0.9047,0.93,CAUSAL-TEMPORAL-STABLE
20,Neutral,CausalChainPersistenceMapping,0.9477,0.9409,0.8995,0.9222,0.92,0.9049,0.9155,CAUSAL-TEMPORAL-STABLE
24,Neutral,CausalChainPersistenceMapping,0.9578,0.9164,0.923,0.8878,0.9151,0.8808,0.9254,CAUSAL-TEMPORAL-STABLE
32,Neutral,CausalChainPersistenceMapping,0.9397,0.9298,0.9141,0.9212,0.92,0.8789,0.9228,CAUSAL-TEMPORAL-STABLE
40,Neutral,CausalChainPersistenceMapping,0.96,0.9379,0.898,0.8901,0.92,0.8987,0.8985,CAUSAL-TEMPORAL-STABLE
48,Neutral,CausalChainPersistenceMapping,0.9427,0.9161,0.9256,0.9004,0.92,0.8937,0.9272,CAUSAL-TEMPORAL-STABLE
64,Neutral,CausalChainPersistenceMapping,0.9516,0.9521,0.9007,0.9091,0.92,0.8814,0.93,CAUSAL-TEMPORAL-STABLE
80,Neutral,CausalChainPersistenceMapping,0.9389,0.9197,0.9355,0.9192,0.92,0.896,0.8968,CAUSAL-TEMPORAL-STABLE
96,Neutral,CausalChainPersistenceMapping,0.9422,0.951,0.9152,0.8936,0.92,0.8889,0.9013,CAUSAL-TEMPORAL-STABLE
128,Neutral,CausalChainPersistenceMapping,0.96,0.9372,0.9077,0.9025,0.906,0.9048,0.9204,CAUSAL-TEMPORAL-STABLE
160,Neutral,CausalChainPersistenceMapping,0.96,0.942,0.9034,0.9214,0.9083,0.8858,0.9158,CAUSAL-TEMPORAL-STABLE
192,Neutral,CausalChainPersistenceMapping,0.9425,0.933,0.9196,0.9095,0.9063,0.9003,0.9001,CAUSAL-TEMPORAL-STABLE
256,Neutral,CausalChainPersistenceMapping,0.96,0.9523,0.8969,0.9064,0.92,0.8954,0.9087,CAUSAL-TEMPORAL-STABLE
320,Neutral,CausalChainPersistenceMapping,0.945,0.944,0.9061,0.9097,0.92,0.9071,0.9155,CAUSAL-TEMPORAL-STABLE
512,Neutral,CausalChainPersistenceMapping,0.9524,0.9436,0.9205,0.915,0.9117,0.8882,0.9296,CAUSAL-TEMPORAL-STABLE
768,Neutral,CausalChainPersistenceMapping,0.96,0.9431,0.9019,0.9076,0.92,0.8784,0.8986,CAUSAL-TEMPORAL-STABLE
1024,Neutral,CausalChainPersistenceMapping,0.9443,0.9365,0.9182,0.9224,0.92,0.9087,0.9122,CAUSAL-TEMPORAL-STABLE
1536,Neutral,CausalChainPersistenceMapping,0.9426,0.9222,0.9325,0.9135,0.9091,0.8828,0.895,CAUSAL-TEMPORAL-STABLE
2048,Neutral,CausalChainPersistenceMapping,0.9561,0.9194,0.9025,0.8929,0.9063,0.8768,0.9155,CAUSAL-TEMPORAL-STABLE
3072,Neutral,CausalChainPersistenceMapping,0.9553,0.9403,0.8948,0.9167,0.9136,0.9091,0.9186,CAUSAL-TEMPORAL-STABLE
4096,Neutral,CausalChainPersistenceMapping,0.96,0.9199,0.9088,0.9172,0.9128,0.8825,0.8997,CAUSAL-TEMPORAL-STABLE
6144,Neutral,CausalChainPersistenceMapping,0.9527,0.9176,0.9172,0.9038,0.92,0.8961,0.9058,CAUSAL-TEMPORAL-STABLE
8192,Neutral,CausalChainPersistenceMapping,0.96,0.9124,0.9155,0.9099,0.9125,0.8959,0.9089,CAUSAL-TEMPORAL-STABLE
12288,Neutral,CausalChainPersistenceMapping,0.9587,0.9289,0.8964,0.9053,0.9092,0.8982,0.9082,CAUSAL-TEMPORAL-STABLE
16384,Neutral,CausalChainPersistenceMapping,0.9448,0.9393,0.8963,0.8854,0.92,0.8709,0.9199,CAUSAL-TEMPORAL-STABLE
24576,Neutral,CausalChainPersistenceMapping,0.929,0.9069,0.9077,0.8887,0.92,0.8903,0.9175,CAUSAL-TEMPORAL-STABLE
32768,Neutral,CausalChainPersistenceMapping,0.9555,0.9177,0.9199,0.8971,0.8924,0.9006,0.8989,CAUSAL-TEMPORAL-STABLE
65536,Neutral,CausalChainPersistenceMapping,0.9164,0.9205,0.8686,0.8599,0.8981,0.852,0.8818,CAUSAL-TEMPORAL-STABLE
131072,Neutral,CausalChainPersistenceMapping,0.9061,0.8756,0.8676,0.8429,0.8866,0.8482,0.8429,CAUSAL-TEMPORAL-BOUNDED
262144,Neutral,CausalChainPersistenceMapping,0.85,0.8263,0.8267,0.7928,0.8298,0.78,0.8213,CAUSAL-TEMPORAL-BOUNDED
524288,Neutral,CausalChainPersistenceMapping,0.7705,0.7414,0.7221,0.7329,0.7425,0.7125,0.7156,CAUSAL-TEMPORAL-PARTIAL
1,Neutral,TransportDirectionCoherence,0.96,0.9086,0.9324,0.922,0.9021,0.8863,0.93,CAUSAL-TEMPORAL-STABLE
2,Neutral,TransportDirectionCoherence,0.9492,0.9277,0.9065,0.93,0.9083,0.8705,0.93,CAUSAL-TEMPORAL-STABLE
4,Neutral,TransportDirectionCoherence,0.96,0.9242,0.9307,0.93,0.891,0.8843,0.9234,CAUSAL-TEMPORAL-STABLE
6,Neutral,TransportDirectionCoherence,0.96,0.9434,0.9316,0.93,0.9108,0.8835,0.93,CAUSAL-TEMPORAL-STABLE
8,Neutral,TransportDirectionCoherence,0.96,0.9332,0.9146,0.9064,0.8927,0.9047,0.93,CAUSAL-TEMPORAL-STABLE
12,Neutral,TransportDirectionCoherence,0.9593,0.9453,0.9103,0.93,0.904,0.8804,0.93,CAUSAL-TEMPORAL-STABLE
16,Neutral,TransportDirectionCoherence,0.96,0.9328,0.9097,0.9232,0.8998,0.9052,0.93,CAUSAL-TEMPORAL-STABLE
20,Neutral,TransportDirectionCoherence,0.96,0.9324,0.9254,0.9147,0.9122,0.8821,0.9164,CAUSAL-TEMPORAL-STABLE
24,Neutral,TransportDirectionCoherence,0.947,0.9114,0.94,0.93,0.9062,0.8952,0.93,CAUSAL-TEMPORAL-STABLE
32,Neutral,TransportDirectionCoherence,0.9393,0.9357,0.9254,0.9265,0.8882,0.9041,0.9288,CAUSAL-TEMPORAL-STABLE
40,Neutral,TransportDirectionCoherence,0.9442,0.9072,0.9301,0.93,0.9042,0.8866,0.9212,CAUSAL-TEMPORAL-STABLE
48,Neutral,TransportDirectionCoherence,0.9588,0.9078,0.9363,0.9146,0.8957,0.8728,0.9268,CAUSAL-TEMPORAL-STABLE
64,Neutral,TransportDirectionCoherence,0.9557,0.916,0.94,0.93,0.883,0.8959,0.93,CAUSAL-TEMPORAL-STABLE
80,Neutral,TransportDirectionCoherence,0.9563,0.9216,0.9193,0.9232,0.9124,0.879,0.93,CAUSAL-TEMPORAL-STABLE
96,Neutral,TransportDirectionCoherence,0.96,0.945,0.926,0.9068,0.9031,0.9043,0.93,CAUSAL-TEMPORAL-STABLE
128,Neutral,TransportDirectionCoherence,0.96,0.9286,0.9393,0.93,0.8958,0.8674,0.93,CAUSAL-TEMPORAL-STABLE
160,Neutral,TransportDirectionCoherence,0.96,0.9347,0.926,0.93,0.9062,0.8972,0.93,CAUSAL-TEMPORAL-STABLE
192,Neutral,TransportDirectionCoherence,0.9527,0.937,0.9154,0.9111,0.9063,0.8842,0.93,CAUSAL-TEMPORAL-STABLE
256,Neutral,TransportDirectionCoherence,0.9469,0.912,0.9133,0.93,0.8967,0.8974,0.93,CAUSAL-TEMPORAL-STABLE
320,Neutral,TransportDirectionCoherence,0.9438,0.929,0.9138,0.9085,0.8941,0.8664,0.9236,CAUSAL-TEMPORAL-STABLE
512,Neutral,TransportDirectionCoherence,0.96,0.933,0.9309,0.93,0.8801,0.887,0.9157,CAUSAL-TEMPORAL-STABLE
768,Neutral,TransportDirectionCoherence,0.96,0.9153,0.9081,0.9156,0.8906,0.8779,0.922,CAUSAL-TEMPORAL-STABLE
1024,Neutral,TransportDirectionCoherence,0.96,0.9199,0.9388,0.93,0.8925,0.8852,0.93,CAUSAL-TEMPORAL-STABLE
1536,Neutral,TransportDirectionCoherence,0.9469,0.9148,0.9238,0.9065,0.8826,0.8784,0.9211,CAUSAL-TEMPORAL-STABLE
2048,Neutral,TransportDirectionCoherence,0.96,0.9271,0.9063,0.93,0.9108,0.8967,0.93,CAUSAL-TEMPORAL-STABLE
3072,Neutral,TransportDirectionCoherence,0.956,0.9062,0.94,0.93,0.8906,0.8764,0.93,CAUSAL-TEMPORAL-STABLE
4096,Neutral,TransportDirectionCoherence,0.9359,0.9119,0.9389,0.9139,0.8833,0.8644,0.93,CAUSAL-TEMPORAL-STABLE
6144,Neutral,TransportDirectionCoherence,0.9496,0.9094,0.9079,0.93,0.9039,0.8699,0.93,CAUSAL-TEMPORAL-STABLE
8192,Neutral,TransportDirectionCoherence,0.9449,0.9123,0.9204,0.9089,0.9027,0.8926,0.93,CAUSAL-TEMPORAL-STABLE
12288,Neutral,TransportDirectionCoherence,0.9376,0.9076,0.919,0.93,0.8827,0.8973,0.93,CAUSAL-TEMPORAL-STABLE
16384,Neutral,TransportDirectionCoherence,0.956,0.916,0.9282,0.9082,0.8958,0.8718,0.9254,CAUSAL-TEMPORAL-STABLE
24576,Neutral,TransportDirectionCoherence,0.9576,0.9239,0.9035,0.9291,0.885,0.8668,0.9195,CAUSAL-TEMPORAL-STABLE
32768,Neutral,TransportDirectionCoherence,0.9461,0.9292,0.9152,0.905,0.8674,0.8664,0.9221,CAUSAL-TEMPORAL-STABLE
65536,Neutral,TransportDirectionCoherence,0.9103,0.9008,0.8968,0.9133,0.8856,0.8727,0.9013,CAUSAL-TEMPORAL-STABLE
131072,Neutral,TransportDirectionCoherence,0.9015,0.867,0.8705,0.8796,0.8527,0.8293,0.8638,CAUSAL-TEMPORAL-BOUNDED
262144,Neutral,TransportDirectionCoherence,0.854,0.8261,0.8276,0.8162,0.7905,0.7712,0.8262,CAUSAL-TEMPORAL-BOUNDED
524288,Neutral,TransportDirectionCoherence,0.749,0.7379,0.735,0.7465,0.7105,0.706,0.7544,CAUSAL-TEMPORAL-PARTIAL
1,Neutral,RecursiveTemporalStabilization,0.9559,0.9197,0.9099,0.9116,0.9099,0.91,0.9157,CAUSAL-TEMPORAL-STABLE
2,Neutral,RecursiveTemporalStabilization,0.96,0.9343,0.9344,0.9157,0.9052,0.91,0.9137,CAUSAL-TEMPORAL-STABLE
4,Neutral,RecursiveTemporalStabilization,0.9411,0.9392,0.94,0.8894,0.8828,0.91,0.9051,CAUSAL-TEMPORAL-STABLE
6,Neutral,RecursiveTemporalStabilization,0.96,0.9292,0.9339,0.9227,0.9031,0.9005,0.8964,CAUSAL-TEMPORAL-STABLE
8,Neutral,RecursiveTemporalStabilization,0.9462,0.9247,0.9323,0.903,0.8911,0.9009,0.93,CAUSAL-TEMPORAL-STABLE
12,Neutral,RecursiveTemporalStabilization,0.96,0.9126,0.9196,0.8968,0.8908,0.9085,0.93,CAUSAL-TEMPORAL-STABLE
16,Neutral,RecursiveTemporalStabilization,0.96,0.9208,0.9295,0.9246,0.8793,0.9008,0.8985,CAUSAL-TEMPORAL-STABLE
20,Neutral,RecursiveTemporalStabilization,0.9352,0.9366,0.9229,0.8871,0.8795,0.906,0.9149,CAUSAL-TEMPORAL-STABLE
24,Neutral,RecursiveTemporalStabilization,0.96,0.9293,0.9318,0.9109,0.8784,0.91,0.9211,CAUSAL-TEMPORAL-STABLE
32,Neutral,RecursiveTemporalStabilization,0.9362,0.9146,0.94,0.9,0.9149,0.91,0.9141,CAUSAL-TEMPORAL-STABLE
40,Neutral,RecursiveTemporalStabilization,0.96,0.9118,0.9259,0.9086,0.8965,0.91,0.913,CAUSAL-TEMPORAL-STABLE
48,Neutral,RecursiveTemporalStabilization,0.9324,0.92,0.9137,0.9251,0.8969,0.91,0.9274,CAUSAL-TEMPORAL-STABLE
64,Neutral,RecursiveTemporalStabilization,0.96,0.9193,0.9328,0.9075,0.9101,0.9084,0.9255,CAUSAL-TEMPORAL-STABLE
80,Neutral,RecursiveTemporalStabilization,0.9542,0.9214,0.9293,0.919,0.8916,0.9099,0.9229,CAUSAL-TEMPORAL-STABLE
96,Neutral,RecursiveTemporalStabilization,0.9554,0.933,0.906,0.9248,0.9012,0.91,0.9128,CAUSAL-TEMPORAL-STABLE
128,Neutral,RecursiveTemporalStabilization,0.96,0.9321,0.9297,0.9064,0.8794,0.9065,0.9085,CAUSAL-TEMPORAL-STABLE
160,Neutral,RecursiveTemporalStabilization,0.96,0.9344,0.9399,0.8872,0.9132,0.9032,0.9097,CAUSAL-TEMPORAL-STABLE
192,Neutral,RecursiveTemporalStabilization,0.9445,0.9269,0.94,0.9145,0.8823,0.9045,0.9031,CAUSAL-TEMPORAL-STABLE
256,Neutral,RecursiveTemporalStabilization,0.96,0.9194,0.9105,0.9011,0.8755,0.91,0.9156,CAUSAL-TEMPORAL-STABLE
320,Neutral,RecursiveTemporalStabilization,0.9459,0.9173,0.9093,0.9185,0.903,0.9001,0.8963,CAUSAL-TEMPORAL-STABLE
512,Neutral,RecursiveTemporalStabilization,0.9402,0.9365,0.9309,0.8988,0.8775,0.91,0.8987,CAUSAL-TEMPORAL-STABLE
768,Neutral,RecursiveTemporalStabilization,0.96,0.9212,0.9218,0.8943,0.9134,0.91,0.9124,CAUSAL-TEMPORAL-STABLE
1024,Neutral,RecursiveTemporalStabilization,0.96,0.9062,0.9231,0.8883,0.8793,0.8961,0.9031,CAUSAL-TEMPORAL-STABLE
1536,Neutral,RecursiveTemporalStabilization,0.9594,0.9301,0.94,0.8956,0.9071,0.91,0.9157,CAUSAL-TEMPORAL-STABLE
2048,Neutral,RecursiveTemporalStabilization,0.9558,0.9132,0.9186,0.8878,0.8813,0.9084,0.9011,CAUSAL-TEMPORAL-STABLE
3072,Neutral,RecursiveTemporalStabilization,0.936,0.9195,0.9087,0.921,0.8943,0.9023,0.9249,CAUSAL-TEMPORAL-STABLE
4096,Neutral,RecursiveTemporalStabilization,0.96,0.9116,0.9365,0.8932,0.8819,0.896,0.9225,CAUSAL-TEMPORAL-STABLE
6144,Neutral,RecursiveTemporalStabilization,0.9577,0.9198,0.9121,0.9004,0.9062,0.9099,0.911,CAUSAL-TEMPORAL-STABLE
8192,Neutral,RecursiveTemporalStabilization,0.9305,0.9287,0.9165,0.8892,0.8771,0.91,0.8946,CAUSAL-TEMPORAL-STABLE
12288,Neutral,RecursiveTemporalStabilization,0.9261,0.9013,0.903,0.9076,0.8879,0.8957,0.9253,CAUSAL-TEMPORAL-STABLE
16384,Neutral,RecursiveTemporalStabilization,0.9481,0.9171,0.9239,0.8899,0.8814,0.91,0.9021,CAUSAL-TEMPORAL-STABLE
24576,Neutral,RecursiveTemporalStabilization,0.9404,0.8992,0.9061,0.9123,0.8777,0.91,0.9136,CAUSAL-TEMPORAL-BOUNDED
32768,Neutral,RecursiveTemporalStabilization,0.9377,0.9214,0.9096,0.8741,0.871,0.91,0.8944,CAUSAL-TEMPORAL-STABLE
65536,Neutral,RecursiveTemporalStabilization,0.9141,0.9147,0.8937,0.8595,0.8714,0.8765,0.9056,CAUSAL-TEMPORAL-STABLE
131072,Neutral,RecursiveTemporalStabilization,0.9049,0.8721,0.8603,0.8593,0.8492,0.8741,0.8428,CAUSAL-TEMPORAL-BOUNDED
262144,Neutral,RecursiveTemporalStabilization,0.8332,0.8252,0.83,0.8091,0.7965,0.8124,0.8266,CAUSAL-TEMPORAL-BOUNDED
524288,Neutral,RecursiveTemporalStabilization,0.7622,0.7273,0.7283,0.7018,0.6941,0.7155,0.7369,CAUSAL-TEMPORAL-PARTIAL
1,Neutral,NullCausalControl,0.6497,0.6187,0.645,0.6204,0.6037,0.6155,0.5983,CAUSAL-TEMPORAL-DEGRADING
2,Neutral,NullCausalControl,0.6486,0.6218,0.6271,0.6253,0.5895,0.6083,0.6029,CAUSAL-TEMPORAL-DEGRADING
4,Neutral,NullCausalControl,0.6797,0.6514,0.6374,0.618,0.5885,0.5839,0.6334,CAUSAL-TEMPORAL-DEGRADING
6,Neutral,NullCausalControl,0.6681,0.6458,0.6099,0.6349,0.6234,0.5812,0.6114,CAUSAL-TEMPORAL-DEGRADING
8,Neutral,NullCausalControl,0.6849,0.6253,0.6289,0.6315,0.594,0.6099,0.6179,CAUSAL-TEMPORAL-DEGRADING
12,Neutral,NullCausalControl,0.6515,0.6399,0.6202,0.5996,0.6252,0.6109,0.6124,CAUSAL-TEMPORAL-DEGRADING
16,Neutral,NullCausalControl,0.6699,0.6495,0.6444,0.6195,0.6048,0.5836,0.6123,CAUSAL-TEMPORAL-DEGRADING
20,Neutral,NullCausalControl,0.6566,0.6214,0.6091,0.6301,0.6249,0.6033,0.6283,CAUSAL-TEMPORAL-DEGRADING
24,Neutral,NullCausalControl,0.6818,0.619,0.6426,0.596,0.5922,0.5828,0.6271,CAUSAL-TEMPORAL-DEGRADING
32,Neutral,NullCausalControl,0.6818,0.6479,0.6301,0.6029,0.5982,0.5815,0.6176,CAUSAL-TEMPORAL-DEGRADING
40,Neutral,NullCausalControl,0.6624,0.649,0.644,0.6204,0.625,0.6048,0.6036,CAUSAL-TEMPORAL-DEGRADING
48,Neutral,NullCausalControl,0.6661,0.6268,0.6437,0.6332,0.6237,0.6098,0.6171,CAUSAL-TEMPORAL-DEGRADING
64,Neutral,NullCausalControl,0.6483,0.6318,0.6329,0.6187,0.5948,0.6065,0.6326,CAUSAL-TEMPORAL-DEGRADING
80,Neutral,NullCausalControl,0.6661,0.6515,0.6092,0.6156,0.5928,0.6118,0.6256,CAUSAL-TEMPORAL-DEGRADING
96,Neutral,NullCausalControl,0.6727,0.634,0.6136,0.5975,0.5912,0.6064,0.6317,CAUSAL-TEMPORAL-DEGRADING
128,Neutral,NullCausalControl,0.6498,0.6341,0.6149,0.6068,0.6246,0.5969,0.6062,CAUSAL-TEMPORAL-DEGRADING
160,Neutral,NullCausalControl,0.6543,0.6536,0.6079,0.6085,0.6174,0.5983,0.629,CAUSAL-TEMPORAL-DEGRADING
192,Neutral,NullCausalControl,0.6599,0.6398,0.6107,0.6259,0.5882,0.5785,0.6233,CAUSAL-TEMPORAL-DEGRADING
256,Neutral,NullCausalControl,0.6841,0.6369,0.6132,0.6068,0.6157,0.6009,0.6261,CAUSAL-TEMPORAL-DEGRADING
320,Neutral,NullCausalControl,0.6817,0.6379,0.6092,0.6116,0.605,0.577,0.6103,CAUSAL-TEMPORAL-DEGRADING
512,Neutral,NullCausalControl,0.6605,0.6306,0.6408,0.6045,0.617,0.58,0.6013,CAUSAL-TEMPORAL-DEGRADING
768,Neutral,NullCausalControl,0.6664,0.6175,0.6346,0.6207,0.6209,0.5869,0.6159,CAUSAL-TEMPORAL-DEGRADING
1024,Neutral,NullCausalControl,0.6643,0.6387,0.6076,0.5973,0.5894,0.5907,0.6335,CAUSAL-TEMPORAL-DEGRADING
1536,Neutral,NullCausalControl,0.6508,0.6323,0.6213,0.6299,0.6123,0.5758,0.6222,CAUSAL-TEMPORAL-DEGRADING
2048,Neutral,NullCausalControl,0.6802,0.6321,0.61,0.6013,0.5984,0.5797,0.5976,CAUSAL-TEMPORAL-DEGRADING
3072,Neutral,NullCausalControl,0.646,0.6166,0.6133,0.6034,0.5968,0.5893,0.6192,CAUSAL-TEMPORAL-DEGRADING
4096,Neutral,NullCausalControl,0.6745,0.6148,0.6095,0.6013,0.6033,0.5996,0.5988,CAUSAL-TEMPORAL-DEGRADING
6144,Neutral,NullCausalControl,0.648,0.6337,0.6251,0.6241,0.5936,0.5936,0.5965,CAUSAL-TEMPORAL-DEGRADING
8192,Neutral,NullCausalControl,0.6619,0.6454,0.6168,0.6169,0.5901,0.6033,0.6166,CAUSAL-TEMPORAL-DEGRADING
12288,Neutral,NullCausalControl,0.6483,0.6379,0.6268,0.6228,0.6013,0.5992,0.5976,CAUSAL-TEMPORAL-DEGRADING
16384,Neutral,NullCausalControl,0.6792,0.6451,0.633,0.6203,0.606,0.6082,0.6195,CAUSAL-TEMPORAL-DEGRADING
24576,Neutral,NullCausalControl,0.6652,0.6091,0.5997,0.5982,0.6012,0.5848,0.5955,CAUSAL-TEMPORAL-DEGRADING
32768,Neutral,NullCausalControl,0.6534,0.622,0.6118,0.6203,0.5962,0.5691,0.6003,CAUSAL-TEMPORAL-DEGRADING
65536,Neutral,NullCausalControl,0.6333,0.6226,0.598,0.611,0.5971,0.5897,0.604,CAUSAL-TEMPORAL-DEGRADING
131072,Neutral,NullCausalControl,0.6319,0.6032,0.602,0.5595,0.5694,0.564,0.5932,CAUSAL-TEMPORAL-DEGRADING
262144,Neutral,NullCausalControl,0.5935,0.5777,0.5583,0.5534,0.551,0.5319,0.5617,CAUSAL-TEMPORAL-DEGRADING
524288,Neutral,NullCausalControl,0.5354,0.5062,0.491,0.4928,0.469,0.4637,0.4922,CAUSAL-TEMPORAL-FAILED
1,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
20,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
40,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
48,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
64,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
80,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
96,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
128,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
160,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
192,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
256,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
320,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
512,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
768,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1024,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
1536,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2048,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
3072,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4096,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6144,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8192,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12288,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
16384,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
24576,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
32768,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
65536,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
131072,P-A,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
262144,P-A,CausalOrderingExtraction,0.9375,0.9264,0.9166,0.8947,0.9024,0.8922,0.9212,CAUSAL-TEMPORAL-STABLE
524288,P-A,CausalOrderingExtraction,0.8452,0.835,0.8157,0.8034,0.799,0.8019,0.8209,CAUSAL-TEMPORAL-BOUNDED
1,P-A,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-A,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-A,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-A,RecursiveTemporalConsistency,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
