depth,sector,condition,rg_similarity,field_coherence,distributed_influence_index,stabilization_gradient_strength,recursive_field_persistence,transport_field_alignment,attractor_field_coupling,classification
1024,Projection-Antisymmetry-Neutral,StabilizationGradientAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.916,0.8817,0.8841,0.8789,0.8804,0.8623,0.857,FIELD-STABLE
2,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.9199,0.8753,0.8491,0.842,0.8429,0.8336,0.8666,FIELD-BOUNDED
4,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.8523,0.8306,0.8241,0.819,0.813,0.8187,0.8083,FIELD-BOUNDED
6,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.8395,0.8312,0.8022,0.7918,0.7881,0.7717,0.78,FIELD-BOUNDED
8,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.8252,0.7692,0.7614,0.7489,0.75,0.7475,0.7584,FIELD-BOUNDED
12,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.7614,0.7489,0.7195,0.6977,0.7239,0.7042,0.7083,FIELD-PARTIAL
16,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.7201,0.6786,0.696,0.6729,0.661,0.6653,0.6505,FIELD-PARTIAL
20,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.6655,0.646,0.6355,0.6268,0.6304,0.6333,0.6403,FIELD-DEGRADING
24,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.6446,0.6156,0.5988,0.5805,0.5843,0.5872,0.5855,FIELD-DEGRADING
32,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.5682,0.5618,0.5436,0.5265,0.5423,0.5302,0.5464,FIELD-DEGRADING
40,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.5184,0.513,0.4958,0.4938,0.4878,0.4858,0.4809,FIELD-DEGRADING
48,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.4695,0.4669,0.4533,0.4405,0.4407,0.4518,0.4431,FIELD-FAILED
64,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.4066,0.3911,0.3993,0.3812,0.3828,0.3833,0.3742,FIELD-FAILED
80,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.3584,0.352,0.3413,0.3378,0.3391,0.3298,0.3349,FIELD-FAILED
96,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.3221,0.3154,0.3061,0.298,0.2957,0.3019,0.2966,FIELD-FAILED
128,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.2551,0.2551,0.2545,0.243,0.2497,0.2494,0.2413,FIELD-FAILED
160,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.2225,0.2116,0.2082,0.2035,0.2105,0.2058,0.2024,FIELD-FAILED
192,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.1933,0.1855,0.1876,0.179,0.1761,0.1789,0.1783,FIELD-FAILED
256,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.1518,0.1484,0.1447,0.1393,0.1389,0.1434,0.1449,FIELD-FAILED
320,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.1243,0.1201,0.1188,0.1165,0.1166,0.1147,0.1154,FIELD-FAILED
512,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.0814,0.0783,0.0778,0.0771,0.0762,0.0754,0.0756,FIELD-FAILED
768,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.0559,0.055,0.0541,0.053,0.0523,0.052,0.054,FIELD-FAILED
1024,Projection-Antisymmetry-Neutral,FieldMediatedTransportTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.9326,0.8959,0.8561,0.8936,0.8498,0.8409,0.8662,FIELD-STABLE
2,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.8946,0.8575,0.8575,0.8517,0.8408,0.8253,0.8599,FIELD-STABLE
4,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.8478,0.8473,0.84,0.8257,0.8131,0.7964,0.8347,FIELD-BOUNDED
6,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.8449,0.8219,0.782,0.7819,0.7816,0.7747,0.7756,FIELD-BOUNDED
8,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.7937,0.7872,0.7527,0.7612,0.7647,0.753,0.742,FIELD-BOUNDED
12,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.7639,0.7401,0.723,0.724,0.707,0.6949,0.7121,FIELD-PARTIAL
16,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.6933,0.691,0.665,0.6735,0.6464,0.6532,0.678,FIELD-PARTIAL
20,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.6747,0.6325,0.6352,0.6256,0.6294,0.6244,0.6272,FIELD-DEGRADING
24,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.6153,0.6053,0.6088,0.5918,0.579,0.5691,0.5811,FIELD-DEGRADING
32,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.5697,0.5382,0.5465,0.5293,0.5286,0.5104,0.5418,FIELD-DEGRADING
40,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.5148,0.4929,0.4858,0.4845,0.4914,0.4769,0.4893,FIELD-FAILED
48,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.4642,0.4614,0.459,0.4613,0.4436,0.4276,0.44,FIELD-FAILED
64,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.4058,0.3898,0.3821,0.3908,0.3835,0.3695,0.3865,FIELD-FAILED
80,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.3476,0.349,0.3346,0.3407,0.3299,0.3325,0.3425,FIELD-FAILED
96,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.3127,0.3063,0.3034,0.3008,0.2936,0.2858,0.3035,FIELD-FAILED
128,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.2537,0.2451,0.2477,0.2421,0.2445,0.234,0.2475,FIELD-FAILED
160,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.2158,0.2119,0.2061,0.2051,0.2022,0.2017,0.21,FIELD-FAILED
192,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.1869,0.1821,0.183,0.182,0.1768,0.1763,0.1766,FIELD-FAILED
256,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.147,0.1463,0.1438,0.1454,0.143,0.1401,0.144,FIELD-FAILED
320,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.1224,0.1226,0.1164,0.1163,0.1138,0.116,0.1171,FIELD-FAILED
512,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.0832,0.0791,0.0782,0.0783,0.0767,0.0762,0.0777,FIELD-FAILED
768,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.0561,0.0554,0.0547,0.0536,0.053,0.0529,0.0518,FIELD-FAILED
1024,Projection-Antisymmetry-Neutral,PerturbationPropagationGeometry,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.9133,0.8687,0.8835,0.8799,0.8628,0.8547,0.9036,FIELD-STABLE
2,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.8837,0.8704,0.8698,0.8331,0.849,0.8447,0.8612,FIELD-STABLE
4,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.8667,0.8209,0.8386,0.8291,0.8247,0.779,0.8433,FIELD-BOUNDED
6,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.8418,0.7888,0.7862,0.7852,0.7643,0.7783,0.8133,FIELD-BOUNDED
8,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.7867,0.7631,0.7548,0.7528,0.7444,0.7365,0.7729,FIELD-BOUNDED
12,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.7381,0.7169,0.7088,0.7117,0.714,0.7024,0.715,FIELD-PARTIAL
16,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.6965,0.6738,0.666,0.6573,0.6429,0.6413,0.6935,FIELD-PARTIAL
20,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.6534,0.6333,0.621,0.6246,0.6221,0.6028,0.6529,FIELD-DEGRADING
24,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.6341,0.6147,0.5981,0.5929,0.5793,0.5683,0.6089,FIELD-DEGRADING
32,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.5646,0.5368,0.5397,0.5318,0.534,0.5192,0.5373,FIELD-DEGRADING
40,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.5108,0.4976,0.5007,0.4831,0.4829,0.4708,0.4929,FIELD-FAILED
48,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.4671,0.4531,0.458,0.4544,0.441,0.4261,0.4492,FIELD-FAILED
64,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.3983,0.3893,0.3821,0.375,0.3838,0.3778,0.3905,FIELD-FAILED
80,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.3542,0.3373,0.3368,0.337,0.3392,0.323,0.3409,FIELD-FAILED
96,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.3112,0.3122,0.3003,0.2992,0.296,0.2939,0.3106,FIELD-FAILED
128,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.2627,0.2529,0.2465,0.2481,0.2415,0.2334,0.2467,FIELD-FAILED
160,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.2178,0.2108,0.2116,0.2044,0.2041,0.1981,0.211,FIELD-FAILED
192,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.1893,0.1876,0.1789,0.1809,0.1801,0.1777,0.1814,FIELD-FAILED
256,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.15,0.1482,0.143,0.1423,0.1425,0.1393,0.1452,FIELD-FAILED
320,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.1254,0.1218,0.1175,0.1164,0.1144,0.1134,0.1184,FIELD-FAILED
512,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.0828,0.0795,0.0794,0.077,0.0773,0.0762,0.0788,FIELD-FAILED
768,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.0564,0.0548,0.0535,0.0522,0.0534,0.0513,0.0538,FIELD-FAILED
1024,Projection-Antisymmetry-Neutral,AttractorFieldCoupling,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.8985,0.8904,0.8807,0.8544,0.8743,0.8601,0.8775,FIELD-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.8912,0.8887,0.8443,0.8493,0.847,0.8167,0.8318,FIELD-BOUNDED
4,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.8548,0.8374,0.8246,0.805,0.8264,0.801,0.8306,FIELD-BOUNDED
6,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.8212,0.8308,0.7872,0.7838,0.8038,0.7751,0.7919,FIELD-BOUNDED
8,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.7957,0.7844,0.7824,0.7758,0.7776,0.7553,0.7523,FIELD-BOUNDED
12,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.744,0.747,0.7158,0.701,0.7047,0.6852,0.7056,FIELD-PARTIAL
16,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.7031,0.6915,0.6731,0.6549,0.6634,0.6374,0.6697,FIELD-PARTIAL
20,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.6467,0.6524,0.6299,0.637,0.6386,0.6081,0.6385,FIELD-DEGRADING
24,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.6161,0.6028,0.6024,0.5858,0.6047,0.5908,0.5896,FIELD-DEGRADING
32,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.5573,0.5485,0.5465,0.5267,0.5285,0.5335,0.5371,FIELD-DEGRADING
40,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.5126,0.4958,0.4966,0.4934,0.5005,0.477,0.495,FIELD-FAILED
48,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.4734,0.4705,0.4488,0.4485,0.4414,0.4259,0.4511,FIELD-FAILED
64,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.4041,0.3905,0.3892,0.3858,0.383,0.3728,0.3841,FIELD-FAILED
80,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.3471,0.3528,0.3366,0.3363,0.3352,0.3305,0.3374,FIELD-FAILED
96,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.3161,0.3086,0.306,0.298,0.3075,0.2929,0.3035,FIELD-FAILED
128,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.2566,0.2576,0.2444,0.2473,0.2425,0.234,0.2501,FIELD-FAILED
160,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.218,0.2116,0.2116,0.2027,0.212,0.205,0.2042,FIELD-FAILED
192,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.1895,0.1891,0.1812,0.1794,0.1777,0.1781,0.1758,FIELD-FAILED
256,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.1483,0.1466,0.1409,0.1441,0.1425,0.1393,0.1401,FIELD-FAILED
320,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.1252,0.1192,0.1181,0.1181,0.1169,0.1169,0.1181,FIELD-FAILED
512,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.0801,0.0811,0.0768,0.0782,0.0782,0.0753,0.076,FIELD-FAILED
768,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.056,0.0544,0.0524,0.0541,0.0526,0.0527,0.052,FIELD-FAILED
1024,Projection-Antisymmetry-Neutral,RecursiveFieldCoherencePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Antisymmetry-Neutral,NullFieldControl,0.7311,0.7127,0.7197,0.735,0.7017,0.6688,0.7103,FIELD-PARTIAL
2,Projection-Antisymmetry-Neutral,NullFieldControl,0.6936,0.7136,0.7108,0.7208,0.6873,0.6432,0.6943,FIELD-PARTIAL
4,Projection-Antisymmetry-Neutral,NullFieldControl,0.6698,0.6891,0.647,0.6689,0.6373,0.625,0.6523,FIELD-DEGRADING
6,Projection-Antisymmetry-Neutral,NullFieldControl,0.662,0.6676,0.6367,0.6686,0.6341,0.6055,0.6431,FIELD-DEGRADING
8,Projection-Antisymmetry-Neutral,NullFieldControl,0.6349,0.6286,0.6111,0.6313,0.5914,0.5796,0.6111,FIELD-DEGRADING
12,Projection-Antisymmetry-Neutral,NullFieldControl,0.5795,0.5956,0.594,0.5824,0.5499,0.5379,0.5608,FIELD-DEGRADING
16,Projection-Antisymmetry-Neutral,NullFieldControl,0.5457,0.539,0.5283,0.5646,0.5381,0.5109,0.5337,FIELD-DEGRADING
20,Projection-Antisymmetry-Neutral,NullFieldControl,0.5143,0.5112,0.5204,0.5072,0.5085,0.4987,0.5073,FIELD-DEGRADING
24,Projection-Antisymmetry-Neutral,NullFieldControl,0.4939,0.5021,0.4921,0.5027,0.4699,0.4669,0.4862,FIELD-DEGRADING
32,Projection-Antisymmetry-Neutral,NullFieldControl,0.4357,0.4336,0.4408,0.4426,0.4191,0.4068,0.4353,FIELD-FAILED
40,Projection-Antisymmetry-Neutral,NullFieldControl,0.4,0.3916,0.3875,0.3941,0.384,0.3689,0.3866,FIELD-FAILED
48,Projection-Antisymmetry-Neutral,NullFieldControl,0.3788,0.3712,0.3592,0.3773,0.3526,0.3435,0.3628,FIELD-FAILED
64,Projection-Antisymmetry-Neutral,NullFieldControl,0.3107,0.3189,0.3191,0.3236,0.3076,0.2976,0.3143,FIELD-FAILED
80,Projection-Antisymmetry-Neutral,NullFieldControl,0.283,0.2749,0.2809,0.2767,0.2663,0.2577,0.2683,FIELD-FAILED
96,Projection-Antisymmetry-Neutral,NullFieldControl,0.2445,0.2518,0.2442,0.2418,0.2423,0.228,0.2434,FIELD-FAILED
128,Projection-Antisymmetry-Neutral,NullFieldControl,0.2043,0.2007,0.1996,0.2071,0.1912,0.1862,0.1997,FIELD-FAILED
160,Projection-Antisymmetry-Neutral,NullFieldControl,0.1716,0.1677,0.1709,0.175,0.1658,0.1593,0.1632,FIELD-FAILED
192,Projection-Antisymmetry-Neutral,NullFieldControl,0.1459,0.1475,0.1448,0.1506,0.1386,0.1436,0.1475,FIELD-FAILED
256,Projection-Antisymmetry-Neutral,NullFieldControl,0.1194,0.1194,0.114,0.1156,0.1124,0.1137,0.1164,FIELD-FAILED
320,Projection-Antisymmetry-Neutral,NullFieldControl,0.0988,0.099,0.0979,0.0943,0.0939,0.093,0.0937,FIELD-FAILED
512,Projection-Antisymmetry-Neutral,NullFieldControl,0.065,0.0625,0.0631,0.0652,0.0627,0.0602,0.0623,FIELD-FAILED
768,Projection-Antisymmetry-Neutral,NullFieldControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1024,Projection-Antisymmetry-Neutral,NullFieldControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
